general_params = {
fan_speed = 0.000000,
angular_kp = 0.042000,
angular_ki = 0.000210,
angular_kd = 0.050000,
angular_acc_feed_forward_k = 0.000400,
angular_brake_feed_forward_k = 0.000400,
angular_vel_feed_forward_k = 0.004000,
linear_vel_acc_feed_forward_k = 0.031250,
linear_vel_brake_feed_forward_k = 0.018000,
linear_vel_feed_forward_k = 0.105000,
wall_kp = 0.005000,
wall_ki = 0.000000,
wall_kd = 0.000000,
linear_vel_kp = 2.500000,
linear_vel_ki = 0.010000,
linear_vel_kd = 25.000000,
diagonal_walls_kp = 0.000000,
diagonal_walls_ki = 0.000000,
diagonal_walls_kd = 0.000000,
start_wall_break_mm_left = 42.000000,
start_wall_break_mm_right = 42.000000,
enable_wall_break_correction = 1.000000,
max_linear_acc_jerk = 40.000000,
max_linear_brake_jerk = 40.000000,
wheel_radius_mm = 13.300000,
coulomb_ff = 0.130000,
angular_coulomb_ff = 0.000000,
angular_static_ff = 0.000000,
};
t;Vel;TgtVel;AngVel;TgtAngVel;PWM_L;PWM_R;ImuDiff;PosX;PosY;Angle;Dist;SensL;SensFL;SensFR;SensR
0.0;0.0000;0.0000;-0.0061;-0.1405;26;-28;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.0;295.6;300.0;185.3
0.5;0.0000;0.0000;0.0008;-0.1405;1;-3;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.0;295.6;300.0;185.3
1.0;0.0000;0.0000;0.0053;-0.1405;1;-3;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;295.6;300.0;185.3
1.5;0.0000;0.0000;-0.0015;-0.1405;1;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;295.6;300.0;185.6
2.0;0.0000;0.0000;-0.0015;-0.1405;1;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.0;295.6;300.0;185.6
2.5;0.0000;0.0000;0.0000;-0.1405;1;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.0;296.2;300.0;185.6
3.0;0.0000;0.0000;0.0008;-0.1405;1;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.6;296.2;300.0;185.6
3.5;0.0000;0.0000;-0.0023;-0.1405;3;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.6;296.2;300.0;185.6
4.0;0.0000;0.0000;0.0015;-0.1405;3;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.6;296.8;300.0;185.6
4.5;0.0000;0.0005;0.0046;-0.1405;3;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.0;296.8;300.0;185.6
5.0;0.0000;0.0005;0.0023;-0.1405;3;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.0;296.8;300.0;185.6
5.5;0.0000;0.0005;-0.0008;-0.1405;3;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;296.8;300.0;185.6
6.0;0.0005;0.0005;-0.0031;-0.1405;3;-1;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;296.8;300.0;185.3
6.5;0.0005;0.0009;-0.0015;-0.1405;32;30;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;296.2;300.0;185.3
7.0;0.0005;0.0009;-0.0046;-0.1450;34;28;-0.0049;0.0000;0.0000;-0.0109;-0.2439;170.7;296.2;300.0;185.3
7.5;0.0005;0.0009;-0.0061;-0.1450;34;30;-0.0049;0.0000;0.0000;-0.0109;-0.2439;170.7;296.2;300.0;185.3
8.0;0.0005;0.0014;-0.0053;-0.1405;32;30;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;296.2;300.0;185.3
8.5;0.0009;0.0014;-0.0015;-0.1405;34;30;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;296.2;300.0;185.3
9.0;0.0009;0.0018;0.0008;-0.1405;34;30;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;296.8;300.0;185.3
9.5;0.0009;0.0018;-0.0023;-0.1450;34;30;-0.0049;0.0000;0.0000;-0.0109;-0.2439;170.7;296.8;300.0;185.3
10.0;0.0014;0.0023;0.0023;-0.1405;34;32;-0.0049;0.0000;0.0000;-0.0109;-0.2439;170.7;297.4;300.0;184.8
10.5;0.0014;0.0023;0.0053;-0.1351;34;32;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;297.4;300.0;184.8
11.0;0.0014;0.0027;-0.0015;-0.1405;36;30;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;297.4;300.0;185.3
11.5;0.0014;0.0027;0.0000;-0.1405;34;32;-0.0049;0.0000;0.0000;-0.0109;-0.2439;171.3;297.4;300.0;185.3
