Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;0.0862;-0.0000;30;28;-0.5482;0.1383;0.0016;-0.0084;-0.0001;-0.0002
1;0.0000;0.0238;0.0862;-0.0000;64;60;-0.0012;0.2771;0.0049;-0.0084;-0.0004;-0.0002
2;0.0000;0.0348;0.0862;-0.0000;95;91;-0.0012;0.4155;0.0101;-0.0084;-0.0004;-0.0002
3;0.0000;0.0476;-0.1034;-0.0000;122;126;0.0012;0.5543;0.0170;0.0092;-0.0004;-0.0002
4;0.0000;0.0586;-0.1034;-0.0000;155;159;0.0012;0.6927;0.0258;0.0092;-0.0001;-0.0002
5;0.0000;0.0714;-0.1034;-0.0000;191;195;0.0012;0.8315;0.0361;0.0092;-0.0001;-0.0002
6;0.0000;0.0824;-0.0000;-0.0000;226;226;-0.0012;0.9700;0.0482;-0.0011;-0.0001;-0.0002
7;0.0000;0.0952;-0.0000;-0.0000;265;265;-0.0012;1.1088;0.0621;-0.0011;-0.0001;-0.0002
8;0.0000;0.1062;-0.0000;-0.0000;298;298;-0.0012;1.2472;0.0775;-0.0011;-0.0001;-0.0002
9;0.0183;0.1190;-0.0000;-0.0000;288;290;0.0769;1.1575;0.0921;-0.0011;-0.0001;-0.0002
10;0.0366;0.1319;-0.0000;-0.0000;275;279;0.0769;1.0850;0.1057;-0.0011;-0.0001;-0.0002
11;0.0733;0.1429;-0.0690;-0.0000;212;218;-0.0794;0.8041;0.1155;0.0062;-0.0001;-0.0002
12;0.1026;0.1557;-0.0690;-0.0000;173;179;-0.0794;0.6063;0.1232;0.0062;-0.0001;-0.0002
13;0.1319;0.1667;-0.0690;-0.0000;128;136;-0.0012;0.4082;0.1284;0.0062;0.0001;-0.0002
14;0.1575;0.1795;0.0690;-0.0000;97;97;-0.0012;0.2503;0.1313;-0.0079;-0.0001;-0.0002
15;0.1813;0.1905;0.0690;-0.0000;65;64;-0.0794;0.1108;0.1328;-0.0079;-0.0001;-0.0002
16;0.1996;0.2033;0.0690;-0.0000;48;46;-0.0012;0.0298;0.1331;-0.0079;-0.0001;-0.0002
17;0.2216;0.2143;0.2069;-0.0000;28;21;-0.0037;-0.0698;0.1324;-0.0206;-0.0004;-0.0002
18;0.2363;0.2271;0.2069;-0.0000;17;9;-0.0037;-0.1152;0.1309;-0.0206;-0.0006;-0.0002
19;0.2308;0.2399;0.2931;-0.0000;65;54;-0.0110;0.0873;0.1320;-0.0289;-0.0009;-0.0002
20;0.1996;0.2509;-0.0172;-0.0000;171;171;-0.0012;0.5847;0.1394;0.0004;-0.0009;-0.0002
21;0.1722;0.2637;-0.3621;-0.0000;275;290;0.0232;1.0461;0.1522;0.0328;-0.0006;-0.0002
22;0.1557;0.2747;-0.4828;-0.0000;365;388;0.1111;1.3853;0.1694;0.0458;-0.0001;-0.0002
23;0.1868;0.2875;-0.3448;-0.0000;329;345;-0.1331;1.1611;0.1840;0.0319;0.0001;-0.0002
24;0.2179;0.2985;-0.3448;-0.0000;284;302;0.1013;0.9286;0.1954;0.0324;0.0006;-0.0002
25;0.2363;0.3114;-0.3793;-0.0000;271;292;0.1819;0.8693;0.2064;0.0355;0.0009;-0.0002
26;0.2436;0.3223;-1.5172;-0.0000;257;333;0.2625;0.9194;0.2177;0.1439;0.0026;-0.0002
27;0.2473;0.3352;-2.0000;-0.0000;275;374;0.2161;1.0242;0.2305;0.1886;0.0045;-0.0002
28;0.2601;0.3480;-1.5345;-0.0000;286;365;0.1062;0.9967;0.2430;0.1442;0.0060;-0.0002
29;0.2802;0.3590;-0.9828;-0.0000;281;333;0.0696;0.9037;0.2543;0.0931;0.0070;-0.0002
30;0.3114;0.3718;-0.6034;-0.0000;238;273;0.0403;0.6909;0.2628;0.0565;0.0074;-0.0002
31;0.3480;0.3828;-0.9828;-0.0000;157;212;0.3016;0.4085;0.2679;0.0927;0.0084;-0.0002
32;0.3791;0.3956;-1.8621;-0.0000;79;177;0.4408;0.1818;0.2705;0.1752;0.0104;-0.0002
33;0.3919;0.4066;-2.0172;-0.0000;71;175;0.4530;0.1723;0.2723;0.1915;0.0123;-0.0002
34;0.4084;0.4194;-1.9483;-0.0000;64;163;0.4481;0.1324;0.2741;0.1842;0.0143;-0.0002
35;0.4103;0.4304;-1.8276;-0.0000;93;189;0.3602;0.2459;0.2771;0.1735;0.0162;-0.0002
36;0.4194;0.4432;-0.2241;-0.0000;138;159;-0.0647;0.2716;0.2807;0.0209;0.0165;-0.0002
37;0.4286;0.4542;0.8276;-0.0000;171;146;-0.2943;0.3089;0.2844;-0.0797;0.0155;-0.0002
38;0.4322;0.4670;1.1379;-0.0000;202;161;-0.0818;0.4012;0.2895;-0.1090;0.0143;-0.0002
39;0.4560;0.4799;1.4483;-0.0000;183;124;-0.3382;0.2705;0.2928;-0.1388;0.0131;-0.0002
40;0.4762;0.4908;0.5345;-0.0000;138;122;-0.1184;0.1683;0.2950;-0.0519;0.0123;-0.0002
41;0.4908;0.5037;-0.4655;-0.0000;109;138;0.0305;0.1357;0.2965;0.0424;0.0128;-0.0002
42;0.4927;0.5147;-0.6897;-0.0000;132;171;0.2821;0.2554;0.2998;0.0651;0.0136;-0.0002
43;0.5018;0.5275;-0.8103;-0.0000;140;185;0.1331;0.2954;0.3034;0.0756;0.0143;-0.0002
44;0.5183;0.5385;-0.2931;-0.0000;142;163;0.0965;0.2478;0.3067;0.0275;0.0145;-0.0002
45;0.5366;0.5513;0.3966;-0.0000;140;128;-0.1844;0.1606;0.3086;-0.0382;0.0143;-0.0002
46;0.5586;0.5623;0.4828;-0.0000;118;105;-0.1136;0.0613;0.3093;-0.0470;0.0138;-0.0002
47;0.5714;0.5751;0.4138;-0.0000;110;99;-0.1868;0.0320;0.3097;-0.0397;0.0133;-0.0002
48;0.5769;0.5879;0.1552;-0.0000;122;122;-0.0134;0.1097;0.3111;-0.0155;0.0131;-0.0002
49;0.5788;0.5989;-0.2586;-0.0000;144;161;0.0159;0.2390;0.3140;0.0240;0.0133;-0.0002
50;0.5861;0.6117;-0.3448;-0.0000;153;175;0.1013;0.2793;0.3177;0.0319;0.0138;-0.0002
51;0.6062;0.6227;-0.2586;-0.0000;138;155;0.0159;0.1914;0.3199;0.0240;0.0140;-0.0002
52;0.6245;0.6355;0.0345;-0.0000;132;136;-0.0037;0.1306;0.3217;-0.0043;0.0140;-0.0002
53;0.6319;0.6465;0.1034;-0.0000;144;146;0.0696;0.1749;0.3239;-0.0109;0.0138;-0.0002
54;0.6392;0.6593;0.2414;-0.0000;161;157;-0.0183;0.2338;0.3269;-0.0238;0.0136;-0.0002
55;0.6502;0.6703;0.1897;-0.0000;165;163;-0.0940;0.2503;0.3298;-0.0194;0.0133;-0.0002
56;0.6593;0.6832;-0.2414;-0.0000;165;183;0.0134;0.2815;0.3335;0.0214;0.0136;-0.0002
57;0.6703;0.6960;-0.3276;-0.0000;165;187;0.0989;0.2866;0.3368;0.0294;0.0140;-0.0002
58;0.6850;0.7070;-0.2241;-0.0000;161;179;0.0916;0.2543;0.3400;0.0199;0.0140;-0.0002
59;0.6996;0.7198;-0.5000;-0.0000;150;181;0.1111;0.2251;0.3430;0.0472;0.0145;-0.0002
60;0.7125;0.7308;-0.3103;-0.0000;155;177;0.0989;0.2247;0.3455;0.0282;0.0150;-0.0002
61;0.7179;0.7436;-0.0690;-0.0000;177;187;-0.0745;0.2818;0.3492;0.0050;0.0150;-0.0002
62;0.7326;0.7546;-0.3103;-0.0000;165;189;0.1770;0.2595;0.3525;0.0289;0.0153;-0.0002
63;0.7454;0.7674;-0.0690;-0.0000;171;183;0.0037;0.2496;0.3554;0.0062;0.0153;-0.0002
64;0.7564;0.7784;-0.0345;-0.0000;175;185;-0.0769;0.2562;0.3587;0.0031;0.0155;-0.0002
65;0.7674;0.7912;-0.2586;-0.0000;175;196;0.0940;0.2760;0.3620;0.0243;0.0157;-0.0002
66;0.7802;0.8022;0.0517;-0.0000;185;191;0.0720;0.2741;0.3657;-0.0060;0.0155;-0.0002
67;0.7912;0.8150;-0.1034;-0.0000;181;195;-0.0720;0.2683;0.3690;0.0089;0.0157;-0.0002
68;0.8022;0.8278;-0.3276;-0.0000;179;202;0.0208;0.2782;0.3723;0.0304;0.0160;-0.0002
69;0.8095;0.8388;0.1552;-0.0000;208;210;-0.0134;0.3514;0.3767;-0.0150;0.0157;-0.0002
70;0.8168;0.8516;-0.3103;-0.0000;208;232;0.0989;0.3858;0.3818;0.0289;0.0162;-0.0002
71;0.8407;0.8626;-0.4655;-0.0000;179;208;0.1087;0.2609;0.3847;0.0424;0.0165;-0.0002
72;0.8571;0.8755;-0.4310;-0.0000;165;193;0.0281;0.1990;0.3873;0.0392;0.0170;-0.0002
73;0.8700;0.8864;-0.4138;-0.0000;163;191;0.1062;0.1873;0.3899;0.0385;0.0175;-0.0002
74;0.8810;0.8993;-0.3448;-0.0000;169;195;0.0208;0.2067;0.3924;0.0311;0.0177;-0.0002
75;0.8864;0.9103;0.1552;-0.0000;198;200;0.0647;0.2778;0.3957;-0.0165;0.0175;-0.0002
76;0.8919;0.9231;0.1207;-0.0000;218;224;0.0672;0.3576;0.4001;-0.0118;0.0175;-0.0002
77;0.9048;0.9359;0.1034;-0.0000;220;226;-0.0085;0.3518;0.4045;-0.0109;0.0175;-0.0002
78;0.9231;0.9469;0.2586;-0.0000;206;204;-0.0208;0.2712;0.4082;-0.0260;0.0170;-0.0002
79;0.9451;0.9597;-0.0000;-0.0000;179;189;-0.0012;0.1712;0.4100;-0.0004;0.0170;-0.0002
80;0.9505;0.9707;-0.1552;-0.0000;191;206;0.0867;0.2364;0.4129;0.0136;0.0172;-0.0002
81;0.9579;0.9835;-0.3276;-0.0000;200;224;0.0989;0.2884;0.4166;0.0302;0.0175;-0.0002
82;0.9689;0.9945;-0.2586;-0.0000;210;230;-0.0623;0.3126;0.4206;0.0236;0.0177;-0.0002
83;0.9835;1.0073;-0.1897;-0.0000;202;220;-0.0672;0.2628;0.4239;0.0172;0.0179;-0.0002
84;1.0000;1.0183;-0.0690;-0.0000;196;208;0.0818;0.2265;0.4268;0.0052;0.0179;-0.0002
85;1.0147;1.0311;0.0862;-0.0000;193;196;-0.0085;0.1892;0.4290;-0.0094;0.0179;-0.0002
86;1.0275;1.0440;-0.0862;-0.0000;187;200;-0.0745;0.1811;0.4312;0.0074;0.0179;-0.0002
87;1.0348;1.0549;-0.1207;-0.0000;200;212;0.0061;0.2298;0.4342;0.0101;0.0182;-0.0002
88;1.0458;1.0678;-0.1034;-0.0000;206;220;0.0842;0.2522;0.4375;0.0094;0.0182;-0.0002
89;1.0586;1.0788;-0.3621;-0.0000;200;226;0.0232;0.2437;0.4404;0.0328;0.0184;-0.0002
90;1.0769;1.0916;-0.2069;-0.0000;187;204;0.0134;0.1610;0.4422;0.0187;0.0187;-0.0002
91;1.0861;1.1026;-0.0517;-0.0000;196;206;0.0794;0.1881;0.4448;0.0040;0.0187;-0.0002
92;1.0952;1.1154;-0.2414;-0.0000;202;222;0.0159;0.2287;0.4477;0.0226;0.0189;-0.0002
93;1.1062;1.1264;0.1379;-0.0000;212;216;-0.0891;0.2331;0.4507;-0.0133;0.0189;-0.0002
94;1.1190;1.1392;0.2931;-0.0000;218;212;-0.0232;0.2294;0.4532;-0.0287;0.0187;-0.0002
95;1.1337;1.1502;0.0172;-0.0000;204;212;-0.0037;0.1954;0.4558;-0.0023;0.0187;-0.0002
96;1.1502;1.1630;-0.0000;-0.0000;195;202;-0.0794;0.1467;0.4576;-0.0006;0.0187;-0.0002
97;1.1612;1.1758;-0.1207;-0.0000;196;210;0.0842;0.1694;0.4598;0.0106;0.0187;-0.0002
98;1.1648;1.1868;-0.2586;-0.0000;214;234;-0.0623;0.2485;0.4627;0.0236;0.0189;-0.0002
99;1.1685;1.1996;-0.2759;-0.0000;238;259;0.0183;0.3452;0.4671;0.0250;0.0192;-0.0002
100;1.1813;1.2106;-0.0862;-0.0000;247;261;0.0818;0.3488;0.4715;0.0070;0.0192;-0.0002
101;1.1978;1.2234;-0.1379;-0.0000;238;251;0.0061;0.3023;0.4752;0.0116;0.0194;-0.0002
102;1.2106;1.2344;0.0345;-0.0000;239;245;-0.0037;0.2851;0.4789;-0.0048;0.0194;-0.0002
103;1.2253;1.2473;-0.1552;-0.0000;226;241;0.0085;0.2463;0.4818;0.0131;0.0194;-0.0002
104;1.2399;1.2582;-0.3966;-0.0000;218;245;0.1038;0.2313;0.4847;0.0363;0.0199;-0.0002
105;1.2527;1.2711;-0.2759;-0.0000;218;241;0.0965;0.2192;0.4876;0.0248;0.0201;-0.0002
106;1.2692;1.2839;-0.2069;-0.0000;206;228;0.1697;0.1654;0.4895;0.0194;0.0204;-0.0002
107;1.2875;1.2949;-0.3276;-0.0000;189;214;0.0989;0.0954;0.4909;0.0294;0.0206;-0.0002
108;1.3004;1.3077;0.0172;-0.0000;191;200;-0.0037;0.0694;0.4917;-0.0031;0.0206;-0.0002
109;1.3059;1.3187;0.2241;-0.0000;214;216;-0.0183;0.1555;0.4935;-0.0223;0.0204;-0.0002
110;1.3150;1.3315;-0.0000;-0.0000;216;228;-0.0012;0.1785;0.4957;-0.0004;0.0204;-0.0002
111;1.3242;1.3425;0.1034;-0.0000;228;236;-0.0085;0.2097;0.4983;-0.0101;0.0204;-0.0002
112;1.3443;1.3553;0.0517;-0.0000;206;216;0.0745;0.1192;0.4997;-0.0050;0.0201;-0.0002
113;1.3645;1.3663;-0.1724;-0.0000;183;200;0.0110;0.0331;0.5005;0.0150;0.0204;-0.0002
114;1.3791;1.3791;-0.1552;-0.0000;175;193;0.0085;0.0020;0.5005;0.0131;0.0206;-0.0002
115;1.3901;1.3919;0.1379;-0.0000;185;189;-0.0110;0.0159;0.5005;-0.0133;0.0204;-0.0002
116;1.4029;1.4029;0.1379;-0.0000;183;187;-0.0891;0.0038;0.5005;-0.0140;0.0201;-0.0002
117;1.4194;1.4158;0.2069;-0.0000;171;173;-0.0159;-0.0471;0.5001;-0.0199;0.0201;-0.0002
118;1.4322;1.4267;0.1897;-0.0000;167;167;-0.0940;-0.0665;0.4994;-0.0192;0.0199;-0.0002
119;1.4451;1.4396;-0.0517;-0.0000;159;171;0.0012;-0.0756;0.4983;0.0035;0.0199;-0.0002
120;1.4542;1.4505;-0.0345;-0.0000;167;181;0.0012;-0.0423;0.4979;0.0023;0.0199;-0.0002
121;1.4615;1.4634;0.1897;-0.0000;187;189;0.0623;0.0156;0.4979;-0.0189;0.0197;-0.0002
122;1.4725;1.4744;-0.0862;-0.0000;187;200;0.0037;0.0361;0.4983;0.0072;0.0197;-0.0002
123;1.4725;1.4872;0.2241;-0.0000;226;226;0.0598;0.1676;0.5005;-0.0228;0.0194;-0.0002
124;1.4817;1.4982;0.4310;-0.0000;239;230;-0.0305;0.1972;0.5030;-0.0414;0.0192;-0.0002
125;1.4908;1.5000;0.2586;-0.0000;214;212;-0.0208;0.0976;0.5041;-0.0258;0.0189;-0.0002
126;1.4927;1.5000;0.1724;-0.0000;204;206;-0.0134;0.0635;0.5049;-0.0182;0.0187;-0.0002
127;1.4963;1.5000;-0.0172;-0.0000;191;202;0.0769;0.0258;0.5052;0.0001;0.0187;-0.0002
128;1.5037;1.5000;-0.1897;-0.0000;167;187;0.0110;-0.0496;0.5045;0.0170;0.0189;-0.0002
129;1.5055;1.5000;-0.2069;-0.0000;159;181;0.0134;-0.0797;0.5038;0.0189;0.0189;-0.0002
130;1.5073;1.5000;0.1379;-0.0000;163;167;0.0672;-0.0939;0.5027;-0.0136;0.0189;-0.0002
131;1.5092;1.5000;0.0862;-0.0000;155;161;-0.0794;-0.1247;0.5008;-0.0092;0.0187;-0.0002
132;1.5092;1.5000;0.1724;-0.0000;157;159;0.0647;-0.1123;0.4994;-0.0177;0.0187;-0.0002
133;1.5092;1.5000;0.2414;-0.0000;157;155;-0.0183;-0.1236;0.4979;-0.0238;0.0184;-0.0002
