Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.2586;-0.0000;24;34;-0.0012;0.1383;0.0016;0.0231;0.0001;-0.0002
1;0.0000;0.0238;0.0862;-0.0000;62;60;-0.0012;0.2771;0.0049;-0.0084;0.0001;-0.0002
2;0.0000;0.0348;0.0862;-0.0000;95;91;-0.0012;0.4155;0.0101;-0.0084;-0.0001;-0.0002
3;0.0000;0.0476;0.0862;-0.0000;126;122;-0.0037;0.5543;0.0170;-0.0084;-0.0001;-0.0002
4;0.0000;0.0586;0.1034;-0.0000;159;153;-0.0037;0.6927;0.0258;-0.0111;-0.0004;-0.0002
5;0.0000;0.0714;0.1034;-0.0000;193;189;-0.0037;0.8315;0.0361;-0.0111;-0.0004;-0.0002
6;0.0000;0.0824;0.1034;-0.0000;226;222;-0.0037;0.9700;0.0482;-0.0111;-0.0004;-0.0002
7;0.0000;0.0952;-0.2931;-0.0000;255;267;0.0037;1.1088;0.0621;0.0270;-0.0001;-0.0002
8;0.0000;0.1062;-0.2931;-0.0000;290;302;0.0037;1.2472;0.0775;0.0270;0.0001;-0.0002
9;0.0000;0.1190;-0.2931;-0.0000;326;337;0.0818;1.3856;0.0950;0.0270;0.0004;-0.0002
10;0.0183;0.1319;0.2759;-0.0000;329;318;-0.0061;1.3007;0.1112;-0.0267;0.0001;-0.0002
11;0.0568;0.1429;0.2759;-0.0000;261;251;-0.0061;0.9861;0.1232;-0.0267;-0.0001;-0.0002
12;0.0916;0.1557;0.2759;-0.0000;214;202;-0.0061;0.7407;0.1328;-0.0267;-0.0004;-0.0002
13;0.1227;0.1667;-0.0172;-0.0000;157;159;-0.0794;0.5147;0.1390;0.0013;-0.0004;-0.0002
14;0.1484;0.1795;-0.0172;-0.0000;124;126;-0.0012;0.3635;0.1437;0.0013;-0.0004;-0.0002
15;0.1722;0.1905;-0.0172;-0.0000;91;91;-0.0012;0.2104;0.1463;0.0013;-0.0004;-0.0002
16;0.1923;0.2033;0.1724;-0.0000;73;67;-0.0037;0.1232;0.1478;-0.0179;-0.0006;-0.0002
17;0.2143;0.2143;0.1724;-0.0000;50;44;-0.0818;0.0145;0.1478;-0.0179;-0.0009;-0.0002
18;0.2326;0.2271;0.1724;-0.0000;30;24;-0.0037;-0.0694;0.1470;-0.0179;-0.0011;-0.0002
19;0.2271;0.2399;0.5000;-0.0000;89;65;-0.0965;0.1459;0.1489;-0.0482;-0.0016;-0.0002
20;0.2106;0.2509;0.0862;-0.0000;148;144;-0.0085;0.4572;0.1547;-0.0096;-0.0016;-0.0002
21;0.1832;0.2637;-0.7069;-0.0000;241;273;0.0476;0.9311;0.1661;0.0656;-0.0009;-0.0002
22;0.1722;0.2747;-0.3448;-0.0000;320;335;0.0232;1.1904;0.1811;0.0319;-0.0006;-0.0002
23;0.1905;0.2875;-0.6552;-0.0000;310;339;-0.0330;1.1223;0.1950;0.0614;0.0001;-0.0002
24;0.2179;0.2985;-0.6724;-0.0000;279;310;0.0452;0.9465;0.2067;0.0629;0.0009;-0.0002
25;0.2234;0.3114;-0.6552;-0.0000;300;329;-0.0354;1.0157;0.2196;0.0609;0.0013;-0.0002
26;0.2234;0.3223;-0.8103;-0.0000;331;370;0.0549;1.1421;0.2338;0.0763;0.0021;-0.0002
27;0.2253;0.3352;-1.0172;-0.0000;365;413;0.0696;1.2695;0.2496;0.0951;0.0033;-0.0002
28;0.2381;0.3480;-0.8621;-0.0000;376;417;-0.0183;1.2626;0.2653;0.0814;0.0040;-0.0002
29;0.2674;0.3590;-1.1034;-0.0000;326;380;0.0769;1.0564;0.2785;0.1034;0.0052;-0.0002
30;0.3004;0.3718;-1.2414;-0.0000;265;326;0.1624;0.8151;0.2888;0.1168;0.0065;-0.0002
31;0.3370;0.3828;-1.7414;-0.0000;181;269;0.1990;0.5345;0.2954;0.1642;0.0082;-0.0002
32;0.3663;0.3956;-2.2586;-0.0000;118;230;0.4701;0.3386;0.2994;0.2138;0.0104;-0.0002
33;0.3883;0.4066;-2.1897;-0.0000;91;198;0.3846;0.2232;0.3023;0.2067;0.0126;-0.0002
34;0.4029;0.4194;-2.0690;-0.0000;81;185;0.4579;0.1829;0.3045;0.1957;0.0145;-0.0002
35;0.4103;0.4304;-1.2069;-0.0000;114;181;0.2405;0.2470;0.3078;0.1141;0.0157;-0.0002
36;0.4231;0.4432;-0.1207;-0.0000;136;150;-0.1502;0.2214;0.3104;0.0104;0.0160;-0.0002
37;0.4286;0.4542;0.1552;-0.0000;161;165;-0.0134;0.3086;0.3144;-0.0165;0.0157;-0.0002
38;0.4432;0.4670;0.8966;-0.0000;171;140;-0.2210;0.2653;0.3177;-0.0868;0.0148;-0.0002
39;0.4542;0.4799;0.6379;-0.0000;171;152;-0.2039;0.2866;0.3210;-0.0616;0.0143;-0.0002
40;0.4670;0.4908;-0.4483;-0.0000;146;173;0.1087;0.2727;0.3247;0.0421;0.0145;-0.0002
41;0.4799;0.5037;-0.4655;-0.0000;148;175;0.1087;0.2738;0.3280;0.0433;0.0150;-0.0002
42;0.4982;0.5147;-1.1207;-0.0000;116;175;0.1551;0.1990;0.3305;0.1054;0.0162;-0.0002
43;0.5110;0.5275;-0.6724;-0.0000;124;163;0.2015;0.1925;0.3327;0.0624;0.0167;-0.0002
44;0.5256;0.5385;0.2069;-0.0000;136;136;-0.0940;0.1511;0.3349;-0.0211;0.0167;-0.0002
45;0.5403;0.5513;0.0172;-0.0000;128;136;-0.0818;0.1309;0.3364;-0.0031;0.0165;-0.0002
46;0.5568;0.5623;0.3103;-0.0000;124;118;-0.0232;0.0808;0.3375;-0.0309;0.0162;-0.0002
47;0.5678;0.5751;0.2931;-0.0000;126;122;0.0549;0.0947;0.3386;-0.0287;0.0160;-0.0002
48;0.5788;0.5879;-0.2759;-0.0000;112;134;0.0183;0.0877;0.3397;0.0250;0.0162;-0.0002
49;0.5952;0.5989;-0.2241;-0.0000;105;122;0.0916;0.0394;0.3400;0.0201;0.0165;-0.0002
50;0.5989;0.6117;-0.3103;-0.0000;124;146;0.0183;0.1331;0.3419;0.0282;0.0167;-0.0002
51;0.6172;0.6227;-0.5862;-0.0000;103;136;0.0379;0.0617;0.3426;0.0543;0.0172;-0.0002
52;0.6227;0.6355;-0.1379;-0.0000;132;146;0.0061;0.1452;0.3444;0.0114;0.0175;-0.0002
53;0.6227;0.6465;-0.2069;-0.0000;163;181;0.0134;0.2822;0.3481;0.0184;0.0177;-0.0002
54;0.6392;0.6593;-0.2931;-0.0000;152;175;0.0183;0.2349;0.3510;0.0262;0.0179;-0.0002
55;0.6538;0.6703;-0.0517;-0.0000;153;163;0.0012;0.2086;0.3536;0.0043;0.0179;-0.0002
56;0.6612;0.6832;-0.2759;-0.0000;159;181;0.0965;0.2459;0.3565;0.0258;0.0182;-0.0002
57;0.6740;0.6960;-0.3621;-0.0000;157;183;0.0232;0.2470;0.3595;0.0328;0.0187;-0.0002
58;0.6813;0.7070;-0.1379;-0.0000;177;193;0.0842;0.3038;0.3635;0.0114;0.0187;-0.0002
59;0.6832;0.7198;-0.1034;-0.0000;206;222;0.0037;0.4159;0.3686;0.0082;0.0187;-0.0002
60;0.7015;0.7308;-0.0862;-0.0000;195;208;-0.0745;0.3503;0.3730;0.0077;0.0189;-0.0002
61;0.7161;0.7436;-0.1207;-0.0000;185;200;0.0842;0.3064;0.3767;0.0109;0.0189;-0.0002
62;0.7289;0.7546;-0.3103;-0.0000;181;204;0.0208;0.2946;0.3803;0.0289;0.0192;-0.0002
63;0.7473;0.7674;-0.4138;-0.0000;161;193;0.1062;0.2240;0.3833;0.0387;0.0197;-0.0002
64;0.7637;0.7784;-0.7241;-0.0000;148;191;0.1258;0.1870;0.3855;0.0678;0.0204;-0.0002
65;0.7729;0.7912;-0.7069;-0.0000;153;196;0.1258;0.2119;0.3884;0.0660;0.0211;-0.0002
66;0.7857;0.8022;-0.5517;-0.0000;157;193;0.1136;0.2049;0.3910;0.0509;0.0216;-0.0002
67;0.8004;0.8150;-0.4310;-0.0000;152;183;0.1844;0.1705;0.3928;0.0402;0.0221;-0.0002
68;0.8095;0.8278;0.0172;-0.0000;167;179;0.0745;0.1925;0.3953;-0.0028;0.0221;-0.0002
69;0.8187;0.8388;-0.1379;-0.0000;173;193;0.0085;0.2287;0.3983;0.0118;0.0221;-0.0002
70;0.8315;0.8516;-0.1552;-0.0000;175;195;0.0085;0.2305;0.4012;0.0133;0.0223;-0.0002
71;0.8407;0.8626;0.2069;-0.0000;189;193;-0.0159;0.2489;0.4041;-0.0204;0.0221;-0.0002
72;0.8553;0.8755;-0.2241;-0.0000;177;198;0.0916;0.2265;0.4071;0.0204;0.0223;-0.0002
73;0.8681;0.8864;-0.2759;-0.0000;177;200;0.1746;0.2236;0.4096;0.0250;0.0226;-0.0002
74;0.8791;0.8993;0.0172;-0.0000;187;198;0.0745;0.2360;0.4126;-0.0023;0.0226;-0.0002
75;0.8919;0.9103;-0.4655;-0.0000;171;204;0.0305;0.2159;0.4155;0.0433;0.0231;-0.0002
76;0.9066;0.9231;-0.1552;-0.0000;171;191;0.0867;0.1807;0.4177;0.0131;0.0231;-0.0002
77;0.9176;0.9359;0.0172;-0.0000;181;191;-0.0037;0.1939;0.4203;-0.0033;0.0231;-0.0002
78;0.9322;0.9469;-0.2586;-0.0000;167;193;0.0940;0.1632;0.4221;0.0236;0.0233;-0.0002
79;0.9414;0.9597;0.1379;-0.0000;185;193;-0.0110;0.2009;0.4246;-0.0136;0.0233;-0.0002
80;0.9487;0.9707;0.0172;-0.0000;196;208;-0.0037;0.2536;0.4279;-0.0031;0.0231;-0.0002
81;0.9560;0.9835;-0.1552;-0.0000;208;230;0.0085;0.3159;0.4316;0.0138;0.0233;-0.0002
82;0.9744;0.9945;-0.0172;-0.0000;198;212;0.0769;0.2481;0.4349;0.0013;0.0233;-0.0002
83;0.9890;1.0073;-0.0517;-0.0000;189;204;0.0012;0.2020;0.4375;0.0038;0.0233;-0.0002
84;1.0037;1.0183;-0.1379;-0.0000;183;202;0.0867;0.1796;0.4397;0.0126;0.0236;-0.0002
85;1.0147;1.0311;-0.1207;-0.0000;183;200;0.0842;0.1811;0.4419;0.0099;0.0236;-0.0002
86;1.0275;1.0440;-0.1552;-0.0000;183;202;0.0867;0.1752;0.4441;0.0131;0.0238;-0.0002
87;1.0440;1.0549;-0.0517;-0.0000;177;193;0.0012;0.1372;0.4459;0.0043;0.0238;-0.0002
88;1.0531;1.0678;0.0862;-0.0000;189;196;0.0720;0.1705;0.4477;-0.0084;0.0238;-0.0002
89;1.0604;1.0788;0.3448;-0.0000;206;202;-0.1038;0.2166;0.4507;-0.0341;0.0233;-0.0002
90;1.0696;1.0916;0.1724;-0.0000;210;214;-0.0134;0.2401;0.4536;-0.0175;0.0231;-0.0002
91;1.0806;1.1026;0.1897;-0.0000;218;220;-0.0159;0.2606;0.4569;-0.0194;0.0231;-0.0002
92;1.0952;1.1154;0.2069;-0.0000;212;214;-0.0940;0.2305;0.4598;-0.0211;0.0228;-0.0002
93;1.1099;1.1264;0.2241;-0.0000;204;204;-0.0183;0.1881;0.4620;-0.0226;0.0226;-0.0002
94;1.1172;1.1392;0.0517;-0.0000;218;226;0.0720;0.2580;0.4653;-0.0057;0.0226;-0.0002
95;1.1264;1.1502;0.2069;-0.0000;230;232;-0.0940;0.2869;0.4690;-0.0206;0.0223;-0.0002
96;1.1429;1.1630;0.1034;-0.0000;220;224;-0.0867;0.2379;0.4719;-0.0106;0.0221;-0.0002
97;1.1612;1.1758;-0.1034;-0.0000;196;210;0.0061;0.1580;0.4737;0.0089;0.0223;-0.0002
98;1.1740;1.1868;0.3103;-0.0000;204;198;-0.1013;0.1481;0.4756;-0.0302;0.0219;-0.0002
