Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;0.0862;-0.0000;30;28;-0.2357;0.1383;0.0016;-0.0084;-0.0001;-0.0002
1;0.0000;0.0238;0.0862;-0.0000;64;60;-0.0037;0.2771;0.0049;-0.0084;-0.0004;-0.0002
2;0.0000;0.0348;-0.0517;-0.0000;93;93;-0.0012;0.4155;0.0101;0.0043;-0.0004;-0.0002
3;0.0000;0.0476;-0.0517;-0.0000;124;126;-0.0012;0.5543;0.0170;0.0043;-0.0001;-0.0002
4;0.0000;0.0586;-0.0517;-0.0000;155;157;-0.0012;0.6927;0.0258;0.0043;-0.0001;-0.0002
5;0.0000;0.0714;0.0345;-0.0000;193;191;-0.0012;0.8315;0.0361;-0.0048;-0.0001;-0.0002
6;0.0000;0.0824;0.0345;-0.0000;228;224;-0.0012;0.9700;0.0482;-0.0048;-0.0004;-0.0002
7;0.0000;0.0952;0.0345;-0.0000;265;263;-0.0012;1.1088;0.0621;-0.0048;-0.0004;-0.0002
8;0.0000;0.1062;0.0690;-0.0000;300;296;-0.0012;1.2472;0.0775;-0.0070;-0.0004;-0.0002
9;0.0201;0.1190;0.0690;-0.0000;281;279;-0.0012;1.1480;0.0917;-0.0070;-0.0004;-0.0002
10;0.0385;0.1319;0.0690;-0.0000;273;273;0.0769;1.0714;0.1053;-0.0070;-0.0006;-0.0002
11;0.0549;0.1429;-0.0345;-0.0000;263;267;0.0769;1.0212;0.1181;0.0016;-0.0006;-0.0002
12;0.0696;0.1557;-0.0345;-0.0000;263;271;-0.0012;0.9971;0.1306;0.0016;-0.0006;-0.0002
13;0.1026;0.1667;-0.0345;-0.0000;208;214;-0.0012;0.7455;0.1397;0.0016;-0.0004;-0.0002
14;0.1282;0.1795;0.2586;-0.0000;183;175;-0.0061;0.5851;0.1470;-0.0253;-0.0009;-0.0002
15;0.1557;0.1905;0.2586;-0.0000;142;134;-0.0037;0.4023;0.1522;-0.0253;-0.0011;-0.0002
16;0.1813;0.2033;0.2586;-0.0000;110;101;0.0745;0.2591;0.1551;-0.0253;-0.0013;-0.0002
17;0.1996;0.2143;0.2414;-0.0000;89;81;-0.0037;0.1690;0.1573;-0.0233;-0.0016;-0.0002
18;0.2216;0.2271;0.2414;-0.0000;67;60;-0.0818;0.0720;0.1584;-0.0233;-0.0018;-0.0002
