Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.1724;-0.0000;26;32;0.3895;0.1383;0.0016;0.0160;0.0001;-0.0002
1;0.0000;0.0238;-0.1724;-0.0000;58;65;0.0012;0.2771;0.0049;0.0160;0.0001;-0.0002
2;0.0000;0.0348;-0.1724;-0.0000;91;97;0.0012;0.4155;0.0101;0.0160;0.0004;-0.0002
3;0.0000;0.0476;0.0690;-0.0000;128;124;-0.0012;0.5543;0.0170;-0.0077;0.0004;-0.0002
4;0.0000;0.0586;0.0690;-0.0000;159;157;-0.0012;0.6927;0.0258;-0.0077;0.0001;-0.0002
5;0.0000;0.0714;0.0690;-0.0000;196;193;-0.0012;0.8315;0.0361;-0.0077;0.0001;-0.0002
6;0.0000;0.0824;-0.0345;-0.0000;228;230;-0.0012;0.9700;0.0482;0.0023;0.0001;-0.0002
7;0.0183;0.0952;-0.0345;-0.0000;208;212;0.0769;0.8780;0.0591;0.0023;0.0001;-0.0002
8;0.0366;0.1062;-0.0345;-0.0000;202;206;-0.0012;0.8194;0.0694;0.0023;0.0001;-0.0002
9;0.0531;0.1190;-0.1034;-0.0000;191;200;0.0012;0.7678;0.0789;0.0087;0.0004;-0.0002
10;0.0861;0.1319;-0.1034;-0.0000;138;148;0.0012;0.5188;0.0855;0.0087;0.0004;-0.0002
11;0.1172;0.1429;-0.1034;-0.0000;89;97;0.0794;0.2946;0.0892;0.0087;0.0006;-0.0002
12;0.1447;0.1557;0.1034;-0.0000;54;52;-0.0037;0.1112;0.0906;-0.0101;0.0004;-0.0002
13;0.1703;0.1667;0.1034;-0.0000;19;17;-0.0818;-0.0445;0.0899;-0.0101;0.0004;-0.0002
14;0.1923;0.1795;0.1034;-0.0000;-7;-7;-0.0037;-0.1525;0.0881;-0.0101;0.0001;-0.0002
15;0.2088;0.1905;-0.1207;-0.0000;-24;-17;-0.0769;-0.2130;0.0855;0.0111;0.0004;-0.0002
16;0.2289;0.2033;-0.1207;-0.0000;-42;-34;0.0012;-0.2924;0.0819;0.0111;0.0004;-0.0002
17;0.2454;0.2143;-0.1207;-0.0000;-56;-50;0.0012;-0.3547;0.0775;0.0111;0.0006;-0.0002
18;0.2619;0.2271;-0.0345;-0.0000;-64;-60;-0.0012;-0.3946;0.0723;0.0021;0.0006;-0.0002
19;0.2527;0.2399;0.1379;-0.0000;-7;-11;-0.0061;-0.1580;0.0705;-0.0143;0.0004;-0.0002
20;0.2198;0.2509;-0.1552;-0.0000;103;112;0.0085;0.3639;0.0749;0.0136;0.0006;-0.0002
21;0.1850;0.2637;0.1724;-0.0000;234;228;0.1429;0.8923;0.0862;-0.0167;0.0004;-0.0002
22;0.1795;0.2747;0.0172;-0.0000;290;290;-0.1600;1.1110;0.0998;-0.0033;0.0004;-0.0002
23;0.1996;0.2875;-0.2759;-0.0000;271;284;0.0159;1.0037;0.1126;0.0248;0.0006;-0.0002
24;0.2198;0.2985;-0.0690;-0.0000;265;269;0.0037;0.9227;0.1240;0.0052;0.0006;-0.0002
25;0.2289;0.3114;-0.3276;-0.0000;271;286;0.0208;0.9542;0.1357;0.0304;0.0011;-0.0002
26;0.2216;0.3223;-0.6552;-0.0000;322;355;0.0452;1.1776;0.1507;0.0612;0.0016;-0.0002
27;0.2179;0.3352;-0.7241;-0.0000;372;410;0.1282;1.3457;0.1672;0.0685;0.0023;-0.0002
28;0.2271;0.3480;-0.7759;-0.0000;388;429;0.1306;1.3765;0.1844;0.0726;0.0031;-0.0002
29;0.2473;0.3590;-0.1724;-0.0000;386;398;0.0110;1.2838;0.2005;0.0157;0.0033;-0.0002
30;0.2821;0.3718;-0.1552;-0.0000;333;345;0.0867;1.0341;0.2133;0.0143;0.0035;-0.0002
31;0.3242;0.3828;-0.7586;-0.0000;230;271;0.2063;0.6810;0.2218;0.0704;0.0043;-0.0002
32;0.3535;0.3956;-1.0345;-0.0000;165;222;0.3846;0.4734;0.2276;0.0978;0.0052;-0.0002
33;0.3773;0.4066;-1.7069;-0.0000;116;204;0.3529;0.3430;0.2320;0.1615;0.0070;-0.0002
34;0.3901;0.4194;-1.9655;-0.0000;107;206;0.3700;0.3313;0.2360;0.1852;0.0089;-0.0002
35;0.4011;0.4304;-1.1034;-0.0000;128;189;0.3114;0.3426;0.2404;0.1036;0.0099;-0.0002
