general_params = {
fan_speed = 0.000000,
angular_kp = 0.042000,
angular_ki = 0.000210,
angular_kd = 0.050000,
angular_acc_feed_forward_k = 0.000400,
angular_brake_feed_forward_k = 0.000400,
angular_vel_feed_forward_k = 0.004000,
linear_vel_acc_feed_forward_k = 0.031250,
linear_vel_brake_feed_forward_k = 0.018000,
linear_vel_feed_forward_k = 0.105000,
wall_kp = 0.009000,
wall_ki = 0.000000,
wall_kd = 0.000000,
linear_vel_kp = 2.500000,
linear_vel_ki = 0.010000,
linear_vel_kd = 25.000000,
diagonal_walls_kp = 0.005000,
diagonal_walls_ki = 0.000000,
diagonal_walls_kd = 0.000000,
start_wall_break_mm_left = 56.000000,
start_wall_break_mm_right = 56.000000,
enable_wall_break_correction = 1.000000,
max_linear_acc_jerk = 40.000000,
max_linear_brake_jerk = 40.000000,
wheel_radius_mm = 13.250000,
coulomb_ff = 0.130000,
angular_coulomb_ff = 0.110000,
angular_static_ff = 0.130000,
};
t;Vel;TgtVel;AngVel;TgtAngVel;PWM_L;PWM_R;ImuDiff;VelP;VelI;AngP;AngI;RotFF;LinFF;Batt_mV
0.0;0.0000;0.0000;-0.0027;0.0000;-1;-1;-0.0049;-0.0012;-0.0012;-0.0000;-0.0000;0.0000;-0.0000;10154
0.5;0.0000;0.0000;-0.0027;0.0000;-1;-1;-0.0049;-0.0012;-0.0012;-0.0000;-0.0000;0.0000;-0.0000;10154
1.0;0.0000;0.0000;0.0014;0.0000;-1;-1;-0.0049;-0.0012;-0.0012;-0.0010;-0.0000;0.0000;-0.0000;10154
1.5;0.0000;0.0000;0.0041;0.0000;-1;-1;-0.0049;-0.0012;-0.0012;-0.0010;-0.0010;0.0000;-0.0000;10154
2.0;0.0000;0.0000;0.0000;0.0000;-1;-1;-0.0049;0.0003;-0.0012;-0.0010;-0.0010;0.0000;-0.0000;10154
2.5;0.0000;0.0000;0.0000;0.0000;-1;-1;-0.0049;0.0003;-0.0012;-0.0010;-0.0010;0.0000;-0.0000;10154
3.0;0.0000;0.0000;0.0000;0.0000;-1;-1;-0.0049;0.0003;-0.0012;-0.0010;-0.0010;0.0000;-0.0000;10154
3.5;0.0000;0.0000;-0.0014;0.0000;-1;-1;-0.0049;0.0003;-0.0012;-0.0000;-0.0010;0.0000;-0.0000;10154
4.0;0.0000;0.0000;-0.0027;0.0000;-1;-1;-0.0049;0.0003;-0.0012;-0.0000;-0.0010;0.0000;-0.0000;10154
4.5;0.0000;0.0005;-0.0027;0.0000;-1;-1;-0.0049;0.0003;-0.0012;-0.0000;-0.0000;0.0000;-0.0000;10154
5.0;0.0000;0.0005;-0.0041;0.0000;-1;-1;-0.0049;0.0003;-0.0012;-0.0000;-0.0000;0.0000;-0.0000;10154
5.5;0.0000;0.0005;-0.0055;0.0000;-1;-1;-0.0049;0.0018;-0.0012;-0.0000;-0.0000;0.0000;-0.0000;10154
6.0;0.0000;0.0005;-0.0069;0.0000;-1;1;-0.0049;0.0018;-0.0012;-0.0000;-0.0000;0.0000;-0.0000;10154
6.5;0.0000;0.0009;-0.0014;0.0000;34;34;-0.0049;0.0018;-0.0012;-0.0000;-0.0000;0.0000;0.1339;10154
7.0;0.0000;0.0009;0.0027;0.0000;34;34;-0.0049;0.0018;-0.0012;-0.0010;-0.0000;0.0000;0.1339;10154
7.5;0.0000;0.0009;0.0069;0.0000;34;34;-0.0049;0.0018;-0.0012;-0.0010;-0.0000;0.0000;0.1339;10154
8.0;0.0000;0.0014;-0.0014;0.0000;34;34;-0.0049;0.0032;-0.0012;-0.0000;-0.0000;0.0000;0.1339;10154
8.5;0.0000;0.0014;0.0041;0.0000;34;34;-0.0049;0.0032;-0.0012;-0.0010;-0.0000;0.0000;0.1339;10154
9.0;0.0000;0.0018;0.0069;0.0000;34;34;-0.0049;0.0032;-0.0012;-0.0010;-0.0010;0.0000;0.1417;10154
9.5;0.0005;0.0018;0.0069;0.0000;34;34;-0.0049;0.0032;-0.0012;-0.0010;-0.0010;0.0000;0.1417;10154
10.0;0.0005;0.0023;0.0082;0.0000;34;34;-0.0049;0.0032;-0.0012;-0.0010;-0.0010;0.0000;0.1417;10154
10.5;0.0005;0.0023;0.0082;0.0000;36;34;-0.0049;0.0032;-0.0012;-0.0010;-0.0010;0.0000;0.1417;10154
11.0;0.0009;0.0027;0.0014;0.0000;36;36;-0.0049;0.0032;-0.0012;-0.0010;-0.0010;0.0000;0.1417;10154
11.5;0.0009;0.0027;0.0027;0.0000;36;36;-0.0049;0.0032;-0.0012;-0.0010;-0.0010;0.0000;0.1417;10154
12.0;0.0014;0.0032;0.0027;0.0000;36;36;-0.0049;0.0047;-0.0012;-0.0010;-0.0010;0.0000;0.1417;10154
12.5;0.0014;0.0032;-0.0027;0.0000;36;36;-0.0049;0.0047;-0.0012;-0.0000;-0.0010;0.0000;0.1417;10154
13.0;0.0014;0.0037;-0.0096;0.0000;36;36;-0.0049;0.0047;-0.0012;-0.0000;-0.0010;0.0000;0.1417;10154
13.5;0.0018;0.0037;-0.0220;0.0000;36;36;-0.0049;0.0047;-0.0012;-0.0000;-0.0010;0.0000;0.1417;10154
14.0;0.0018;0.0041;-0.0316;0.0000;36;36;-0.0049;0.0047;0.0003;0.0010;-0.0000;0.0000;0.1417;10154
14.5;0.0023;0.0046;-0.0508;0.0000;36;38;-0.0049;0.0047;0.0003;0.0020;-0.0000;0.0000;0.1417;10154
15.0;0.0023;0.0046;-0.0494;0.0000;36;38;-0.0049;0.0062;0.0003;0.0020;-0.0000;0.0000;0.1496;10154
15.5;0.0023;0.0050;-0.0604;0.0000;36;38;-0.0049;0.0062;0.0003;0.0020;-0.0000;0.0000;0.1496;10154
16.0;0.0027;0.0055;-0.0646;0.0000;36;38;-0.0049;0.0062;0.0003;0.0020;-0.0000;0.0000;0.1496;10154
16.5;0.0027;0.0055;-0.0769;0.0000;36;38;-0.0049;0.0062;0.0003;0.0029;-0.0000;0.0000;0.1496;10154
17.0;0.0032;0.0060;-0.0755;0.0000;38;40;-0.0049;0.0062;0.0003;0.0029;-0.0000;0.0000;0.1496;10154
17.5;0.0032;0.0064;-0.0852;0.0000;38;40;-0.0049;0.0076;0.0003;0.0029;-0.0000;0.0000;0.1496;10154
18.0;0.0037;0.0069;-0.0673;0.0000;38;40;-0.0049;0.0076;0.0003;0.0020;-0.0000;0.0000;0.1496;10154
18.5;0.0037;0.0073;-0.0481;0.0000;38;40;-0.0049;0.0076;0.0003;0.0020;-0.0000;0.0000;0.1496;10154
19.0;0.0041;0.0078;-0.0041;0.0000;40;40;-0.0049;0.0076;0.0003;-0.0000;-0.0000;0.0000;0.1496;10154
19.5;0.0041;0.0078;0.0398;0.0000;40;40;-0.0049;0.0091;0.0003;-0.0020;-0.0000;0.0000;0.1496;10154
20.0;0.0050;0.0082;0.0783;0.0000;40;38;0.0733;0.0076;0.0003;-0.0039;-0.0000;0.0000;0.1496;10103
20.5;0.0060;0.0087;0.1003;0.0000;40;38;-0.0049;0.0062;0.0003;-0.0049;-0.0000;0.0000;0.1496;10154
21.0;0.0064;0.0092;0.1277;0.0000;40;38;-0.0049;0.0062;0.0003;-0.0059;-0.0000;0.0000;0.1575;10103
21.5;0.0069;0.0096;0.1456;0.0000;40;38;-0.0147;0.0062;0.0003;-0.0068;-0.0000;0.0000;0.1575;10154
22.0;0.0073;0.0101;0.1484;0.0000;40;38;-0.0147;0.0062;0.0003;-0.0068;-0.0010;0.0000;0.1575;10154
22.5;0.0078;0.0105;0.1538;0.0000;42;38;-0.0147;0.0062;0.0003;-0.0068;-0.0010;0.0000;0.1575;10154
23.0;0.0087;0.0110;0.1429;0.0000;40;38;0.0733;0.0062;0.0003;-0.0068;-0.0010;0.0000;0.1575;10103
23.5;0.0101;0.0114;0.1525;0.0000;40;36;-0.0929;0.0032;0.0003;-0.0068;-0.0010;0.0000;0.1575;10154
24.0;0.0110;0.0119;0.1456;0.0000;40;36;-0.0147;0.0018;0.0003;-0.0068;-0.0010;0.0000;0.1575;10154
24.5;0.0119;0.0124;0.1305;0.0000;40;36;-0.0049;0.0003;0.0003;-0.0059;-0.0010;0.0000;0.1575;10103
25.0;0.0124;0.0128;0.1195;0.0000;40;36;-0.0049;0.0003;0.0003;-0.0059;-0.0010;0.0000;0.1575;10103
25.5;0.0128;0.0137;0.0838;0.0000;40;38;-0.0049;0.0018;0.0003;-0.0039;-0.0010;0.0000;0.1575;10103
26.0;0.0137;0.0142;0.0742;0.0000;38;38;0.0733;0.0003;0.0003;-0.0039;-0.0010;0.0000;0.1575;10154
26.5;0.0147;0.0147;0.0536;0.0000;38;38;-0.0049;-0.0012;0.0003;-0.0029;-0.0010;0.0000;0.1575;10154
27.0;0.0151;0.0151;0.0508;0.0000;38;38;-0.0049;-0.0012;0.0003;-0.0029;-0.0010;0.0000;0.1654;10103
27.5;0.0160;0.0156;0.0481;0.0000;40;38;-0.0831;-0.0026;0.0003;-0.0029;-0.0010;0.0000;0.1654;10154
28.0;0.0169;0.0165;0.0687;0.0000;40;38;-0.0049;-0.0026;0.0003;-0.0029;-0.0010;0.0000;0.1654;10154
28.5;0.0183;0.0169;0.0673;0.0000;38;38;0.0733;-0.0041;0.0003;-0.0029;-0.0010;0.0000;0.1654;10103
29.0;0.0192;0.0174;0.0728;0.0000;38;38;-0.0049;-0.0056;0.0003;-0.0039;-0.0010;0.0000;0.1654;10154
29.5;0.0197;0.0179;0.0769;0.0000;38;38;-0.0049;-0.0056;0.0003;-0.0039;-0.0010;0.0000;0.1654;10154
30.0;0.0215;0.0188;0.0824;0.0000;38;36;-0.0049;-0.0085;0.0003;-0.0039;-0.0010;0.0000;0.1654;10154
30.5;0.0229;0.0192;0.0824;0.0000;38;36;-0.0049;-0.0100;0.0003;-0.0039;-0.0010;0.0000;0.1654;10154
31.0;0.0238;0.0201;0.0701;0.0000;38;36;-0.0049;-0.0100;0.0003;-0.0039;-0.0010;0.0000;0.1654;10154
31.5;0.0243;0.0206;0.0714;0.0000;38;36;-0.0049;-0.0100;0.0003;-0.0039;-0.0010;0.0000;0.1654;10154
32.0;0.0252;0.0211;0.0701;0.0000;38;38;0.0733;-0.0114;0.0003;-0.0039;-0.0010;0.0000;0.1654;10154
32.5;0.0266;0.0220;0.0797;0.0000;38;36;-0.0929;-0.0129;0.0003;-0.0039;-0.0010;0.0000;0.1732;10154
33.0;0.0275;0.0224;0.1030;0.0000;38;36;-0.0049;-0.0129;0.0003;-0.0049;-0.0010;0.0000;0.1732;10154
33.5;0.0284;0.0234;0.1016;0.0000;38;36;-0.0049;-0.0129;0.0003;-0.0049;-0.0010;0.0000;0.1732;10154
34.0;0.0293;0.0238;0.0962;0.0000;38;38;0.0733;-0.0144;0.0003;-0.0049;-0.0010;0.0000;0.1732;10154
34.5;0.0307;0.0247;0.0962;0.0000;38;36;-0.0929;-0.0158;0.0003;-0.0049;-0.0010;0.0000;0.1732;10154
35.0;0.0316;0.0252;0.1030;0.0000;38;36;-0.0049;-0.0158;0.0003;-0.0049;-0.0010;0.0000;0.1732;10154
35.5;0.0330;0.0261;0.0893;0.0000;38;36;0.0733;-0.0173;-0.0012;-0.0039;-0.0010;0.0000;0.1732;10103
36.0;0.0339;0.0266;0.0865;0.0000;38;36;-0.0049;-0.0173;-0.0012;-0.0039;-0.0010;0.0000;0.1732;10103
36.5;0.0348;0.0275;0.0756;0.0000;38;36;-0.0929;-0.0188;-0.0012;-0.0039;-0.0010;0.0000;0.1732;10103
37.0;0.0362;0.0284;0.0865;0.0000;38;36;0.0733;-0.0202;-0.0012;-0.0039;-0.0010;0.0000;0.1732;10103
37.5;0.0371;0.0288;0.0797;0.0000;38;36;-0.0049;-0.0217;-0.0012;-0.0039;-0.0010;0.0000;0.1732;10154
38.0;0.0375;0.0298;0.0852;0.0000;38;38;-0.0049;-0.0202;-0.0012;-0.0039;-0.0010;0.0000;0.1811;10154
38.5;0.0385;0.0307;0.0893;0.0000;40;38;-0.0929;-0.0202;-0.0012;-0.0039;-0.0010;0.0000;0.1811;10154
39.0;0.0389;0.0316;0.0920;0.0000;40;38;-0.0049;-0.0202;-0.0012;-0.0039;-0.0010;0.0000;0.1811;10154
39.5;0.0394;0.0321;0.0907;0.0000;42;38;-0.0049;-0.0188;-0.0012;-0.0039;-0.0010;0.0000;0.1811;10103
40.0;0.0408;0.0330;0.0920;0.0000;40;38;-0.0049;-0.0202;-0.0012;-0.0039;-0.0010;0.0000;0.1811;10103
40.5;0.0417;0.0339;0.0879;0.0000;40;38;-0.0049;-0.0202;-0.0012;-0.0039;-0.0010;0.0000;0.1811;10103
41.0;0.0421;0.0348;0.0701;0.0000;42;40;-0.0049;-0.0202;-0.0012;-0.0039;-0.0010;0.0000;0.1811;10154
41.5;0.0440;0.0353;0.0756;0.0000;40;38;-0.0049;-0.0217;-0.0012;-0.0039;-0.0010;0.0000;0.1811;10154
42.0;0.0449;0.0362;0.0632;0.0000;40;38;-0.0049;-0.0217;-0.0012;-0.0029;-0.0010;0.0000;0.1811;10154
42.5;0.0453;0.0371;0.0646;0.0000;42;40;-0.0049;-0.0217;-0.0012;-0.0029;-0.0010;0.0000;0.1811;10103
43.0;0.0462;0.0380;0.0481;0.0000;40;40;0.0733;-0.0217;-0.0012;-0.0029;-0.0010;0.0000;0.1811;10103
43.5;0.0476;0.0389;0.0495;0.0000;42;40;-0.0831;-0.0217;-0.0012;-0.0029;-0.0010;0.0000;0.1890;10103
44.0;0.0490;0.0398;0.0536;0.0000;40;40;0.0733;-0.0231;-0.0012;-0.0029;-0.0010;0.0000;0.1890;10103
44.5;0.0504;0.0408;0.0563;0.0000;40;38;-0.0929;-0.0246;-0.0026;-0.0029;-0.0010;0.0000;0.1890;10103
45.0;0.0513;0.0417;0.0604;0.0000;40;38;-0.0049;-0.0246;-0.0026;-0.0029;-0.0010;0.0000;0.1890;10103
45.5;0.0522;0.0426;0.0604;0.0000;40;40;0.0733;-0.0261;-0.0026;-0.0029;-0.0010;0.0000;0.1890;10103
46.0;0.0531;0.0435;0.0728;0.0000;42;40;-0.0929;-0.0246;-0.0026;-0.0039;-0.0010;0.0000;0.1890;10154
46.5;0.0531;0.0444;0.0508;0.0000;44;42;-0.0049;-0.0231;-0.0026;-0.0029;-0.0010;0.0000;0.1890;10103
47.0;0.0540;0.0453;0.0398;0.0000;44;44;0.0733;-0.0217;-0.0026;-0.0020;-0.0010;0.0000;0.1890;10103
47.5;0.0554;0.0462;0.0275;0.0000;44;44;-0.0049;-0.0231;-0.0026;-0.0020;-0.0010;0.0000;0.1890;10103
48.0;0.0563;0.0472;0.0343;0.0000;44;44;-0.0049;-0.0231;-0.0026;-0.0020;-0.0010;0.0000;0.1890;10103
48.5;0.0577;0.0481;0.0302;0.0000;44;44;-0.0831;-0.0246;-0.0026;-0.0020;-0.0010;0.0000;0.1890;10103
49.0;0.0591;0.0495;0.0371;0.0000;44;44;0.0733;-0.0246;-0.0026;-0.0020;-0.0010;0.0000;0.1969;10103
49.5;0.0595;0.0504;0.0467;0.0000;44;44;-0.0049;-0.0231;-0.0026;-0.0029;-0.0010;0.0000;0.1969;10103
50.0;0.0614;0.0513;0.0577;0.0000;44;44;-0.0049;-0.0261;-0.0026;-0.0029;-0.0010;0.0000;0.1969;10103
50.5;0.0618;0.0522;0.0549;0.0000;44;44;-0.0049;-0.0246;-0.0026;-0.0029;-0.0010;0.0000;0.1969;10103
51.0;0.0636;0.0531;0.0577;0.0000;44;42;-0.0049;-0.0275;-0.0026;-0.0029;-0.0010;0.0000;0.1969;10103
51.5;0.0646;0.0545;0.0371;0.0000;44;44;-0.0049;-0.0261;-0.0026;-0.0020;-0.0010;0.0000;0.1969;10103
52.0;0.0659;0.0554;0.0288;0.0000;44;44;0.0733;-0.0275;-0.0041;-0.0020;-0.0010;0.0000;0.1969;10103
52.5;0.0673;0.0563;0.0288;0.0000;44;44;-0.0831;-0.0275;-0.0041;-0.0020;-0.0010;0.0000;0.1969;10103
53.0;0.0682;0.0577;0.0302;0.0000;44;44;0.0733;-0.0275;-0.0041;-0.0020;-0.0020;0.0000;0.1969;10103
53.5;0.0696;0.0586;0.0536;0.0000;44;44;-0.0929;-0.0275;-0.0041;-0.0029;-0.0020;0.0000;0.1969;10103
54.0;0.0701;0.0595;0.0591;0.0000;46;44;-0.0049;-0.0275;-0.0041;-0.0029;-0.0020;0.0000;0.1969;10103
54.5;0.0719;0.0609;0.0879;0.0000;46;44;-0.0049;-0.0275;-0.0041;-0.0039;-0.0020;0.0000;0.2047;10103
55.0;0.0723;0.0618;0.0783;0.0000;46;44;-0.0049;-0.0275;-0.0041;-0.0039;-0.0020;0.0000;0.2047;10103
55.5;0.0742;0.0632;0.0756;0.0000;46;44;-0.0049;-0.0290;-0.0041;-0.0039;-0.0020;0.0000;0.2047;10103
56.0;0.0755;0.0641;0.0852;0.0000;46;44;0.0733;-0.0290;-0.0041;-0.0039;-0.0020;0.0000;0.2047;10103
56.5;0.0769;0.0655;0.0728;0.0000;46;44;-0.0929;-0.0305;-0.0041;-0.0039;-0.0020;0.0000;0.2047;10103
57.0;0.0783;0.0664;0.0618;0.0000;46;44;0.0733;-0.0305;-0.0041;-0.0029;-0.0020;0.0000;0.2047;10103
57.5;0.0797;0.0678;0.0481;0.0000;46;44;-0.0831;-0.0305;-0.0041;-0.0029;-0.0020;0.0000;0.2047;10103
58.0;0.0815;0.0687;0.0481;0.0000;46;44;-0.0049;-0.0334;-0.0041;-0.0029;-0.0020;0.0000;0.2047;10103
58.5;0.0833;0.0701;0.0330;0.0000;44;44;0.0733;-0.0349;-0.0056;-0.0020;-0.0020;0.0000;0.2047;10103
59.0;0.0847;0.0710;0.0247;0.0000;44;44;-0.0831;-0.0349;-0.0056;-0.0020;-0.0020;0.0000;0.2047;10103
59.5;0.0861;0.0723;0.0398;0.0000;44;44;0.0733;-0.0349;-0.0056;-0.0020;-0.0020;0.0000;0.2126;10103
60.0;0.0879;0.0737;0.0481;0.0000;44;44;-0.0049;-0.0363;-0.0056;-0.0029;-0.0020;0.0000;0.2126;10103
60.5;0.0897;0.0746;0.0495;0.0000;44;42;-0.0831;-0.0378;-0.0056;-0.0029;-0.0020;0.0000;0.2126;10103
