Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0.0;0.0000;0.0009;-0.0010;0.0000;9;9;-0.0012;0.0003;-0.0012;-0.0000;-0.0000;0.0000;0.0472
0.5;0.0000;0.0018;-0.0015;0.0000;11;11;-0.0012;0.0003;-0.0012;-0.0000;-0.0000;0.0000;0.0472
1.0;0.0000;0.0027;0.0020;0.0000;11;11;-0.0012;0.0018;-0.0012;-0.0010;-0.0010;0.0000;0.0472
1.5;0.0000;0.0037;0.0115;0.0000;11;11;-0.0012;0.0018;-0.0012;-0.0010;-0.0010;0.0000;0.0472
2.0;0.0000;0.0046;0.0145;0.0000;11;11;-0.0012;0.0018;-0.0012;-0.0010;-0.0010;0.0000;0.0472
2.5;0.0000;0.0060;-0.0290;0.0000;11;11;-0.0012;0.0032;-0.0012;0.0010;-0.0000;0.0000;0.0472
3.0;0.0000;0.0069;0.0245;0.0000;11;11;-0.0012;0.0032;-0.0012;-0.0020;-0.0010;0.0000;0.0472
3.5;0.0000;0.0078;0.0405;0.0000;11;11;-0.0012;0.0047;-0.0012;-0.0029;-0.0010;0.0000;0.0472
4.0;0.0000;0.0087;0.0010;0.0000;11;11;-0.0012;0.0047;-0.0012;-0.0010;-0.0010;0.0000;0.0472
4.5;0.0000;0.0096;0.0045;0.0000;11;11;-0.0012;0.0047;0.0003;-0.0010;-0.0010;0.0000;0.0472
5.0;0.0000;0.0110;0.0055;0.0000;11;11;-0.0012;0.0062;0.0003;-0.0010;-0.0010;0.0000;0.0472
5.5;0.0000;0.0119;-0.0010;0.0000;11;11;-0.0012;0.0062;0.0003;-0.0000;-0.0010;0.0000;0.0472
6.0;0.0000;0.0128;0.0005;0.0000;11;11;-0.0012;0.0076;0.0003;-0.0010;-0.0010;0.0000;0.0472
6.5;0.0000;0.0137;0.0010;0.0000;13;13;-0.0012;0.0076;0.0003;-0.0010;-0.0010;0.0000;0.0472
7.0;0.0000;0.0147;0.0060;0.0000;13;13;-0.0012;0.0076;0.0003;-0.0010;-0.0010;0.0000;0.0472
7.5;0.0000;0.0156;0.0010;0.0000;13;13;-0.0012;0.0091;0.0003;-0.0010;-0.0010;0.0000;0.0472
8.0;0.0000;0.0169;-0.0010;0.0000;13;13;-0.0012;0.0091;0.0003;-0.0000;-0.0010;0.0000;0.0472
8.5;0.0000;0.0179;0.0005;0.0000;13;13;-0.0012;0.0105;0.0003;-0.0010;-0.0010;0.0000;0.0472
9.0;0.0000;0.0188;0.0130;0.0000;13;13;-0.0012;0.0105;0.0003;-0.0010;-0.0010;0.0000;0.0472
9.5;0.0000;0.0197;0.0165;0.0000;13;13;-0.0012;0.0105;0.0003;-0.0010;-0.0010;0.0000;0.0472
10.0;0.0000;0.0206;-0.0080;0.0000;13;13;-0.0012;0.0120;0.0003;-0.0000;-0.0010;0.0000;0.0472
10.5;0.0000;0.0220;0.0100;0.0000;13;13;-0.0012;0.0120;0.0003;-0.0010;-0.0010;0.0000;0.0472
11.0;0.0000;0.0229;0.0155;0.0000;13;13;-0.0012;0.0135;0.0003;-0.0010;-0.0010;0.0000;0.0472
11.5;0.0000;0.0238;-0.0115;0.0000;13;15;-0.0012;0.0135;0.0003;-0.0000;-0.0010;0.0000;0.0472
12.0;0.0000;0.0247;0.0145;0.0000;15;15;-0.0012;0.0149;0.0018;-0.0010;-0.0010;0.0000;0.0472
12.5;0.0000;0.0256;-0.0120;0.0000;15;15;-0.0012;0.0149;0.0018;-0.0000;-0.0010;0.0000;0.0472
13.0;0.0000;0.0266;-0.0185;0.0000;15;15;-0.0012;0.0149;0.0018;-0.0000;-0.0010;0.0000;0.0472
13.5;0.0000;0.0279;-0.0065;0.0000;15;15;-0.0012;0.0164;0.0018;-0.0000;-0.0010;0.0000;0.0472
14.0;0.0000;0.0288;-0.0045;0.0000;15;15;-0.0012;0.0164;0.0018;-0.0000;-0.0010;0.0000;0.0551
14.5;0.0000;0.0298;-0.0025;0.0000;15;15;-0.0012;0.0179;0.0018;-0.0000;-0.0010;0.0000;0.0551
15.0;0.0000;0.0307;-0.0135;0.0000;15;15;-0.0012;0.0179;0.0018;-0.0000;-0.0010;0.0000;0.0551
15.5;0.0000;0.0316;0.0015;0.0000;15;15;-0.0012;0.0179;0.0018;-0.0010;-0.0010;0.0000;0.0551
16.0;0.0000;0.0330;0.0095;0.0000;15;15;-0.0012;0.0193;0.0018;-0.0010;-0.0010;0.0000;0.0551
16.5;0.0000;0.0339;-0.0100;0.0000;15;17;-0.0012;0.0193;0.0032;-0.0000;-0.0010;0.0000;0.0551
17.0;0.0000;0.0348;0.0150;0.0000;17;17;-0.0012;0.0208;0.0032;-0.0010;-0.0010;0.0000;0.0551
17.5;0.0000;0.0357;0.0170;0.0000;17;17;-0.0012;0.0208;0.0032;-0.0010;-0.0010;0.0000;0.0551
18.0;0.0000;0.0366;0.0210;0.0000;17;17;-0.0012;0.0208;0.0032;-0.0020;-0.0010;0.0000;0.0551
18.5;0.0000;0.0375;0.0190;0.0000;17;17;-0.0012;0.0223;0.0032;-0.0010;-0.0010;0.0000;0.0551
19.0;0.0000;0.0389;0.0045;0.0000;17;17;-0.0012;0.0223;0.0032;-0.0010;-0.0010;0.0000;0.0551
19.5;0.0000;0.0398;0.0040;0.0000;17;17;-0.0012;0.0237;0.0032;-0.0010;-0.0010;0.0000;0.0551
20.0;0.0000;0.0408;0.0190;0.0000;17;17;-0.0012;0.0237;0.0047;-0.0010;-0.0010;0.0000;0.0551
20.5;0.0000;0.0417;0.0115;0.0000;17;17;-0.0012;0.0252;0.0047;-0.0010;-0.0010;0.0000;0.0551
21.0;0.0000;0.0426;-0.0180;0.0000;17;19;-0.0012;0.0252;0.0047;-0.0000;-0.0010;0.0000;0.0551
21.5;0.0000;0.0440;-0.0080;0.0000;19;19;-0.0012;0.0252;0.0047;-0.0000;-0.0010;0.0000;0.0551
22.0;0.0000;0.0449;0.0000;0.0000;19;19;-0.0012;0.0267;0.0047;-0.0010;-0.0010;0.0000;0.0551
22.5;0.0000;0.0458;0.0075;0.0000;19;19;-0.0012;0.0267;0.0047;-0.0010;-0.0010;0.0000;0.0551
23.0;0.0000;0.0467;0.0010;0.0000;19;19;-0.0012;0.0281;0.0062;-0.0010;-0.0010;0.0000;0.0551
23.5;0.0000;0.0476;0.0080;0.0000;19;19;-0.0012;0.0281;0.0062;-0.0010;-0.0010;0.0000;0.0551
24.0;0.0000;0.0490;0.0030;0.0000;19;19;-0.0012;0.0281;0.0062;-0.0010;-0.0010;0.0000;0.0551
24.5;0.0000;0.0499;0.0015;0.0000;19;19;-0.0012;0.0296;0.0062;-0.0010;-0.0010;0.0000;0.0551
25.0;0.0000;0.0508;0.0065;0.0000;19;19;-0.0012;0.0296;0.0062;-0.0010;-0.0010;0.0000;0.0551
25.5;0.0000;0.0517;0.0145;0.0000;21;19;-0.0012;0.0311;0.0062;-0.0010;-0.0010;0.0000;0.0551
26.0;0.0000;0.0527;0.0120;0.0000;21;21;-0.0012;0.0311;0.0076;-0.0010;-0.0010;0.0000;0.0551
26.5;0.0000;0.0536;-0.0045;0.0000;21;21;-0.0012;0.0311;0.0076;-0.0000;-0.0010;0.0000;0.0551
27.0;0.0000;0.0549;-0.0025;0.0000;21;21;-0.0012;0.0325;0.0076;-0.0000;-0.0010;0.0000;0.0551
27.5;0.0000;0.0559;0.0035;0.0000;21;21;-0.0012;0.0325;0.0076;-0.0010;-0.0010;0.0000;0.0551
28.0;0.0000;0.0568;0.0035;0.0000;21;21;-0.0012;0.0340;0.0091;-0.0010;-0.0010;0.0000;0.0551
28.5;0.0000;0.0577;0.0035;0.0000;21;21;-0.0012;0.0340;0.0091;-0.0010;-0.0010;0.0000;0.0551
29.0;0.0000;0.0586;0.0070;0.0000;21;21;-0.0012;0.0340;0.0091;-0.0010;-0.0010;0.0000;0.0551
29.5;0.0000;0.0600;0.0045;0.0000;21;21;-0.0012;0.0355;0.0091;-0.0010;-0.0010;0.0000;0.0551
30.0;0.0000;0.0609;0.0090;0.0000;22;21;-0.0012;0.0355;0.0091;-0.0010;-0.0010;0.0000;0.0551
30.5;0.0000;0.0618;0.0000;0.0000;22;22;-0.0012;0.0369;0.0105;-0.0010;-0.0010;0.0000;0.0551
31.0;0.0000;0.0627;0.0025;0.0000;22;22;-0.0012;0.0369;0.0105;-0.0010;-0.0010;0.0000;0.0551
31.5;0.0000;0.0636;-0.0105;0.0000;22;22;-0.0012;0.0384;0.0105;-0.0000;-0.0010;0.0000;0.0551
32.0;0.0000;0.0646;0.0010;0.0000;22;22;-0.0012;0.0384;0.0105;-0.0010;-0.0010;0.0000;0.0551
32.5;0.0000;0.0659;-0.0075;0.0000;22;22;-0.0012;0.0384;0.0120;-0.0000;-0.0010;0.0000;0.0551
33.0;0.0000;0.0668;-0.0085;0.0000;22;22;-0.0012;0.0398;0.0120;-0.0000;-0.0010;0.0000;0.0551
33.5;0.0000;0.0678;-0.0055;0.0000;22;22;-0.0012;0.0398;0.0120;-0.0000;-0.0010;0.0000;0.0551
34.0;0.0000;0.0687;0.0060;0.0000;24;22;-0.0012;0.0413;0.0120;-0.0010;-0.0010;0.0000;0.0551
34.5;0.0000;0.0696;-0.0080;0.0000;24;24;-0.0012;0.0413;0.0135;-0.0000;-0.0010;0.0000;0.0551
35.0;0.0000;0.0710;-0.0015;0.0000;24;24;-0.0012;0.0413;0.0135;-0.0000;-0.0010;0.0000;0.0551
35.5;0.0000;0.0719;0.0000;0.0000;24;24;-0.0012;0.0428;0.0135;-0.0010;-0.0010;0.0000;0.0551
36.0;0.0000;0.0728;0.0025;0.0000;24;24;-0.0012;0.0428;0.0135;-0.0010;-0.0010;0.0000;0.0630
36.5;0.0000;0.0737;-0.0020;0.0000;24;24;-0.0012;0.0442;0.0149;-0.0000;-0.0010;0.0000;0.0630
37.0;0.0000;0.0746;0.0105;0.0000;24;24;-0.0012;0.0442;0.0149;-0.0010;-0.0010;0.0000;0.0630
37.5;0.0000;0.0755;0.0055;0.0000;24;24;-0.0012;0.0442;0.0149;-0.0010;-0.0010;0.0000;0.0630
38.0;0.0000;0.0769;0.0040;0.0000;26;24;-0.0012;0.0457;0.0164;-0.0010;-0.0010;0.0000;0.0630
38.5;0.0000;0.0778;-0.0065;0.0000;26;26;-0.0012;0.0457;0.0164;-0.0000;-0.0010;0.0000;0.0630
39.0;0.0000;0.0788;0.0055;0.0000;26;26;-0.0012;0.0472;0.0164;-0.0010;-0.0010;0.0000;0.0630
39.5;0.0000;0.0797;0.0005;0.0000;26;26;-0.0012;0.0472;0.0164;-0.0010;-0.0010;0.0000;0.0630
40.0;0.0000;0.0806;-0.0075;0.0000;26;26;-0.0012;0.0472;0.0179;-0.0000;-0.0010;0.0000;0.0630
40.5;0.0000;0.0820;0.0035;0.0000;26;26;-0.0012;0.0486;0.0179;-0.0010;-0.0010;0.0000;0.0630
41.0;0.0000;0.0829;0.0015;0.0000;26;26;-0.0012;0.0486;0.0179;-0.0010;-0.0010;0.0000;0.0630
41.5;0.0000;0.0838;0.0030;0.0000;26;26;-0.0012;0.0501;0.0193;-0.0010;-0.0010;0.0000;0.0630
42.0;0.0000;0.0847;0.0150;0.0000;28;26;-0.0012;0.0501;0.0193;-0.0010;-0.0010;0.0000;0.0630
42.5;0.0000;0.0856;0.0105;0.0000;28;28;-0.0012;0.0516;0.0193;-0.0010;-0.0010;0.0000;0.0630
43.0;0.0000;0.0870;-0.0165;0.0000;28;28;-0.0012;0.0516;0.0208;-0.0000;-0.0010;0.0000;0.0630
43.5;0.0000;0.0879;0.0130;0.0000;28;28;-0.0012;0.0516;0.0208;-0.0010;-0.0010;0.0000;0.0630
44.0;0.0000;0.0888;-0.0090;0.0000;28;28;-0.0012;0.0530;0.0208;-0.0000;-0.0010;0.0000;0.0630
