Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0018;-0.0172;-0.0000;1;1;-0.0012;0.0097;-0.0002;-0.0001;-0.0001;-0.0002
1;0.0000;0.0037;-0.0172;-0.0000;3;3;-0.0012;0.0200;0.0002;0.0001;-0.0001;-0.0002
2;0.0000;0.0055;-0.0172;-0.0000;5;5;-0.0012;0.0298;0.0005;0.0001;-0.0001;-0.0002
3;0.0000;0.0073;-0.0172;-0.0000;9;9;-0.0012;0.0397;0.0009;0.0001;-0.0001;-0.0002
4;0.0000;0.0092;-0.0000;-0.0000;11;11;-0.0012;0.0500;0.0016;-0.0004;-0.0001;-0.0002
5;0.0000;0.0110;-0.0000;-0.0000;13;13;-0.0012;0.0599;0.0024;-0.0004;-0.0001;-0.0002
6;0.0000;0.0128;-0.0000;-0.0000;15;15;-0.0012;0.0698;0.0031;-0.0004;-0.0001;-0.0002
7;0.0000;0.0147;-0.0000;-0.0000;17;17;-0.0012;0.0797;0.0042;-0.0001;-0.0001;-0.0002
8;0.0000;0.0165;-0.0000;-0.0000;21;21;-0.0012;0.0899;0.0053;-0.0001;-0.0001;-0.0002
9;0.0000;0.0183;-0.0000;-0.0000;22;22;-0.0012;0.0998;0.0064;-0.0001;-0.0001;-0.0002
10;0.0000;0.0220;-0.0172;-0.0000;24;24;-0.0012;0.1097;0.0079;0.0001;-0.0001;-0.0002
11;0.0000;0.0238;-0.0172;-0.0000;26;26;-0.0012;0.1199;0.0093;0.0001;-0.0001;-0.0002
12;0.0000;0.0256;-0.0000;-0.0000;30;30;-0.0012;0.1298;0.0108;-0.0001;-0.0001;-0.0002
13;0.0000;0.0275;-0.0000;-0.0000;32;32;-0.0012;0.1397;0.0123;-0.0001;-0.0001;-0.0002
14;0.0000;0.0293;-0.0000;-0.0000;34;34;-0.0012;0.1500;0.0141;-0.0001;-0.0001;-0.0002
15;0.0000;0.0311;-0.0000;-0.0000;38;38;-0.0012;0.1599;0.0163;-0.0004;-0.0001;-0.0002
16;0.0000;0.0330;-0.0000;-0.0000;40;40;-0.0012;0.1697;0.0181;-0.0004;-0.0001;-0.0002
17;0.0000;0.0348;-0.0000;-0.0000;44;44;-0.0012;0.1796;0.0203;-0.0004;-0.0001;-0.0002
18;0.0000;0.0366;-0.0000;-0.0000;46;46;-0.0012;0.1899;0.0225;-0.0001;-0.0001;-0.0002
19;0.0000;0.0385;-0.0000;-0.0000;50;50;-0.0012;0.1998;0.0251;-0.0001;-0.0001;-0.0002
20;0.0000;0.0403;-0.0000;-0.0000;52;52;-0.0012;0.2097;0.0277;-0.0009;-0.0001;-0.0002
21;0.0000;0.0440;0.0345;-0.0000;56;54;-0.0037;0.2199;0.0302;-0.0021;-0.0001;-0.0002
22;0.0073;0.0458;0.0862;-0.0000;50;48;-0.0061;0.1906;0.0324;-0.0043;-0.0001;-0.0002
23;0.0147;0.0476;0.1724;-0.0000;46;42;-0.0916;0.1654;0.0346;-0.0087;-0.0004;-0.0002
24;0.0201;0.0495;0.1379;-0.0000;40;38;-0.0110;0.1441;0.0361;-0.0070;-0.0004;-0.0002
25;0.0256;0.0513;-0.0172;-0.0000;36;36;-0.0012;0.1254;0.0375;0.0006;-0.0004;-0.0002
26;0.0311;0.0531;-0.1207;-0.0000;32;34;-0.0720;0.1097;0.0390;0.0050;-0.0004;-0.0002
27;0.0366;0.0549;-0.2759;-0.0000;28;32;0.0183;0.0965;0.0401;0.0128;-0.0001;-0.0002
