Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;0.0517;-0.0000;21;19;-0.0012;0.0958;0.0009;-0.0052;-0.0001;-0.0002
1;0.0000;0.0238;0.0517;-0.0000;40;38;-0.0012;0.1917;0.0035;-0.0052;-0.0001;-0.0002
2;0.0000;0.0348;0.0690;-0.0000;62;58;-0.0012;0.2877;0.0071;-0.0074;-0.0004;-0.0002
3;0.0000;0.0476;0.0690;-0.0000;81;79;-0.0012;0.3840;0.0119;-0.0074;-0.0004;-0.0002
4;0.0000;0.0586;0.0690;-0.0000;103;101;-0.0012;0.4799;0.0178;-0.0074;-0.0004;-0.0002
5;0.0000;0.0714;-0.0862;-0.0000;122;124;-0.0012;0.5759;0.0251;0.0079;-0.0004;-0.0002
6;0.0000;0.0824;-0.0862;-0.0000;146;148;-0.0012;0.6719;0.0335;0.0079;-0.0004;-0.0002
7;0.0000;0.0952;-0.0862;-0.0000;167;169;0.0012;0.7678;0.0430;0.0079;-0.0001;-0.0002
8;0.0000;0.1062;-0.0172;-0.0000;191;191;-0.0012;0.8638;0.0537;0.0006;-0.0001;-0.0002
9;0.0000;0.1190;-0.0172;-0.0000;214;216;-0.0012;0.9597;0.0657;0.0006;-0.0001;-0.0002
10;0.0000;0.1319;-0.0172;-0.0000;238;239;-0.0012;1.0557;0.0789;0.0006;-0.0001;-0.0002
11;0.0183;0.1429;0.1034;-0.0000;234;232;0.0745;0.9952;0.0914;-0.0101;-0.0004;-0.0002
12;0.0366;0.1557;0.1034;-0.0000;226;226;-0.0037;0.9447;0.1031;-0.0101;-0.0004;-0.0002
13;0.0513;0.1667;0.1034;-0.0000;228;228;0.0745;0.9235;0.1148;-0.0101;-0.0004;-0.0002
14;0.0861;0.1795;0.1379;-0.0000;193;191;-0.0037;0.7469;0.1243;-0.0143;-0.0006;-0.0002
15;0.1172;0.1905;0.1379;-0.0000;161;159;-0.0818;0.5913;0.1317;-0.0143;-0.0006;-0.0002
16;0.1429;0.2033;0.2069;-0.0000;144;138;-0.0037;0.4840;0.1375;-0.0214;-0.0009;-0.0002
17;0.1886;0.2143;0.2069;-0.0000;91;81;-0.0818;0.2181;0.1405;-0.0214;-0.0011;-0.0002
18;0.2088;0.2271;0.2069;-0.0000;73;65;0.0745;0.1441;0.1423;-0.0214;-0.0013;-0.0002
19;0.2143;0.2399;0.3966;-0.0000;91;73;-0.0916;0.1976;0.1445;-0.0382;-0.0016;-0.0002
20;0.2015;0.2509;0.1724;-0.0000;128;120;-0.0134;0.4030;0.1496;-0.0172;-0.0018;-0.0002
21;0.1886;0.2637;-0.2069;-0.0000;165;171;0.0134;0.5979;0.1573;0.0187;-0.0016;-0.0002
22;0.1777;0.2747;-0.4655;-0.0000;202;222;0.0305;0.7828;0.1668;0.0431;-0.0011;-0.0002
23;0.1832;0.2875;-0.8793;-0.0000;210;247;0.0623;0.8359;0.1774;0.0841;-0.0004;-0.0002
24;0.1996;0.2985;-0.7759;-0.0000;210;243;0.1306;0.7978;0.1873;0.0726;0.0001;-0.0002
25;0.2198;0.3114;-0.8276;-0.0000;198;236;0.2112;0.7363;0.1965;0.0785;0.0009;-0.0002
26;0.2473;0.3223;-1.2414;-0.0000;161;220;0.3211;0.6012;0.2042;0.1190;0.0018;-0.0002
27;0.2729;0.3352;-1.9310;-0.0000;122;210;0.5238;0.4902;0.2100;0.1842;0.0035;-0.0002
28;0.2930;0.3480;-2.3448;-0.0000;101;208;0.6313;0.4298;0.2155;0.2250;0.0055;-0.0002
29;0.3223;0.3590;-2.3966;-0.0000;69;181;0.7143;0.2924;0.2192;0.2299;0.0074;-0.0002
30;0.3498;0.3718;-2.5517;-0.0000;40;159;0.7241;0.1767;0.2214;0.2445;0.0096;-0.0002
31;0.3645;0.3828;-2.1897;-0.0000;40;148;0.6215;0.1459;0.2232;0.2091;0.0116;-0.0002
32;0.3828;0.3956;-2.0000;-0.0000;36;136;0.7656;0.1038;0.2247;0.1911;0.0131;-0.0002
33;0.4029;0.4066;-1.7414;-0.0000;24;116;0.8217;0.0295;0.2251;0.1664;0.0145;-0.0002
34;0.4212;0.4194;-1.1379;-0.0000;26;95;0.6239;-0.0214;0.2247;0.1076;0.0155;-0.0002
35;0.4231;0.4304;-0.1034;-0.0000;65;93;0.3968;0.0687;0.2254;0.0089;0.0157;-0.0002
36;0.4121;0.4432;0.1552;-0.0000;110;124;0.1453;0.2529;0.2287;-0.0153;0.0155;-0.0002
37;0.4048;0.4542;1.7414;-0.0000;179;124;-0.2015;0.3979;0.2338;-0.1674;0.0140;-0.0002
38;0.3919;0.4670;2.7759;-0.0000;247;148;-0.1184;0.6004;0.2412;-0.2677;0.0116;-0.0002
39;0.3956;0.4799;2.9310;-0.0000;273;161;-0.5189;0.6649;0.2496;-0.2829;0.0092;-0.0002
40;0.4066;0.4908;2.6207;-0.0000;273;171;-0.2625;0.6719;0.2580;-0.2518;0.0070;-0.0002
41;0.4176;0.5037;0.7414;-0.0000;241;220;0.0256;0.6865;0.2664;-0.0721;0.0065;-0.0002
42;0.4267;0.5147;-0.7241;-0.0000;220;261;0.1282;0.7114;0.2752;0.0687;0.0070;-0.0002
43;0.4377;0.5275;-0.8966;-0.0000;220;269;0.2943;0.7110;0.2844;0.0846;0.0077;-0.0002
44;0.4524;0.5385;-0.7931;-0.0000;220;263;0.1306;0.6880;0.2928;0.0753;0.0084;-0.0002
45;0.4744;0.5513;-0.7414;-0.0000;206;249;0.1282;0.6158;0.3005;0.0695;0.0089;-0.0002
46;0.5073;0.5623;-0.8103;-0.0000;167;214;0.3675;0.4419;0.3060;0.0773;0.0096;-0.0002
