Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.0345;-0.0000;28;28;-0.3138;0.1383;0.0016;0.0028;-0.0001;-0.0002
1;0.0000;0.0238;-0.0345;-0.0000;60;60;-0.0012;0.2771;0.0049;0.0028;-0.0001;-0.0002
2;0.0000;0.0348;-0.0345;-0.0000;89;91;-0.0012;0.4155;0.0101;0.0028;-0.0001;-0.0002
3;0.0000;0.0476;-0.0000;-0.0000;122;120;-0.0012;0.5543;0.0170;-0.0011;-0.0001;-0.0002
4;0.0000;0.0586;-0.0000;-0.0000;153;153;-0.0012;0.6927;0.0258;-0.0011;-0.0001;-0.0002
5;0.0000;0.0714;-0.0000;-0.0000;187;185;-0.0012;0.8315;0.0361;-0.0011;-0.0001;-0.0002
6;0.0000;0.0824;-0.0517;-0.0000;220;222;-0.0012;0.9700;0.0482;0.0045;-0.0001;-0.0002
7;0.0000;0.0952;-0.0517;-0.0000;253;255;-0.0012;1.1088;0.0621;0.0045;0.0001;-0.0002
8;0.0000;0.1062;-0.0517;-0.0000;290;294;-0.0012;1.2472;0.0775;0.0045;0.0001;-0.0002
9;0.0000;0.1190;0.0690;-0.0000;329;326;-0.0012;1.3856;0.0950;-0.0070;0.0001;-0.0002
10;0.0201;0.1319;0.0690;-0.0000;310;310;0.0769;1.2879;0.1108;-0.0070;-0.0001;-0.0002
11;0.0366;0.1429;0.0690;-0.0000;308;308;-0.0012;1.2274;0.1262;-0.0070;-0.0001;-0.0002
12;0.0733;0.1557;0.0862;-0.0000;247;247;-0.0818;0.9440;0.1379;-0.0096;-0.0001;-0.0002
13;0.1062;0.1667;0.0862;-0.0000;200;198;-0.0037;0.7048;0.1467;-0.0096;-0.0004;-0.0002
14;0.1355;0.1795;0.0862;-0.0000;157;155;-0.0037;0.5085;0.1533;-0.0096;-0.0004;-0.0002
15;0.1593;0.1905;-0.0000;-0.0000;126;128;-0.0012;0.3715;0.1577;-0.0001;-0.0004;-0.0002
16;0.1832;0.2033;-0.0000;-0.0000;97;99;-0.0012;0.2291;0.1606;-0.0001;-0.0004;-0.0002
17;0.2051;0.2143;-0.0000;-0.0000;71;71;-0.0012;0.1170;0.1621;-0.0001;-0.0004;-0.0002
18;0.2216;0.2271;0.4483;-0.0000;67;48;-0.0867;0.0526;0.1628;-0.0441;-0.0009;-0.0002
19;0.2179;0.2399;0.4483;-0.0000;110;93;-0.0159;0.2492;0.1657;-0.0441;-0.0013;-0.0002
20;0.2033;0.2509;-0.1034;-0.0000;165;171;0.0061;0.5499;0.1727;0.0092;-0.0013;-0.0002
21;0.1905;0.2637;-0.3103;-0.0000;228;241;0.0208;0.8341;0.1829;0.0289;-0.0009;-0.0002
22;0.1795;0.2747;-0.4483;-0.0000;294;316;0.0305;1.1040;0.1969;0.0421;-0.0006;-0.0002
23;0.1960;0.2875;-0.8621;-0.0000;283;322;0.1380;1.0450;0.2100;0.0809;0.0004;-0.0002
24;0.2198;0.2985;-0.4655;-0.0000;269;290;0.1087;0.9139;0.2214;0.0431;0.0009;-0.0002
25;0.2527;0.3114;-1.1724;-0.0000;198;253;0.3919;0.6752;0.2298;0.1097;0.0018;-0.0002
26;0.2711;0.3223;-2.0517;-0.0000;161;261;0.6117;0.6096;0.2375;0.1947;0.0040;-0.0002
27;0.2930;0.3352;-2.1034;-0.0000;132;232;0.5385;0.4821;0.2434;0.1981;0.0060;-0.0002
28;0.3150;0.3480;-2.5690;-0.0000;95;220;0.7265;0.3734;0.2481;0.2431;0.0087;-0.0002
29;0.3388;0.3590;-2.4138;-0.0000;65;185;0.6337;0.2342;0.2511;0.2289;0.0111;-0.0002
30;0.3590;0.3718;-1.8276;-0.0000;56;150;0.5971;0.1328;0.2525;0.1732;0.0128;-0.0002
31;0.3736;0.3828;-1.7414;-0.0000;50;142;0.6679;0.1005;0.2540;0.1647;0.0145;-0.0002
32;0.3883;0.3956;-1.1724;-0.0000;58;126;0.4725;0.0855;0.2547;0.1107;0.0157;-0.0002
33;0.4029;0.4066;-0.6207;-0.0000;60;105;0.3553;0.0401;0.2554;0.0582;0.0165;-0.0002
34;0.4029;0.4194;0.6207;-0.0000;120;112;-0.0452;0.1950;0.2576;-0.0599;0.0157;-0.0002
35;0.3901;0.4304;1.1034;-0.0000;196;167;-0.0012;0.4821;0.2639;-0.1066;0.0145;-0.0002
36;0.3901;0.4432;1.9483;-0.0000;251;183;-0.4505;0.6206;0.2716;-0.1862;0.0126;-0.0002
