Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.1379;-0.0000;22;28;-0.0794;374.9619;0.0013;0.0126;-0.0001;-0.0002
1;0.0000;0.0238;-0.1379;-0.0000;50;54;0.0012;374.9619;0.0046;0.0126;0.0001;-0.0002
2;0.0000;0.0348;-0.1379;-0.0000;75;81;0.0012;374.9619;0.0093;0.0126;0.0001;-0.0002
3;0.0000;0.0476;0.1897;-0.0000;110;103;-0.0037;374.9619;0.0156;-0.0214;0.0001;-0.0002
4;0.0000;0.0586;0.1897;-0.0000;140;130;-0.0037;376.9762;0.0233;-0.0214;-0.0001;-0.0002
5;0.0000;0.0714;0.1897;-0.0000;167;157;-0.0037;376.9762;0.0324;-0.0214;-0.0004;-0.0002
6;0.0000;0.0824;-0.1552;-0.0000;189;195;0.0012;379.9671;0.0434;0.0153;-0.0001;-0.0002
7;0.0000;0.0952;-0.1552;-0.0000;218;224;0.0012;379.9671;0.0559;0.0153;-0.0001;-0.0002
8;0.0000;0.1062;-0.1552;-0.0000;251;257;0.0012;385.9489;0.0701;0.0153;0.0001;-0.0002
9;0.0183;0.1190;-0.0517;-0.0000;241;241;-0.0794;385.9489;0.0830;0.0048;0.0001;-0.0002
10;0.0568;0.1319;-0.0517;-0.0000;187;187;0.0769;385.9489;0.0928;0.0048;0.0001;-0.0002
11;0.0916;0.1429;-0.0517;-0.0000;142;142;-0.0794;391.9917;0.0994;0.0048;0.0001;-0.0002
12;0.1209;0.1557;0.2069;-0.0000;109;97;-0.0818;391.9917;0.1038;-0.0226;-0.0001;-0.0002
13;0.1502;0.1667;0.2069;-0.0000;73;62;-0.0037;393.9450;0.1060;-0.0226;-0.0001;-0.0002
14;0.1740;0.1795;0.2069;-0.0000;48;36;-0.0037;393.9450;0.1068;-0.0226;-0.0004;-0.0002
15;0.1941;0.1905;-0.2241;-0.0000;19;28;0.0012;389.9774;0.1064;0.0219;-0.0001;-0.0002
16;0.2143;0.2033;-0.2241;-0.0000;1;9;0.0012;389.9774;0.1049;0.0219;-0.0001;-0.0002
17;0.2326;0.2143;-0.0862;-0.0000;-11;-7;-0.0794;389.9774;0.1024;0.0084;0.0001;-0.0002
