Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.0345;-0.0000;22;22;-0.0794;3.0000;0.0013;0.0033;-0.0001;-0.0002
1;0.0000;0.0238;0.1379;-0.0000;50;44;-0.0037;3.0000;0.0042;-0.0165;-0.0001;-0.0002
2;0.0000;0.0348;0.1379;-0.0000;75;67;-0.0037;3.0000;0.0082;-0.0165;-0.0004;-0.0002
3;0.0000;0.0476;0.1379;-0.0000;101;93;-0.0037;3.0000;0.0141;-0.0165;-0.0006;-0.0002
4;0.0000;0.0586;-0.2069;-0.0000;116;126;0.0012;3.0000;0.0211;0.0231;-0.0004;-0.0002
5;0.0000;0.0714;-0.2069;-0.0000;142;152;0.0012;3.0000;0.0295;0.0231;-0.0001;-0.0002
6;0.0000;0.0824;-0.2069;-0.0000;169;179;0.0012;3.0000;0.0394;0.0231;0.0001;-0.0002
7;0.0000;0.0952;0.0345;-0.0000;200;198;-0.0012;3.0000;0.0507;-0.0055;0.0001;-0.0002
8;0.0000;0.1062;0.0345;-0.0000;232;228;-0.0012;3.0000;0.0635;-0.0055;-0.0001;-0.0002
9;0.0000;0.1190;0.0345;-0.0000;257;255;-0.0012;3.0000;0.0778;-0.0055;-0.0001;-0.0002
10;0.0201;0.1319;0.1552;-0.0000;251;243;0.0745;3.0000;0.0910;-0.0184;-0.0001;-0.0002
11;0.0568;0.1429;0.1552;-0.0000;204;198;-0.0818;3.0000;0.1013;-0.0184;-0.0004;-0.0002
12;0.0897;0.1557;0.1552;-0.0000;161;155;-0.0037;3.0000;0.1086;-0.0184;-0.0006;-0.0002
13;0.1190;0.1667;-0.0862;-0.0000;126;132;0.0012;3.0000;0.1144;0.0096;-0.0004;-0.0002
14;0.1465;0.1795;-0.0862;-0.0000;97;103;-0.0012;3.0000;0.1185;0.0096;-0.0004;-0.0002
15;0.1722;0.1905;-0.0862;-0.0000;69;75;-0.0794;3.0000;0.1207;0.0096;-0.0004;-0.0002
16;0.1941;0.2033;0.2241;-0.0000;56;46;-0.0818;3.0000;0.1214;-0.0260;-0.0006;-0.0002
17;0.2143;0.2143;0.2241;-0.0000;40;28;0.0745;0.1031;0.1214;-0.0260;-0.0009;-0.0002
18;0.2344;0.2271;0.2241;-0.0000;26;17;-0.0818;-2.5982;0.1207;-0.0260;-0.0009;-0.0002
19;0.2271;0.2399;0.3276;-0.0000;67;50;-0.0891;3.0000;0.1221;-0.0382;-0.0013;-0.0002
20;0.2125;0.2509;0.0690;-0.0000;114;110;-0.0061;3.0000;0.1269;-0.0096;-0.0013;-0.0002
21;0.1978;0.2637;-0.4655;-0.0000;155;177;0.0305;3.0000;0.1342;0.0516;-0.0009;-0.0002
22;0.1868;0.2747;-0.5000;-0.0000;206;232;0.1111;3.0000;0.1448;0.0560;-0.0004;-0.0002
23;0.1960;0.2875;-0.4138;-0.0000;222;243;-0.0501;3.0000;0.1558;0.0470;-0.0001;-0.0002
24;0.2106;0.2985;-0.3793;-0.0000;222;241;0.1038;3.0000;0.1661;0.0428;0.0004;-0.0002
25;0.2253;0.3114;-0.5000;-0.0000;218;245;0.1111;3.0000;0.1763;0.0573;0.0009;-0.0002
26;0.2253;0.3223;-0.4483;-0.0000;247;271;0.1062;3.0000;0.1877;0.0497;0.0013;-0.0002
27;0.2271;0.3352;-0.8448;-0.0000;267;312;0.0574;3.0000;0.2005;0.0971;0.0021;-0.0002
28;0.2308;0.3480;-0.6552;-0.0000;292;329;0.1209;3.0000;0.2141;0.0739;0.0028;-0.0002
29;0.2509;0.3590;-0.3448;-0.0000;288;310;0.1013;3.0000;0.2269;0.0382;0.0031;-0.0002
30;0.2766;0.3718;-0.6034;-0.0000;257;292;0.1184;3.0000;0.2382;0.0690;0.0038;-0.0002
31;0.3022;0.3828;-0.3793;-0.0000;236;257;0.2601;3.0000;0.2474;0.0428;0.0040;-0.0002
32;0.3315;0.3956;-1.0690;-0.0000;183;243;0.3065;3.0000;0.2551;0.1207;0.0050;-0.0002
