Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0;0.0000;0.0110;-0.2069;-0.0000;19;28;-0.0794;0.1108;0.0016;0.0194;0.0001;0.0000;0.0000
1;0.0000;0.0238;0.0517;-0.0000;50;48;-0.0012;0.2218;0.0049;-0.0055;0.0001;0.0000;0.0000
2;0.0000;0.0348;0.0517;-0.0000;75;73;-0.0012;0.3327;0.0101;-0.0055;-0.0001;0.0000;0.0000
3;0.0000;0.0476;0.0517;-0.0000;103;101;-0.0012;0.4437;0.0170;-0.0055;-0.0001;0.0000;0.0000
4;0.0000;0.0586;0.0517;-0.0000;128;126;-0.0012;0.5547;0.0258;-0.0055;-0.0001;0.0000;0.0000
5;0.0000;0.0714;0.1379;-0.0000;157;152;-0.0037;0.6660;0.0361;-0.0138;-0.0004;0.0000;0.0000
6;0.0000;0.0824;0.1379;-0.0000;187;179;-0.0037;0.7770;0.0482;-0.0138;-0.0004;0.0000;0.0000
7;0.0000;0.0952;0.1379;-0.0000;214;206;-0.0037;0.8879;0.0621;-0.0138;-0.0006;0.0000;0.0000
8;0.0000;0.1062;-0.1552;-0.0000;238;245;0.0012;0.9989;0.0775;0.0140;-0.0004;0.0000;0.0000
9;0.0000;0.1190;-0.1552;-0.0000;267;275;0.0012;1.1099;0.0950;0.0140;-0.0004;0.0000;0.0000
10;0.0000;0.1319;-0.1552;-0.0000;300;308;0.0012;1.2208;0.1137;0.0140;-0.0001;0.0000;0.0000
11;0.0000;0.1429;0.1207;-0.0000;337;331;-0.0037;1.3318;0.1346;-0.0123;-0.0004;0.0000;0.0000
12;0.0201;0.1557;0.1207;-0.0000;324;320;0.0745;1.2505;0.1540;-0.0123;-0.0004;0.0000;0.0000
13;0.0586;0.1667;0.1207;-0.0000;277;273;-0.0037;0.9996;0.1697;-0.0123;-0.0006;0.0000;0.0000
14;0.0916;0.1795;0.0345;-0.0000;234;234;-0.0012;0.8044;0.1822;-0.0043;-0.0006;0.0000;0.0000
15;0.1227;0.1905;0.0345;-0.0000;198;198;-0.0012;0.6264;0.1921;-0.0043;-0.0006;0.0000;0.0000
16;0.1502;0.2033;0.0345;-0.0000;167;167;-0.0012;0.4814;0.1994;-0.0043;-0.0006;0.0000;0.0000
17;0.1740;0.2143;-0.1034;-0.0000;146;150;0.0012;0.3880;0.2053;0.0087;-0.0006;0.0000;0.0000
