Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.1724;-0.0000;26;34;0.1551;0.1383;0.0016;0.0148;0.0001;-0.0002
1;0.0000;0.0238;-0.1724;-0.0000;60;65;0.0012;0.2771;0.0049;0.0148;0.0001;-0.0002
2;0.0000;0.0348;0.2069;-0.0000;101;91;-0.0037;0.4155;0.0101;-0.0211;-0.0001;-0.0002
3;0.0000;0.0476;0.2069;-0.0000;134;122;-0.0037;0.5543;0.0170;-0.0211;-0.0004;-0.0002
4;0.0000;0.0586;0.2069;-0.0000;165;157;-0.0037;0.6927;0.0258;-0.0211;-0.0004;-0.0002
5;0.0000;0.0714;-0.2586;-0.0000;193;202;0.0012;0.8315;0.0361;0.0236;-0.0001;-0.0002
6;0.0000;0.0824;-0.2586;-0.0000;226;238;0.0012;0.9700;0.0482;0.0236;0.0001;-0.0002
7;0.0000;0.0952;-0.2586;-0.0000;265;277;0.0012;1.1088;0.0621;0.0236;0.0004;-0.0002
8;0.0201;0.1062;-0.0862;-0.0000;249;251;-0.0794;1.0095;0.0745;0.0079;0.0004;-0.0002
9;0.0385;0.1190;-0.0862;-0.0000;238;238;-0.0012;0.9366;0.0862;0.0079;0.0004;-0.0002
10;0.0733;0.1319;-0.0862;-0.0000;185;185;-0.0012;0.6748;0.0947;0.0079;0.0006;-0.0002
11;0.1062;0.1429;0.1724;-0.0000;136;124;-0.0037;0.4349;0.1002;-0.0177;0.0004;-0.0002
12;0.1337;0.1557;0.1724;-0.0000;93;81;-0.0037;0.2448;0.1031;-0.0177;0.0001;-0.0002
13;0.1612;0.1667;0.1724;-0.0000;54;42;-0.0037;0.0683;0.1042;-0.0177;-0.0001;-0.0002
14;0.1832;0.1795;-0.3966;-0.0000;15;30;0.0037;-0.0401;0.1035;0.0370;0.0004;-0.0002
15;0.2033;0.1905;-0.3966;-0.0000;-9;7;-0.0745;-0.1437;0.1016;0.0370;0.0009;-0.0002
16;0.2234;0.2033;-0.3966;-0.0000;-28;-13;0.0037;-0.2276;0.0991;0.0370;0.0011;-0.0002
17;0.2381;0.2143;-0.2069;-0.0000;-30;-22;0.0012;-0.2569;0.0958;0.0194;0.0013;-0.0002
18;0.2546;0.2271;-0.2069;-0.0000;-42;-34;0.0012;-0.3089;0.0917;0.0194;0.0016;-0.0002
19;0.2454;0.2399;-0.2069;-0.0000;9;17;0.0061;-0.0789;0.0910;0.0187;0.0018;-0.0002
20;0.2216;0.2509;-0.4138;-0.0000;101;118;0.1062;0.3448;0.0950;0.0389;0.0021;-0.0002
21;0.1868;0.2637;-0.2931;-0.0000;228;241;0.0965;0.8751;0.1060;0.0272;0.0026;-0.0002
22;0.1758;0.2747;0.0172;-0.0000;306;306;-0.0037;1.1392;0.1203;-0.0033;0.0023;-0.0002
23;0.1978;0.2875;-0.0000;-0.0000;292;292;-0.1575;1.0311;0.1331;-0.0004;0.0023;-0.0002
24;0.2253;0.2985;-0.0690;-0.0000;257;261;0.0037;0.8568;0.1437;0.0055;0.0026;-0.0002
25;0.2289;0.3114;-0.1379;-0.0000;283;288;-0.0696;0.9414;0.1555;0.0121;0.0026;-0.0002
26;0.2253;0.3223;-0.6207;-0.0000;320;349;0.1184;1.1205;0.1694;0.0573;0.0033;-0.0002
27;0.2143;0.3352;-0.6724;-0.0000;394;427;0.1233;1.3849;0.1870;0.0629;0.0038;-0.0002
28;0.2253;0.3480;-0.9655;-0.0000;404;453;-0.0134;1.4109;0.2045;0.0902;0.0048;-0.0002
29;0.2527;0.3590;-0.6207;-0.0000;376;410;0.1184;1.2329;0.2199;0.0573;0.0055;-0.0002
30;0.2949;0.3718;-0.5172;-0.0000;292;324;0.1136;0.8828;0.2309;0.0490;0.0060;-0.0002
31;0.3352;0.3828;-1.3621;-0.0000;187;259;0.2503;0.5510;0.2375;0.1290;0.0072;-0.0002
32;0.3681;0.3956;-1.6552;-0.0000;114;202;0.5043;0.3100;0.2415;0.1559;0.0089;-0.0002
33;0.3864;0.4066;-2.1034;-0.0000;83;193;0.4579;0.2404;0.2445;0.1986;0.0111;-0.0002
