Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.0000;-0.0000;118;118;-0.3138;0.1108;0.0016;-0.0006;-0.0001;0.4194
1;0.0000;0.0238;-0.0000;-0.0000;146;144;-0.0012;0.2218;0.0049;-0.0006;-0.0001;0.4194
2;0.0000;0.0348;-0.1034;-0.0000;167;173;0.0012;0.3327;0.0101;0.0094;-0.0001;0.4194
3;0.0000;0.0476;-0.1034;-0.0000;198;202;0.0012;0.4437;0.0170;0.0094;0.0001;0.4194
4;0.0000;0.0586;-0.1034;-0.0000;226;230;0.0012;0.5547;0.0258;0.0094;0.0001;0.4194
5;0.0000;0.0714;0.1379;-0.0000;263;255;-0.0037;0.6660;0.0361;-0.0143;0.0001;0.4194
6;0.0000;0.0824;0.1379;-0.0000;290;284;-0.0037;0.7770;0.0482;-0.0143;-0.0001;0.4194
7;0.0000;0.0952;0.1379;-0.0000;249;243;-0.0037;0.8879;0.0621;-0.0143;-0.0004;0.1193
8;0.0000;0.1062;0.0172;-0.0000;283;283;-0.0012;0.9989;0.0775;-0.0018;-0.0004;0.1193
9;0.0000;0.1190;0.0172;-0.0000;314;312;-0.0012;1.1099;0.0950;-0.0018;-0.0004;0.1193
10;0.0201;0.1319;0.0172;-0.0000;302;302;0.0769;1.0282;0.1108;-0.0018;-0.0004;0.1193
11;0.0586;0.1429;0.0690;-0.0000;247;245;-0.0794;0.7777;0.1229;-0.0074;-0.0004;0.1193
12;0.0916;0.1557;0.0690;-0.0000;210;208;0.0769;0.5946;0.1324;-0.0074;-0.0006;0.1193
13;0.1227;0.1667;0.0690;-0.0000;171;167;-0.0794;0.4173;0.1386;-0.0074;-0.0006;0.1193
14;0.1484;0.1795;0.4483;-0.0000;148;126;-0.0867;0.2767;0.1430;-0.0436;-0.0011;0.1193
15;0.1722;0.1905;0.4483;-0.0000;126;105;0.0696;0.1818;0.1459;-0.0436;-0.0016;0.1193
16;0.1941;0.2033;0.3276;-0.0000;101;85;-0.0842;0.0793;0.1470;-0.0316;-0.0018;0.1193
17;0.2143;0.2143;0.3276;-0.0000;81;65;-0.0842;0.0016;0.1470;-0.0316;-0.0021;0.1193
18;0.2344;0.2271;0.3276;-0.0000;67;52;-0.0061;-0.0628;0.1463;-0.0316;-0.0026;0.1193
19;0.2271;0.2399;-0.1207;-0.0000;99;103;0.0037;0.1148;0.1481;0.0109;-0.0023;0.1193
20;0.2125;0.2509;-0.8448;-0.0000;140;177;0.1355;0.3642;0.1536;0.0792;-0.0016;0.1193
21;0.2015;0.2637;-0.8276;-0.0000;189;226;-0.0208;0.5631;0.1624;0.0780;-0.0006;0.1193
22;0.2051;0.2747;-0.6724;-0.0000;218;249;0.2015;0.6451;0.1723;0.0629;-0.0001;0.1193
23;0.2198;0.2875;-0.1034;-0.0000;232;236;0.0842;0.6220;0.1822;0.0084;0.0001;0.1193
24;0.2363;0.2985;-0.7759;-0.0000;208;245;0.2088;0.5744;0.1910;0.0719;0.0009;0.1193
