Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.0172;-0.0000;140;140;-0.0012;0.0958;0.0009;0.0006;-0.0001;0.5435
1;0.0000;0.0238;0.0862;-0.0000;165;161;-0.0012;0.1917;0.0035;-0.0084;-0.0001;0.5464
2;0.0000;0.0348;0.0862;-0.0000;189;185;-0.0012;0.2877;0.0071;-0.0084;-0.0004;0.5503
3;0.0000;0.0476;0.0862;-0.0000;214;210;-0.0012;0.3840;0.0119;-0.0084;-0.0004;0.5543
4;0.0000;0.0586;-0.0862;-0.0000;236;238;-0.0012;0.4799;0.0178;0.0065;-0.0004;0.5572
5;0.0000;0.0714;-0.0862;-0.0000;259;263;-0.0012;0.5759;0.0251;0.0065;-0.0001;0.5611
6;0.0201;0.0824;-0.0862;-0.0000;249;255;0.0769;0.5063;0.0313;0.0065;-0.0001;0.5650
7;0.0385;0.0952;0.0517;-0.0000;243;245;-0.0012;0.4583;0.0372;-0.0062;-0.0001;0.5679
8;0.0714;0.1062;0.0517;-0.0000;210;212;-0.0012;0.2829;0.0405;-0.0062;-0.0004;0.5718
9;0.1044;0.1190;0.1207;-0.0000;177;173;-0.0818;0.1144;0.0419;-0.0131;-0.0004;0.5758
10;0.1319;0.1319;0.1207;-0.0000;152;148;-0.0037;-0.0090;0.0419;-0.0131;-0.0006;0.5787
11;0.1593;0.1429;0.1207;-0.0000;124;120;-0.0818;-0.1306;0.0405;-0.0131;-0.0006;0.5826
12;0.1832;0.1557;0.0690;-0.0000;101;99;0.0769;-0.2291;0.0375;-0.0082;-0.0009;0.5865
13;0.2033;0.1667;0.0690;-0.0000;87;83;-0.0818;-0.2935;0.0339;-0.0082;-0.0009;0.5894
14;0.2234;0.1795;0.0690;-0.0000;73;71;-0.0012;-0.3518;0.0295;-0.0082;-0.0009;0.5934
15;0.2418;0.1905;0.3966;-0.0000;69;54;-0.0842;-0.3990;0.0244;-0.0382;-0.0013;0.5973
16;0.2564;0.2033;0.3966;-0.0000;62;46;-0.0061;-0.4338;0.0189;-0.0382;-0.0018;0.6012
17;0.2692;0.2143;0.3966;-0.0000;64;46;-0.0061;-0.4309;0.0137;-0.0382;-0.0021;0.6041
18;0.2821;0.2271;-0.0000;-0.0000;52;52;-0.0012;-0.4448;0.0079;-0.0006;-0.0021;0.6080
19;0.2711;0.2399;-0.0000;-0.0000;93;93;-0.0012;-0.2591;0.0049;-0.0006;-0.0021;0.6119
20;0.2527;0.2509;-0.2414;-0.0000;144;153;0.0159;-0.0079;0.0046;0.0221;-0.0018;0.6149
21;0.2418;0.2637;-0.1897;-0.0000;189;196;0.0110;0.1661;0.0068;0.0177;-0.0018;0.6188
22;0.2454;0.2747;-0.3103;-0.0000;206;220;-0.0574;0.2379;0.0097;0.0284;-0.0013;0.6227
23;0.2399;0.2875;0.0345;-0.0000;251;247;-0.0818;0.3737;0.0145;-0.0048;-0.0016;0.6256
24;0.2326;0.2985;-0.2069;-0.0000;290;298;0.0134;0.5374;0.0211;0.0189;-0.0013;0.6295
25;0.2289;0.3114;-0.6552;-0.0000;318;347;0.1209;0.6631;0.0295;0.0607;-0.0006;0.6334
26;0.2289;0.3223;-0.2759;-0.0000;361;374;-0.1380;0.7554;0.0390;0.0258;-0.0004;0.6364
27;0.2363;0.3352;-0.3103;-0.0000;374;388;0.0208;0.7836;0.0485;0.0289;-0.0001;0.6403
28;0.2527;0.3480;-0.3448;-0.0000;374;392;0.0232;0.7572;0.0580;0.0321;0.0004;0.6442
