Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.0862;-0.0000;22;26;-0.0794;0.1108;0.0016;0.0067;-0.0001;-0.0000
1;0.0000;0.0238;-0.0862;-0.0000;50;52;-0.0012;0.2218;0.0049;0.0067;0.0001;-0.0000
2;0.0000;0.0348;-0.0172;-0.0000;75;77;-0.0012;0.3327;0.0101;0.0006;0.0001;-0.0000
3;0.0000;0.0476;-0.0172;-0.0000;103;105;-0.0012;0.4437;0.0170;0.0006;0.0001;-0.0000
4;0.0000;0.0586;-0.0172;-0.0000;132;132;-0.0012;0.5547;0.0258;0.0006;0.0001;-0.0000
5;0.0000;0.0714;-0.0000;-0.0000;159;159;-0.0012;0.6660;0.0361;-0.0016;0.0001;-0.0000
6;0.0000;0.0824;-0.0000;-0.0000;189;189;-0.0012;0.7770;0.0482;-0.0016;0.0001;-0.0000
7;0.0000;0.0952;-0.0000;-0.0000;220;220;-0.0012;0.8879;0.0621;-0.0016;0.0001;-0.0000
8;0.0000;0.1062;-0.1207;-0.0000;245;251;0.0012;0.9989;0.0775;0.0104;0.0001;-0.0000
9;0.0000;0.1190;-0.1207;-0.0000;277;281;0.0012;1.1099;0.0950;0.0104;0.0001;-0.0000
10;0.0000;0.1319;-0.1207;-0.0000;312;318;0.0012;1.2208;0.1137;0.0104;0.0004;-0.0000
11;0.0201;0.1429;0.0517;-0.0000;302;298;-0.0794;1.1425;0.1317;-0.0065;0.0004;-0.0000
12;0.0385;0.1557;0.0517;-0.0000;302;294;-0.0012;1.0857;0.1485;-0.0065;0.0001;-0.0000
13;0.0733;0.1667;0.0517;-0.0000;253;247;0.0769;0.8634;0.1621;-0.0065;0.0001;-0.0000
14;0.1026;0.1795;-0.0690;-0.0000;220;220;0.0769;0.7085;0.1730;0.0060;0.0001;-0.0000
15;0.1319;0.1905;-0.0690;-0.0000;183;185;-0.0794;0.5459;0.1815;0.0060;0.0004;-0.0000
16;0.1593;0.2033;-0.0690;-0.0000;153;153;-0.0012;0.4085;0.1881;0.0060;0.0004;-0.0000
17;0.1813;0.2143;-0.2931;-0.0000;128;140;0.0037;0.3195;0.1928;0.0267;0.0006;-0.0000
18;0.2033;0.2271;-0.2931;-0.0000;107;118;0.0818;0.2254;0.1965;0.0267;0.0009;-0.0000
