Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0;0.0000;0.0110;0.0517;-0.0000;24;21;0.1551;0.1108;0.0016;-0.0065;-0.0001;0.0000;0.0000
1;0.0000;0.0238;0.1379;-0.0000;50;44;-0.0037;0.2218;0.0049;-0.0143;-0.0004;0.0000;0.0000
2;0.0000;0.0348;0.1379;-0.0000;73;67;-0.0037;0.3327;0.0101;-0.0143;-0.0004;0.0000;0.0000
3;0.0000;0.0476;0.1379;-0.0000;99;93;-0.0037;0.4437;0.0170;-0.0143;-0.0006;0.0000;0.0000
4;0.0000;0.0586;-0.3103;-0.0000;116;126;0.0037;0.5547;0.0258;0.0282;-0.0004;0.0000;0.0000
5;0.0000;0.0714;-0.3103;-0.0000;142;153;0.0037;0.6660;0.0361;0.0282;-0.0001;0.0000;0.0000
6;0.0000;0.0824;-0.3103;-0.0000;167;181;0.0037;0.7770;0.0482;0.0282;0.0004;0.0000;0.0000
7;0.0000;0.0952;0.2414;-0.0000;206;196;-0.0037;0.8879;0.0621;-0.0236;0.0001;0.0000;0.0000
8;0.0000;0.1062;0.2414;-0.0000;236;226;-0.0037;0.9989;0.0775;-0.0236;-0.0001;0.0000;0.0000
9;0.0000;0.1190;0.2414;-0.0000;263;253;-0.0037;1.1099;0.0950;-0.0236;-0.0004;0.0000;0.0000
10;0.0000;0.1319;-0.0345;-0.0000;290;290;-0.0012;1.2208;0.1137;0.0028;-0.0004;0.0000;0.0000
11;0.0000;0.1429;-0.0345;-0.0000;320;320;-0.0012;1.3318;0.1346;0.0028;-0.0004;0.0000;0.0000
12;0.0201;0.1557;-0.0345;-0.0000;308;306;-0.0794;1.2512;0.1540;0.0028;-0.0004;0.0000;0.0000
13;0.0568;0.1667;-0.1897;-0.0000;265;271;0.0012;1.0286;0.1701;0.0167;-0.0001;0.0000;0.0000
14;0.0879;0.1795;-0.1897;-0.0000;228;234;0.0012;0.8356;0.1829;0.0167;-0.0001;0.0000;0.0000
15;0.1190;0.1905;-0.1897;-0.0000;195;202;0.0012;0.6678;0.1936;0.0167;0.0001;0.0000;0.0000
16;0.1465;0.2033;0.1207;-0.0000;171;165;-0.0037;0.5184;0.2016;-0.0116;0.0001;0.0000;0.0000
17;0.1703;0.2143;0.1207;-0.0000;150;144;-0.0037;0.4148;0.2082;-0.0116;-0.0001;0.0000;0.0000
18;0.1923;0.2271;0.1207;-0.0000;130;122;0.0745;0.3151;0.2130;-0.0116;-0.0001;0.0000;0.0000
19;0.1886;0.2399;-0.5000;-0.0000;150;169;0.0940;0.4591;0.2199;0.0465;0.0004;0.0000;0.0000
20;0.1777;0.2509;0.2931;-0.0000;214;200;-0.0232;0.6733;0.2305;-0.0289;-0.0001;0.0000;0.0000
21;0.1722;0.2637;0.0172;-0.0000;251;249;0.0745;0.8425;0.2437;-0.0026;-0.0001;0.0000;0.0000
22;0.1813;0.2747;-0.1207;-0.0000;261;265;-0.0720;0.8612;0.2573;0.0099;0.0001;0.0000;0.0000
23;0.1868;0.2875;0.0172;-0.0000;283;281;-0.0037;0.9213;0.2716;-0.0026;0.0001;0.0000;0.0000
24;0.1850;0.2985;0.3103;-0.0000;326;312;-0.0232;1.0615;0.2880;-0.0297;-0.0004;0.0000;0.0000
