Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;0.1207;-0.0000;54;48;0.3114;0.1108;0.0016;-0.0123;-0.0004;0.1193
1;0.0000;0.0238;0.1207;-0.0000;77;73;-0.0037;0.2218;0.0049;-0.0123;-0.0004;0.1193
2;0.0000;0.0348;-0.1034;-0.0000;99;103;-0.0012;0.3327;0.0101;0.0082;-0.0004;0.1193
3;0.0000;0.0476;-0.1034;-0.0000;126;130;-0.0012;0.4437;0.0170;0.0082;-0.0001;0.1193
4;0.0000;0.0586;-0.1034;-0.0000;153;155;-0.0012;0.5547;0.0258;0.0082;-0.0001;0.1193
5;0.0000;0.0714;0.0172;-0.0000;185;183;-0.0012;0.6660;0.0361;-0.0033;-0.0001;0.1193
6;0.0000;0.0824;0.0172;-0.0000;212;210;-0.0012;0.7770;0.0482;-0.0033;-0.0001;0.1193
7;0.0000;0.0952;0.0172;-0.0000;239;239;-0.0012;0.8879;0.0621;-0.0033;-0.0001;0.1193
8;0.0000;0.1062;0.0690;-0.0000;273;271;-0.0012;0.9989;0.0775;-0.0072;-0.0004;0.1193
9;0.0000;0.1190;0.0690;-0.0000;302;298;-0.0012;1.1099;0.0950;-0.0072;-0.0004;0.1193
10;0.0385;0.1319;0.0690;-0.0000;255;253;-0.0012;0.8608;0.1082;-0.0072;-0.0004;0.1193
11;0.0751;0.1429;-0.1207;-0.0000;202;206;0.0012;0.6290;0.1181;0.0109;-0.0004;0.1193
12;0.1081;0.1557;-0.1207;-0.0000;161;167;-0.0769;0.4371;0.1247;0.0109;-0.0001;0.1193
13;0.1337;0.1667;0.1897;-0.0000;142;132;0.0745;0.3075;0.1298;-0.0184;-0.0004;0.1193
14;0.1593;0.1795;0.1897;-0.0000;112;105;-0.0818;0.1793;0.1324;-0.0184;-0.0006;0.1193
15;0.1813;0.1905;0.1897;-0.0000;91;81;-0.0037;0.0841;0.1339;-0.0184;-0.0009;0.1193
16;0.2051;0.2033;-0.0862;-0.0000;64;65;-0.0794;-0.0126;0.1335;0.0072;-0.0006;0.1193
17;0.2234;0.2143;-0.0862;-0.0000;46;50;0.0769;-0.0848;0.1324;0.0072;-0.0006;0.1193
18;0.2418;0.2271;-0.0862;-0.0000;32;36;-0.0012;-0.1423;0.1302;0.0072;-0.0006;0.1193
19;0.2344;0.2399;-0.0517;-0.0000;75;77;0.0012;0.0412;0.1306;0.0040;-0.0006;0.1193
20;0.2106;0.2509;-0.3448;-0.0000;144;157;0.1013;0.3701;0.1364;0.0316;-0.0001;0.1193
21;0.1978;0.2637;-0.0000;-0.0000;206;208;-0.0012;0.6059;0.1459;-0.0006;-0.0001;0.1193
22;0.2015;0.2747;-0.2586;-0.0000;226;238;0.0159;0.6832;0.1566;0.0240;0.0001;0.1193
23;0.2088;0.2875;-0.1207;-0.0000;245;249;-0.0720;0.7235;0.1679;0.0099;0.0001;0.1193
24;0.2033;0.2985;0.1034;-0.0000;296;290;-0.0085;0.8839;0.1815;-0.0109;0.0001;0.1193
25;0.1978;0.3114;-0.3793;-0.0000;331;349;0.0256;1.0392;0.1976;0.0348;0.0004;0.1193
26;0.2070;0.3223;-0.3103;-0.0000;355;370;-0.0574;1.0813;0.2144;0.0289;0.0009;0.1193
27;0.2198;0.3352;-0.0690;-0.0000;367;369;-0.0745;1.0582;0.2309;0.0052;0.0009;0.1193
28;0.2344;0.3480;-0.3966;-0.0000;363;380;-0.0525;1.0487;0.2474;0.0372;0.0011;0.1193
29;0.2491;0.3590;-0.1552;-0.0000;367;372;0.0085;1.0150;0.2631;0.0136;0.0013;0.1193
30;0.2619;0.3718;-0.4483;-0.0000;365;384;0.0305;1.0018;0.2789;0.0409;0.0018;0.1193
31;0.2875;0.3828;-0.7414;-0.0000;329;365;-0.1062;0.8784;0.2924;0.0702;0.0026;0.1193
32;0.3059;0.3956;-0.6897;-0.0000;318;353;0.0452;0.8220;0.3053;0.0638;0.0033;0.1193
33;0.3297;0.4066;-0.8793;-0.0000;288;331;0.0598;0.7107;0.3162;0.0822;0.0040;0.1193
34;0.3516;0.4194;-0.7241;-0.0000;273;308;0.0501;0.6217;0.3261;0.0678;0.0048;0.1193
35;0.3755;0.4304;-0.4828;-0.0000;251;277;-0.0452;0.5191;0.3342;0.0458;0.0052;0.1193
36;0.3993;0.4432;-0.4310;-0.0000;222;243;0.0281;0.4012;0.3404;0.0402;0.0057;0.1193
37;0.4231;0.4542;-0.4655;-0.0000;196;220;0.0305;0.2998;0.3452;0.0436;0.0062;0.1193
38;0.4469;0.4670;-0.1897;-0.0000;175;187;0.0891;0.1866;0.3477;0.0175;0.0062;0.1193
39;0.4652;0.4799;-0.2241;-0.0000;159;171;-0.1429;0.1324;0.3499;0.0209;0.0065;0.1193
40;0.4799;0.4908;-0.1207;-0.0000;153;161;0.0061;0.0983;0.3514;0.0111;0.0067;0.1193
41;0.5018;0.5037;-0.2931;-0.0000;128;144;0.0183;0.0038;0.3514;0.0270;0.0070;0.1193
42;0.5238;0.5147;-0.5517;-0.0000;103;130;0.0354;-0.0753;0.3503;0.0516;0.0074;0.1193
43;0.5366;0.5275;-0.3276;-0.0000;103;120;-0.0574;-0.0932;0.3488;0.0294;0.0077;0.1193
44;0.5495;0.5385;-0.1034;-0.0000;109;114;0.0842;-0.0932;0.3474;0.0089;0.0079;0.1193
45;0.5659;0.5513;-0.0517;-0.0000;101;105;0.0012;-0.1313;0.3455;0.0045;0.0079;0.1193
46;0.5788;0.5623;-0.0172;-0.0000;97;101;-0.0012;-0.1470;0.3433;0.0013;0.0079;0.1193
47;0.5879;0.5751;0.0690;-0.0000;105;105;0.0720;-0.1174;0.3415;-0.0067;0.0079;0.1193
48;0.6026;0.5879;-0.1207;-0.0000;95;103;-0.0720;-0.1500;0.3389;0.0106;0.0079;0.1193
49;0.6117;0.5989;0.0862;-0.0000;105;105;-0.0085;-0.1203;0.3371;-0.0089;0.0079;0.1193
50;0.6209;0.6117;-0.0172;-0.0000;109;112;-0.0012;-0.0936;0.3357;0.0013;0.0079;0.1193
51;0.6337;0.6227;-0.0172;-0.0000;107;110;0.0769;-0.1068;0.3342;0.0011;0.0079;0.1193
52;0.6410;0.6355;-0.0000;-0.0000;118;120;-0.0012;-0.0577;0.3331;-0.0016;0.0079;0.1193
53;0.6484;0.6465;-0.0517;-0.0000;128;134;0.0012;-0.0053;0.3331;0.0038;0.0079;0.1193
54;0.6538;0.6593;-0.0517;-0.0000;144;150;0.0012;0.0562;0.3338;0.0038;0.0079;0.1193
55;0.6648;0.6703;-0.0690;-0.0000;144;150;0.0037;0.0500;0.3346;0.0060;0.0079;0.1193
56;0.6740;0.6832;0.0172;-0.0000;155;157;-0.0037;0.0859;0.3360;-0.0033;0.0079;0.1193
