Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0;0.0000;0.0110;-0.0345;-0.0000;22;24;-0.3919;0.1108;0.0016;0.0031;-0.0001;0.0000;0.0000
1;0.0000;0.0238;0.1034;-0.0000;50;46;-0.0037;0.2218;0.0049;-0.0114;-0.0001;0.0000;0.0000
2;0.0000;0.0348;0.1034;-0.0000;75;71;-0.0037;0.3327;0.0101;-0.0114;-0.0004;0.0000;0.0000
3;0.0000;0.0476;0.1034;-0.0000;101;97;-0.0037;0.4437;0.0170;-0.0114;-0.0004;0.0000;0.0000
4;0.0000;0.0586;-0.0862;-0.0000;122;126;-0.0012;0.5547;0.0258;0.0079;-0.0004;0.0000;0.0000
5;0.0000;0.0714;-0.0862;-0.0000;152;153;-0.0012;0.6660;0.0361;0.0079;-0.0004;0.0000;0.0000
6;0.0000;0.0824;-0.0862;-0.0000;179;181;-0.0012;0.7770;0.0482;0.0079;-0.0001;0.0000;0.0000
7;0.0000;0.0952;-0.0000;-0.0000;206;206;-0.0012;0.8879;0.0621;-0.0006;-0.0001;0.0000;0.0000
8;0.0000;0.1062;-0.0000;-0.0000;238;238;-0.0012;0.9989;0.0775;-0.0006;-0.0001;0.0000;0.0000
9;0.0000;0.1190;-0.0000;-0.0000;267;265;-0.0012;1.1099;0.0950;-0.0006;-0.0001;0.0000;0.0000
10;0.0000;0.1319;0.1034;-0.0000;302;296;-0.0037;1.2208;0.1137;-0.0099;-0.0004;0.0000;0.0000
11;0.0000;0.1429;0.1034;-0.0000;331;327;-0.0037;1.3318;0.1346;-0.0099;-0.0004;0.0000;0.0000
12;0.0201;0.1557;0.1034;-0.0000;324;322;0.0745;1.2494;0.1540;-0.0099;-0.0006;0.0000;0.0000
13;0.0568;0.1667;-0.1034;-0.0000;273;279;-0.0794;1.0231;0.1701;0.0084;-0.0004;0.0000;0.0000
14;0.1099;0.1795;-0.1034;-0.0000;191;196;0.1575;0.6444;0.1800;0.0084;-0.0004;0.0000;0.0000
15;0.1355;0.1905;-0.1034;-0.0000;163;171;-0.0794;0.5096;0.1881;0.0084;-0.0004;0.0000;0.0000
16;0.1630;0.2033;0.0690;-0.0000;140;138;-0.0012;0.3741;0.1939;-0.0072;-0.0004;0.0000;0.0000
17;0.1868;0.2143;0.0690;-0.0000;114;112;-0.0794;0.2617;0.1979;-0.0072;-0.0004;0.0000;0.0000
18;0.2088;0.2271;0.0690;-0.0000;95;95;-0.0012;0.1712;0.2005;-0.0072;-0.0004;0.0000;0.0000
19;0.2033;0.2399;0.1897;-0.0000;136;128;-0.0085;0.3309;0.2056;-0.0189;-0.0006;0.0000;0.0000
20;0.1905;0.2509;-0.0517;-0.0000;183;185;0.0012;0.5583;0.2144;0.0043;-0.0006;0.0000;0.0000
21;0.1795;0.2637;-0.5172;-0.0000;226;247;-0.0452;0.7744;0.2265;0.0477;-0.0001;0.0000;0.0000
22;0.1850;0.2747;-0.6034;-0.0000;243;271;-0.0379;0.8352;0.2393;0.0563;0.0004;0.0000;0.0000
23;0.1978;0.2875;-0.2759;-0.0000;255;271;0.0183;0.8286;0.2525;0.0260;0.0009;0.0000;0.0000
