Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.0000;-0.0000;24;24;-0.3138;0.1108;0.0016;-0.0006;-0.0001;-0.0000
1;0.0000;0.0238;-0.0000;-0.0000;52;50;-0.0012;0.2218;0.0049;-0.0006;-0.0001;-0.0000
2;0.0000;0.0348;0.2241;-0.0000;81;71;-0.0037;0.3327;0.0101;-0.0219;-0.0004;-0.0000
3;0.0000;0.0476;0.2241;-0.0000;109;99;-0.0037;0.4437;0.0170;-0.0219;-0.0006;-0.0000
4;0.0000;0.0586;0.2241;-0.0000;136;126;-0.0037;0.5547;0.0258;-0.0219;-0.0009;-0.0000
5;0.0000;0.0714;-0.2759;-0.0000;153;165;0.0037;0.6660;0.0361;0.0255;-0.0006;-0.0000
6;0.0000;0.0824;-0.2759;-0.0000;183;195;0.0012;0.7770;0.0482;0.0255;-0.0004;-0.0000
7;0.0000;0.0952;-0.2759;-0.0000;214;228;0.0012;0.8879;0.0621;0.0255;-0.0001;-0.0000
8;0.0000;0.1062;0.0862;-0.0000;251;247;-0.0037;0.9989;0.0775;-0.0084;-0.0001;-0.0000
9;0.0000;0.1190;0.0862;-0.0000;283;279;-0.0012;1.1099;0.0950;-0.0084;-0.0001;-0.0000
10;0.0000;0.1319;0.0862;-0.0000;318;314;-0.0012;1.2208;0.1137;-0.0084;-0.0004;-0.0000
11;0.0201;0.1429;0.0862;-0.0000;302;300;0.0769;1.1395;0.1317;-0.0087;-0.0004;-0.0000
12;0.0385;0.1557;0.0862;-0.0000;302;300;-0.0037;1.0861;0.1485;-0.0087;-0.0004;-0.0000
13;0.0751;0.1667;0.0862;-0.0000;251;251;-0.0818;0.8575;0.1617;-0.0087;-0.0006;-0.0000
14;0.1062;0.1795;-0.2069;-0.0000;206;220;0.0794;0.6730;0.1723;0.0184;-0.0004;-0.0000
15;0.1319;0.1905;-0.2069;-0.0000;179;191;-0.0769;0.5448;0.1807;0.0184;-0.0001;-0.0000
16;0.1593;0.2033;-0.2069;-0.0000;150;159;-0.0769;0.4115;0.1873;0.0184;0.0001;-0.0000
17;0.1813;0.2143;0.4138;-0.0000;140;122;-0.0061;0.3082;0.1921;-0.0407;-0.0004;-0.0000
18;0.2051;0.2271;0.4138;-0.0000;118;101;0.0720;0.2115;0.1954;-0.0407;-0.0009;-0.0000
19;0.1996;0.2399;0.1207;-0.0000;148;142;-0.0061;0.3580;0.2009;-0.0121;-0.0009;-0.0000
20;0.1886;0.2509;-0.2069;-0.0000;195;204;-0.0647;0.5840;0.2100;0.0184;-0.0009;-0.0000
21;0.1923;0.2637;-0.6207;-0.0000;204;234;0.0403;0.6495;0.2203;0.0585;-0.0001;-0.0000
22;0.1850;0.2747;-0.1724;-0.0000;265;273;0.0891;0.8312;0.2331;0.0150;0.0001;-0.0000
23;0.1978;0.2875;-0.5517;-0.0000;261;288;-0.1209;0.8249;0.2459;0.0509;0.0006;-0.0000
24;0.1978;0.2985;-0.5690;-0.0000;296;326;-0.0403;0.9392;0.2606;0.0524;0.0011;-0.0000
25;0.2015;0.3114;-0.3276;-0.0000;331;349;0.0208;1.0187;0.2763;0.0306;0.0013;-0.0000
26;0.2125;0.3223;-0.7586;-0.0000;333;372;0.0525;1.0278;0.2924;0.0712;0.0023;-0.0000
27;0.2216;0.3352;-0.7241;-0.0000;347;384;0.0476;1.0421;0.3086;0.0678;0.0028;-0.0000
28;0.2344;0.3480;-0.9483;-0.0000;347;396;-0.0134;1.0344;0.3247;0.0892;0.0038;-0.0000
29;0.2509;0.3590;-0.6897;-0.0000;351;386;0.0452;1.0018;0.3404;0.0643;0.0045;-0.0000
30;0.2692;0.3718;-0.2414;-0.0000;355;369;-0.0623;0.9480;0.3551;0.0228;0.0048;-0.0000
31;0.2894;0.3828;-0.7931;-0.0000;326;369;0.0525;0.8744;0.3686;0.0741;0.0055;-0.0000
32;0.3114;0.3956;-0.6552;-0.0000;308;341;0.0427;0.7814;0.3807;0.0612;0.0062;-0.0000
33;0.3297;0.4066;-0.4655;-0.0000;294;320;-0.0476;0.7103;0.3921;0.0424;0.0067;-0.0000
34;0.3590;0.4194;-0.6724;-0.0000;251;286;0.0452;0.5598;0.4005;0.0631;0.0072;-0.0000
35;0.3773;0.4304;-0.4483;-0.0000;239;263;0.0281;0.4902;0.4082;0.0409;0.0077;-0.0000
36;0.3993;0.4432;-0.4483;-0.0000;218;241;-0.0501;0.4052;0.4148;0.0409;0.0082;-0.0000
37;0.4176;0.4542;-0.3276;-0.0000;204;222;-0.0574;0.3437;0.4199;0.0294;0.0084;-0.0000
38;0.4432;0.4670;-0.2241;-0.0000;179;191;-0.0647;0.2276;0.4235;0.0199;0.0087;-0.0000
39;0.4634;0.4799;-0.1379;-0.0000;157;165;0.0867;0.1390;0.4257;0.0123;0.0089;-0.0000
40;0.4799;0.4908;-0.3276;-0.0000;144;161;0.0208;0.1024;0.4272;0.0302;0.0092;-0.0000
41;0.5000;0.5037;-0.1034;-0.0000;134;142;-0.0720;0.0357;0.4279;0.0094;0.0092;-0.0000
42;0.5165;0.5147;-0.1207;-0.0000;122;132;0.0842;-0.0060;0.4276;0.0101;0.0094;-0.0000
43;0.5275;0.5275;-0.3276;-0.0000;118;138;0.0208;0.0042;0.4279;0.0306;0.0096;-0.0000
44;0.5440;0.5385;-0.2931;-0.0000;109;126;0.0183;-0.0423;0.4272;0.0277;0.0099;-0.0000
45;0.5586;0.5513;-0.2759;-0.0000;101;116;0.0183;-0.0771;0.4261;0.0260;0.0101;-0.0000
46;0.5751;0.5623;-0.2759;-0.0000;95;110;0.0183;-0.1071;0.4243;0.0258;0.0106;-0.0000
47;0.5879;0.5751;0.1034;-0.0000;101;99;-0.0085;-0.1148;0.4225;-0.0101;0.0104;-0.0000
48;0.5989;0.5879;-0.2931;-0.0000;95;110;0.0183;-0.1020;0.4210;0.0272;0.0106;-0.0000
49;0.6099;0.5989;-0.2241;-0.0000;97;110;0.0134;-0.0969;0.4195;0.0199;0.0109;-0.0000
50;0.6190;0.6117;0.0690;-0.0000;109;110;-0.0061;-0.0731;0.4184;-0.0082;0.0109;-0.0000
51;0.6264;0.6227;-0.3621;-0.0000;107;128;0.0232;-0.0386;0.4177;0.0328;0.0111;-0.0000
52;0.6300;0.6355;-0.3448;-0.0000;126;148;-0.0574;0.0383;0.4184;0.0314;0.0116;-0.0000
53;0.6374;0.6465;-1.0172;-0.0000;122;175;0.0696;0.0826;0.4195;0.0949;0.0126;-0.0000
54;0.6447;0.6593;-1.5690;-0.0000;122;200;0.1087;0.1320;0.4217;0.1488;0.0140;-0.0000
55;0.6465;0.6703;-0.9655;-0.0000;161;210;0.0647;0.2251;0.4250;0.0900;0.0150;-0.0000
56;0.6557;0.6832;-1.0862;-0.0000;165;222;-0.0037;0.2478;0.4290;0.1017;0.0160;-0.0000
57;0.6648;0.6960;-0.7931;-0.0000;183;226;-0.0256;0.2807;0.4334;0.0739;0.0170;-0.0000
58;0.6722;0.7070;-0.2069;-0.0000;210;226;0.0916;0.3247;0.4386;0.0189;0.0170;-0.0000
59;0.6832;0.7198;-0.7586;-0.0000;202;245;0.0501;0.3364;0.4437;0.0707;0.0179;-0.0000
60;0.6886;0.7308;-0.4828;-0.0000;224;253;0.0305;0.3840;0.4496;0.0446;0.0182;-0.0000
61;0.6978;0.7436;-0.4138;-0.0000;236;263;0.0281;0.4107;0.4561;0.0389;0.0187;-0.0000
62;0.7106;0.7546;-0.6034;-0.0000;234;271;0.1184;0.4107;0.4624;0.0560;0.0194;-0.0000
63;0.7216;0.7674;0.0345;-0.0000;255;263;0.0745;0.4254;0.4690;-0.0048;0.0192;-0.0000
64;0.7326;0.7784;-0.4483;-0.0000;249;281;-0.0501;0.4367;0.4759;0.0411;0.0197;-0.0000
65;0.7491;0.7912;-0.7069;-0.0000;236;279;0.0476;0.3957;0.4821;0.0660;0.0204;-0.0000
66;0.7601;0.8022;-0.3793;-0.0000;245;275;0.0256;0.4012;0.4884;0.0355;0.0209;-0.0000
67;0.7692;0.8150;-0.9483;-0.0000;241;296;0.0647;0.4199;0.4950;0.0885;0.0216;-0.0000
68;0.7821;0.8278;-0.5345;-0.0000;251;286;0.1136;0.4115;0.5012;0.0492;0.0221;-0.0000
69;0.7985;0.8388;-0.0345;-0.0000;255;271;0.1575;0.3796;0.5070;0.0026;0.0223;-0.0000
70;0.8114;0.8516;-0.4483;-0.0000;243;279;0.0305;0.3631;0.5129;0.0419;0.0226;-0.0000
71;0.8278;0.8626;0.2069;-0.0000;251;253;-0.0940;0.3184;0.5177;-0.0204;0.0223;-0.0000
72;0.8498;0.8755;-0.1897;-0.0000;222;243;0.0891;0.2382;0.5213;0.0177;0.0226;-0.0000
73;0.8663;0.8864;-0.5690;-0.0000;202;241;0.0379;0.1939;0.5246;0.0531;0.0233;-0.0000
74;0.8828;0.8993;-0.1207;-0.0000;202;220;0.0842;0.1489;0.5268;0.0104;0.0233;-0.0000
75;0.8956;0.9103;-0.5690;-0.0000;189;228;0.0379;0.1368;0.5290;0.0526;0.0238;-0.0000
76;0.9158;0.9231;-0.3448;-0.0000;177;204;0.0208;0.0646;0.5298;0.0311;0.0243;-0.0000
77;0.9341;0.9359;-0.4483;-0.0000;161;195;0.0305;0.0137;0.5301;0.0416;0.0245;-0.0000
78;0.9505;0.9469;-0.5000;-0.0000;152;187;0.0330;-0.0240;0.5298;0.0468;0.0250;-0.0000
79;0.9597;0.9597;0.0690;-0.0000;165;175;-0.0061;-0.0137;0.5294;-0.0077;0.0250;-0.0000
80;0.9780;0.9707;0.1379;-0.0000;157;163;0.0672;-0.0595;0.5287;-0.0143;0.0250;-0.0000
81;0.9927;0.9835;0.2241;-0.0000;152;153;-0.0183;-0.0873;0.5272;-0.0228;0.0248;-0.0000
82;1.0037;0.9945;0.4138;-0.0000;157;152;-0.0305;-0.0778;0.5261;-0.0402;0.0243;-0.0000
83;1.0165;1.0073;0.0517;-0.0000;148;157;0.0720;-0.0881;0.5246;-0.0052;0.0243;-0.0000
84;1.0311;1.0183;0.5862;-0.0000;153;138;-0.0427;-0.1192;0.5228;-0.0565;0.0236;-0.0000
85;1.0421;1.0311;0.6897;-0.0000;159;140;0.0281;-0.1002;0.5213;-0.0665;0.0228;-0.0000
86;1.0476;1.0440;0.4483;-0.0000;169;161;-0.0330;-0.0346;0.5206;-0.0441;0.0223;-0.0000
87;1.0513;1.0549;0.8103;-0.0000;196;169;-0.0574;0.0346;0.5213;-0.0780;0.0216;-0.0000
88;1.0568;1.0678;0.5000;-0.0000;204;193;-0.0379;0.0976;0.5228;-0.0490;0.0211;-0.0000
89;1.0678;1.0788;0.3966;-0.0000;206;198;-0.0305;0.1024;0.5243;-0.0385;0.0206;-0.0000
90;1.0751;1.0916;0.5862;-0.0000;226;208;-0.1209;0.1529;0.5268;-0.0573;0.0201;-0.0000
91;1.0806;1.1026;0.1034;-0.0000;230;236;-0.0867;0.2115;0.5301;-0.0099;0.0199;-0.0000
92;1.0897;1.1154;-0.0345;-0.0000;236;247;0.0012;0.2346;0.5338;0.0028;0.0201;-0.0000
93;1.0934;1.1264;-0.0862;-0.0000;253;269;-0.0745;0.3042;0.5385;0.0079;0.0201;-0.0000
94;1.1062;1.1392;-0.1379;-0.0000;257;273;0.0867;0.3075;0.5433;0.0116;0.0201;-0.0000
