Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0;0.0000;0.0110;-0.2241;-0.0000;19;26;0.0769;0.1108;0.0016;0.0209;0.0001;0.0000;0.0000
1;0.0000;0.0238;-0.2241;-0.0000;42;52;0.0012;0.2218;0.0049;0.0209;0.0004;0.0000;0.0000
2;0.0000;0.0348;0.1034;-0.0000;73;69;-0.0037;0.3327;0.0101;-0.0101;0.0001;0.0000;0.0000
3;0.0000;0.0476;0.1034;-0.0000;99;95;-0.0037;0.4437;0.0170;-0.0101;0.0001;0.0000;0.0000
4;0.0000;0.0586;0.1034;-0.0000;124;120;-0.0037;0.5547;0.0258;-0.0101;0.0001;0.0000;0.0000
5;0.0000;0.0714;-0.0000;-0.0000;150;150;-0.0012;0.6660;0.0361;-0.0006;-0.0001;0.0000;0.0000
6;0.0000;0.0824;-0.0000;-0.0000;177;177;-0.0012;0.7770;0.0482;-0.0006;-0.0001;0.0000;0.0000
7;0.0000;0.0952;-0.0000;-0.0000;204;202;-0.0012;0.8879;0.0621;-0.0006;-0.0001;0.0000;0.0000
8;0.0000;0.1062;-0.1207;-0.0000;228;234;0.0012;0.9989;0.0775;0.0109;0.0001;0.0000;0.0000
9;0.0000;0.1190;-0.1207;-0.0000;259;265;0.0012;1.1099;0.0950;0.0109;0.0001;0.0000;0.0000
10;0.0000;0.1319;-0.1207;-0.0000;286;292;0.0012;1.2208;0.1137;0.0109;0.0004;0.0000;0.0000
11;0.0000;0.1429;0.1724;-0.0000;329;322;-0.0037;1.3318;0.1346;-0.0175;0.0001;0.0000;0.0000
12;0.0000;0.1557;0.1724;-0.0000;359;351;-0.0037;1.4428;0.1569;-0.0175;-0.0001;0.0000;0.0000
13;0.0201;0.1667;0.1724;-0.0000;351;343;0.0745;1.3615;0.1782;-0.0175;-0.0001;0.0000;0.0000
14;0.0366;0.1795;-0.0345;-0.0000;341;345;0.0769;1.3216;0.1987;0.0021;-0.0001;0.0000;0.0000
15;0.0733;0.1905;-0.0345;-0.0000;294;298;-0.0012;1.0941;0.2159;0.0021;-0.0001;0.0000;0.0000
16;0.1044;0.2033;-0.0345;-0.0000;263;267;-0.0794;0.9132;0.2302;0.0021;-0.0001;0.0000;0.0000
17;0.1337;0.2143;-0.0345;-0.0000;230;232;-0.0012;0.7466;0.2419;0.0016;-0.0001;0.0000;0.0000
18;0.1612;0.2271;-0.0345;-0.0000;202;204;-0.0012;0.6078;0.2511;0.0016;-0.0001;0.0000;0.0000
19;0.1612;0.2399;0.1724;-0.0000;236;230;-0.0085;0.7261;0.2624;-0.0179;-0.0004;0.0000;0.0000
20;0.1520;0.2509;-0.0862;-0.0000;277;283;0.0037;0.9136;0.2767;0.0072;-0.0001;0.0000;0.0000
21;0.1612;0.2637;-0.1207;-0.0000;290;296;0.0061;0.9498;0.2913;0.0096;-0.0001;0.0000;0.0000
22;0.1685;0.2747;-0.1724;-0.0000;308;316;0.0110;0.9930;0.3071;0.0160;0.0001;0.0000;0.0000
23;0.1777;0.2875;-0.2069;-0.0000;318;327;-0.0647;1.0081;0.3228;0.0194;0.0004;0.0000;0.0000
24;0.1832;0.2985;-0.4138;-0.0000;331;353;0.0281;1.0678;0.3393;0.0385;0.0006;0.0000;0.0000
25;0.1960;0.3114;-0.1552;-0.0000;341;349;0.0085;1.0582;0.3558;0.0145;0.0009;0.0000;0.0000
26;0.2125;0.3223;-0.7931;-0.0000;326;363;0.0549;1.0264;0.3719;0.0748;0.0016;0.0000;0.0000
27;0.2326;0.3352;-0.5000;-0.0000;318;343;0.1111;0.9421;0.3866;0.0470;0.0021;0.0000;0.0000
28;0.2454;0.3480;-0.1207;-0.0000;329;337;-0.0720;0.9396;0.4012;0.0104;0.0023;0.0000;0.0000
29;0.2674;0.3590;-0.3448;-0.0000;308;324;0.0208;0.8436;0.4140;0.0314;0.0026;0.0000;0.0000
30;0.2875;0.3718;-0.2414;-0.0000;296;308;0.0159;0.7693;0.4261;0.0216;0.0028;0.0000;0.0000
