Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;0.0172;-0.0000;52;50;-0.0794;0.1108;0.0016;-0.0026;-0.0001;0.1193
1;0.0000;0.0238;0.1034;-0.0000;77;73;-0.0037;0.2218;0.0049;-0.0104;-0.0004;0.1193
2;0.0000;0.0348;0.1034;-0.0000;105;99;-0.0037;0.3327;0.0101;-0.0104;-0.0004;0.1193
3;0.0000;0.0476;0.1034;-0.0000;130;124;-0.0037;0.4437;0.0170;-0.0104;-0.0004;0.1193
4;0.0000;0.0586;-0.1724;-0.0000;152;159;0.0012;0.5547;0.0258;0.0157;-0.0004;0.1193
5;0.0000;0.0714;-0.1724;-0.0000;179;187;0.0012;0.6660;0.0361;0.0157;-0.0001;0.1193
6;0.0000;0.0824;-0.1724;-0.0000;208;216;0.0012;0.7770;0.0482;0.0157;0.0001;0.1193
7;0.0000;0.0952;0.1207;-0.0000;243;238;-0.0037;0.8879;0.0621;-0.0118;-0.0001;0.1193
8;0.0000;0.1062;0.1207;-0.0000;277;271;-0.0037;0.9989;0.0775;-0.0118;-0.0001;0.1193
9;0.0000;0.1190;0.1207;-0.0000;306;300;-0.0037;1.1099;0.0950;-0.0118;-0.0004;0.1193
10;0.0201;0.1319;0.0172;-0.0000;290;288;-0.0794;1.0282;0.1108;-0.0021;-0.0004;0.1193
11;0.0568;0.1429;0.0172;-0.0000;249;247;0.0769;0.8055;0.1232;-0.0021;-0.0004;0.1193
12;0.0916;0.1557;0.0172;-0.0000;202;200;-0.0794;0.5924;0.1328;-0.0021;-0.0004;0.1193
13;0.1209;0.1667;-0.2586;-0.0000;163;173;0.0012;0.4246;0.1394;0.0233;-0.0001;0.1193
14;0.1484;0.1795;-0.2586;-0.0000;134;144;0.0012;0.2902;0.1437;0.0233;0.0001;0.1193
15;0.1722;0.1905;-0.2586;-0.0000;109;118;-0.0769;0.1807;0.1467;0.0233;0.0004;0.1193
16;0.1941;0.2033;-0.2414;-0.0000;87;97;0.0012;0.0819;0.1478;0.0228;0.0006;0.1193
17;0.2143;0.2143;-0.2414;-0.0000;67;77;0.0794;0.0060;0.1481;0.0228;0.0009;0.1193
18;0.2289;0.2271;-0.2414;-0.0000;62;71;0.0012;-0.0251;0.1474;0.0228;0.0011;0.1193
19;0.2234;0.2399;-0.2414;-0.0000;99;109;0.0061;0.1412;0.1496;0.0214;0.0013;0.1193
20;0.2015;0.2509;0.0517;-0.0000;179;177;0.1502;0.4602;0.1569;-0.0055;0.0013;0.1193
21;0.1923;0.2637;0.3448;-0.0000;234;218;-0.1038;0.6491;0.1672;-0.0341;0.0009;0.1193
22;0.2015;0.2747;0.3966;-0.0000;253;234;-0.1087;0.6883;0.1778;-0.0389;0.0004;0.1193
23;0.2088;0.2875;0.0862;-0.0000;263;257;-0.0867;0.7323;0.1892;-0.0087;0.0004;0.1193
24;0.2033;0.2985;-0.6034;-0.0000;292;320;0.0403;0.8909;0.2031;0.0560;0.0009;0.1193
25;0.2106;0.3114;-0.9138;-0.0000;304;345;-0.0159;0.9374;0.2177;0.0861;0.0018;0.1193
26;0.2198;0.3223;-0.4655;-0.0000;327;349;0.0305;0.9535;0.2324;0.0426;0.0023;0.1193
27;0.2289;0.3352;-0.6207;-0.0000;339;369;-0.0354;0.9791;0.2478;0.0585;0.0031;0.1193
28;0.2381;0.3480;-0.6207;-0.0000;355;384;0.0403;1.0136;0.2635;0.0573;0.0035;0.1193
29;0.2527;0.3590;-0.3793;-0.0000;359;376;-0.1306;0.9832;0.2789;0.0358;0.0040;0.1193
30;0.2747;0.3718;-0.7931;-0.0000;331;370;0.0525;0.8945;0.2928;0.0739;0.0048;0.1193
31;0.2930;0.3828;-0.4655;-0.0000;327;353;0.0305;0.8341;0.3056;0.0438;0.0052;0.1193
32;0.3150;0.3956;-0.2759;-0.0000;310;324;-0.0598;0.7389;0.3173;0.0258;0.0055;0.1193
33;0.3352;0.4066;-0.5862;-0.0000;286;316;0.0403;0.6711;0.3276;0.0548;0.0060;0.1193
34;0.3516;0.4194;-0.5000;-0.0000;279;304;-0.0452;0.6209;0.3375;0.0460;0.0065;0.1193
35;0.3791;0.4304;-0.4310;-0.0000;247;269;0.0281;0.4796;0.3448;0.0394;0.0070;0.1193
36;0.3993;0.4432;-0.7241;-0.0000;220;255;0.0501;0.4038;0.3510;0.0685;0.0077;0.1193
37;0.4249;0.4542;-0.2414;-0.0000;198;210;-0.0647;0.2716;0.3554;0.0214;0.0079;0.1193
38;0.4432;0.4670;-0.5000;-0.0000;183;206;-0.0452;0.2283;0.3587;0.0468;0.0084;0.1193
39;0.4560;0.4799;-0.4483;-0.0000;177;198;-0.0476;0.2067;0.3620;0.0419;0.0089;0.1193
40;0.4817;0.4908;-0.1552;-0.0000;157;165;0.0085;0.0910;0.3635;0.0131;0.0089;0.1193
41;0.5000;0.5037;-0.3276;-0.0000;140;155;-0.0574;0.0368;0.3642;0.0304;0.0092;0.1193
42;0.5201;0.5147;-0.2069;-0.0000;122;134;0.0134;-0.0405;0.3635;0.0182;0.0094;0.1193
43;0.5385;0.5275;0.1379;-0.0000;114;110;-0.0110;-0.1046;0.3620;-0.0148;0.0094;0.1193
44;0.5513;0.5385;-0.0000;-0.0000;110;112;-0.0794;-0.1104;0.3602;-0.0016;0.0092;0.1193
45;0.5659;0.5513;0.2586;-0.0000;110;101;-0.0183;-0.1313;0.3580;-0.0248;0.0089;0.1193
46;0.5769;0.5623;0.1897;-0.0000;110;105;-0.0940;-0.1210;0.3562;-0.0189;0.0089;0.1193
47;0.5934;0.5751;-0.0690;-0.0000;97;101;-0.0745;-0.1617;0.3536;0.0057;0.0089;0.1193
48;0.6044;0.5879;-0.0517;-0.0000;99;103;0.0012;-0.1544;0.3514;0.0040;0.0089;0.1193
49;0.6136;0.5989;0.0690;-0.0000;105;103;-0.0061;-0.1361;0.3492;-0.0070;0.0089;0.1193
50;0.6245;0.6117;-0.0345;-0.0000;103;107;-0.0794;-0.1317;0.3470;0.0016;0.0089;0.1193
51;0.6392;0.6227;0.0862;-0.0000;103;101;0.0696;-0.1415;0.3448;-0.0089;0.0087;0.1193
52;0.6447;0.6355;-0.0517;-0.0000;112;116;-0.1551;-0.0899;0.3437;0.0033;0.0089;0.1193
53;0.6502;0.6465;0.0172;-0.0000;126;128;-0.0037;-0.0328;0.3430;-0.0033;0.0087;0.1193
54;0.6630;0.6593;-0.0000;-0.0000;124;126;-0.0012;-0.0416;0.3422;-0.0011;0.0087;0.1193
55;0.6667;0.6703;0.0517;-0.0000;146;146;-0.0061;0.0361;0.3430;-0.0060;0.0087;0.1193
56;0.6740;0.6832;0.0345;-0.0000;155;155;-0.0818;0.0771;0.3441;-0.0048;0.0087;0.1193
57;0.6777;0.6960;0.1034;-0.0000;177;175;-0.0085;0.1577;0.3466;-0.0114;0.0084;0.1193
58;0.6886;0.7070;0.0172;-0.0000;181;183;-0.0037;0.1716;0.3492;-0.0031;0.0084;0.1193
59;0.6978;0.7198;-0.1207;-0.0000;187;195;0.0061;0.1969;0.3525;0.0104;0.0087;0.1193
60;0.7015;0.7308;0.0172;-0.0000;206;208;-0.0818;0.2679;0.3565;-0.0018;0.0087;0.1193
61;0.7106;0.7436;-0.1379;-0.0000;214;224;0.0085;0.3049;0.3613;0.0126;0.0087;0.1193
62;0.7253;0.7546;-0.1379;-0.0000;212;222;0.0085;0.2782;0.3657;0.0123;0.0089;0.1193
63;0.7308;0.7674;-0.2241;-0.0000;226;239;0.0134;0.3364;0.3708;0.0201;0.0092;0.1193
