Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.2069;-0.0000;99;109;0.1551;0.1108;0.0016;0.0187;0.0001;0.3597
1;0.0000;0.0238;-0.2069;-0.0000;124;134;0.0012;0.2218;0.0049;0.0187;0.0004;0.3597
2;0.0000;0.0348;-0.2069;-0.0000;152;159;0.0012;0.3327;0.0101;0.0187;0.0004;0.3597
3;0.0000;0.0476;0.2414;-0.0000;189;179;-0.0037;0.4437;0.0170;-0.0236;0.0001;0.3597
4;0.0000;0.0586;0.2414;-0.0000;216;204;-0.0037;0.5547;0.0258;-0.0236;-0.0001;0.3597
5;0.0000;0.0714;0.2414;-0.0000;189;179;-0.0037;0.6660;0.0361;-0.0236;-0.0004;0.1193
6;0.0000;0.0824;-0.1724;-0.0000;210;218;0.0012;0.7770;0.0482;0.0153;-0.0001;0.1193
7;0.0000;0.0952;-0.1724;-0.0000;239;247;0.0012;0.8879;0.0621;0.0153;0.0001;0.1193
8;0.0385;0.1062;-0.1724;-0.0000;187;195;0.0012;0.6297;0.0720;0.0153;0.0001;0.1193
9;0.0751;0.1190;-0.1034;-0.0000;140;144;0.0012;0.4045;0.0782;0.0087;0.0004;0.1193
10;0.1081;0.1319;-0.1034;-0.0000;99;103;-0.0794;0.2148;0.0815;0.0087;0.0004;0.1193
11;0.1374;0.1429;-0.1034;-0.0000;64;67;0.0794;0.0591;0.0822;0.0087;0.0006;0.1193
12;0.1630;0.1557;0.2759;-0.0000;44;30;-0.0842;-0.0698;0.0815;-0.0277;0.0001;0.1193
13;0.1832;0.1667;0.2759;-0.0000;24;13;-0.0842;-0.1522;0.0789;-0.0277;-0.0001;0.1193
14;0.2051;0.1795;0.2759;-0.0000;7;-7;-0.0061;-0.2342;0.0753;-0.0277;-0.0004;0.1193
15;0.2253;0.1905;-0.1034;-0.0000;-19;-15;-0.0012;-0.3082;0.0705;0.0084;-0.0004;0.1193
16;0.2418;0.2033;-0.1034;-0.0000;-32;-28;-0.0794;-0.3657;0.0646;0.0084;-0.0001;0.1193
17;0.2546;0.2143;-0.1034;-0.0000;-34;-30;0.0012;-0.3726;0.0591;0.0084;-0.0001;0.1193
18;0.2711;0.2271;0.1724;-0.0000;-36;-44;-0.0818;-0.4012;0.0529;-0.0172;-0.0004;0.1193
19;0.2601;0.2399;0.0172;-0.0000;7;5;-0.0012;-0.1914;0.0496;-0.0033;-0.0004;0.1193
20;0.2289;0.2509;-0.4483;-0.0000;81;103;0.1868;0.1969;0.0529;0.0416;0.0001;0.1193
21;0.2143;0.2637;-0.4828;-0.0000;140;161;0.1111;0.4488;0.0599;0.0453;0.0006;0.1193
22;0.2088;0.2747;0.0172;-0.0000;193;193;-0.0037;0.6144;0.0694;-0.0021;0.0006;0.1193
23;0.2070;0.2875;-0.1897;-0.0000;224;232;-0.0672;0.7385;0.0808;0.0177;0.0009;0.1193
24;0.2015;0.2985;0.8276;-0.0000;290;253;-0.2161;0.8971;0.0950;-0.0792;-0.0001;0.1193
25;0.1978;0.3114;0.1379;-0.0000;320;314;0.1453;1.0513;0.1112;-0.0138;-0.0001;0.1193
26;0.1923;0.3223;-0.6207;-0.0000;353;382;0.0427;1.2022;0.1298;0.0577;0.0004;0.1193
27;0.2015;0.3352;-0.0690;-0.0000;384;388;-0.0745;1.2399;0.1492;0.0062;0.0004;0.1193
28;0.2161;0.3480;0.1034;-0.0000;392;384;-0.0867;1.2088;0.1683;-0.0111;0.0004;0.1193
29;0.2253;0.3590;-0.2241;-0.0000;398;410;0.0134;1.2311;0.1873;0.0211;0.0006;0.1193
30;0.2381;0.3718;-0.2586;-0.0000;404;415;-0.0623;1.2267;0.2064;0.0231;0.0009;0.1193
31;0.2582;0.3828;-0.5862;-0.0000;386;413;0.0379;1.1619;0.2243;0.0541;0.0013;0.1193
32;0.2747;0.3956;-0.3621;-0.0000;386;404;-0.0549;1.1121;0.2419;0.0331;0.0018;0.1193
33;0.2985;0.4066;-0.1207;-0.0000;372;378;-0.0720;1.0084;0.2576;0.0099;0.0018;0.1193
34;0.3223;0.4194;-0.4828;-0.0000;337;361;0.0305;0.8887;0.2712;0.0443;0.0023;0.1193
35;0.3462;0.4304;-0.3793;-0.0000;318;335;0.0256;0.7927;0.2836;0.0353;0.0026;0.1193
36;0.3736;0.4432;-0.2414;-0.0000;286;298;0.0159;0.6451;0.2935;0.0226;0.0028;0.1193
37;0.3974;0.4542;-0.5862;-0.0000;247;277;0.0379;0.5246;0.3020;0.0543;0.0035;0.1193
38;0.4176;0.4670;-0.1379;-0.0000;241;247;-0.0696;0.4613;0.3089;0.0126;0.0035;0.1193
39;0.4377;0.4799;-0.5690;-0.0000;210;238;0.0379;0.3811;0.3151;0.0531;0.0043;0.1193
40;0.4597;0.4908;-0.5517;-0.0000;189;214;-0.0403;0.2932;0.3195;0.0519;0.0048;0.1193
41;0.4835;0.5037;-0.1897;-0.0000;169;179;0.0110;0.1793;0.3225;0.0172;0.0050;0.1193
42;0.5037;0.5147;-0.3966;-0.0000;148;165;-0.0525;0.1108;0.3239;0.0370;0.0052;0.1193
