Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;0.1897;-0.0000;32;24;-0.0012;0.1383;0.0016;-0.0197;-0.0004;-0.0002
1;0.0000;0.0238;0.1897;-0.0000;64;54;-0.0037;0.2771;0.0049;-0.0197;-0.0006;-0.0002
2;0.0000;0.0348;-0.2241;-0.0000;83;93;0.0012;0.4155;0.0101;0.0209;-0.0004;-0.0002
3;0.0000;0.0476;-0.2241;-0.0000;114;124;0.0012;0.5543;0.0170;0.0209;-0.0001;-0.0002
4;0.0000;0.0586;-0.2241;-0.0000;146;155;0.0012;0.6927;0.0258;0.0209;0.0001;-0.0002
5;0.0000;0.0714;0.1724;-0.0000;189;181;-0.0037;0.8315;0.0361;-0.0175;-0.0001;-0.0002
6;0.0000;0.0824;0.1724;-0.0000;220;212;-0.0037;0.9700;0.0482;-0.0175;-0.0001;-0.0002
7;0.0000;0.0952;0.1724;-0.0000;251;245;-0.0037;1.1088;0.0621;-0.0175;-0.0004;-0.0002
8;0.0000;0.1062;0.0345;-0.0000;286;284;-0.0012;1.2472;0.0775;-0.0048;-0.0004;-0.0002
9;0.0000;0.1190;0.0345;-0.0000;322;318;-0.0012;1.3856;0.0950;-0.0048;-0.0006;-0.0002
10;0.0000;0.1319;0.0345;-0.0000;361;359;-0.0012;1.5244;0.1137;-0.0048;-0.0006;-0.0002
11;0.0000;0.1429;-0.1207;-0.0000;394;398;0.0012;1.6629;0.1346;0.0104;-0.0004;-0.0002
12;0.0201;0.1557;-0.1207;-0.0000;384;386;0.0012;1.5625;0.1540;0.0104;-0.0004;-0.0002
13;0.0586;0.1667;-0.1207;-0.0000;322;326;0.0012;1.2619;0.1697;0.0104;-0.0001;-0.0002
14;0.0916;0.1795;0.2414;-0.0000;279;265;-0.0037;1.0117;0.1826;-0.0238;-0.0004;-0.0002
15;0.1190;0.1905;0.2414;-0.0000;243;230;-0.0061;0.8246;0.1928;-0.0238;-0.0006;-0.0002
16;0.1484;0.2033;0.2414;-0.0000;200;189;-0.0037;0.6294;0.2005;-0.0238;-0.0011;-0.0002
17;0.1740;0.2143;-0.2414;-0.0000;155;165;0.0012;0.4679;0.2064;0.0226;-0.0009;-0.0002
18;0.1978;0.2271;-0.2414;-0.0000;128;138;0.0012;0.3408;0.2108;0.0226;-0.0006;-0.0002
19;0.1923;0.2399;-0.1034;-0.0000;175;179;0.0012;0.5298;0.2174;0.0092;-0.0004;-0.0002
20;0.1813;0.2509;0.1379;-0.0000;241;234;-0.0110;0.8019;0.2272;-0.0138;-0.0006;-0.0002
21;0.1795;0.2637;-0.2414;-0.0000;277;286;0.0159;0.9714;0.2393;0.0221;-0.0004;-0.0002
22;0.1886;0.2747;-0.5517;-0.0000;284;308;0.1160;1.0011;0.2518;0.0516;0.0001;-0.0002
23;0.1923;0.2875;-0.2759;-0.0000;316;326;-0.1380;1.0872;0.2653;0.0260;0.0006;-0.0002
24;0.1923;0.2985;-0.3448;-0.0000;353;367;-0.0549;1.2238;0.2807;0.0326;0.0009;-0.0002
25;0.2088;0.3114;-0.7931;-0.0000;339;374;-0.0232;1.1817;0.2954;0.0743;0.0016;-0.0002
26;0.2198;0.3223;-0.7586;-0.0000;349;382;0.0501;1.1992;0.3104;0.0704;0.0023;-0.0002
27;0.2326;0.3352;-0.5862;-0.0000;355;380;-0.0379;1.1857;0.3250;0.0555;0.0031;-0.0002
28;0.2436;0.3480;-0.8103;-0.0000;357;394;-0.0232;1.1871;0.3400;0.0768;0.0038;-0.0002
29;0.2674;0.3590;-0.9138;-0.0000;329;370;0.0623;1.0667;0.3532;0.0856;0.0048;-0.0002
30;0.2821;0.3718;-1.0517;-0.0000;322;369;-0.0061;1.0238;0.3661;0.0988;0.0057;-0.0002
31;0.3095;0.3828;-1.0690;-0.0000;284;333;-0.0842;0.8513;0.3767;0.1000;0.0067;-0.0002
32;0.3297;0.3956;-0.9655;-0.0000;267;312;0.1429;0.7598;0.3862;0.0907;0.0077;-0.0002
33;0.3516;0.4066;-1.0517;-0.0000;238;286;-0.0842;0.6462;0.3943;0.0992;0.0087;-0.0002
34;0.3755;0.4194;-0.9483;-0.0000;208;253;-0.0134;0.5136;0.4005;0.0895;0.0096;-0.0002
35;0.3956;0.4304;-0.7586;-0.0000;189;224;0.0501;0.4089;0.4056;0.0704;0.0104;-0.0002
36;0.4103;0.4432;-0.9310;-0.0000;177;220;0.0623;0.3719;0.4104;0.0870;0.0114;-0.0002
37;0.4359;0.4542;-0.6379;-0.0000;148;179;-0.0354;0.2181;0.4129;0.0597;0.0121;-0.0002
38;0.4505;0.4670;-0.3448;-0.0000;148;165;0.1013;0.1837;0.4155;0.0319;0.0123;-0.0002
39;0.4725;0.4799;-0.4655;-0.0000;120;144;-0.0476;0.0797;0.4162;0.0441;0.0128;-0.0002
40;0.4872;0.4908;-0.1379;-0.0000;118;126;0.0061;0.0394;0.4170;0.0114;0.0128;-0.0002
41;0.5018;0.5037;-0.2241;-0.0000;110;124;0.0134;0.0181;0.4170;0.0197;0.0131;-0.0002
42;0.5220;0.5147;-0.1897;-0.0000;91;105;0.0110;-0.0764;0.4162;0.0179;0.0133;-0.0002
43;0.5366;0.5275;-0.0000;-0.0000;89;95;-0.0012;-0.1020;0.4148;-0.0016;0.0133;-0.0002
44;0.5440;0.5385;0.0172;-0.0000;99;103;-0.0037;-0.0584;0.4140;-0.0023;0.0133;-0.0002
45;0.5604;0.5513;0.0690;-0.0000;91;93;-0.0061;-0.1020;0.4129;-0.0067;0.0133;-0.0002
46;0.5714;0.5623;-0.1724;-0.0000;87;99;0.0867;-0.0947;0.4118;0.0148;0.0133;-0.0002
47;0.5806;0.5751;-0.1207;-0.0000;95;105;-0.0720;-0.0632;0.4107;0.0101;0.0136;-0.0002
48;0.5879;0.5879;-0.3276;-0.0000;101;118;0.0989;-0.0196;0.4107;0.0302;0.0138;-0.0002
49;0.6007;0.5989;-0.3793;-0.0000;103;122;-0.0525;-0.0115;0.4104;0.0355;0.0143;-0.0002
50;0.6062;0.6117;-0.0862;-0.0000;120;132;0.0037;0.0500;0.4111;0.0077;0.0143;-0.0002
51;0.6154;0.6227;-0.2931;-0.0000;124;142;0.0183;0.0789;0.4122;0.0275;0.0145;-0.0002
52;0.6245;0.6355;-0.3276;-0.0000;134;153;0.0208;0.1163;0.4137;0.0306;0.0148;-0.0002
53;0.6319;0.6465;-0.1724;-0.0000;150;163;0.0110;0.1749;0.4159;0.0150;0.0150;-0.0002
54;0.6392;0.6593;-0.4828;-0.0000;155;183;0.0330;0.2247;0.4184;0.0455;0.0155;-0.0002
55;0.6465;0.6703;-0.1207;-0.0000;179;191;0.0842;0.2858;0.4221;0.0109;0.0157;-0.0002
56;0.6557;0.6832;-0.1034;-0.0000;189;198;0.0061;0.3126;0.4261;0.0094;0.0157;-0.0002
57;0.6685;0.6960;-0.6379;-0.0000;177;210;0.0427;0.3082;0.4298;0.0590;0.0162;-0.0002
58;0.6795;0.7070;-0.1724;-0.0000;193;206;0.0110;0.3243;0.4338;0.0148;0.0165;-0.0002
59;0.6886;0.7198;-0.6207;-0.0000;191;224;0.0427;0.3481;0.4382;0.0580;0.0172;-0.0002
60;0.7033;0.7308;-0.7241;-0.0000;185;224;0.1258;0.3225;0.4422;0.0675;0.0179;-0.0002
61;0.7106;0.7436;-0.3966;-0.0000;204;230;0.0256;0.3686;0.4470;0.0372;0.0182;-0.0002
62;0.7253;0.7546;-0.6724;-0.0000;193;230;0.0452;0.3360;0.4510;0.0626;0.0189;-0.0002
63;0.7399;0.7674;-0.4483;-0.0000;195;224;0.0305;0.3199;0.4550;0.0419;0.0194;-0.0002
64;0.7509;0.7784;-0.0862;-0.0000;204;216;0.0037;0.3228;0.4591;0.0072;0.0194;-0.0002
65;0.7619;0.7912;-0.4483;-0.0000;200;228;0.0281;0.3331;0.4631;0.0411;0.0199;-0.0002
66;0.7802;0.8022;-0.2241;-0.0000;193;210;0.0134;0.2697;0.4668;0.0209;0.0201;-0.0002
67;0.7912;0.8150;-0.2241;-0.0000;195;214;0.0134;0.2833;0.4701;0.0211;0.0204;-0.0002
68;0.8022;0.8278;-0.5517;-0.0000;189;224;0.0354;0.2833;0.4737;0.0516;0.0209;-0.0002
69;0.8168;0.8388;-0.1897;-0.0000;195;212;0.0110;0.2653;0.4770;0.0177;0.0211;-0.0002
70;0.8278;0.8516;-0.4138;-0.0000;191;218;0.1062;0.2635;0.4803;0.0389;0.0214;-0.0002
