Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0;0.0000;0.0110;0.2414;-0.0000;26;17;-0.0794;0.1108;0.0016;-0.0236;-0.0004;0.0000;0.0000
1;0.0000;0.0238;0.2414;-0.0000;52;42;-0.0037;0.2218;0.0049;-0.0236;-0.0006;0.0000;0.0000
2;0.0000;0.0348;-0.1724;-0.0000;67;75;0.0012;0.3327;0.0101;0.0153;-0.0004;0.0000;0.0000
3;0.0000;0.0476;-0.1724;-0.0000;93;101;0.0012;0.4437;0.0170;0.0153;-0.0004;0.0000;0.0000
4;0.0000;0.0586;-0.1724;-0.0000;118;124;0.0012;0.5547;0.0258;0.0153;-0.0001;0.0000;0.0000
5;0.0000;0.0714;-0.0345;-0.0000;148;150;-0.0012;0.6660;0.0361;0.0031;-0.0001;0.0000;0.0000
6;0.0000;0.0824;-0.0345;-0.0000;175;177;-0.0012;0.7770;0.0482;0.0031;-0.0001;0.0000;0.0000
7;0.0000;0.0952;-0.0345;-0.0000;202;202;-0.0012;0.8879;0.0621;0.0031;-0.0001;0.0000;0.0000
8;0.0000;0.1062;0.2586;-0.0000;238;226;-0.0061;0.9989;0.0775;-0.0262;-0.0004;0.0000;0.0000
9;0.0000;0.1190;0.2586;-0.0000;265;253;-0.0061;1.1099;0.0950;-0.0262;-0.0006;0.0000;0.0000
10;0.0000;0.1319;0.2586;-0.0000;298;286;-0.0061;1.2208;0.1137;-0.0262;-0.0009;0.0000;0.0000
11;0.0403;0.1429;-0.1897;-0.0000;234;241;0.0012;0.9469;0.1287;0.0177;-0.0006;0.0000;0.0000
12;0.0769;0.1557;-0.1897;-0.0000;191;198;0.0012;0.7176;0.1397;0.0177;-0.0004;0.0000;0.0000
13;0.1081;0.1667;-0.1897;-0.0000;155;163;0.0012;0.5514;0.1485;0.0177;-0.0004;0.0000;0.0000
14;0.1355;0.1795;0.1897;-0.0000;132;124;-0.0037;0.3953;0.1544;-0.0187;-0.0004;0.0000;0.0000
15;0.1612;0.1905;0.1897;-0.0000;109;101;-0.0037;0.2822;0.1588;-0.0187;-0.0006;0.0000;0.0000
