Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;-0.2414;-0.0000;24;34;-0.1575;0.1383;0.0016;0.0223;0.0001;-0.0002
1;0.0000;0.0238;0.3103;-0.0000;69;56;-0.0061;0.2771;0.0049;-0.0309;-0.0001;-0.0002
2;0.0000;0.0348;0.3103;-0.0000;103;89;-0.0061;0.4155;0.0101;-0.0309;-0.0006;-0.0002
3;0.0000;0.0476;0.3103;-0.0000;136;120;-0.0061;0.5543;0.0170;-0.0309;-0.0009;-0.0002
4;0.0000;0.0586;-0.1034;-0.0000;159;163;0.0012;0.6927;0.0258;0.0089;-0.0009;-0.0002
5;0.0000;0.0714;-0.1034;-0.0000;195;198;0.0012;0.8315;0.0361;0.0089;-0.0006;-0.0002
6;0.0000;0.0824;-0.1034;-0.0000;230;234;0.0012;0.9700;0.0482;0.0089;-0.0006;-0.0002
7;0.0000;0.0952;-0.1207;-0.0000;265;269;0.0012;1.1088;0.0621;0.0101;-0.0004;-0.0002
8;0.0000;0.1062;-0.1207;-0.0000;304;310;0.0012;1.2472;0.0775;0.0101;-0.0004;-0.0002
9;0.0000;0.1190;-0.1207;-0.0000;339;345;0.0794;1.3856;0.0950;0.0101;-0.0004;-0.0002
10;0.0201;0.1319;0.2759;-0.0000;337;326;-0.0061;1.2868;0.1108;-0.0267;-0.0006;-0.0002
11;0.0385;0.1429;0.2759;-0.0000;324;314;0.0745;1.2124;0.1262;-0.0267;-0.0009;-0.0002
12;0.0733;0.1557;0.2759;-0.0000;269;259;-0.0061;0.9421;0.1379;-0.0267;-0.0011;-0.0002
13;0.1062;0.1667;-0.1724;-0.0000;204;214;0.0012;0.7008;0.1467;0.0157;-0.0009;-0.0002
14;0.1355;0.1795;-0.1724;-0.0000;161;171;-0.0769;0.5070;0.1529;0.0157;-0.0009;-0.0002
15;0.1593;0.1905;-0.1724;-0.0000;132;142;0.0012;0.3767;0.1577;0.0157;-0.0006;-0.0002
16;0.1832;0.2033;0.2414;-0.0000;109;99;-0.0037;0.2287;0.1602;-0.0243;-0.0009;-0.0002
17;0.2033;0.2143;0.2414;-0.0000;87;77;-0.0842;0.1412;0.1621;-0.0243;-0.0011;-0.0002
18;0.2234;0.2271;0.2414;-0.0000;65;54;-0.0037;0.0445;0.1628;-0.0243;-0.0013;-0.0002
19;0.2179;0.2399;0.5172;-0.0000;120;97;-0.0965;0.2511;0.1657;-0.0497;-0.0018;-0.0002
20;0.2033;0.2509;-0.0000;-0.0000;179;181;-0.0012;0.5525;0.1727;-0.0001;-0.0018;-0.0002
21;0.1905;0.2637;-0.8621;-0.0000;232;271;0.0598;0.8356;0.1833;0.0817;-0.0011;-0.0002
22;0.1832;0.2747;-0.7759;-0.0000;294;331;-0.0256;1.0601;0.1965;0.0734;-0.0001;-0.0002
23;0.1923;0.2875;-1.2069;-0.0000;304;363;0.1600;1.0949;0.2100;0.1134;0.0009;-0.0002
24;0.2161;0.2985;-1.0345;-0.0000;283;335;0.1477;0.9597;0.2221;0.0966;0.0021;-0.0002
25;0.2363;0.3114;-0.5862;-0.0000;273;304;0.1184;0.8601;0.2327;0.0548;0.0026;-0.0002
26;0.2527;0.3223;-1.0862;-0.0000;251;308;0.2283;0.8140;0.2430;0.1019;0.0035;-0.0002
