Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0;0.0000;0.0110;-0.0517;-0.0000;22;22;-0.0012;0.1108;0.0016;0.0038;-0.0001;0.0000;0.0000
1;0.0000;0.0238;-0.0517;-0.0000;46;48;-0.0012;0.2218;0.0049;0.0038;-0.0001;0.0000;0.0000
2;0.0000;0.0348;-0.0517;-0.0000;71;73;-0.0012;0.3327;0.0101;0.0038;-0.0001;0.0000;0.0000
3;0.0000;0.0476;-0.0690;-0.0000;97;99;-0.0012;0.4437;0.0170;0.0048;0.0001;0.0000;0.0000
4;0.0000;0.0586;-0.0690;-0.0000;122;124;-0.0012;0.5547;0.0258;0.0048;0.0001;0.0000;0.0000
5;0.0000;0.0714;-0.0690;-0.0000;148;150;-0.0012;0.6660;0.0361;0.0048;0.0001;0.0000;0.0000
6;0.0000;0.0824;0.0862;-0.0000;179;175;-0.0037;0.7770;0.0482;-0.0089;0.0001;0.0000;0.0000
7;0.0000;0.0952;0.0862;-0.0000;204;200;-0.0037;0.8879;0.0621;-0.0089;-0.0001;0.0000;0.0000
8;0.0000;0.1062;0.0862;-0.0000;236;232;-0.0037;0.9989;0.0775;-0.0089;-0.0001;0.0000;0.0000
9;0.0000;0.1190;-0.0345;-0.0000;261;263;-0.0012;1.1099;0.0950;0.0031;-0.0001;0.0000;0.0000
10;0.0000;0.1319;-0.0345;-0.0000;294;296;-0.0012;1.2208;0.1137;0.0031;-0.0001;0.0000;0.0000
11;0.0366;0.1429;-0.0345;-0.0000;247;247;-0.0012;0.9839;0.1291;0.0031;-0.0001;0.0000;0.0000
12;0.0733;0.1557;0.1552;-0.0000;202;196;-0.0037;0.7510;0.1408;-0.0155;-0.0001;0.0000;0.0000
13;0.1062;0.1667;0.1552;-0.0000;167;159;-0.0037;0.5598;0.1496;-0.0155;-0.0004;0.0000;0.0000
14;0.1355;0.1795;0.1552;-0.0000;136;128;-0.0818;0.4049;0.1558;-0.0155;-0.0006;0.0000;0.0000
15;0.1593;0.1905;0.2586;-0.0000;112;101;-0.0061;0.2855;0.1602;-0.0248;-0.0009;0.0000;0.0000
16;0.1850;0.2033;0.2586;-0.0000;87;75;-0.0037;0.1665;0.1628;-0.0248;-0.0011;0.0000;0.0000
17;0.2051;0.2143;0.2586;-0.0000;71;60;-0.0818;0.0947;0.1643;-0.0248;-0.0013;0.0000;0.0000
18;0.2253;0.2271;0.1897;-0.0000;56;46;-0.0037;0.0233;0.1646;-0.0189;-0.0016;0.0000;0.0000
19;0.2198;0.2399;0.0172;-0.0000;89;87;-0.0012;0.1848;0.1676;-0.0031;-0.0016;0.0000;0.0000
20;0.2051;0.2509;-0.2069;-0.0000;136;144;0.0134;0.4268;0.1741;0.0194;-0.0013;0.0000;0.0000
21;0.1850;0.2637;-0.5862;-0.0000;196;220;0.1966;0.7283;0.1855;0.0546;-0.0009;0.0000;0.0000
22;0.1886;0.2747;-0.2241;-0.0000;228;236;-0.1429;0.7964;0.1979;0.0209;-0.0006;0.0000;0.0000
23;0.2015;0.2875;-0.0172;-0.0000;238;238;-0.0012;0.7934;0.2104;0.0013;-0.0006;0.0000;0.0000
24;0.1978;0.2985;-0.1207;-0.0000;275;279;0.0061;0.9447;0.2251;0.0101;-0.0004;0.0000;0.0000
25;0.1960;0.3114;-0.3793;-0.0000;302;318;-0.0549;1.0579;0.2415;0.0345;-0.0001;0.0000;0.0000
26;0.2051;0.3223;-0.7414;-0.0000;314;347;0.1282;1.0985;0.2587;0.0687;0.0006;0.0000;0.0000
27;0.2143;0.3352;-0.3276;-0.0000;331;345;-0.0574;1.1095;0.2760;0.0304;0.0011;0.0000;0.0000
28;0.2253;0.3480;-0.1379;-0.0000;349;353;-0.1477;1.1311;0.2935;0.0123;0.0011;0.0000;0.0000
29;0.2326;0.3590;-0.7241;-0.0000;349;382;0.0501;1.1615;0.3115;0.0682;0.0018;0.0000;0.0000
30;0.2491;0.3718;-0.7586;-0.0000;345;380;-0.0281;1.1271;0.3291;0.0709;0.0026;0.0000;0.0000
31;0.2674;0.3828;-0.6034;-0.0000;341;369;-0.0379;1.0725;0.3459;0.0560;0.0033;0.0000;0.0000
32;0.2839;0.3956;-0.7069;-0.0000;335;369;-0.0305;1.0333;0.3620;0.0665;0.0040;0.0000;0.0000
33;0.3095;0.4066;-0.6552;-0.0000;310;341;0.0452;0.8997;0.3759;0.0614;0.0045;0.0000;0.0000
34;0.3297;0.4194;-0.6897;-0.0000;294;326;-0.0305;0.8282;0.3888;0.0653;0.0052;0.0000;0.0000
35;0.3553;0.4304;-0.9138;-0.0000;261;302;-0.0159;0.7023;0.3997;0.0861;0.0062;0.0000;0.0000
36;0.3773;0.4432;-0.6207;-0.0000;245;275;-0.0354;0.6045;0.4093;0.0582;0.0067;0.0000;0.0000
37;0.4029;0.4542;-0.7069;-0.0000;218;251;0.0476;0.4873;0.4170;0.0668;0.0074;0.0000;0.0000
38;0.4212;0.4670;-0.8621;-0.0000;198;239;-0.0208;0.4232;0.4235;0.0814;0.0084;0.0000;0.0000
39;0.4451;0.4799;-0.3448;-0.0000;185;200;-0.0549;0.3089;0.4283;0.0321;0.0087;0.0000;0.0000
40;0.4670;0.4908;-0.6552;-0.0000;155;187;0.0452;0.2192;0.4316;0.0614;0.0094;0.0000;0.0000
41;0.4872;0.5037;-0.4655;-0.0000;144;165;-0.0476;0.1485;0.4338;0.0431;0.0099;0.0000;0.0000
42;0.5055;0.5147;-0.3448;-0.0000;134;152;0.0989;0.0954;0.4356;0.0311;0.0101;0.0000;0.0000
43;0.5201;0.5275;-0.3621;-0.0000;126;144;-0.0549;0.0580;0.4364;0.0331;0.0104;0.0000;0.0000
44;0.5385;0.5385;-0.1379;-0.0000;116;126;0.0085;0.0002;0.4364;0.0126;0.0106;0.0000;0.0000
45;0.5549;0.5513;0.0517;-0.0000;112;112;-0.0061;-0.0342;0.4360;-0.0055;0.0106;0.0000;0.0000
46;0.5696;0.5623;-0.2931;-0.0000;99;114;0.0183;-0.0635;0.4349;0.0267;0.0109;0.0000;0.0000
47;0.5842;0.5751;0.0172;-0.0000;103;105;-0.0037;-0.0786;0.4338;-0.0028;0.0109;0.0000;0.0000
48;0.5952;0.5879;-0.1034;-0.0000;99;107;0.0061;-0.0797;0.4323;0.0094;0.0109;0.0000;0.0000
49;0.6099;0.5989;-0.1207;-0.0000;93;103;0.0842;-0.1035;0.4309;0.0111;0.0111;0.0000;0.0000
