Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;0.1034;-0.0000;26;22;-0.3138;0.1108;0.0016;-0.0104;-0.0001;-0.0000
1;0.0000;0.0238;0.1034;-0.0000;52;48;-0.0037;0.2218;0.0049;-0.0104;-0.0004;-0.0000
2;0.0000;0.0348;-0.0690;-0.0000;75;77;-0.0012;0.3327;0.0101;0.0055;-0.0004;-0.0000
3;0.0000;0.0476;-0.0690;-0.0000;101;105;-0.0012;0.4437;0.0170;0.0055;-0.0001;-0.0000
4;0.0000;0.0586;-0.0690;-0.0000;128;132;-0.0012;0.5547;0.0258;0.0055;-0.0001;-0.0000
5;0.0000;0.0714;-0.0690;-0.0000;155;159;-0.0012;0.6660;0.0361;0.0060;-0.0001;-0.0000
6;0.0000;0.0824;-0.0690;-0.0000;187;189;-0.0012;0.7770;0.0482;0.0060;-0.0001;-0.0000
7;0.0000;0.0952;-0.0690;-0.0000;214;218;-0.0012;0.8879;0.0621;0.0060;0.0001;-0.0000
8;0.0000;0.1062;0.1207;-0.0000;247;241;-0.0037;0.9989;0.0775;-0.0131;-0.0001;-0.0000
9;0.0000;0.1190;0.1207;-0.0000;281;275;-0.0037;1.1099;0.0950;-0.0131;-0.0001;-0.0000
10;0.0201;0.1319;0.1207;-0.0000;267;263;0.0745;1.0304;0.1108;-0.0131;-0.0004;-0.0000
11;0.0385;0.1429;-0.0517;-0.0000;257;263;-0.0012;0.9700;0.1262;0.0035;-0.0004;-0.0000
12;0.0751;0.1557;-0.0517;-0.0000;206;212;-0.0794;0.7381;0.1375;0.0035;-0.0004;-0.0000
13;0.1062;0.1667;-0.0517;-0.0000;171;175;0.0769;0.5598;0.1463;0.0035;-0.0004;-0.0000
14;0.1355;0.1795;0.1552;-0.0000;142;136;-0.0818;0.4045;0.1525;-0.0155;-0.0004;-0.0000
15;0.1630;0.1905;0.1552;-0.0000;110;105;-0.0037;0.2668;0.1566;-0.0155;-0.0006;-0.0000
16;0.1850;0.2033;0.3793;-0.0000;95;79;-0.0061;0.1756;0.1595;-0.0367;-0.0009;-0.0000
17;0.2070;0.2143;0.3793;-0.0000;75;60;-0.0061;0.0830;0.1606;-0.0367;-0.0013;-0.0000
18;0.2253;0.2271;0.3793;-0.0000;58;42;-0.0061;0.0104;0.1610;-0.0367;-0.0018;-0.0000
19;0.2198;0.2399;-0.1207;-0.0000;87;95;0.0037;0.1862;0.1639;0.0111;-0.0016;-0.0000
20;0.2051;0.2509;-0.4828;-0.0000;136;157;0.0330;0.4276;0.1705;0.0455;-0.0011;-0.0000
21;0.1960;0.2637;-0.2759;-0.0000;189;200;-0.0623;0.6206;0.1800;0.0248;-0.0009;-0.0000
22;0.1960;0.2747;-0.4483;-0.0000;218;238;-0.0476;0.7330;0.1914;0.0416;-0.0004;-0.0000
23;0.1923;0.2875;-0.3103;-0.0000;263;277;0.0208;0.8817;0.2053;0.0289;-0.0001;-0.0000
24;0.1886;0.2985;-0.4138;-0.0000;306;326;0.0256;1.0253;0.2210;0.0380;0.0004;-0.0000
25;0.1960;0.3114;-0.3103;-0.0000;326;339;-0.0598;1.0579;0.2375;0.0280;0.0006;-0.0000
26;0.1996;0.3223;-0.2241;-0.0000;357;367;0.0134;1.1348;0.2554;0.0197;0.0009;-0.0000
27;0.2070;0.3352;-0.2759;-0.0000;380;394;-0.0598;1.1809;0.2738;0.0255;0.0011;-0.0000
