Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0;0.0000;0.0110;0.0862;-0.0000;24;21;-0.3919;0.1108;0.0016;-0.0089;-0.0001;0.0000;0.0000
1;0.0000;0.0238;0.0862;-0.0000;50;46;-0.0012;0.2218;0.0049;-0.0089;-0.0004;0.0000;0.0000
2;0.0000;0.0348;-0.2241;-0.0000;69;77;0.0012;0.3327;0.0101;0.0204;-0.0001;0.0000;0.0000
3;0.0000;0.0476;-0.2241;-0.0000;95;105;0.0012;0.4437;0.0170;0.0204;0.0001;0.0000;0.0000
4;0.0000;0.0586;-0.2241;-0.0000;120;130;0.0012;0.5547;0.0258;0.0204;0.0004;0.0000;0.0000
5;0.0000;0.0714;0.1724;-0.0000;155;150;-0.0037;0.6660;0.0361;-0.0170;0.0001;0.0000;0.0000
6;0.0000;0.0824;0.1724;-0.0000;185;177;-0.0037;0.7770;0.0482;-0.0170;-0.0001;0.0000;0.0000
7;0.0000;0.0952;0.1724;-0.0000;210;204;-0.0037;0.8879;0.0621;-0.0170;-0.0001;0.0000;0.0000
8;0.0000;0.1062;-0.0000;-0.0000;239;239;-0.0012;0.9989;0.0775;-0.0016;-0.0001;0.0000;0.0000
9;0.0000;0.1190;-0.0000;-0.0000;269;269;-0.0012;1.1099;0.0950;-0.0016;-0.0001;0.0000;0.0000
10;0.0000;0.1319;-0.0000;-0.0000;296;296;-0.0012;1.2208;0.1137;-0.0016;-0.0001;0.0000;0.0000
11;0.0183;0.1429;-0.1552;-0.0000;286;294;0.0794;1.1516;0.1317;0.0133;-0.0001;0.0000;0.0000
12;0.0568;0.1557;-0.1552;-0.0000;238;243;0.0012;0.9059;0.1459;0.0133;0.0001;0.0000;0.0000
13;0.0916;0.1667;-0.1552;-0.0000;198;206;0.0012;0.7052;0.1569;0.0133;0.0001;0.0000;0.0000
14;0.1209;0.1795;0.3276;-0.0000;175;161;-0.0842;0.5393;0.1654;-0.0324;-0.0001;0.0000;0.0000
15;0.1484;0.1905;0.3276;-0.0000;142;128;-0.0061;0.3877;0.1712;-0.0324;-0.0006;0.0000;0.0000
16;0.1740;0.2033;0.3276;-0.0000;114;101;-0.0842;0.2628;0.1752;-0.0324;-0.0009;0.0000;0.0000
17;0.1978;0.2143;0.2069;-0.0000;91;81;0.0745;0.1610;0.1778;-0.0209;-0.0011;0.0000;0.0000
18;0.2161;0.2271;0.2069;-0.0000;79;69;-0.0818;0.1060;0.1796;-0.0209;-0.0013;0.0000;0.0000
19;0.2106;0.2399;0.3448;-0.0000;118;105;-0.0134;0.2712;0.1837;-0.0341;-0.0016;0.0000;0.0000
20;0.1960;0.2509;-0.8276;-0.0000;148;183;0.0549;0.5049;0.1917;0.0773;-0.0009;0.0000;0.0000
21;0.1850;0.2637;-0.5862;-0.0000;206;232;0.0379;0.7261;0.2031;0.0541;-0.0001;0.0000;0.0000
22;0.1850;0.2747;-0.8276;-0.0000;232;269;-0.0208;0.8297;0.2159;0.0770;0.0006;0.0000;0.0000
23;0.1905;0.2875;-0.5000;-0.0000;261;283;0.0330;0.8938;0.2298;0.0472;0.0011;0.0000;0.0000
24;0.1905;0.2985;-0.2586;-0.0000;298;310;-0.0623;1.0004;0.2456;0.0233;0.0013;0.0000;0.0000
25;0.1905;0.3114;-0.4483;-0.0000;329;349;-0.0501;1.1077;0.2628;0.0414;0.0018;0.0000;0.0000
26;0.2033;0.3223;-0.8103;-0.0000;327;367;0.0549;1.1069;0.2800;0.0761;0.0026;0.0000;0.0000
27;0.2143;0.3352;-0.5345;-0.0000;345;370;0.0354;1.1183;0.2972;0.0494;0.0031;0.0000;0.0000
28;0.2234;0.3480;-0.5172;-0.0000;359;382;-0.1209;1.1381;0.3151;0.0485;0.0035;0.0000;0.0000
29;0.2363;0.3590;-0.6897;-0.0000;359;390;-0.0330;1.1315;0.3327;0.0643;0.0043;0.0000;0.0000
30;0.2564;0.3718;-1.1379;-0.0000;335;390;-0.0012;1.0645;0.3492;0.1066;0.0055;0.0000;0.0000
31;0.2729;0.3828;-1.1552;-0.0000;331;388;0.0012;1.0165;0.3650;0.1083;0.0065;0.0000;0.0000
32;0.2967;0.3956;-1.1724;-0.0000;308;365;0.1575;0.9099;0.3792;0.1105;0.0077;0.0000;0.0000
33;0.3187;0.4066;-1.5345;-0.0000;281;357;0.0281;0.8246;0.3921;0.1454;0.0092;0.0000;0.0000
34;0.3407;0.4194;-1.3103;-0.0000;263;327;0.0891;0.7242;0.4034;0.1227;0.0106;0.0000;0.0000
35;0.3645;0.4304;-1.0862;-0.0000;241;296;-0.0037;0.6089;0.4129;0.1017;0.0116;0.0000;0.0000
36;0.3901;0.4432;-1.1724;-0.0000;210;271;0.0037;0.4854;0.4203;0.1112;0.0128;0.0000;0.0000
37;0.4139;0.4542;-0.8448;-0.0000;193;236;0.0574;0.3814;0.4261;0.0800;0.0136;0.0000;0.0000
38;0.4359;0.4670;-0.9310;-0.0000;167;216;0.0623;0.2884;0.4309;0.0878;0.0145;0.0000;0.0000
39;0.4542;0.4799;-1.1724;-0.0000;148;206;0.0818;0.2251;0.4342;0.1112;0.0157;0.0000;0.0000
40;0.4762;0.4908;-0.9483;-0.0000;134;183;0.1429;0.1430;0.4364;0.0895;0.0167;0.0000;0.0000
41;0.4908;0.5037;-0.8966;-0.0000;128;175;0.0623;0.1170;0.4382;0.0844;0.0175;0.0000;0.0000
42;0.5073;0.5147;-0.4310;-0.0000;126;153;-0.0501;0.0650;0.4393;0.0402;0.0179;0.0000;0.0000
43;0.5275;0.5275;-0.3448;-0.0000;112;136;0.0208;-0.0027;0.4393;0.0311;0.0182;0.0000;0.0000
44;0.5458;0.5385;-0.4483;-0.0000;99;124;0.0281;-0.0562;0.4386;0.0409;0.0187;0.0000;0.0000
45;0.5604;0.5513;-0.1724;-0.0000;99;112;0.0110;-0.0826;0.4371;0.0153;0.0189;0.0000;0.0000
46;0.5751;0.5623;-0.0000;-0.0000;97;103;-0.0012;-0.1093;0.4356;-0.0013;0.0189;0.0000;0.0000
47;0.5916;0.5751;-0.0517;-0.0000;83;93;0.0794;-0.1573;0.4331;0.0040;0.0189;0.0000;0.0000
48;0.6026;0.5879;0.1724;-0.0000;89;91;-0.0134;-0.1478;0.4309;-0.0170;0.0187;0.0000;0.0000
49;0.6172;0.5989;-0.1207;-0.0000;79;93;0.0842;-0.1661;0.4283;0.0109;0.0189;0.0000;0.0000
50;0.6245;0.6117;-0.3103;-0.0000;83;105;0.0208;-0.1284;0.4261;0.0282;0.0192;0.0000;0.0000
51;0.6355;0.6227;-0.0690;-0.0000;89;101;0.0818;-0.1232;0.4243;0.0057;0.0192;0.0000;0.0000
52;0.6447;0.6355;-0.3793;-0.0000;91;116;0.0232;-0.0841;0.4228;0.0350;0.0197;0.0000;0.0000
53;0.6538;0.6465;-0.1207;-0.0000;103;116;0.0842;-0.0632;0.4221;0.0109;0.0197;0.0000;0.0000
54;0.6593;0.6593;0.1379;-0.0000;122;124;-0.0110;0.0009;0.4221;-0.0143;0.0197;0.0000;0.0000
