Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF
0;0.0000;0.0110;0.1552;-0.0000;26;19;-0.1575;0.1108;0.0016;-0.0153;-0.0004;-0.0002
1;0.0000;0.0238;-0.1379;-0.0000;44;50;0.0012;0.2218;0.0049;0.0116;-0.0001;-0.0002
2;0.0000;0.0348;-0.1379;-0.0000;69;73;0.0012;0.3327;0.0101;0.0116;-0.0001;-0.0002
3;0.0000;0.0476;-0.1379;-0.0000;95;99;0.0012;0.4437;0.0170;0.0116;0.0001;-0.0002
4;0.0000;0.0586;0.0517;-0.0000;122;120;-0.0012;0.5547;0.0258;-0.0065;0.0001;-0.0002
5;0.0000;0.0714;0.0517;-0.0000;150;146;-0.0012;0.6660;0.0361;-0.0065;-0.0001;-0.0002
6;0.0000;0.0824;0.0517;-0.0000;177;175;-0.0012;0.7770;0.0482;-0.0065;-0.0001;-0.0002
7;0.0000;0.0952;0.0690;-0.0000;202;200;-0.0012;0.8879;0.0621;-0.0074;-0.0001;-0.0002
8;0.0000;0.1062;0.0690;-0.0000;234;230;-0.0012;0.9989;0.0775;-0.0074;-0.0004;-0.0002
9;0.0000;0.1190;0.0690;-0.0000;261;257;-0.0012;1.1099;0.0950;-0.0074;-0.0004;-0.0002
10;0.0000;0.1319;-0.1552;-0.0000;290;296;0.0012;1.2208;0.1137;0.0143;-0.0001;-0.0002
11;0.0000;0.1429;-0.1552;-0.0000;320;326;0.0012;1.3318;0.1346;0.0143;-0.0001;-0.0002
12;0.0403;0.1557;-0.1552;-0.0000;265;273;0.0012;1.0659;0.1511;0.0143;0.0001;-0.0002
13;0.0934;0.1667;0.1897;-0.0000;198;187;-0.0818;0.6850;0.1617;-0.0192;-0.0001;-0.0002
14;0.1227;0.1795;0.1897;-0.0000;163;153;-0.0037;0.5155;0.1697;-0.0192;-0.0004;-0.0002
15;0.1520;0.1905;0.1897;-0.0000;134;122;-0.0037;0.3686;0.1756;-0.0192;-0.0006;-0.0002
16;0.1777;0.2033;0.1034;-0.0000;105;99;-0.0818;0.2415;0.1793;-0.0114;-0.0006;-0.0002
17;0.1960;0.2143;0.1034;-0.0000;91;83;0.0745;0.1708;0.1822;-0.0114;-0.0006;-0.0002
18;0.2179;0.2271;0.1034;-0.0000;73;67;-0.0818;0.0895;0.1833;-0.0114;-0.0009;-0.0002
19;0.2125;0.2399;0.0862;-0.0000;109;103;-0.0818;0.2536;0.1873;-0.0096;-0.0009;-0.0002
20;0.1978;0.2509;-0.4483;-0.0000;150;167;0.0305;0.4891;0.1950;0.0419;-0.0006;-0.0002
21;0.1868;0.2637;-0.8621;-0.0000;193;228;0.1380;0.7125;0.2060;0.0812;0.0004;-0.0002
22;0.1905;0.2747;-0.8793;-0.0000;212;249;-0.0965;0.7777;0.2181;0.0829;0.0013;-0.0002
23;0.2033;0.2875;-0.4483;-0.0000;230;247;0.0281;0.7762;0.2302;0.0414;0.0016;-0.0002
24;0.1978;0.2985;-0.3276;-0.0000;273;286;0.0208;0.9311;0.2448;0.0299;0.0021;-0.0002
25;0.1978;0.3114;-0.9483;-0.0000;290;333;-0.0134;1.0458;0.2609;0.0895;0.0028;-0.0002
26;0.2088;0.3223;-0.6379;-0.0000;312;341;-0.0354;1.0531;0.2774;0.0602;0.0035;-0.0002
27;0.2161;0.3352;-0.6897;-0.0000;327;359;-0.0330;1.1055;0.2946;0.0638;0.0043;-0.0002
28;0.2253;0.3480;-0.7414;-0.0000;337;372;-0.0281;1.1253;0.3122;0.0695;0.0050;-0.0002
29;0.2418;0.3590;-0.9138;-0.0000;331;374;0.0623;1.0835;0.3291;0.0866;0.0060;-0.0002
30;0.2601;0.3718;-1.1034;-0.0000;318;369;-0.0037;1.0212;0.3448;0.1034;0.0070;-0.0002
31;0.2766;0.3828;-0.8276;-0.0000;318;359;-0.0208;0.9788;0.3602;0.0785;0.0077;-0.0002
32;0.2967;0.3956;-0.9483;-0.0000;302;349;-0.0134;0.9095;0.3745;0.0895;0.0087;-0.0002
33;0.3223;0.4066;-1.1034;-0.0000;275;329;0.0769;0.7898;0.3866;0.1044;0.0099;-0.0002
34;0.3443;0.4194;-0.7586;-0.0000;261;298;-0.1062;0.6920;0.3975;0.0704;0.0106;-0.0002
35;0.3718;0.4304;-1.1379;-0.0000;218;273;0.0794;0.5481;0.4060;0.1080;0.0116;-0.0002
36;0.3938;0.4432;-1.1034;-0.0000;196;251;-0.0037;0.4565;0.4133;0.1044;0.0128;-0.0002
37;0.4212;0.4542;-1.1034;-0.0000;163;220;0.1551;0.3170;0.4181;0.1046;0.0138;-0.0002
38;0.4414;0.4670;-0.9310;-0.0000;150;196;-0.0134;0.2390;0.4217;0.0880;0.0148;-0.0002
39;0.4634;0.4799;-0.7241;-0.0000;132;169;0.1282;0.1445;0.4239;0.0678;0.0155;-0.0002
40;0.4817;0.4908;-0.3966;-0.0000;124;148;-0.0525;0.0797;0.4254;0.0360;0.0160;-0.0002
41;0.5037;0.5037;-0.5172;-0.0000;101;128;0.0330;-0.0134;0.4250;0.0475;0.0165;-0.0002
42;0.5220;0.5147;0.1379;-0.0000;103;103;-0.0891;-0.0606;0.4243;-0.0148;0.0162;-0.0002
43;0.5366;0.5275;0.1724;-0.0000;101;99;-0.0916;-0.0804;0.4228;-0.0175;0.0160;-0.0002
44;0.5495;0.5385;-0.2931;-0.0000;89;107;0.0965;-0.0884;0.4214;0.0265;0.0165;-0.0002
45;0.5604;0.5513;-0.0000;-0.0000;95;101;0.0769;-0.0848;0.4203;-0.0013;0.0165;-0.0002
46;0.5751;0.5623;-0.1552;-0.0000;87;99;0.0085;-0.1057;0.4184;0.0143;0.0165;-0.0002
47;0.5842;0.5751;0.1207;-0.0000;99;99;-0.0891;-0.0797;0.4173;-0.0131;0.0165;-0.0002
48;0.5916;0.5879;0.5000;-0.0000;114;99;-0.1160;-0.0430;0.4166;-0.0482;0.0160;-0.0002
49;0.6007;0.5989;0.0517;-0.0000;109;112;0.0720;-0.0236;0.4162;-0.0065;0.0157;-0.0002
50;0.6081;0.6117;0.3966;-0.0000;126;116;-0.1087;0.0196;0.4166;-0.0389;0.0155;-0.0002
51;0.6154;0.6227;0.3103;-0.0000;140;132;-0.1013;0.0782;0.4177;-0.0299;0.0150;-0.0002
52;0.6227;0.6355;-0.0862;-0.0000;138;148;0.0037;0.1075;0.4195;0.0067;0.0153;-0.0002
53;0.6355;0.6465;0.1379;-0.0000;144;144;0.0672;0.1086;0.4210;-0.0145;0.0150;-0.0002
54;0.6447;0.6593;-0.0690;-0.0000;146;153;-0.0745;0.1247;0.4232;0.0052;0.0150;-0.0002
55;0.6593;0.6703;-0.2414;-0.0000;140;155;0.0159;0.1108;0.4246;0.0219;0.0153;-0.0002
56;0.6722;0.6832;0.1379;-0.0000;148;146;-0.0110;0.1035;0.4265;-0.0145;0.0153;-0.0002
57;0.6832;0.6960;-0.2069;-0.0000;142;157;0.0134;0.1130;0.4283;0.0194;0.0153;-0.0002
58;0.6923;0.7070;-0.1379;-0.0000;150;161;0.0061;0.1328;0.4301;0.0114;0.0155;-0.0002
59;0.7015;0.7198;0.1552;-0.0000;163;163;-0.0134;0.1661;0.4327;-0.0162;0.0153;-0.0002
60;0.7088;0.7308;-0.3276;-0.0000;163;183;0.0208;0.2034;0.4360;0.0299;0.0155;-0.0002
61;0.7161;0.7436;-0.0862;-0.0000;179;189;0.0037;0.2426;0.4397;0.0074;0.0157;-0.0002
62;0.7234;0.7546;-0.0172;-0.0000;195;200;-0.0012;0.2939;0.4444;0.0006;0.0157;-0.0002
63;0.7326;0.7674;-0.2069;-0.0000;200;214;-0.0647;0.3269;0.4496;0.0192;0.0160;-0.0002
64;0.7418;0.7784;-0.1034;-0.0000;208;220;-0.0720;0.3441;0.4547;0.0087;0.0160;-0.0002
