Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;Battery(mV);PosX(m);PosY(m);Angle(rad);Dist
26;0.0259;0.0519;0.1034;-0.0000;34;32;0;12103;0.1527;0.0000;0.0331;-0.0244
27;0.0333;0.0556;-0.0000;-0.0000;30;30;0;12103;0.1527;0.0000;0.0331;-0.0244
28;0.0370;0.0556;-0.0690;-0.0000;28;28;0;12103;0.1527;0.0000;0.0331;-0.0244
29;0.0407;0.0593;-0.1379;-0.0000;26;28;0;12103;0.1908;0.0000;0.0111;-0.0244
30;0.0444;0.0593;-0.2069;-0.0000;24;28;0;12103;0.2290;0.0000;0.0111;-0.0244
31;0.0481;0.0630;-0.1724;-0.0000;22;26;0;12103;0.2672;0.0000;-0.0109;-0.0244
32;0.0519;0.0630;-0.1724;-0.0000;22;26;0;12103;0.3053;0.0000;-0.0109;-0.0244
33;0.0519;0.0667;-0.1379;-0.0000;22;24;0;12103;0.3893;0.0000;-0.0109;-0.0244
34;0.0556;0.0667;-0.1724;-0.0000;22;26;0;12103;0.3893;0.0000;-0.0328;-0.0244
35;0.0593;0.0704;-0.1724;-0.0000;22;26;0;12103;0.4275;0.0000;-0.0328;-0.0244
36;0.0593;0.0704;-0.2069;-0.0000;22;26;0;12103;0.4275;0.0000;-0.0548;-0.0244
37;0.0593;0.0741;-0.1379;-0.0000;24;26;0;12103;0.4656;0.0000;-0.0548;-0.0244
38;0.0630;0.0778;-0.1379;-0.0000;24;26;0;12103;0.5038;0.0000;-0.0548;-0.0244
39;0.0630;0.0778;-0.1724;-0.0000;24;28;0;12103;0.5420;-0.0076;-0.0768;-0.0244
40;0.0667;0.0815;-0.1724;-0.0000;26;28;0;12103;0.5802;-0.0076;-0.0768;0.0556
41;0.0667;0.0815;-0.1724;-0.0000;26;30;0;12103;0.5802;-0.0076;-0.0768;0.0556
42;0.0667;0.0852;-0.2069;-0.0000;28;32;0;12103;0.5802;-0.0076;-0.0988;0.0556
43;0.0667;0.0852;-0.1724;-0.0000;30;32;0;12103;0.6183;-0.0076;-0.0988;0.0556
44;0.0704;0.0889;-0.1724;-0.0000;30;34;0;12103;0.6641;-0.0076;-0.1207;0.0556
45;0.0704;0.0889;-0.1379;-0.0000;32;36;0;12103;0.6641;-0.0076;-0.1207;0.0556
46;0.0704;0.0926;-0.0690;-0.0000;34;36;0;12103;0.7023;-0.0076;-0.1207;0.0556
47;0.0704;0.0926;-0.1034;-0.0000;36;38;0;12103;0.7023;-0.0076;-0.1207;0.0556
48;0.0704;0.0963;-0.1034;-0.0000;38;40;0;12103;0.7023;-0.0076;-0.1427;0.0556
49;0.0704;0.1000;-0.1034;-0.0000;40;44;0;12103;0.7023;-0.0076;-0.1427;0.0556
50;0.0741;0.1000;-0.1034;-0.0000;44;46;0;12103;0.7786;-0.0076;-0.1427;0.0556
51;0.0741;0.1037;-0.0345;-0.0000;46;46;0;12103;0.8168;-0.0076;-0.1427;0.0556
52;0.0741;0.1037;0.0690;-0.0000;48;48;0;12103;0.8550;-0.0076;-0.1427;0.0556
53;0.0741;0.1074;0.2414;-0.0000;52;48;0;12051;0.9313;-0.0076;-0.1207;0.0556
54;0.0741;0.1074;0.2069;-0.0000;54;50;0;12051;0.9313;-0.0076;-0.1207;0.0556
55;0.0778;0.1111;0.1034;-0.0000;52;50;0;12000;1.0534;-0.0076;-0.0988;0.0556
56;0.0778;0.1111;-0.0345;-0.0000;54;54;0;12051;1.0916;-0.0076;-0.0988;0.0556
57;0.0778;0.1148;-0.1724;-0.0000;56;58;0;12000;1.1298;-0.0076;-0.1207;0.0556
58;0.0778;0.1148;-0.2414;-0.0000;58;62;0;12000;1.2061;-0.0076;-0.1207;0.0556
59;0.0778;0.1185;-0.2759;-0.0000;60;64;0;12000;1.3282;-0.0076;-0.1427;0.0556
60;0.0778;0.1185;-0.2414;-0.0000;62;67;0;12000;1.4046;-0.0076;-0.1427;0.1355
61;0.0852;0.1222;-0.2069;-0.0000;58;62;0;11949;1.5573;-0.0076;-0.1647;0.1355
62;0.0889;0.1259;-0.1724;-0.0000;58;60;0;11949;1.6794;-0.0076;-0.1647;0.1355
63;0.0852;0.1259;-0.1724;-0.0000;62;64;0;12000;1.7557;-0.0076;-0.1867;0.1355
64;0.0926;0.1296;-0.1724;-0.0000;58;60;0;12000;1.9160;-0.0076;-0.1867;0.1355
65;0.0963;0.1296;-0.1724;-0.0000;58;60;0;11949;2.0305;-0.0076;-0.1867;0.1355
66;0.0963;0.1333;-0.1724;-0.0000;58;62;0;12000;2.1450;-0.0076;-0.2086;0.1355
67;0.0963;0.1333;-0.1724;-0.0000;62;65;0;12000;2.2290;-0.0076;-0.2086;0.2155
68;0.1000;0.1370;-0.1379;-0.0000;60;62;0;11949;2.3817;-0.0076;-0.2306;0.2155
69;0.1111;0.1370;-0.1379;-0.0000;52;56;0;11949;2.5802;-0.0076;-0.2306;0.2155
70;0.1148;0.1407;-0.2069;-0.0000;50;54;0;12000;2.7328;-0.0076;-0.2306;0.2155
71;0.1222;0.1407;-0.2414;-0.0000;44;48;0;12000;2.9313;-0.0076;-0.2526;0.2155
72;0.1259;0.1444;-0.3103;-0.0000;42;48;0;12000;3.0840;-0.0076;-0.2746;0.2955
73;0.1222;0.1444;-0.3103;-0.0000;50;56;0;12000;3.2061;-0.0153;-0.2965;0.2955
74;0.1259;0.1481;-0.3448;-0.0000;48;56;0;12051;3.3588;-0.0153;-0.2965;0.2955
75;0.1259;0.1519;-0.3103;-0.0000;48;54;0;12000;3.5191;-0.0153;-0.3185;0.2955
76;0.1296;0.1519;-0.2069;-0.0000;48;54;0;12000;3.6718;-0.0153;-0.3405;0.2955
77;0.1407;0.1556;-0.2069;-0.0000;40;46;0;12051;3.9084;-0.0153;-0.3405;0.3754
78;0.1444;0.1556;-0.1724;-0.0000;36;40;0;12051;4.1069;-0.0153;-0.3405;0.3754
79;0.1481;0.1593;-0.1379;-0.0000;38;42;0;12051;4.2595;-0.0153;-0.3624;0.3754
80;0.1481;0.1593;-0.1724;-0.0000;38;46;0;12051;4.4198;-0.0153;-0.3624;0.3754
81;0.1481;0.1630;-0.1379;-0.0000;40;46;0;12051;4.5725;-0.0229;-0.3624;0.4554
82;0.1481;0.1630;-0.0690;-0.0000;44;48;0;12051;4.7328;-0.0229;-0.3844;0.4554
83;0.1481;0.1667;-0.0000;-0.0000;46;48;0;12051;4.8855;-0.0229;-0.3844;0.4554
84;0.1556;0.1667;0.0345;-0.0000;44;46;0;12051;5.0840;-0.0229;-0.3624;0.4554
85;0.1593;0.1704;0.1034;-0.0000;44;44;0;12051;5.2748;-0.0229;-0.3624;0.4554
86;0.1630;0.1704;0.1724;-0.0000;44;40;0;12051;5.4733;-0.0229;-0.3624;0.5353
87;0.1593;0.1741;0.2414;-0.0000;46;44;0;12051;5.6260;-0.0229;-0.3405;0.5353
88;0.1556;0.1778;0.2759;-0.0000;54;50;0;12051;5.7481;-0.0305;-0.3185;0.5353
89;0.1593;0.1778;0.2069;-0.0000;52;48;0;12051;5.9389;-0.0305;-0.3185;0.5353
90;0.1593;0.1815;0.1379;-0.0000;54;52;0;12051;6.0992;-0.0305;-0.2965;0.5353
91;0.1667;0.1815;0.0690;-0.0000;48;48;0;12051;6.3359;-0.0305;-0.2965;0.6153
92;0.1667;0.1852;-0.0345;-0.0000;52;52;0;12051;6.4886;-0.0305;-0.2965;0.6153
93;0.1741;0.1852;-0.1724;-0.0000;46;50;0;12000;6.7252;-0.0305;-0.2965;0.6153
94;0.1704;0.1889;-0.2414;-0.0000;48;54;0;12051;6.8779;-0.0305;-0.3185;0.6153
95;0.1741;0.1889;-0.2414;-0.0000;48;54;0;12051;7.0763;-0.0305;-0.3405;0.6953
96;0.1704;0.1926;-0.1379;-0.0000;54;58;0;12000;7.2290;-0.0382;-0.3405;0.6953
97;0.1741;0.1926;-0.0690;-0.0000;54;56;0;12000;7.4275;-0.0382;-0.3405;0.6953
98;0.1815;0.1963;-0.0000;-0.0000;48;48;0;12051;7.7023;-0.0382;-0.3405;0.6953
99;0.1889;0.2000;0.1034;-0.0000;46;46;0;12051;7.9389;-0.0382;-0.3405;0.7752
100;0.1889;0.2000;0.0690;-0.0000;48;46;0;12051;8.1298;-0.0382;-0.3405;0.7752
101;0.1889;0.2037;-0.0345;-0.0000;48;50;0;12051;8.3282;-0.0382;-0.3405;0.7752
102;0.1889;0.2037;0.0345;-0.0000;50;50;0;12051;8.5267;-0.0458;-0.3185;0.7752
103;0.1889;0.2074;-0.0345;-0.0000;52;54;0;12051;8.7176;-0.0458;-0.3185;0.8552
104;0.1926;0.2074;0.0345;-0.0000;50;50;0;12000;8.9542;-0.0458;-0.3185;0.8552
105;0.2000;0.2111;0.0345;-0.0000;48;48;0;12051;9.1908;-0.0458;-0.3185;0.8552
106;0.2000;0.2111;-0.0345;-0.0000;46;48;0;12051;9.4198;-0.0458;-0.3185;0.9351
107;0.2074;0.2148;-0.0345;-0.0000;40;44;0;12051;9.6947;-0.0458;-0.3185;0.9351
108;0.2111;0.2148;-0.1379;-0.0000;40;44;0;12051;9.9313;-0.0534;-0.3405;0.9351
109;0.2148;0.2185;-0.1034;-0.0000;40;44;0;12103;10.1679;-0.0534;-0.3405;1.0151
110;0.2074;0.2185;-0.0345;-0.0000;50;52;0;12051;10.3206;-0.0534;-0.3405;1.0151
111;0.2074;0.2222;-0.0345;-0.0000;54;54;0;12051;10.5191;-0.0534;-0.3405;1.0151
112;0.2074;0.2259;-0.0000;-0.0000;54;54;0;12051;10.7557;-0.0534;-0.3405;1.0151
113;0.2111;0.2259;0.0345;-0.0000;54;54;0;12051;11.0305;-0.0534;-0.3405;1.0951
114;0.2185;0.2296;-0.0000;-0.0000;50;50;0;12000;11.2977;-0.0611;-0.3405;1.0951
115;0.2222;0.2296;0.0690;-0.0000;46;46;0;12000;11.5725;-0.0611;-0.3185;1.0951
116;0.2222;0.2333;0.1034;-0.0000;48;46;0;12051;11.8092;-0.0611;-0.3185;1.1750
117;0.2259;0.2333;0.0345;-0.0000;48;48;0;12051;12.0458;-0.0611;-0.3185;1.1750
118;0.2259;0.2370;0.1034;-0.0000;50;50;0;12051;12.2824;-0.0611;-0.3185;1.1750
119;0.2259;0.2370;0.0690;-0.0000;52;52;0;12051;12.5115;-0.0611;-0.2965;1.1750
120;0.2296;0.2407;-0.0345;-0.0000;48;50;0;12051;12.7863;-0.0687;-0.2965;1.2550
121;0.2296;0.2407;-0.0345;-0.0000;50;52;0;12051;13.0229;-0.0687;-0.3185;1.2550
122;0.2370;0.2444;-0.0690;-0.0000;44;48;0;12000;13.3359;-0.0687;-0.3185;1.2550
123;0.2407;0.2444;-0.0690;-0.0000;44;46;0;12051;13.6107;-0.0687;-0.3185;1.3349
124;0.2444;0.2481;-0.0345;-0.0000;42;44;0;12051;13.8855;-0.0687;-0.3185;1.3349
125;0.2481;0.2519;-0.0345;-0.0000;42;44;0;12051;14.1527;-0.0763;-0.3185;1.4149
126;0.2481;0.2519;-0.0345;-0.0000;46;48;0;12103;14.3893;-0.0763;-0.3185;1.4149
127;0.2444;0.2556;0.0345;-0.0000;50;50;0;12103;14.6260;-0.0763;-0.3185;1.4149
128;0.2444;0.2556;0.0345;-0.0000;54;54;0;12051;14.8626;-0.0763;-0.3185;1.4149
129;0.2481;0.2593;0.1034;-0.0000;54;52;0;12051;15.1756;-0.0763;-0.2965;1.4949
130;0.2481;0.2593;0.0690;-0.0000;52;52;0;12051;15.4504;-0.0763;-0.2965;1.4949
131;0.2481;0.2630;0.0345;-0.0000;56;56;0;12051;15.6794;-0.0840;-0.2965;1.4949
132;0.2593;0.2630;0.0345;-0.0000;48;48;0;12000;16.0305;-0.0840;-0.2965;1.5748
133;0.2593;0.2667;0.1034;-0.0000;50;50;0;12051;16.3053;-0.0840;-0.2746;1.5748
134;0.2556;0.2667;0.1034;-0.0000;54;54;0;12051;16.5420;-0.0840;-0.2746;1.5748
135;0.2630;0.2704;0.0690;-0.0000;50;50;0;12051;16.8550;-0.0840;-0.2746;1.6548
136;0.2667;0.2704;0.0690;-0.0000;48;48;0;12000;17.1679;-0.0840;-0.2746;1.6548
137;0.2630;0.2741;0.0690;-0.0000;54;54;0;12051;17.4046;-0.0916;-0.2746;1.7348
138;0.2630;0.2778;-0.0000;-0.0000;54;56;0;12051;17.6794;-0.0916;-0.2746;1.7348
139;0.2704;0.2778;-0.0690;-0.0000;52;54;0;12000;17.9924;-0.0916;-0.2746;1.7348
140;0.2741;0.2815;-0.0345;-0.0000;50;52;0;12051;18.3053;-0.0916;-0.2746;1.8147
141;0.2741;0.2815;-0.0000;-0.0000;52;54;0;12051;18.5725;-0.0916;-0.2746;1.8147
142;0.2778;0.2852;-0.0000;-0.0000;50;52;0;12000;18.8855;-0.0916;-0.2746;1.8147
143;0.2815;0.2852;-0.0000;-0.0000;50;50;0;12000;19.1985;-0.0992;-0.2746;1.8947
144;0.2852;0.2889;-0.0000;-0.0000;48;50;0;12051;19.5115;-0.0992;-0.2746;1.8947
145;0.2815;0.2889;0.1034;-0.0000;54;52;0;12051;19.7863;-0.0992;-0.2526;1.9746
146;0.2815;0.2926;0.1379;-0.0000;56;56;0;12051;20.0611;-0.0992;-0.2526;1.9746
147;0.2852;0.2926;0.0690;-0.0000;56;54;0;12051;20.4122;-0.0992;-0.2526;1.9746
148;0.2852;0.2963;0.1034;-0.0000;56;54;0;12051;20.7252;-0.1069;-0.2306;2.0546
149;0.2889;0.3000;0.0690;-0.0000;54;54;0;12051;21.0382;-0.1069;-0.2306;2.0546
150;0.2926;0.3000;-0.0000;-0.0000;54;54;0;12000;21.3893;-0.1069;-0.2306;2.1346
151;0.2926;0.3037;0.0345;-0.0000;54;54;0;12051;21.7023;-0.1069;-0.2306;2.1346
152;0.2963;0.3037;-0.0000;-0.0000;54;56;0;12051;22.0153;-0.1069;-0.2306;2.1346
153;0.2963;0.3074;-0.0000;-0.0000;56;56;0;12000;22.3282;-0.1069;-0.2306;2.2145
154;0.3037;0.3074;-0.0345;-0.0000;52;52;0;12051;22.6870;-0.1069;-0.2306;2.2145
155;0.3000;0.3111;-0.0345;-0.0000;56;58;0;12051;23.0000;-0.1145;-0.2306;2.2945
156;0.3037;0.3111;-0.0000;-0.0000;54;56;0;12000;23.3511;-0.1145;-0.2306;2.2945
157;0.3037;0.3148;-0.0690;-0.0000;54;58;0;12000;23.6641;-0.1145;-0.2306;2.2945
158;0.3111;0.3148;-0.0690;-0.0000;52;56;0;12051;24.0153;-0.1145;-0.2306;2.3744
159;0.3148;0.3185;-0.0345;-0.0000;50;54;0;12000;24.3664;-0.1145;-0.2306;2.3744
160;0.3148;0.3185;-0.1034;-0.0000;52;56;0;12000;24.7176;-0.1221;-0.2306;2.4544
161;0.3185;0.3222;-0.1034;-0.0000;52;54;0;12000;25.0687;-0.1221;-0.2526;2.4544
162;0.3148;0.3259;-0.0345;-0.0000;54;56;0;12051;25.3817;-0.1221;-0.2526;2.5344
163;0.3185;0.3259;-0.0000;-0.0000;54;56;0;12000;25.7328;-0.1221;-0.2526;2.5344
164;0.3185;0.3296;0.0345;-0.0000;58;58;0;12000;26.0458;-0.1221;-0.2306;2.5344
165;0.3222;0.3296;0.0690;-0.0000;56;56;0;12051;26.4351;-0.1221;-0.2306;2.6143
166;0.3222;0.3333;0.1034;-0.0000;60;60;0;12051;26.7481;-0.1298;-0.2306;2.6143
167;0.3296;0.3333;0.1034;-0.0000;56;54;0;12000;27.1450;-0.1298;-0.2306;2.6943
168;0.3296;0.3370;0.1034;-0.0000;56;54;0;12000;27.4962;-0.1298;-0.2086;2.6943
169;0.3370;0.3370;0.0345;-0.0000;50;52;0;12051;27.8855;-0.1298;-0.2086;2.7742
170;0.3333;0.3407;0.0690;-0.0000;56;56;0;12051;28.2366;-0.1298;-0.2086;2.7742
171;0.3296;0.3407;-0.0345;-0.0000;60;62;0;12000;28.5878;-0.1298;-0.2086;2.8542
172;0.3296;0.3444;-0.0690;-0.0000;64;65;0;12000;28.9008;-0.1374;-0.2086;2.8542
173;0.3333;0.3444;-0.0690;-0.0000;60;62;0;12000;29.2977;-0.1374;-0.2086;2.8542
174;0.3444;0.3481;-0.1379;-0.0000;52;56;0;12000;29.7252;-0.1374;-0.2306;2.9342
175;0.3444;0.3519;-0.0345;-0.0000;54;56;0;12000;30.0763;-0.1374;-0.2306;2.9342
176;0.3444;0.3519;-0.0690;-0.0000;56;58;0;12051;30.4275;-0.1374;-0.2306;3.0141
177;0.3519;0.3556;-0.1034;-0.0000;52;56;0;12000;30.8168;-0.1374;-0.2306;3.0141
178;0.3519;0.3556;-0.0000;-0.0000;56;58;0;12000;31.1679;-0.1450;-0.2306;3.0941
179;0.3519;0.3593;0.0345;-0.0000;58;60;0;12000;31.5267;-0.1450;-0.2306;3.0941
180;0.3556;0.3593;0.1034;-0.0000;58;58;0;12000;31.9160;-0.1450;-0.2086;3.1741
181;0.3593;0.3630;0.1379;-0.0000;56;56;0;12000;32.3053;-0.1450;-0.2086;3.1741
182;0.3593;0.3630;0.1379;-0.0000;56;54;0;12000;32.6947;-0.1450;-0.2086;3.2540
183;0.3630;0.3667;0.1379;-0.0000;54;54;0;12051;33.0916;-0.1527;-0.1867;3.2540
184;0.3630;0.3667;0.1724;-0.0000;58;56;0;12051;33.4427;-0.1527;-0.1867;3.3340
185;0.3630;0.3704;0.1724;-0.0000;62;60;0;12000;33.7939;-0.1527;-0.1647;3.3340
186;0.3630;0.3704;0.1379;-0.0000;60;60;0;12000;34.2214;-0.1527;-0.1647;3.4139
187;0.3704;0.3741;0.0690;-0.0000;56;56;0;12000;34.6565;-0.1527;-0.1647;3.4139
188;0.3519;0.3778;0.1034;-0.0000;75;75;0;12000;35.0458;-0.1527;-0.1427;3.4939
189;0.3593;0.3778;0.0690;-0.0000;69;71;0;11949;35.4733;-0.1527;-0.1427;3.4939
190;0.3667;0.3815;-0.0000;-0.0000;65;67;0;12000;35.9084;-0.1603;-0.1427;3.5739
191;0.3741;0.3815;0.0345;-0.0000;62;64;0;11949;36.3359;-0.1603;-0.1427;3.5739
192;0.3778;0.3852;-0.0000;-0.0000;58;60;0;11949;36.7634;-0.1603;-0.1427;3.6538
193;0.3778;0.3852;0.0345;-0.0000;60;62;0;12000;37.1603;-0.1603;-0.1427;3.6538
194;0.3852;0.3889;0.0345;-0.0000;56;58;0;12000;37.5878;-0.1603;-0.1427;3.7338
195;0.3852;0.3889;0.0345;-0.0000;58;60;0;12000;37.9771;-0.1603;-0.1427;3.7338
196;0.3852;0.3926;0.0690;-0.0000;60;60;0;12000;38.3664;-0.1603;-0.1207;3.8137
197;0.3926;0.3926;0.1379;-0.0000;56;54;0;12000;38.8397;-0.1603;-0.1207;3.8137
198;0.3963;0.3963;0.1724;-0.0000;54;52;0;12000;39.3053;-0.1603;-0.0988;3.8937
199;0.3963;0.4000;0.1724;-0.0000;56;56;0;12000;39.7023;-0.1679;-0.0988;3.8937
200;0.4000;0.4000;0.2069;-0.0000;56;54;0;12000;40.1298;-0.1679;-0.0768;3.9737
201;0.4000;0.4037;0.1379;-0.0000;56;54;0;12051;40.5573;-0.1679;-0.0768;4.0536
202;0.4000;0.4037;0.1379;-0.0000;58;56;0;12051;40.9924;-0.1679;-0.0768;4.0536
203;0.4000;0.4074;0.1379;-0.0000;62;60;0;12000;41.3817;-0.1679;-0.0548;4.1336
204;0.4037;0.4074;0.1724;-0.0000;60;60;0;12051;41.8092;-0.1679;-0.0548;4.1336
205;0.4037;0.4111;0.2069;-0.0000;60;58;0;12051;42.2443;-0.1679;-0.0328;4.2135
206;0.4074;0.4111;0.2414;-0.0000;62;58;0;12000;42.6718;-0.1679;-0.0109;4.2135
207;0.4074;0.4148;0.2414;-0.0000;65;62;0;12000;43.0611;-0.1679;-0.0109;4.2935
208;0.4111;0.4148;0.1379;-0.0000;60;58;0;12000;43.5344;-0.1679;0.0111;4.2935
209;0.4148;0.4185;0.0690;-0.0000;60;60;0;12000;43.9618;-0.1679;0.0111;4.3735
210;0.4148;0.4185;0.0345;-0.0000;60;60;0;12000;44.3893;-0.1679;0.0111;4.3735
211;0.4148;0.4222;0.0345;-0.0000;62;62;0;12051;44.8244;-0.1679;0.0111;4.4534
212;0.4185;0.4259;0.0345;-0.0000;62;64;0;12000;45.2901;-0.1679;0.0111;4.4534
213;0.4148;0.4259;0.0345;-0.0000;67;67;0;12000;45.6870;-0.1679;0.0111;4.5334
214;0.4185;0.4296;0.1034;-0.0000;65;64;0;12000;46.1527;-0.1679;0.0331;4.6133
215;0.4222;0.4296;0.1379;-0.0000;65;64;0;12000;46.6260;-0.1679;0.0331;4.6133
216;0.4185;0.4333;0.1034;-0.0000;71;69;0;11949;47.0534;-0.1679;0.0551;4.6933
217;0.4222;0.4333;0.1379;-0.0000;69;67;0;11949;47.5191;-0.1679;0.0551;4.6933
218;0.4296;0.4370;0.1379;-0.0000;64;62;0;12000;48.0305;-0.1603;0.0551;4.7733
219;0.4296;0.4370;0.1724;-0.0000;65;64;0;12000;48.4580;-0.1603;0.0770;4.7733
220;0.4333;0.4407;0.1379;-0.0000;64;62;0;11949;48.9313;-0.1603;0.0770;4.8532
221;0.4370;0.4407;0.1379;-0.0000;64;62;0;12000;49.3969;-0.1603;0.0990;4.9332
222;0.4407;0.4444;0.1379;-0.0000;62;60;0;12000;49.8702;-0.1603;0.0990;4.9332
223;0.4444;0.4444;0.1034;-0.0000;62;60;0;12000;50.3359;-0.1603;0.0990;5.0132
224;0.4407;0.4481;0.1379;-0.0000;65;64;0;12000;50.7710;-0.1603;0.1210;5.0132
225;0.4481;0.4519;0.1724;-0.0000;62;60;0;12000;51.2748;-0.1603;0.1210;5.0931
226;0.4481;0.4519;0.1724;-0.0000;62;60;0;12000;51.7481;-0.1603;0.1430;5.1731
227;0.4519;0.4556;0.3103;-0.0000;64;58;0;12000;52.2137;-0.1527;0.1649;5.1731
228;0.4556;0.4556;0.2414;-0.0000;64;58;0;12000;52.7252;-0.1527;0.1649;5.2530
229;0.4556;0.4593;0.1724;-0.0000;64;60;0;12051;53.1908;-0.1527;0.1869;5.2530
230;0.4556;0.4593;0.1034;-0.0000;64;62;0;12000;53.6641;-0.1527;0.1869;5.3330
231;0.4593;0.4630;0.0345;-0.0000;64;64;0;12000;54.1298;-0.1450;0.1869;5.4130
232;0.4630;0.4630;-0.0345;-0.0000;60;60;0;12000;54.6412;-0.1450;0.1869;5.4130
233;0.4667;0.4667;-0.0000;-0.0000;58;58;0;12000;55.1527;-0.1450;0.1869;5.4929
234;0.4667;0.4667;-0.0000;-0.0000;60;60;0;12000;55.6183;-0.1450;0.1869;5.4929
235;0.4704;0.4704;-0.0000;-0.0000;58;58;0;12000;56.1298;-0.1450;0.1869;5.5729
236;0.4704;0.4704;0.1379;-0.0000;62;60;0;12051;56.5954;-0.1374;0.2089;5.6528
237;0.4704;0.4741;0.1724;-0.0000;65;62;0;12000;57.0687;-0.1374;0.2089;5.6528
238;0.4704;0.4778;0.3793;-0.0000;69;62;0;12000;57.5344;-0.1374;0.2308;5.7328
239;0.4741;0.4778;0.2069;-0.0000;67;62;0;12000;58.0458;-0.1374;0.2528;5.7328
240;0.4741;0.4815;0.1379;-0.0000;69;65;0;12000;58.5115;-0.1298;0.2528;5.8128
241;0.4815;0.4815;0.1034;-0.0000;64;60;0;12000;59.0611;-0.1298;0.2748;5.8927
242;0.4815;0.4852;0.0345;-0.0000;62;60;0;11949;59.5725;-0.1298;0.2748;5.8927
243;0.4815;0.4852;-0.0345;-0.0000;65;64;0;12000;60.0382;-0.1221;0.2748;5.9727
244;0.4852;0.4889;-0.1724;-0.0000;64;65;0;12000;60.5496;-0.1221;0.2528;6.0526
245;0.4852;0.4889;-0.2414;-0.0000;64;65;0;12000;61.0534;-0.1221;0.2528;6.0526
246;0.4889;0.4926;-0.1034;-0.0000;64;64;0;12000;61.5649;-0.1145;0.2308;6.1326
247;0.4926;0.4926;0.1379;-0.0000;64;58;0;12000;62.1145;-0.1145;0.2528;6.1326
248;0.4963;0.4963;0.1724;-0.0000;64;60;0;12000;62.6183;-0.1145;0.2528;6.2126
249;0.4963;0.5000;0.2414;-0.0000;65;60;0;12000;63.1298;-0.1069;0.2748;6.2925
250;0.5000;0.5000;0.2414;-0.0000;62;54;0;12051;63.6794;-0.1069;0.2968;6.2925
251;0.5037;0.5000;0.1034;-0.0000;60;54;0;12000;64.1832;-0.1069;0.2968;6.3725
252;0.5000;0.5000;0.1379;-0.0000;62;58;0;12000;64.6565;-0.0992;0.2968;6.4525
