Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;VelP;VelI;AngP;AngI;RotationFF
0;-0.0000;-0.0000;-0.0000;-0.0000;1;1;0.0097;-0.0002;-0.0004;-0.0001;-0.0024
1;-0.0000;0.0037;-0.0345;-0.0000;3;3;0.0200;0.0002;0.0001;-0.0001;-0.0024
2;-0.0000;0.0037;-0.0345;-0.0000;5;5;0.0298;0.0005;0.0001;-0.0001;-0.0024
3;-0.0000;0.0074;-0.0345;-0.0000;7;7;0.0397;0.0009;0.0001;-0.0001;-0.0024
4;-0.0000;0.0074;-0.0345;-0.0000;9;9;0.0500;0.0016;0.0001;-0.0001;-0.0024
5;-0.0000;0.0111;-0.0345;-0.0000;13;13;0.0599;0.0024;0.0001;-0.0001;-0.0024
6;-0.0000;0.0111;-0.0345;-0.0000;15;15;0.0698;0.0031;0.0001;-0.0001;-0.0024
7;-0.0000;0.0148;-0.0000;-0.0000;17;17;0.0797;0.0042;-0.0006;-0.0001;-0.0024
8;-0.0000;0.0148;-0.0000;-0.0000;19;19;0.0899;0.0053;-0.0006;-0.0001;-0.0024
9;-0.0000;0.0185;-0.0000;-0.0000;21;21;0.0998;0.0064;-0.0006;-0.0001;-0.0024
10;-0.0000;0.0185;-0.0345;-0.0000;22;22;0.1097;0.0079;0.0004;-0.0001;-0.0024
11;-0.0000;0.0222;-0.0345;-0.0000;26;26;0.1199;0.0093;0.0004;-0.0001;-0.0024
12;-0.0000;0.0259;-0.0345;-0.0000;28;28;0.1298;0.0108;0.0004;-0.0001;-0.0024
13;-0.0000;0.0259;-0.0000;-0.0000;30;30;0.1397;0.0123;-0.0001;-0.0001;-0.0024
14;-0.0000;0.0296;-0.0000;-0.0000;32;32;0.1500;0.0141;-0.0001;-0.0001;-0.0024
15;-0.0000;0.0296;-0.0000;-0.0000;36;36;0.1599;0.0163;-0.0001;-0.0001;-0.0024
16;-0.0000;0.0333;-0.0000;-0.0000;38;38;0.1697;0.0181;-0.0001;-0.0001;-0.0024
17;-0.0000;0.0333;-0.0000;-0.0000;40;40;0.1796;0.0203;-0.0001;-0.0001;-0.0024
18;-0.0000;0.0370;-0.0000;-0.0000;44;44;0.1899;0.0225;-0.0001;-0.0001;-0.0024
19;-0.0000;0.0370;-0.0345;-0.0000;46;46;0.1998;0.0251;-0.0001;-0.0001;-0.0024
20;-0.0000;0.0407;-0.0000;-0.0000;50;50;0.2097;0.0277;-0.0009;-0.0001;-0.0024
21;-0.0000;0.0407;-0.0345;-0.0000;52;52;0.2199;0.0302;0.0004;-0.0001;-0.0024
22;0.0074;0.0444;-0.0000;-0.0000;46;46;0.1906;0.0324;-0.0016;-0.0001;-0.0024
23;0.0111;0.0444;0.0690;-0.0000;42;40;0.1661;0.0346;-0.0035;-0.0001;-0.0024
24;0.0185;0.0481;0.1034;-0.0000;38;36;0.1445;0.0361;-0.0065;-0.0001;-0.0024
25;0.0259;0.0519;0.0690;-0.0000;34;32;0.1251;0.0375;-0.0040;-0.0004;-0.0024
26;0.0296;0.0519;-0.0345;-0.0000;30;32;0.1093;0.0390;0.0013;-0.0001;-0.0024
27;0.0333;0.0556;-0.1379;-0.0000;28;30;0.0965;0.0401;0.0055;-0.0001;-0.0024
28;0.0407;0.0556;-0.2414;-0.0000;24;28;0.0859;0.0412;0.0106;-0.0001;-0.0024
29;0.0444;0.0593;-0.3103;-0.0000;22;28;0.0771;0.0423;0.0140;0.0001;-0.0024
30;0.0444;0.0593;-0.3103;-0.0000;22;26;0.0701;0.0430;0.0136;0.0001;-0.0024
31;0.0481;0.0630;-0.2759;-0.0000;21;26;0.0650;0.0438;0.0126;0.0004;-0.0024
32;0.0519;0.0630;-0.2069;-0.0000;21;24;0.0613;0.0445;0.0084;0.0004;-0.0024
33;0.0556;0.0667;-0.2759;-0.0000;21;26;0.0591;0.0452;0.0121;0.0004;-0.0024
34;0.0556;0.0667;-0.2759;-0.0000;21;26;0.0580;0.0460;0.0128;0.0006;-0.0024
35;0.0593;0.0704;-0.2414;-0.0000;21;26;0.0580;0.0467;0.0114;0.0006;-0.0024
36;0.0593;0.0704;-0.2414;-0.0000;21;26;0.0591;0.0474;0.0101;0.0009;-0.0024
37;0.0630;0.0741;-0.2069;-0.0000;22;26;0.0610;0.0482;0.0089;0.0009;-0.0024
38;0.0630;0.0778;-0.2069;-0.0000;22;26;0.0639;0.0489;0.0089;0.0009;-0.0024
39;0.0630;0.0778;-0.1724;-0.0000;24;28;0.0672;0.0496;0.0077;0.0011;-0.0024
40;0.0667;0.0815;-0.1724;-0.0000;24;28;0.0716;0.0504;0.0077;0.0011;-0.0024
41;0.0667;0.0815;-0.2069;-0.0000;26;30;0.0760;0.0515;0.0087;0.0011;-0.0024
42;0.0667;0.0852;-0.2069;-0.0000;26;32;0.0815;0.0526;0.0096;0.0011;-0.0024
43;0.0704;0.0852;-0.2414;-0.0000;28;34;0.0870;0.0533;0.0104;0.0013;-0.0024
44;0.0704;0.0889;-0.2414;-0.0000;30;34;0.0932;0.0544;0.0101;0.0013;-0.0024
45;0.0704;0.0889;-0.2414;-0.0000;32;36;0.0998;0.0559;0.0104;0.0016;-0.0024
46;0.0704;0.0926;-0.2069;-0.0000;34;38;0.1068;0.0569;0.0092;0.0016;-0.0024
47;0.0704;0.0926;-0.1724;-0.0000;36;40;0.1137;0.0584;0.0082;0.0016;-0.0024
48;0.0704;0.0963;-0.1724;-0.0000;38;42;0.1214;0.0599;0.0072;0.0016;-0.0024
49;0.0741;0.1000;-0.1379;-0.0000;40;44;0.1291;0.0613;0.0060;0.0018;-0.0024
50;0.0741;0.1000;-0.0000;-0.0000;44;44;0.1372;0.0632;-0.0009;0.0018;-0.0024
51;0.0741;0.1037;0.1379;-0.0000;48;46;0.1456;0.0646;-0.0067;0.0016;-0.0024
52;0.0741;0.1037;0.2759;-0.0000;52;46;0.1540;0.0668;-0.0138;0.0016;-0.0024
53;0.0741;0.1074;0.2759;-0.0000;54;48;0.1621;0.0687;-0.0136;0.0013;-0.0024
54;0.0741;0.1074;0.3103;-0.0000;56;50;0.1705;0.0705;-0.0165;0.0013;-0.0024
55;0.0741;0.1111;0.1379;-0.0000;58;54;0.1793;0.0727;-0.0082;0.0013;-0.0024
56;0.0741;0.1111;-0.1034;-0.0000;58;60;0.1884;0.0749;0.0033;0.0013;-0.0024
57;0.0741;0.1148;-0.1724;-0.0000;58;62;0.1972;0.0775;0.0079;0.0013;-0.0024
58;0.0741;0.1148;-0.3448;-0.0000;60;67;0.2064;0.0800;0.0162;0.0016;-0.0024
59;0.0741;0.1185;-0.4138;-0.0000;62;69;0.2155;0.0826;0.0194;0.0016;-0.0024
60;0.0741;0.1185;-0.4138;-0.0000;64;71;0.2254;0.0851;0.0184;0.0018;-0.0024
61;0.0778;0.1222;-0.3448;-0.0000;64;69;0.2148;0.0877;0.0160;0.0018;-0.0024
62;0.0852;0.1259;-0.2759;-0.0000;60;65;0.1866;0.0899;0.0121;0.0021;-0.0024
63;0.0889;0.1259;-0.1379;-0.0000;60;64;0.1822;0.0921;0.0052;0.0021;-0.0024
64;0.0963;0.1296;-0.1379;-0.0000;56;58;0.1599;0.0943;0.0050;0.0021;-0.0024
65;0.1000;0.1296;-0.2069;-0.0000;52;56;0.1412;0.0958;0.0087;0.0023;-0.0024
66;0.1037;0.1333;-0.2759;-0.0000;52;58;0.1445;0.0976;0.0126;0.0023;-0.0024
67;0.1037;0.1333;-0.3103;-0.0000;54;60;0.1478;0.0994;0.0136;0.0026;-0.0024
68;0.1111;0.1370;-0.3103;-0.0000;50;58;0.1328;0.1009;0.0140;0.0026;-0.0024
69;0.1148;0.1370;-0.3448;-0.0000;48;56;0.1199;0.1024;0.0160;0.0028;-0.0024
70;0.1222;0.1407;-0.4138;-0.0000;40;50;0.0903;0.1035;0.0194;0.0028;-0.0024
71;0.1222;0.1407;-0.4138;-0.0000;44;54;0.1035;0.1046;0.0184;0.0031;-0.0024
72;0.1259;0.1444;-0.4138;-0.0000;44;52;0.0969;0.1060;0.0187;0.0033;-0.0024
73;0.1333;0.1444;-0.3103;-0.0000;38;46;0.0727;0.1068;0.0148;0.0033;-0.0024
74;0.1259;0.1481;-0.2414;-0.0000;48;54;0.1104;0.1082;0.0109;0.0035;-0.0024
75;0.1296;0.1519;-0.2414;-0.0000;48;54;0.1053;0.1093;0.0104;0.0035;-0.0024
76;0.1333;0.1519;-0.1724;-0.0000;48;52;0.1024;0.1104;0.0077;0.0035;-0.0024
77;0.1333;0.1556;-0.1034;-0.0000;48;52;0.1009;0.1119;0.0048;0.0035;-0.0024
78;0.1407;0.1556;-0.1379;-0.0000;44;48;0.0811;0.1126;0.0055;0.0038;-0.0024
79;0.1444;0.1593;-0.1034;-0.0000;40;46;0.0650;0.1137;0.0040;0.0038;-0.0024
80;0.1444;0.1593;-0.1379;-0.0000;42;46;0.0705;0.1144;0.0048;0.0038;-0.0024
81;0.1481;0.1630;-0.1034;-0.0000;44;48;0.0753;0.1152;0.0033;0.0038;-0.0024
82;0.1481;0.1630;-0.0345;-0.0000;46;48;0.0815;0.1163;0.0013;0.0038;-0.0024
83;0.1481;0.1667;-0.0345;-0.0000;48;50;0.0881;0.1174;0.0011;0.0038;-0.0024
84;0.1481;0.1667;-0.0000;-0.0000;50;52;0.0950;0.1185;-0.0011;0.0038;-0.0024
85;0.1481;0.1704;0.0345;-0.0000;52;52;0.1024;0.1196;-0.0031;0.0038;-0.0024
86;0.1519;0.1704;0.0345;-0.0000;54;54;0.1097;0.1210;-0.0031;0.0038;-0.0024
87;0.1519;0.1741;0.0690;-0.0000;56;56;0.1174;0.1225;-0.0040;0.0038;-0.0024
88;0.1593;0.1778;0.0345;-0.0000;50;52;0.0884;0.1236;-0.0033;0.0038;-0.0024
89;0.1630;0.1778;-0.0000;-0.0000;48;50;0.0797;0.1243;-0.0011;0.0038;-0.0024
90;0.1630;0.1815;-0.0345;-0.0000;52;54;0.0928;0.1254;0.0001;0.0038;-0.0024
91;0.1593;0.1815;-0.2069;-0.0000;52;58;0.1064;0.1269;0.0092;0.0038;-0.0024
92;0.1593;0.1852;-0.3103;-0.0000;54;62;0.1196;0.1284;0.0133;0.0038;-0.0024
93;0.1667;0.1852;-0.2759;-0.0000;50;58;0.0947;0.1295;0.0121;0.0040;-0.0024
94;0.1667;0.1889;-0.2759;-0.0000;54;62;0.1108;0.1309;0.0128;0.0040;-0.0024
95;0.1741;0.1889;-0.2759;-0.0000;50;56;0.0859;0.1317;0.0116;0.0043;-0.0024
96;0.1778;0.1926;-0.2414;-0.0000;46;52;0.0657;0.1328;0.0104;0.0043;-0.0024
97;0.1815;0.1926;-0.1724;-0.0000;48;52;0.0683;0.1335;0.0074;0.0043;-0.0024
98;0.1852;0.1963;-0.1379;-0.0000;46;48;0.0533;0.1342;0.0050;0.0045;-0.0024
99;0.1852;0.2000;-0.0690;-0.0000;46;50;0.0591;0.1350;0.0031;0.0045;-0.0024
100;0.1889;0.2000;-0.0345;-0.0000;48;50;0.0643;0.1357;0.0001;0.0045;-0.0024
101;0.1926;0.2037;0.0345;-0.0000;46;48;0.0518;0.1361;-0.0021;0.0045;-0.0024
102;0.1926;0.2037;-0.0000;-0.0000;48;50;0.0621;0.1368;-0.0006;0.0045;-0.0024
103;0.1963;0.2074;0.0345;-0.0000;46;48;0.0500;0.1375;-0.0023;0.0045;-0.0024
104;0.2000;0.2074;0.0690;-0.0000;46;46;0.0416;0.1379;-0.0038;0.0043;-0.0024
105;0.2037;0.2111;0.1034;-0.0000;44;44;0.0350;0.1386;-0.0050;0.0043;-0.0024
106;0.2074;0.2111;0.0345;-0.0000;44;44;0.0302;0.1390;-0.0028;0.0043;-0.0024
107;0.2074;0.2148;-0.0000;-0.0000;42;44;0.0266;0.1390;-0.0011;0.0043;-0.0024
108;0.2074;0.2148;-0.0000;-0.0000;46;48;0.0441;0.1397;-0.0004;0.0043;-0.0024
109;0.2111;0.2185;0.0345;-0.0000;46;48;0.0412;0.1401;-0.0031;0.0043;-0.0024
110;0.2111;0.2185;0.0345;-0.0000;46;46;0.0397;0.1408;-0.0031;0.0043;-0.0024
111;0.2148;0.2222;0.0345;-0.0000;46;48;0.0394;0.1412;-0.0021;0.0043;-0.0024
112;0.2148;0.2259;0.0345;-0.0000;46;48;0.0412;0.1415;-0.0033;0.0043;-0.0024
113;0.2185;0.2259;0.0345;-0.0000;48;48;0.0427;0.1423;-0.0031;0.0043;-0.0024
114;0.2185;0.2296;0.1034;-0.0000;48;48;0.0438;0.1426;-0.0060;0.0040;-0.0024
115;0.2222;0.2296;0.1379;-0.0000;50;48;0.0471;0.1434;-0.0082;0.0040;-0.0024
116;0.2259;0.2333;0.1379;-0.0000;46;46;0.0317;0.1437;-0.0079;0.0040;-0.0024
117;0.2259;0.2333;0.2069;-0.0000;48;46;0.0383;0.1441;-0.0101;0.0038;-0.0024
118;0.2259;0.2370;0.1379;-0.0000;50;48;0.0449;0.1445;-0.0079;0.0038;-0.0024
119;0.2222;0.2370;0.1034;-0.0000;54;54;0.0712;0.1456;-0.0052;0.0038;-0.0024
120;0.2296;0.2407;0.1034;-0.0000;52;52;0.0573;0.1463;-0.0052;0.0038;-0.0024
121;0.2296;0.2407;-0.0000;-0.0000;54;54;0.0654;0.1470;-0.0009;0.0038;-0.0024
122;0.2333;0.2444;-0.0690;-0.0000;50;54;0.0537;0.1474;0.0018;0.0038;-0.0024
123;0.2333;0.2444;-0.0690;-0.0000;52;56;0.0639;0.1485;0.0031;0.0038;-0.0024
124;0.2333;0.2481;-0.0690;-0.0000;56;58;0.0742;0.1492;0.0016;0.0038;-0.0024
125;0.2370;0.2519;-0.0345;-0.0000;54;56;0.0646;0.1500;0.0001;0.0038;-0.0024
126;0.2370;0.2519;-0.0345;-0.0000;56;60;0.0789;0.1511;0.0011;0.0038;-0.0024
127;0.2407;0.2556;-0.0690;-0.0000;56;58;0.0709;0.1518;0.0023;0.0038;-0.0024
128;0.2444;0.2556;-0.0345;-0.0000;54;56;0.0624;0.1525;0.0004;0.0038;-0.0024
129;0.2519;0.2593;-0.0000;-0.0000;50;52;0.0386;0.1529;-0.0004;0.0038;-0.0024
130;0.2481;0.2593;-0.0000;-0.0000;54;56;0.0573;0.1536;-0.0016;0.0038;-0.0024
131;0.2519;0.2630;-0.0000;-0.0000;54;56;0.0555;0.1544;-0.0016;0.0038;-0.0024
132;0.2519;0.2630;-0.0345;-0.0000;54;56;0.0551;0.1551;0.0004;0.0038;-0.0024
133;0.2593;0.2667;0.0690;-0.0000;50;52;0.0361;0.1555;-0.0040;0.0038;-0.0024
134;0.2593;0.2667;0.0690;-0.0000;52;52;0.0394;0.1558;-0.0040;0.0038;-0.0024
135;0.2667;0.2704;0.0345;-0.0000;48;50;0.0251;0.1562;-0.0023;0.0038;-0.0024
136;0.2704;0.2704;0.0345;-0.0000;46;46;0.0112;0.1566;-0.0028;0.0038;-0.0024
137;0.2667;0.2741;0.0345;-0.0000;52;52;0.0394;0.1569;-0.0033;0.0038;-0.0024
138;0.2667;0.2778;0.0345;-0.0000;54;54;0.0467;0.1573;-0.0018;0.0035;-0.0024
139;0.2630;0.2778;0.0345;-0.0000;60;60;0.0734;0.1584;-0.0023;0.0035;-0.0024
140;0.2704;0.2815;0.0345;-0.0000;54;54;0.0408;0.1588;-0.0033;0.0035;-0.0024
141;0.2741;0.2815;0.0690;-0.0000;52;52;0.0313;0.1591;-0.0045;0.0035;-0.0024
142;0.2778;0.2852;0.0690;-0.0000;50;50;0.0229;0.1595;-0.0040;0.0035;-0.0024
143;0.2852;0.2852;-0.0690;-0.0000;44;46;-0.0024;0.1595;0.0021;0.0035;-0.0024
144;0.2815;0.2889;-0.0345;-0.0000;52;54;0.0346;0.1599;0.0004;0.0035;-0.0024
145;0.2815;0.2889;0.0345;-0.0000;54;56;0.0496;0.1606;-0.0021;0.0035;-0.0024
146;0.2741;0.2926;-0.0000;-0.0000;62;64;0.0830;0.1613;-0.0011;0.0035;-0.0024
147;0.2815;0.2926;0.1034;-0.0000;58;58;0.0555;0.1621;-0.0052;0.0035;-0.0024
148;0.2852;0.2963;0.2069;-0.0000;58;56;0.0515;0.1628;-0.0101;0.0033;-0.0024
149;0.2926;0.3000;0.2069;-0.0000;54;52;0.0302;0.1632;-0.0104;0.0033;-0.0024
150;0.2926;0.3000;0.2069;-0.0000;54;52;0.0295;0.1635;-0.0101;0.0033;-0.0024
151;0.3000;0.3037;0.1034;-0.0000;50;50;0.0119;0.1635;-0.0057;0.0033;-0.0024
152;0.3000;0.3037;0.0345;-0.0000;50;50;0.0163;0.1639;-0.0033;0.0031;-0.0024
153;0.2963;0.3074;0.0345;-0.0000;54;56;0.0405;0.1643;-0.0026;0.0031;-0.0024
154;0.3000;0.3074;0.0345;-0.0000;56;58;0.0460;0.1650;-0.0028;0.0031;-0.0024
155;0.3000;0.3111;0.0690;-0.0000;58;58;0.0500;0.1654;-0.0038;0.0031;-0.0024
156;0.3074;0.3111;0.1034;-0.0000;54;54;0.0320;0.1657;-0.0050;0.0031;-0.0024
157;0.3037;0.3148;0.0690;-0.0000;60;60;0.0591;0.1665;-0.0043;0.0031;-0.0024
158;0.3111;0.3148;0.0345;-0.0000;52;54;0.0258;0.1668;-0.0023;0.0031;-0.0024
159;0.3148;0.3185;0.1034;-0.0000;52;52;0.0159;0.1672;-0.0050;0.0031;-0.0024
160;0.3148;0.3185;0.1379;-0.0000;54;54;0.0280;0.1676;-0.0077;0.0028;-0.0024
161;0.3148;0.3222;0.1379;-0.0000;58;56;0.0397;0.1679;-0.0072;0.0028;-0.0024
162;0.3148;0.3259;0.1724;-0.0000;60;58;0.0511;0.1687;-0.0099;0.0028;-0.0024
163;0.3185;0.3259;0.2414;-0.0000;60;56;0.0460;0.1690;-0.0133;0.0026;-0.0024
164;0.3185;0.3296;0.2069;-0.0000;62;60;0.0562;0.1697;-0.0116;0.0026;-0.0024
165;0.3259;0.3296;0.2069;-0.0000;56;54;0.0298;0.1701;-0.0106;0.0023;-0.0024
166;0.3296;0.3333;0.1724;-0.0000;52;50;0.0071;0.1701;-0.0092;0.0023;-0.0024
167;0.3333;0.3333;0.1034;-0.0000;52;52;0.0079;0.1701;-0.0057;0.0023;-0.0024
168;0.3333;0.3370;0.0690;-0.0000;52;52;0.0093;0.1705;-0.0043;0.0023;-0.0024
169;0.3333;0.3370;0.0690;-0.0000;56;56;0.0309;0.1708;-0.0043;0.0023;-0.0024
170;0.3333;0.3407;0.0690;-0.0000;56;56;0.0309;0.1712;-0.0035;0.0021;-0.0024
171;0.3370;0.3407;0.0690;-0.0000;56;58;0.0328;0.1716;-0.0048;0.0021;-0.0024
172;0.3407;0.3444;0.1034;-0.0000;54;54;0.0159;0.1716;-0.0060;0.0021;-0.0024
173;0.3407;0.3444;0.1034;-0.0000;54;56;0.0218;0.1719;-0.0055;0.0021;-0.0024
174;0.3481;0.3481;0.1379;-0.0000;52;52;0.0082;0.1719;-0.0074;0.0021;-0.0024
175;0.3556;0.3519;0.2069;-0.0000;46;44;-0.0229;0.1719;-0.0109;0.0018;-0.0024
176;0.3519;0.3519;0.2069;-0.0000;54;52;0.0082;0.1719;-0.0111;0.0018;-0.0024
177;0.3444;0.3556;0.2414;-0.0000;60;58;0.0401;0.1723;-0.0126;0.0016;-0.0024
178;0.3444;0.3556;0.2759;-0.0000;65;62;0.0654;0.1730;-0.0136;0.0016;-0.0024
179;0.3481;0.3593;0.2069;-0.0000;64;60;0.0522;0.1738;-0.0116;0.0016;-0.0024
180;0.3519;0.3593;0.2069;-0.0000;62;58;0.0419;0.1745;-0.0106;0.0013;-0.0024
181;0.3593;0.3630;0.1724;-0.0000;56;54;0.0130;0.1745;-0.0089;0.0013;-0.0024
182;0.3630;0.3630;0.1034;-0.0000;54;54;0.0104;0.1745;-0.0057;0.0013;-0.0024
183;0.3630;0.3667;0.0690;-0.0000;54;54;0.0071;0.1749;-0.0045;0.0011;-0.0024
184;0.3630;0.3667;0.0690;-0.0000;56;56;0.0218;0.1749;-0.0045;0.0011;-0.0024
185;0.3630;0.3704;0.1034;-0.0000;60;60;0.0383;0.1756;-0.0062;0.0011;-0.0024
186;0.3667;0.3704;0.1379;-0.0000;60;60;0.0350;0.1760;-0.0067;0.0011;-0.0024
187;0.3667;0.3741;0.2414;-0.0000;62;58;0.0331;0.1763;-0.0121;0.0009;-0.0024
188;0.3704;0.3778;0.2069;-0.0000;62;58;0.0328;0.1767;-0.0114;0.0009;-0.0024
189;0.3704;0.3778;0.2414;-0.0000;62;58;0.0320;0.1771;-0.0128;0.0009;-0.0024
190;0.3815;0.3815;0.2759;-0.0000;54;50;-0.0057;0.1771;-0.0136;0.0006;-0.0024
191;0.3815;0.3815;0.2069;-0.0000;56;52;0.0035;0.1771;-0.0109;0.0006;-0.0024
192;0.3815;0.3852;0.1724;-0.0000;56;52;0.0060;0.1771;-0.0099;0.0004;-0.0024
193;0.3889;0.3852;0.1379;-0.0000;52;50;-0.0068;0.1771;-0.0074;0.0004;-0.0024
194;0.3889;0.3889;0.0345;-0.0000;54;54;0.0024;0.1771;-0.0033;0.0004;-0.0024
195;0.3889;0.3889;0.1379;-0.0000;56;54;0.0112;0.1771;-0.0072;0.0004;-0.0024
196;0.3889;0.3926;0.1034;-0.0000;60;58;0.0233;0.1774;-0.0065;0.0001;-0.0024
197;0.3926;0.3926;0.1724;-0.0000;58;54;0.0101;0.1774;-0.0092;0.0001;-0.0024
198;0.3926;0.3963;0.2069;-0.0000;60;56;0.0218;0.1778;-0.0104;0.0001;-0.0024
199;0.3963;0.4000;0.1379;-0.0000;58;56;0.0130;0.1782;-0.0082;0.0001;-0.0024
200;0.3963;0.4000;0.1379;-0.0000;60;58;0.0258;0.1782;-0.0067;-0.0001;-0.0024
201;0.4000;0.4037;0.1724;-0.0000;56;52;0.0020;0.1782;-0.0092;-0.0001;-0.0024
202;0.4000;0.4037;0.1034;-0.0000;60;58;0.0189;0.1785;-0.0050;-0.0001;-0.0024
203;0.3963;0.4074;0.0690;-0.0000;65;64;0.0511;0.1793;-0.0050;-0.0001;-0.0024
204;0.4037;0.4074;0.0690;-0.0000;60;60;0.0255;0.1796;-0.0048;-0.0004;-0.0024
205;0.4074;0.4111;0.0345;-0.0000;60;58;0.0225;0.1796;-0.0033;-0.0004;-0.0024
206;0.4074;0.4111;0.1034;-0.0000;60;58;0.0211;0.1800;-0.0052;-0.0004;-0.0024
207;0.4111;0.4148;0.1034;-0.0000;62;58;0.0211;0.1804;-0.0065;-0.0004;-0.0024
208;0.4074;0.4148;0.0690;-0.0000;65;62;0.0412;0.1807;-0.0050;-0.0004;-0.0024
209;0.4074;0.4185;0.1724;-0.0000;69;65;0.0606;0.1815;-0.0089;-0.0006;-0.0024
210;0.4111;0.4185;0.1379;-0.0000;65;62;0.0397;0.1818;-0.0067;-0.0006;-0.0024
211;0.4148;0.4222;0.0690;-0.0000;65;64;0.0416;0.1826;-0.0045;-0.0006;-0.0024
212;0.4185;0.4259;0.1379;-0.0000;64;60;0.0247;0.1829;-0.0084;-0.0006;-0.0024
213;0.4222;0.4259;0.1034;-0.0000;60;56;0.0108;0.1829;-0.0062;-0.0009;-0.0024
214;0.4222;0.4296;0.1034;-0.0000;65;62;0.0379;0.1833;-0.0067;-0.0009;-0.0024
215;0.4259;0.4296;0.1379;-0.0000;64;60;0.0269;0.1837;-0.0077;-0.0009;-0.0024
216;0.4222;0.4333;0.1034;-0.0000;69;65;0.0548;0.1844;-0.0065;-0.0009;-0.0024
217;0.4259;0.4333;0.0690;-0.0000;65;64;0.0386;0.1848;-0.0050;-0.0009;-0.0024
218;0.4333;0.4370;0.0345;-0.0000;60;58;0.0086;0.1848;-0.0018;-0.0009;-0.0024
219;0.4370;0.4370;-0.0345;-0.0000;58;58;0.0020;0.1851;0.0009;-0.0009;-0.0024
220;0.4407;0.4407;-0.0345;-0.0000;58;56;-0.0013;0.1851;0.0011;-0.0009;-0.0024
221;0.4444;0.4407;-0.0690;-0.0000;56;56;-0.0060;0.1848;0.0026;-0.0009;-0.0024
222;0.4407;0.4444;0.0345;-0.0000;60;60;0.0112;0.1851;-0.0018;-0.0009;-0.0024
223;0.4444;0.4444;0.0690;-0.0000;60;58;0.0082;0.1851;-0.0038;-0.0011;-0.0024
224;0.4481;0.4481;0.1034;-0.0000;60;58;0.0068;0.1851;-0.0060;-0.0011;-0.0024
225;0.4481;0.4519;0.1379;-0.0000;60;58;0.0064;0.1851;-0.0070;-0.0011;-0.0024
226;0.4519;0.4519;0.1379;-0.0000;62;58;0.0068;0.1855;-0.0074;-0.0011;-0.0024
227;0.4519;0.4556;0.1724;-0.0000;62;58;0.0082;0.1855;-0.0089;-0.0013;-0.0024
228;0.4556;0.4556;0.1724;-0.0000;62;58;0.0108;0.1855;-0.0089;-0.0013;-0.0024
229;0.4519;0.4593;0.2069;-0.0000;67;62;0.0346;0.1859;-0.0106;-0.0013;-0.0024
230;0.4481;0.4593;0.1379;-0.0000;71;67;0.0569;0.1866;-0.0082;-0.0016;-0.0024
231;0.4519;0.4630;-0.0345;-0.0000;69;69;0.0551;0.1873;0.0011;-0.0013;-0.0024
232;0.4519;0.4630;-0.0690;-0.0000;71;71;0.0569;0.1881;0.0021;-0.0013;-0.0024
233;0.4593;0.4667;0.0345;-0.0000;67;65;0.0401;0.1884;-0.0023;-0.0013;-0.0024
234;0.4593;0.4667;-0.0345;-0.0000;69;67;0.0456;0.1892;0.0011;-0.0013;-0.0024
235;0.4667;0.4704;-0.0345;-0.0000;62;62;0.0123;0.1892;0.0009;-0.0013;-0.0024
236;0.4667;0.4704;-0.0690;-0.0000;64;64;0.0222;0.1895;0.0026;-0.0013;-0.0024
237;0.4667;0.4741;0.0345;-0.0000;67;65;0.0320;0.1899;-0.0021;-0.0013;-0.0024
238;0.4667;0.4778;-0.1379;-0.0000;67;69;0.0441;0.1903;0.0055;-0.0013;-0.0024
239;0.4667;0.4778;-0.1724;-0.0000;69;71;0.0526;0.1910;0.0074;-0.0013;-0.0024
240;0.4704;0.4815;-0.2069;-0.0000;67;71;0.0423;0.1917;0.0094;-0.0013;-0.0024
241;0.4741;0.4815;-0.2069;-0.0000;65;69;0.0353;0.1921;0.0096;-0.0011;-0.0024
242;0.4741;0.4852;-0.1724;-0.0000;69;71;0.0485;0.1925;0.0070;-0.0011;-0.0024
243;0.4778;0.4852;-0.1034;-0.0000;69;71;0.0441;0.1932;0.0043;-0.0011;-0.0024
244;0.4778;0.4889;-0.1379;-0.0000;71;73;0.0595;0.1939;0.0057;-0.0011;-0.0024
245;0.4852;0.4889;-0.1034;-0.0000;67;69;0.0320;0.1943;0.0048;-0.0009;-0.0024
246;0.4815;0.4926;-0.0000;-0.0000;71;71;0.0504;0.1947;-0.0004;-0.0009;-0.0024
247;0.4889;0.4926;0.0345;-0.0000;67;67;0.0287;0.1950;-0.0021;-0.0011;-0.0024
248;0.4815;0.4963;0.1379;-0.0000;77;73;0.0694;0.1961;-0.0079;-0.0011;-0.0024
249;0.4815;0.5000;0.0690;-0.0000;81;79;0.0851;0.1969;-0.0045;-0.0011;-0.0024
250;0.4889;0.5000;0.0345;-0.0000;73;73;0.0529;0.1976;-0.0018;-0.0011;-0.0024
251;0.4889;0.5000;-0.0690;-0.0000;71;71;0.0434;0.1983;0.0018;-0.0011;-0.0024
252;0.4963;0.5000;-0.1379;-0.0000;65;67;0.0174;0.1983;0.0060;-0.0011;-0.0024
253;0.4926;0.5000;-0.1034;-0.0000;67;69;0.0295;0.1987;0.0045;-0.0011;-0.0024
254;0.4963;0.5000;-0.3103;-0.0000;60;65;0.0020;0.1987;0.0138;-0.0009;-0.0024
