Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;Battery(mV);PosX(m);PosY(m);Angle(rad);Dist
41;0.0667;0.0815;-0.2069;-0.0000;26;30;12103;0.5802;-0.0076;-0.2086;0.0556
42;0.0667;0.0852;-0.1724;-0.0000;26;30;12051;0.5802;-0.0076;-0.2086;0.0556
43;0.0704;0.0852;-0.1379;-0.0000;28;32;12051;0.5802;-0.0076;-0.2306;0.0556
44;0.0704;0.0889;-0.1034;-0.0000;30;32;12051;0.6183;-0.0076;-0.2306;0.0556
45;0.0704;0.0889;-0.0690;-0.0000;32;34;12051;0.6183;-0.0076;-0.2306;0.0556
46;0.0704;0.0926;-0.0345;-0.0000;34;36;12051;0.6641;-0.0076;-0.2306;0.0556
47;0.0704;0.0926;-0.0000;-0.0000;36;38;12051;0.6641;-0.0076;-0.2306;0.0556
48;0.0704;0.0963;-0.0000;-0.0000;38;38;12051;0.7023;-0.0076;-0.2306;0.0556
49;0.0741;0.1000;0.0345;-0.0000;40;40;12051;0.7405;-0.0076;-0.2306;0.0556
50;0.0741;0.1000;0.1034;-0.0000;44;42;12051;0.7405;-0.0076;-0.2306;0.0556
51;0.0741;0.1037;0.1724;-0.0000;48;44;12051;0.7405;-0.0076;-0.2086;0.0556
52;0.0741;0.1037;0.2414;-0.0000;50;46;12051;0.8168;-0.0076;-0.1867;0.0556
53;0.0741;0.1074;0.3103;-0.0000;52;48;12000;0.8931;-0.0076;-0.1867;0.0556
54;0.0741;0.1074;0.2759;-0.0000;54;50;12000;0.9313;-0.0076;-0.1647;0.0556
55;0.0741;0.1111;0.0690;-0.0000;56;54;12000;0.9771;-0.0076;-0.1647;0.0556
56;0.0741;0.1111;-0.0345;-0.0000;56;58;12000;1.0534;-0.0076;-0.1647;0.0556
57;0.0741;0.1148;-0.2069;-0.0000;58;62;11949;1.0916;-0.0076;-0.1647;0.0556
58;0.0778;0.1148;-0.3103;-0.0000;54;62;12000;1.2061;-0.0076;-0.1867;0.0556
59;0.0778;0.1185;-0.3103;-0.0000;58;64;12000;1.2901;-0.0076;-0.2086;0.0556
60;0.0815;0.1185;-0.2759;-0.0000;56;62;11949;1.4046;-0.0076;-0.2086;0.1355
61;0.0815;0.1222;-0.1724;-0.0000;60;65;11949;1.4809;-0.0076;-0.2306;0.1355
62;0.0889;0.1259;-0.0345;-0.0000;58;60;11949;1.6412;-0.0076;-0.2306;0.1355
63;0.0889;0.1259;-0.0000;-0.0000;62;62;11949;1.7176;-0.0076;-0.2306;0.1355
64;0.0926;0.1296;0.0690;-0.0000;58;58;11897;1.8702;-0.0076;-0.2306;0.1355
65;0.1000;0.1296;0.1379;-0.0000;54;54;12000;2.0305;-0.0076;-0.2086;0.1355
66;0.1037;0.1333;0.1034;-0.0000;56;54;11949;2.1450;-0.0076;-0.2086;0.1355
67;0.1074;0.1333;0.0690;-0.0000;52;52;11949;2.3053;-0.0076;-0.2086;0.2155
68;0.1111;0.1370;0.0690;-0.0000;50;50;11949;2.4580;-0.0076;-0.1867;0.2155
69;0.1148;0.1370;-0.0000;-0.0000;48;48;12000;2.6183;-0.0076;-0.1867;0.2155
70;0.1185;0.1407;-0.0690;-0.0000;46;48;12000;2.7710;-0.0153;-0.2086;0.2155
71;0.1222;0.1407;-0.0690;-0.0000;44;46;12000;2.9313;-0.0153;-0.2086;0.2155
72;0.1259;0.1444;-0.0690;-0.0000;44;46;12000;3.0840;-0.0153;-0.2086;0.2955
73;0.1259;0.1444;-0.0690;-0.0000;46;48;12000;3.2061;-0.0153;-0.2086;0.2955
74;0.1296;0.1481;-0.1034;-0.0000;46;48;12000;3.3588;-0.0153;-0.2086;0.2955
75;0.1296;0.1519;-0.1034;-0.0000;46;48;12000;3.5191;-0.0153;-0.2086;0.2955
76;0.1333;0.1519;0.0345;-0.0000;46;48;12051;3.7099;-0.0153;-0.2086;0.2955
77;0.1370;0.1556;0.1034;-0.0000;48;46;12000;3.8702;-0.0153;-0.2086;0.3754
78;0.1370;0.1556;0.1034;-0.0000;48;46;12000;4.0229;-0.0153;-0.2086;0.3754
79;0.1444;0.1593;0.0345;-0.0000;44;44;12000;4.2214;-0.0153;-0.1867;0.3754
80;0.1444;0.1593;0.0690;-0.0000;46;44;12000;4.3740;-0.0153;-0.1867;0.3754
81;0.1444;0.1630;0.0690;-0.0000;46;46;12000;4.5344;-0.0153;-0.1867;0.3754
82;0.1407;0.1630;0.0345;-0.0000;52;52;12000;4.6489;-0.0153;-0.1867;0.4554
83;0.1407;0.1667;-0.0345;-0.0000;56;58;12000;4.7710;-0.0153;-0.1867;0.4554
84;0.1444;0.1667;-0.0000;-0.0000;54;54;12000;4.9618;-0.0229;-0.1867;0.4554
85;0.1481;0.1704;-0.0000;-0.0000;52;52;12000;5.1603;-0.0229;-0.1867;0.4554
86;0.1519;0.1704;-0.0000;-0.0000;54;54;12000;5.3130;-0.0229;-0.1867;0.4554
87;0.1556;0.1741;-0.0345;-0.0000;50;52;12000;5.5115;-0.0229;-0.1867;0.5353
88;0.1556;0.1778;-0.0000;-0.0000;54;54;12000;5.6718;-0.0229;-0.1867;0.5353
89;0.1556;0.1778;-0.0000;-0.0000;56;56;11949;5.8626;-0.0229;-0.1867;0.5353
90;0.1556;0.1815;0.0345;-0.0000;58;58;12000;6.0229;-0.0229;-0.1867;0.5353
91;0.1593;0.1815;0.0690;-0.0000;56;56;11949;6.2137;-0.0229;-0.1647;0.6153
92;0.1630;0.1852;0.0345;-0.0000;56;56;11949;6.4122;-0.0229;-0.1647;0.6153
93;0.1704;0.1852;0.0690;-0.0000;52;50;12000;6.6489;-0.0229;-0.1647;0.6153
94;0.1741;0.1889;0.0345;-0.0000;46;46;12000;6.8779;-0.0229;-0.1647;0.6153
95;0.1778;0.1889;0.0345;-0.0000;48;48;12000;7.0763;-0.0229;-0.1647;0.6953
96;0.1778;0.1926;-0.0000;-0.0000;48;48;12000;7.2748;-0.0229;-0.1647;0.6953
97;0.1778;0.1926;-0.0000;-0.0000;52;52;12000;7.4275;-0.0229;-0.1647;0.6953
98;0.1815;0.1963;0.0345;-0.0000;50;50;12000;7.6641;-0.0305;-0.1647;0.6953
99;0.1889;0.2000;0.0690;-0.0000;46;46;12000;7.9008;-0.0305;-0.1427;0.7752
100;0.1926;0.2000;0.1034;-0.0000;44;44;12000;8.1298;-0.0305;-0.1427;0.7752
101;0.1926;0.2037;0.1034;-0.0000;46;46;12000;8.3282;-0.0305;-0.1427;0.7752
102;0.1963;0.2037;0.0345;-0.0000;44;44;12000;8.5649;-0.0305;-0.1427;0.8552
103;0.2000;0.2074;0.1034;-0.0000;44;40;12000;8.7939;-0.0305;-0.1207;0.8552
104;0.2000;0.2074;0.1379;-0.0000;46;44;12051;9.0305;-0.0305;-0.1207;0.8552
105;0.1963;0.2111;0.1034;-0.0000;52;50;12051;9.1908;-0.0305;-0.1207;0.8552
106;0.2000;0.2111;0.0345;-0.0000;50;50;12000;9.4198;-0.0305;-0.0988;0.9351
107;0.2037;0.2148;0.0690;-0.0000;50;48;12000;9.6565;-0.0305;-0.0988;0.9351
108;0.2000;0.2148;0.0690;-0.0000;54;52;12000;9.8550;-0.0305;-0.0988;0.9351
109;0.2074;0.2185;0.0345;-0.0000;48;48;12000;10.1298;-0.0305;-0.0988;0.9351
110;0.2148;0.2185;-0.0690;-0.0000;42;44;12000;10.4046;-0.0305;-0.0988;1.0151
111;0.2111;0.2222;-0.1379;-0.0000;46;48;12000;10.5954;-0.0305;-0.0988;1.0151
112;0.2074;0.2259;-0.0345;-0.0000;56;56;12051;10.7557;-0.0305;-0.0988;1.0151
113;0.2037;0.2259;-0.1034;-0.0000;58;60;12000;10.9466;-0.0305;-0.1207;1.0951
114;0.2148;0.2296;-0.1034;-0.0000;50;52;11949;11.2595;-0.0305;-0.1207;1.0951
115;0.2185;0.2296;-0.0345;-0.0000;52;52;12000;11.4962;-0.0305;-0.1207;1.0951
116;0.2222;0.2333;-0.0000;-0.0000;48;48;12000;11.7710;-0.0305;-0.1207;1.1750
117;0.2222;0.2333;-0.0000;-0.0000;50;50;12000;12.0076;-0.0382;-0.1207;1.1750
118;0.2259;0.2370;0.1034;-0.0000;52;50;12000;12.2366;-0.0382;-0.0988;1.1750
119;0.2259;0.2370;0.1034;-0.0000;54;52;12000;12.4733;-0.0382;-0.0988;1.1750
120;0.2296;0.2407;0.1724;-0.0000;52;48;12000;12.7481;-0.0382;-0.0988;1.2550
121;0.2296;0.2407;0.1379;-0.0000;54;50;12000;12.9847;-0.0382;-0.0768;1.2550
122;0.2333;0.2444;0.1724;-0.0000;52;48;12000;13.2595;-0.0382;-0.0768;1.2550
123;0.2333;0.2444;0.2069;-0.0000;54;50;12000;13.4886;-0.0382;-0.0548;1.3349
124;0.2370;0.2481;0.1379;-0.0000;52;50;12000;13.7634;-0.0382;-0.0548;1.3349
125;0.2407;0.2519;0.0690;-0.0000;50;48;12000;14.0382;-0.0382;-0.0328;1.3349
126;0.2444;0.2519;-0.0000;-0.0000;48;50;12000;14.3130;-0.0382;-0.0328;1.4149
127;0.2481;0.2556;-0.0000;-0.0000;48;48;12000;14.5878;-0.0382;-0.0328;1.4149
128;0.2519;0.2556;-0.0000;-0.0000;48;48;12000;14.8626;-0.0382;-0.0328;1.4149
129;0.2481;0.2593;0.0345;-0.0000;52;52;12000;15.0916;-0.0382;-0.0328;1.4949
130;0.2481;0.2593;0.0345;-0.0000;56;56;12000;15.3282;-0.0382;-0.0328;1.4949
131;0.2481;0.2630;0.0690;-0.0000;56;54;12000;15.6031;-0.0382;-0.0328;1.4949
132;0.2519;0.2630;0.1724;-0.0000;56;54;12000;15.8779;-0.0382;-0.0109;1.5748
133;0.2593;0.2667;0.1379;-0.0000;52;50;12000;16.1908;-0.0382;-0.0109;1.5748
134;0.2630;0.2667;0.1379;-0.0000;50;46;12000;16.5038;-0.0382;0.0111;1.5748
135;0.2630;0.2704;0.1724;-0.0000;52;48;12000;16.7786;-0.0382;0.0111;1.6548
136;0.2630;0.2704;0.1379;-0.0000;52;50;12000;17.0534;-0.0382;0.0111;1.6548
137;0.2630;0.2741;0.0345;-0.0000;56;56;12000;17.2824;-0.0382;0.0331;1.6548
138;0.2630;0.2778;-0.0345;-0.0000;56;58;12000;17.5573;-0.0382;0.0111;1.7348
139;0.2593;0.2778;-0.0345;-0.0000;62;64;12000;17.7939;-0.0382;0.0111;1.7348
140;0.2704;0.2815;-0.0345;-0.0000;56;56;12000;18.1450;-0.0382;0.0111;1.8147
141;0.2741;0.2815;-0.1034;-0.0000;52;56;11949;18.4580;-0.0382;0.0111;1.8147
142;0.2778;0.2852;-0.0690;-0.0000;52;54;11949;18.7710;-0.0382;0.0111;1.8147
143;0.2815;0.2852;0.0345;-0.0000;52;50;12000;19.0840;-0.0382;0.0111;1.8947
144;0.2815;0.2889;0.1034;-0.0000;50;48;12000;19.3969;-0.0382;0.0111;1.8947
145;0.2778;0.2889;0.1034;-0.0000;58;56;12000;19.6336;-0.0382;0.0331;1.8947
146;0.2778;0.2926;0.0690;-0.0000;60;60;12000;19.9084;-0.0382;0.0331;1.9746
147;0.2815;0.2926;0.0690;-0.0000;60;58;12000;20.2214;-0.0382;0.0331;1.9746
148;0.2889;0.2963;0.0690;-0.0000;56;54;11949;20.5725;-0.0382;0.0331;2.0546
149;0.2889;0.3000;0.0345;-0.0000;54;54;11949;20.8855;-0.0382;0.0331;2.0546
150;0.2963;0.3000;0.0690;-0.0000;52;50;12000;21.2366;-0.0382;0.0551;2.0546
151;0.2963;0.3037;0.0690;-0.0000;52;50;12000;21.5496;-0.0382;0.0551;2.1346
152;0.3000;0.3037;0.0690;-0.0000;52;50;12000;21.8626;-0.0382;0.0551;2.1346
153;0.2926;0.3074;0.0690;-0.0000;62;60;12000;22.0992;-0.0305;0.0551;2.1346
154;0.2926;0.3074;0.0345;-0.0000;62;60;12000;22.4504;-0.0305;0.0551;2.2145
155;0.2963;0.3111;-0.0000;-0.0000;62;62;11949;22.7634;-0.0305;0.0770;2.2145
156;0.2963;0.3111;0.0345;-0.0000;64;62;11949;23.0763;-0.0305;0.0770;2.2945
157;0.3074;0.3148;-0.0345;-0.0000;56;56;12000;23.4657;-0.0305;0.0770;2.2945
158;0.3148;0.3148;0.0345;-0.0000;50;48;12000;23.8550;-0.0305;0.0770;2.3744
159;0.3148;0.3185;0.0690;-0.0000;52;52;12000;24.1679;-0.0305;0.0770;2.3744
160;0.3148;0.3185;0.0690;-0.0000;56;54;12000;24.4809;-0.0305;0.0770;2.3744
161;0.3148;0.3222;0.0690;-0.0000;58;56;12000;24.7939;-0.0305;0.0770;2.4544
162;0.3148;0.3259;0.0690;-0.0000;60;58;12000;25.1069;-0.0305;0.0990;2.4544
163;0.3222;0.3259;0.0690;-0.0000;54;52;11949;25.5038;-0.0305;0.0990;2.5344
164;0.3222;0.3296;0.0690;-0.0000;54;52;12000;25.8931;-0.0305;0.0990;2.5344
165;0.3222;0.3296;-0.0000;-0.0000;58;56;12000;26.2061;-0.0305;0.0990;2.6143
166;0.3259;0.3333;-0.0690;-0.0000;56;56;11949;26.5573;-0.0305;0.0990;2.6143
167;0.3333;0.3333;-0.0690;-0.0000;52;52;11949;26.9466;-0.0229;0.0990;2.6943
168;0.3333;0.3370;-0.0345;-0.0000;52;52;12000;27.2977;-0.0229;0.0990;2.6943
169;0.3370;0.3370;0.0345;-0.0000;54;52;12000;27.6489;-0.0229;0.0990;2.6943
170;0.3370;0.3407;0.0345;-0.0000;54;52;12000;28.0000;-0.0229;0.0990;2.7742
171;0.3370;0.3407;0.0690;-0.0000;54;52;12000;28.3588;-0.0229;0.0990;2.7742
172;0.3407;0.3444;0.0690;-0.0000;56;54;12000;28.7099;-0.0229;0.0990;2.8542
173;0.3407;0.3444;0.1034;-0.0000;58;54;12000;29.0992;-0.0229;0.1210;2.8542
174;0.3407;0.3481;0.1034;-0.0000;58;56;12000;29.4504;-0.0229;0.1210;2.9342
175;0.3407;0.3519;0.0345;-0.0000;60;56;12000;29.8015;-0.0229;0.1210;2.9342
176;0.3481;0.3519;-0.0000;-0.0000;56;54;11949;30.1908;-0.0229;0.1210;3.0141
177;0.3519;0.3556;-0.0345;-0.0000;54;54;11949;30.5878;-0.0153;0.1210;3.0141
178;0.3519;0.3556;-0.1034;-0.0000;56;56;12000;30.9389;-0.0153;0.1210;3.0941
179;0.3519;0.3593;-0.1034;-0.0000;58;58;12000;31.2901;-0.0153;0.1210;3.0941
180;0.3519;0.3593;-0.0000;-0.0000;62;60;12000;31.6794;-0.0153;0.1210;3.0941
181;0.3481;0.3630;0.0345;-0.0000;67;65;11949;32.0305;-0.0153;0.1210;3.1741
182;0.3519;0.3630;0.0345;-0.0000;65;64;11949;32.4275;-0.0153;0.1210;3.1741
183;0.3593;0.3667;0.0345;-0.0000;60;58;11949;32.8550;-0.0153;0.1210;3.2540
184;0.3630;0.3667;0.0690;-0.0000;60;58;11949;33.2443;-0.0153;0.1210;3.2540
185;0.3704;0.3704;0.0345;-0.0000;56;52;11949;33.6718;-0.0076;0.1430;3.3340
186;0.3704;0.3704;0.0345;-0.0000;54;52;12000;34.0687;-0.0076;0.1430;3.3340
187;0.3667;0.3741;0.0345;-0.0000;60;58;12000;34.4198;-0.0076;0.1430;3.4139
188;0.3667;0.3778;-0.0000;-0.0000;64;60;11949;34.7710;-0.0076;0.1430;3.4139
189;0.3667;0.3778;-0.0690;-0.0000;65;65;12000;35.1221;-0.0076;0.1430;3.4939
190;0.3667;0.3815;-0.1034;-0.0000;65;65;11949;35.5115;-0.0076;0.1430;3.4939
191;0.3778;0.3815;-0.1724;-0.0000;58;58;11949;35.9847;-0.0076;0.1210;3.5739
192;0.3852;0.3852;-0.1724;-0.0000;50;52;11949;36.4504;-0.0076;0.1210;3.5739
193;0.3889;0.3852;-0.2759;-0.0000;48;50;12000;36.8855;0.0000;0.0990;3.6538
194;0.3963;0.3889;-0.2414;-0.0000;46;48;12000;37.3130;0.0000;0.0990;3.6538
195;0.3926;0.3889;-0.2069;-0.0000;48;50;12000;37.7023;0.0000;0.0770;3.7338
196;0.3889;0.3926;-0.1379;-0.0000;56;56;12051;38.0534;0.0000;0.0770;3.7338
197;0.3889;0.3926;-0.0000;-0.0000;60;58;12000;38.4504;0.0000;0.0770;3.8137
198;0.3852;0.3963;0.0345;-0.0000;65;64;12000;38.8397;0.0000;0.0770;3.8137
199;0.3889;0.4000;0.0690;-0.0000;64;60;12000;39.2672;0.0000;0.0770;3.8937
200;0.3963;0.4000;0.0690;-0.0000;58;54;12000;39.7405;0.0000;0.0770;3.9737
201;0.4000;0.4037;0.1034;-0.0000;58;54;12000;40.1679;0.0000;0.0990;3.9737
202;0.4037;0.4037;0.0345;-0.0000;56;54;11949;40.5954;0.0000;0.0990;4.0536
203;0.4074;0.4074;0.0690;-0.0000;56;52;12000;41.0305;0.0000;0.0990;4.0536
204;0.4074;0.4074;0.0690;-0.0000;56;52;12000;41.4580;0.0076;0.0990;4.1336
205;0.4074;0.4111;-0.0000;-0.0000;60;58;12000;41.8473;0.0076;0.0990;4.1336
206;0.4037;0.4111;-0.0345;-0.0000;64;62;12000;42.2443;0.0076;0.0990;4.2135
207;0.4074;0.4148;-0.0345;-0.0000;64;62;12000;42.6718;0.0076;0.0990;4.2135
208;0.4148;0.4148;-0.0690;-0.0000;58;58;11949;43.1450;0.0076;0.0990;4.2935
209;0.4148;0.4185;-0.0345;-0.0000;60;58;11949;43.5725;0.0076;0.0990;4.2935
210;0.4148;0.4185;-0.0690;-0.0000;60;60;12000;44.0000;0.0076;0.0990;4.3735
211;0.4222;0.4222;-0.1034;-0.0000;56;56;11949;44.4733;0.0076;0.0990;4.3735
212;0.4222;0.4259;-0.1034;-0.0000;58;58;11949;44.9008;0.0076;0.0770;4.4534
213;0.4259;0.4259;-0.1034;-0.0000;54;56;11949;45.3740;0.0076;0.0770;4.5334
214;0.4222;0.4296;-0.0690;-0.0000;60;62;12000;45.7634;0.0153;0.0770;4.5334
215;0.4185;0.4296;-0.0690;-0.0000;67;67;11949;46.1527;0.0153;0.0770;4.6133
216;0.4222;0.4333;-0.0690;-0.0000;67;67;11949;46.5802;0.0153;0.0770;4.6133
217;0.4259;0.4333;-0.0690;-0.0000;65;65;12000;47.0534;0.0153;0.0551;4.6933
218;0.4296;0.4370;-0.0000;-0.0000;64;64;11949;47.5191;0.0153;0.0551;4.6933
219;0.4333;0.4370;-0.0000;-0.0000;62;62;11949;48.0305;0.0153;0.0551;4.7733
220;0.4333;0.4407;-0.0345;-0.0000;64;65;11949;48.5038;0.0153;0.0551;4.7733
221;0.4370;0.4407;-0.0690;-0.0000;62;64;11949;48.9695;0.0153;0.0551;4.8532
222;0.4333;0.4444;-0.0690;-0.0000;69;69;11949;49.3969;0.0153;0.0551;4.9332
223;0.4296;0.4444;-0.0345;-0.0000;73;71;11897;49.8702;0.0153;0.0551;4.9332
224;0.4333;0.4481;-0.0690;-0.0000;71;71;11949;50.3359;0.0153;0.0551;5.0132
225;0.4407;0.4519;-0.0690;-0.0000;65;67;11897;50.8473;0.0153;0.0551;5.0132
226;0.4481;0.4519;-0.0690;-0.0000;62;64;11897;51.3969;0.0229;0.0551;5.0931
227;0.4481;0.4556;-0.1379;-0.0000;64;67;11949;51.8244;0.0229;0.0331;5.1731
228;0.4481;0.4556;-0.2069;-0.0000;64;67;11949;52.3359;0.0229;0.0331;5.1731
229;0.4519;0.4593;-0.2069;-0.0000;64;67;11949;52.8397;0.0229;0.0331;5.2530
230;0.4519;0.4593;-0.2414;-0.0000;64;69;11897;53.3130;0.0229;0.0111;5.2530
231;0.4593;0.4630;-0.2069;-0.0000;62;65;11949;53.8168;0.0229;-0.0109;5.3330
232;0.4593;0.4630;-0.2069;-0.0000;62;67;11949;54.2901;0.0229;-0.0109;5.4130
233;0.4630;0.4667;-0.1724;-0.0000;60;64;11949;54.8397;0.0229;-0.0109;5.4130
234;0.4630;0.4667;-0.1034;-0.0000;62;65;11949;55.3435;0.0229;-0.0328;5.4929
235;0.4593;0.4704;-0.1034;-0.0000;67;71;12000;55.7786;0.0229;-0.0328;5.5729
236;0.4704;0.4704;-0.0690;-0.0000;62;64;11949;56.3206;0.0229;-0.0328;5.5729
237;0.4704;0.4741;-0.0345;-0.0000;64;65;11949;56.7939;0.0229;-0.0328;5.6528
238;0.4741;0.4778;-0.0345;-0.0000;62;64;11949;57.3053;0.0229;-0.0328;5.6528
239;0.4741;0.4778;-0.1034;-0.0000;62;64;11949;57.8092;0.0229;-0.0328;5.7328
240;0.4741;0.4815;-0.0345;-0.0000;65;67;11949;58.2824;0.0229;-0.0328;5.8128
241;0.4815;0.4815;-0.1034;-0.0000;58;62;11949;58.8244;0.0229;-0.0548;5.8128
242;0.4852;0.4852;-0.0000;-0.0000;60;60;12000;59.3359;0.0153;-0.0548;5.8927
243;0.4815;0.4852;-0.0690;-0.0000;62;65;11949;59.8473;0.0153;-0.0548;5.9727
244;0.4815;0.4889;-0.0000;-0.0000;67;67;11949;60.3130;0.0153;-0.0548;5.9727
245;0.4852;0.4889;0.0345;-0.0000;65;67;12000;60.8244;0.0153;-0.0548;6.0526
246;0.4889;0.4926;0.0345;-0.0000;62;64;11949;61.3664;0.0153;-0.0328;6.1326
247;0.4926;0.4926;0.1034;-0.0000;64;64;11949;61.8779;0.0153;-0.0328;6.1326
248;0.4963;0.4963;0.1379;-0.0000;62;60;11949;62.4275;0.0153;-0.0328;6.2126
249;0.5000;0.5000;0.1724;-0.0000;62;60;12000;62.9313;0.0153;-0.0109;6.2925
250;0.5000;0.5000;0.0690;-0.0000;60;60;11949;63.4427;0.0153;-0.0109;6.2925
251;0.5000;0.5000;0.0690;-0.0000;60;60;11949;63.9542;0.0153;-0.0109;6.3725
252;0.5037;0.5000;0.0690;-0.0000;56;54;11949;64.4962;0.0153;-0.0109;6.3725
253;0.5074;0.5000;0.0690;-0.0000;52;52;12000;65.0458;0.0153;0.0111;6.4525
254;0.5074;0.5000;-0.0000;-0.0000;50;52;12000;65.5573;0.0153;0.0111;6.5324
255;0.5074;0.5000;-0.0345;-0.0000;50;52;12000;66.0611;0.0153;0.0111;6.5324
256;0.5037;0.5000;-0.0000;-0.0000;54;56;12051;66.5344;0.0153;0.0111;6.6124
257;0.5000;0.5000;0.1034;-0.0000;58;58;12000;67.0000;0.0153;0.0111;6.6923
258;0.4926;0.5000;0.1379;-0.0000;65;64;12000;67.4351;0.0153;0.0111;6.6923
259;0.5000;0.5000;0.1724;-0.0000;62;60;12000;67.9771;0.0153;0.0331;6.7723
260;0.5000;0.5000;0.2414;-0.0000;62;58;12000;68.4885;0.0153;0.0551;6.7723
261;0.5037;0.5000;0.3448;-0.0000;58;52;12000;69.0382;0.0229;0.0770;6.8523
262;0.5037;0.5000;0.3793;-0.0000;58;52;12000;69.5420;0.0229;0.0990;6.9322
263;0.5000;0.5000;0.3448;-0.0000;60;56;12051;70.0153;0.0229;0.0990;6.9322
264;0.5000;0.5000;0.2759;-0.0000;60;56;12000;70.5267;0.0229;0.1210;7.0122
265;0.4963;0.5000;0.2414;-0.0000;62;60;12000;70.9924;0.0229;0.1430;7.0921
