general_params = {
fan_speed = 0.000000,
angular_kp = 0.042000,
angular_ki = 0.000210,
angular_kd = 0.000000,
angular_acc_feed_forward_k = 0.000350,
angular_brake_feed_forward_k = 0.000300,
angular_vel_feed_forward_k = 0.003000,
linear_vel_acc_feed_forward_k = 0.031250,
linear_vel_brake_feed_forward_k = 0.018000,
linear_vel_feed_forward_k = 0.105000,
wall_kp = 0.009000,
wall_ki = 0.000000,
wall_kd = 0.000000,
linear_vel_kp = 2.500000,
linear_vel_ki = 0.010000,
linear_vel_kd = 25.000000,
diagonal_walls_kp = 0.009000,
diagonal_walls_ki = 0.000000,
diagonal_walls_kd = 0.000000,
start_wall_break_mm_left = 56.000000,
start_wall_break_mm_right = 64.000000,
enable_wall_break_correction = 1.000000,
max_linear_acc_jerk = 40.000000,
max_linear_brake_jerk = 40.000000,
wheel_radius_mm = 13.250000,
coulomb_ff = 0.130000,
angular_coulomb_ff = 0.010000,
angular_static_ff = 0.010000,
angular_coulomb_ff_inplace = 0.110000,
angular_static_ff_inplace = 0.130000,
};
t;Vel;TgtVel;AngVel;TgtAngVel;PWM_L;PWM_R;ImuDiff;PosX;PosY;Angle;Dist;SensL;SensFL;SensFR;SensR
0.0;0.4945;0.5000;-0.2761;0.0000;64;60;-0.0049;0.2366;0.0000;-0.0109;-0.2439;179.2;270.0;270.0;197.9
0.5;0.4950;0.5000;-0.2514;0.0000;64;60;0.0049;0.4809;-0.0076;-0.0109;-0.2439;179.7;270.0;270.0;197.9
1.0;0.4954;0.5000;-0.2802;0.0000;64;60;-0.0733;0.7710;-0.0076;-0.0328;0.5557;179.7;270.0;270.0;198.7
1.5;0.4963;0.5000;-0.2376;0.0000;62;60;0.0831;1.0534;-0.0076;-0.0328;0.5557;179.7;270.0;270.0;198.2
2.0;0.4973;0.5000;-0.2610;0.0000;62;58;0.0049;1.2977;-0.0076;-0.0328;0.5557;180.0;270.0;270.0;197.9
2.5;0.4968;0.5000;-0.2225;0.0000;64;58;-0.0831;1.5038;-0.0076;-0.0548;1.3553;179.7;270.0;270.0;197.9
3.0;0.4973;0.5000;-0.2459;0.0000;64;58;-0.0733;1.7863;-0.0076;-0.0548;1.3553;179.7;270.0;270.0;197.9
3.5;0.4968;0.5000;-0.2239;0.0000;64;60;0.0831;1.9847;-0.0076;-0.0548;1.3553;180.3;270.0;270.0;197.7
4.0;0.4963;0.5000;-0.2665;0.0000;64;62;0.0049;2.2290;-0.0076;-0.0768;2.1549;180.0;270.0;270.0;197.2
4.5;0.4959;0.5005;-0.2912;0.0000;65;62;0.0049;2.4733;-0.0076;-0.0768;2.1549;179.5;270.0;270.0;197.2
5.0;0.4959;0.5005;-0.2734;0.0000;65;62;0.0049;2.7176;-0.0076;-0.0768;2.1549;179.7;270.0;270.0;197.9
5.5;0.4954;0.5005;-0.2802;0.0000;65;64;0.0049;2.9618;-0.0076;-0.0988;2.9546;179.2;270.0;270.0;197.7
6.0;0.4954;0.5005;-0.2555;0.0000;67;64;0.0049;3.2061;-0.0076;-0.0988;2.9546;179.7;270.0;270.0;197.9
6.5;0.4950;0.5009;-0.2967;0.0000;67;64;0.0049;3.4504;-0.0076;-0.0988;2.9546;179.7;270.0;270.0;197.4
7.0;0.4959;0.5009;-0.2665;0.0000;67;64;-0.0733;3.7328;-0.0076;-0.1207;2.9546;179.5;270.0;270.0;197.4
7.5;0.4968;0.5009;-0.2940;0.0000;65;64;0.0831;4.0229;-0.0076;-0.1207;3.7542;180.0;270.0;270.0;197.2
8.0;0.4968;0.5014;-0.2569;0.0000;65;62;-0.0733;4.2214;-0.0076;-0.1207;3.7542;181.6;270.0;270.0;197.2
8.5;0.4982;0.5014;-0.2816;0.0000;65;62;0.0049;4.5496;-0.0076;-0.1427;3.7542;181.1;270.0;270.0;197.4
9.0;0.4991;0.5018;-0.3228;0.0000;64;62;0.0049;4.7939;-0.0076;-0.1427;4.5538;180.3;270.0;270.0;197.4
9.5;0.5005;0.5018;-0.3352;0.0000;64;60;-0.0733;5.0763;-0.0076;-0.1647;4.5538;180.5;270.0;270.0;197.2
10.0;0.5014;0.5023;-0.3695;0.0000;62;60;0.0049;5.3206;-0.0076;-0.1647;4.5538;179.7;270.0;270.0;197.2
10.5;0.5018;0.5023;-0.3393;0.0000;62;60;0.0049;5.5649;-0.0076;-0.1867;5.3534;180.0;270.0;270.0;197.2
11.0;0.5023;0.5027;-0.3709;0.0000;62;60;0.0049;5.8092;-0.0153;-0.1867;5.3534;179.7;270.0;270.0;196.9
11.5;0.5032;0.5027;-0.3434;0.0000;62;60;-0.0733;6.0916;-0.0153;-0.2086;5.3534;180.5;270.0;270.0;196.9
12.0;0.5041;0.5032;-0.3750;0.0000;62;60;-0.0733;6.3817;-0.0153;-0.2086;6.1530;179.7;270.0;270.0;196.9
12.5;0.5050;0.5032;-0.3585;0.0000;62;58;0.0049;6.6260;-0.0153;-0.2086;6.1530;180.3;270.0;270.0;196.6
13.0;0.5055;0.5037;-0.3887;0.0000;62;60;0.0049;6.8626;-0.0153;-0.2306;6.1530;180.0;270.0;270.0;196.6
13.5;0.5064;0.5037;-0.3544;0.0000;62;58;-0.0733;7.1527;-0.0153;-0.2306;6.9526;180.3;270.0;270.0;196.6
14.0;0.5069;0.5041;-0.3654;0.0000;62;60;0.0049;7.3969;-0.0153;-0.2526;6.9526;180.0;270.0;270.0;196.6
14.5;0.5073;0.5046;-0.3970;0.0000;62;60;0.0049;7.6412;-0.0153;-0.2526;6.9526;180.5;270.0;270.0;196.6
15.0;0.5073;0.5046;-0.4135;0.0000;62;60;0.0049;7.8855;-0.0229;-0.2746;7.7522;179.7;270.0;270.0;196.4
15.5;0.5087;0.5050;-0.4327;0.0000;62;60;0.0147;8.2061;-0.0229;-0.2965;7.7522;180.0;270.0;270.0;196.6
16.0;0.5096;0.5055;-0.3984;0.0000;62;60;0.0049;8.4504;-0.0229;-0.2965;7.7522;179.7;270.0;270.0;196.4
16.5;0.5101;0.5055;-0.4327;0.0000;60;60;-0.0733;8.7328;-0.0229;-0.3185;8.5518;180.5;270.0;270.0;196.6
17.0;0.5105;0.5060;-0.3723;0.0000;62;60;0.0049;8.9771;-0.0229;-0.3185;8.5518;180.3;270.0;270.0;196.6
17.5;0.5119;0.5064;-0.3887;0.0000;62;60;0.0049;9.3053;-0.0305;-0.3405;8.5518;181.1;270.0;270.0;197.2
18.0;0.5128;0.5069;-0.3599;0.0000;60;60;0.0049;9.5496;-0.0305;-0.3405;9.3514;181.3;270.0;270.0;196.6
18.5;0.5142;0.5073;-0.3832;0.0000;60;58;-0.0733;9.8321;-0.0305;-0.3624;9.3514;180.5;270.0;270.0;197.2
19.0;0.5147;0.5078;-0.3503;0.0000;60;58;0.0049;10.0763;-0.0305;-0.3624;9.3514;181.1;270.0;270.0;197.2
19.5;0.5169;0.5078;-0.3475;0.0000;58;58;0.0049;10.4046;-0.0305;-0.3844;10.1510;180.5;270.0;270.0;196.6
20.0;0.5179;0.5082;-0.3571;0.0000;58;56;0.0049;10.6489;-0.0382;-0.3844;10.1510;180.8;270.0;270.0;196.1
20.5;0.5183;0.5087;-0.3462;0.0000;58;58;0.0049;10.8931;-0.0382;-0.3844;10.1510;180.5;270.0;270.0;195.8
21.0;0.5201;0.5092;-0.3544;0.0000;58;56;0.0049;11.2137;-0.0382;-0.4064;10.9506;181.1;270.0;270.0;195.8
21.5;0.5211;0.5096;-0.3008;0.0000;58;56;0.0049;11.4580;-0.0382;-0.4064;10.9506;180.5;270.0;270.0;195.8
22.0;0.5215;0.5101;-0.2940;0.0000;58;56;-0.0733;11.7405;-0.0458;-0.4284;10.9506;181.1;270.0;270.0;195.6
22.5;0.5220;0.5105;-0.2294;0.0000;60;56;0.0049;11.9847;-0.0458;-0.4284;11.7503;180.0;270.0;270.0;196.1
23.0;0.5220;0.5110;-0.2115;0.0000;60;58;0.0049;12.2290;-0.0458;-0.4284;11.7503;181.6;270.0;270.0;196.1
23.5;0.5224;0.5114;-0.1593;0.0000;62;58;-0.0831;12.5191;-0.0458;-0.4284;11.7503;180.5;270.0;270.0;195.8
24.0;0.5229;0.5119;-0.0975;0.0000;64;58;-0.0049;12.7634;-0.0534;-0.4503;12.5499;181.1;270.0;270.0;197.4
24.5;0.5229;0.5124;-0.0742;0.0000;64;58;-0.0049;13.0076;-0.0534;-0.4503;12.5499;181.8;270.0;270.0;196.6
25.0;0.5234;0.5128;-0.0481;0.0000;65;58;-0.0831;13.2901;-0.0534;-0.4503;12.5499;181.6;270.0;270.0;196.1
25.5;0.5234;0.5137;-0.0536;0.0000;65;58;-0.0049;13.5344;-0.0534;-0.4503;13.3495;180.8;270.0;270.0;196.6
26.0;0.5243;0.5142;-0.0302;0.0000;65;58;-0.0831;13.8168;-0.0611;-0.4503;13.3495;181.1;270.0;270.0;196.4
26.5;0.5252;0.5147;-0.0371;0.0000;65;58;0.0733;14.0992;-0.0611;-0.4503;13.3495;180.5;270.0;270.0;195.8
