>>> Place micromouse at 10 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 10 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
150,10,10,13,165,725
150,11,10,15,163,723
150,12,10,14,168,724
150,13,10,16,164,724
150,14,9,15,163,725
150,15,9,14,166,724
150,16,9,14,161,725
150,17,10,14,166,724
150,18,10,14,164,723
150,19,10,13,163,725
150,20,10,12,167,724
150,21,10,12,162,725
150,22,10,13,166,725
150,23,10,14,165,724
150,24,10,14,164,724
150,25,10,14,165,724
150,26,9,14,161,725
150,27,10,15,168,724
150,28,10,15,161,726
150,29,10,14,169,725
150,30,10,14,162,724
150,31,10,14,168,724
150,32,10,14,164,724
150,33,10,15,168,726
150,34,9,14,164,725
150,35,10,14,165,726
150,36,10,14,165,726
150,37,10,14,166,716
150,38,10,12,164,725
150,39,9,13,167,725
150,40,10,13,165,726
150,41,9,13,167,725
150,42,9,13,163,726
150,43,10,14,169,723
150,44,10,13,161,723
150,45,10,14,168,725
150,46,10,13,160,725
150,47,10,13,165,726
150,48,10,14,163,725
150,49,10,15,165,724
150,50,9,15,164,725
--- 150 mm Summary | Avg: L=9 FL=13 FR=164 R=724 ---

>>> Place micromouse at 160 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 160 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
160,1,10,15,36,635
160,2,10,17,33,636
160,3,10,14,32,636
160,4,9,13,42,637
160,5,10,14,36,636
160,6,9,15,34,637
160,7,10,13,31,636
160,8,9,13,37,636
160,9,9,13,34,637
160,10,9,14,30,637
160,11,9,14,38,637
160,12,9,15,34,637
160,13,9,14,33,637
160,14,10,14,35,637
160,15,9,14,30,637
160,16,9,14,37,637
160,17,10,14,34,637
160,18,10,14,33,637
160,19,10,14,34,637
160,20,9,13,30,638
160,21,10,12,36,638
160,22,10,13,29,636
160,23,9,13,38,637
160,24,10,13,32,636
160,25,10,13,36,637
160,26,10,13,34,637
160,27,10,13,35,638
160,28,10,13,34,637
160,29,9,12,34,636
160,30,10,13,34,638
160,31,9,12,33,636
160,32,9,12,34,637
160,33,9,13,34,637
160,34,10,13,34,636
160,35,9,13,36,637
160,36,10,14,33,636
160,37,9,13,38,637
160,38,9,14,32,636
160,39,10,14,38,637
160,40,10,14,30,638
160,41,9,14,35,635
160,42,10,15,32,637
160,43,9,15,34,636
160,44,9,15,34,637
160,45,9,14,34,633
160,46,10,14,36,638
160,47,9,13,31,637
160,48,9,13,37,636
160,49,10,14,31,637
160,50,9,14,33,637
--- 160 mm Summary | Avg: L=9 FL=13 FR=34 R=636 ---

========================================
>>> Place micromouse at 170 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 170 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
170,1,10,15,16,564
170,2,10,15,19,565
170,3,10,13,14,565
170,4,9,14,16,565
170,5,10,15,10,565
170,6,9,14,16,564
170,7,9,13,13,565
170,8,10,13,9,565
170,9,10,14,14,565
170,10,9,14,13,565
170,11,9,15,9,565
170,12,10,14,17,566
170,13,9,14,13,566
170,14,9,14,12,560
170,15,10,14,14,566
170,16,10,14,9,565
170,17,10,13,18,566
170,18,9,13,13,565
170,19,10,13,13,566
170,20,9,13,14,564
170,21,10,14,12,566
170,22,10,14,14,566
170,23,10,15,10,565
170,24,10,15,15,566
170,25,9,15,9,566
170,26,10,14,17,566
170,27,9,14,9,566
170,28,10,14,17,566
170,29,9,14,9,565
170,30,9,14,17,565
170,31,10,13,8,565
170,32,9,13,17,566
170,33,10,13,9,566
170,34,9,13,15,565
170,35,9,13,10,565
170,36,10,13,14,565
170,37,9,14,12,566
170,38,10,14,14,566
170,39,10,14,13,566
170,40,10,14,14,566
170,41,9,14,16,566
170,42,10,14,12,565
170,43,9,15,17,566
170,44,10,15,9,566
170,45,9,15,14,566
170,46,9,14,13,566
170,47,9,13,13,565
170,48,9,13,15,566
170,49,9,14,10,565
170,50,9,14,15,566
--- 170 mm Summary | Avg: L=9 FL=13 FR=13 R=565 ---

========================================
>>> Place micromouse at 180 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 180 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
180,1,10,19,35,499
180,2,10,16,14,501
180,3,9,13,15,501
180,4,9,14,27,500
180,5,9,12,11,498
180,6,9,14,6,500
180,7,9,15,14,500
180,8,9,15,11,501
180,9,9,14,9,501
180,10,10,13,14,502
180,11,9,14,7,500
180,12,9,14,14,501
180,13,10,14,11,501
180,14,9,14,10,502
