>>> Place micromouse at 10 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 10 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
180,15,9,13,12,502
180,16,9,12,10,502
180,17,9,12,12,502
180,18,9,13,8,501
180,19,9,12,12,502
180,20,9,13,7,502
180,21,9,13,12,502
180,22,9,13,7,502
180,23,9,13,12,501
180,24,9,13,8,500
180,25,9,13,11,501
180,26,10,14,10,501
180,27,9,14,11,502
180,28,9,14,10,501
180,29,9,14,11,501
180,30,9,14,12,501
180,31,9,14,10,501
180,32,9,14,15,501
180,33,9,15,6,502
180,34,9,15,14,501
180,35,10,16,8,502
180,36,9,15,11,501
180,37,9,14,10,500
180,38,9,13,10,500
180,39,10,12,15,501
180,40,9,13,7,501
180,41,9,13,12,501
180,42,9,14,10,501
180,43,9,14,11,501
180,44,9,15,15,500
180,45,10,15,6,501
180,46,9,15,11,501
180,47,10,13,11,501
180,48,9,12,10,501
180,49,10,14,14,501
180,50,9,14,10,500
--- 180 mm Summary | Avg: L=9 FL=13 FR=11 R=500 ---

>>> Place micromouse at 190 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 190 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
190,1,9,21,13,443
190,2,10,15,15,443
190,3,9,13,26,444
190,4,9,15,9,443
190,5,9,15,9,443
190,6,9,13,12,442
190,7,9,13,9,444
190,8,10,13,10,444
190,9,9,12,10,444
190,10,9,13,5,444
190,11,9,14,14,445
190,12,9,15,10,445
190,13,9,15,9,445
190,14,9,15,10,445
190,15,9,16,8,444
190,16,9,15,10,445
190,17,9,15,6,444
190,18,9,15,14,445
190,19,9,14,6,444
190,20,9,14,14,445
190,21,9,14,7,444
190,22,9,15,14,444
190,23,9,15,7,444
190,24,9,15,14,444
190,25,9,15,7,444
190,26,9,15,14,445
190,27,9,15,6,444
190,28,9,15,13,444
190,29,9,15,6,444
190,30,9,14,10,444
190,31,9,13,7,445
190,32,9,13,10,444
190,33,9,13,9,445
190,34,10,13,10,444
190,35,9,13,12,445
190,36,9,14,7,445
190,37,9,13,14,444
190,38,9,14,5,445
190,39,9,15,10,445
190,40,9,15,9,445
190,41,9,14,10,444
190,42,9,14,14,445
190,43,10,13,5,444
190,44,10,14,12,444
190,45,10,14,8,445
190,46,10,14,9,444
190,47,9,14,14,444
190,48,10,16,6,444
190,49,9,15,10,444
190,50,9,13,9,444
--- 190 mm Summary | Avg: L=9 FL=14 FR=10 R=444 ---

>>> Place micromouse at 200 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 200 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
200,1,10,15,13,397
200,2,9,14,15,398
200,3,9,13,33,399
200,4,10,13,22,398
200,5,10,15,9,397
200,6,10,14,10,396
200,7,10,14,6,397
200,8,10,13,9,399
200,9,10,14,9,399
200,10,10,13,5,399
200,11,9,13,13,399
200,12,9,14,8,399
200,13,9,14,10,399
200,14,9,15,9,398
200,15,9,15,9,399
200,16,9,15,10,399
200,17,9,15,6,399
200,18,9,15,11,398
200,19,9,15,5,398
200,20,9,15,12,398
200,21,10,15,5,399
200,22,9,15,12,399
200,23,10,15,5,399
200,24,10,15,12,399
200,25,9,15,5,398
200,26,9,15,11,398
200,27,9,15,7,399
200,28,10,14,10,399
200,29,10,14,8,399
200,30,10,14,9,399
200,31,9,13,9,397
200,32,9,12,10,399
200,33,9,12,12,399
200,34,10,13,6,399
200,35,10,13,12,399
200,36,10,13,5,399
200,37,10,13,9,398
200,38,9,14,9,399
200,39,10,15,10,398
200,40,10,15,14,399
200,41,10,14,5,399
200,42,10,13,9,399
200,43,10,13,8,399
200,44,9,13,10,399
200,45,10,14,13,398
200,46,10,14,6,398
200,47,9,16,10,399
200,48,9,14,11,399
200,49,10,14,5,399
200,50,10,13,10,399

>>> Place micromouse at 210 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 210 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
210,1,9,16,13,355
210,2,9,15,13,355
210,3,10,14,21,355
210,4,10,13,27,355
210,5,10,14,4,354
210,6,10,15,10,353
210,7,10,14,10,353
210,8,10,14,7,355
210,9,10,14,9,355
210,10,9,13,10,356
210,11,10,14,5,355
210,12,10,14,13,355
210,13,10,15,10,356
210,14,9,15,9,356
210,15,9,15,10,356
210,16,10,14,4,356
210,17,10,14,13,356
210,18,10,13,6,356
210,19,10,13,13,352
210,20,9,13,9,355
210,21,9,13,9,356
210,22,9,14,10,356
210,23,9,14,9,356
210,24,9,14,9,356
210,25,9,14,8,355
210,26,9,14,9,356
210,27,9,14,10,356
210,28,9,13,9,356
210,29,10,13,10,356
210,30,10,14,9,356
210,31,9,14,12,356
210,32,10,14,6,356
210,33,10,14,13,356
210,34,10,15,4,356
210,35,10,15,11,356
210,36,9,15,6,356
210,37,10,15,9,356
210,38,9,14,8,355
210,39,9,14,9,355
210,40,9,12,12,356
210,41,9,12,6,356
210,42,9,13,12,356
210,43,9,14,7,356
210,44,9,14,9,356
210,45,10,14,10,356
210,46,10,15,6,356
210,47,10,15,13,356
210,48,10,14,7,356
210,49,9,14,9,356
210,50,9,13,12,356
--- 210 mm Summary | Avg: L=9 FL=13 FR=9 R=355 ---

========================================
>>> Place micromouse at 220 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 220 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
220,1,9,15,20,307
220,2,10,14,15,307
220,3,9,14,22,307
220,4,9,13,8,307
220,5,9,14,9,306
220,6,9,15,9,306
220,7,9,15,4,307
220,8,9,14,13,308
220,9,9,14,9,307
220,10,9,14,8,308
220,11,9,13,9,308
220,12,9,13,6,308
220,13,10,12,10,308
220,14,10,13,4,308
220,15,10,13,11,308
220,16,10,13,5,308
220,17,10,13,12,308
220,18,10,13,5,308
220,19,9,13,13,307
220,20,10,12,4,307
220,21,10,12,12,307
220,22,10,13,4,308
220,23,10,14,9,307
220,24,10,14,5,308
220,25,10,13,9,307
220,26,10,13,8,305
220,27,10,14,9,308
220,28,10,14,10,308
220,29,10,14,8,308
220,30,10,15,13,308
220,31,10,15,5,308
220,32,10,15,10,307
220,33,9,14,8,308
220,34,10,13,9,308
220,35,9,13,13,308
220,36,10,13,5,308
220,37,10,14,10,308
220,38,10,14,8,307
220,39,10,14,9,307
220,40,10,16,13,308
220,41,10,15,5,307
220,42,10,13,9,308
220,43,10,12,9,308
220,44,10,14,7,307
220,45,10,14,10,307
220,46,10,14,8,307
220,47,10,15,8,307
220,48,10,14,12,307
220,49,10,12,7,307
220,50,10,13,9,307
--- 220 mm Summary | Avg: L=9 FL=13 FR=9 R=307 ---

========================================
>>> Place micromouse at 230 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 230 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
230,1,10,23,12,272
230,2,10,16,11,272
230,3,10,14,9,273
230,4,10,13,13,273
230,5,10,13,13,272
230,6,9,15,9,271
230,7,9,16,8,270
230,8,10,15,10,272
230,9,10,13,6,273
230,10,10,13,13,273
230,11,9,14,9,273
230,12,10,14,9,273
230,13,10,14,9,273
230,14,10,13,8,273
230,15,10,12,9,273
230,16,10,12,6,273
230,17,9,12,10,273
230,18,10,12,6,273
230,19,10,12,9,273
230,20,10,12,6,273
230,21,10,13,9,273
230,22,10,12,8,273
230,23,10,12,10,273
230,24,10,13,8,273
230,25,10,14,9,273
230,26,10,14,10,273
230,27,10,14,8,273
230,28,10,14,13,273
230,29,10,14,5,273
230,30,9,14,11,273
230,31,10,14,7,273
230,32,9,16,9,272
230,33,9,16,10,273
230,34,10,15,7,273
230,35,10,14,13,273
230,36,10,13,6,273
230,37,10,12,9,273
230,38,9,14,10,273
230,39,10,14,5,272
230,40,10,14,10,272
230,41,10,16,9,273
230,42,10,15,9,273
230,43,10,14,13,273
230,44,10,13,5,273
230,45,10,12,9,272
230,46,9,13,12,272
230,47,9,14,5,273
230,48,10,15,10,273
230,49,10,15,9,273
230,50,10,14,5,273
--- 230 mm Summary | Avg: L=9 FL=13 FR=8 R=272 ---

========================================
>>> Place micromouse at 240 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 240 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
240,1,9,17,13,235
240,2,10,15,10,236
240,3,9,14,17,236
240,4,10,14,18,234
240,5,9,12,5,235
240,6,9,15,10,235
240,7,10,15,10,234
240,8,9,14,5,236
240,9,10,13,13,236
240,10,9,13,9,235
240,11,9,14,9,236
240,12,9,14,9,236
240,13,10,13,7,237
240,14,9,12,10,237
240,15,9,12,5,236
240,16,10,13,12,236
240,17,10,13,5,236
240,18,9,13,12,236
240,19,9,12,5,236
240,20,10,13,12,236
240,21,9,13,5,236
240,22,10,12,11,235
240,23,9,13,6,236
240,24,10,13,10,236
240,25,9,13,7,236
240,26,10,13,9,237
240,27,9,13,9,236
240,28,9,14,9,237
240,29,9,14,13,236
240,30,9,14,6,236
240,31,9,13,11,236
240,32,9,15,5,236
240,33,9,15,10,237
240,34,9,15,9,236
240,35,9,15,9,236
240,36,9,14,14,236
240,37,10,13,6,236
240,38,9,13,9,236
240,39,9,13,9,236
240,40,9,13,8,236
240,41,10,14,12,236
240,42,9,15,8,236
240,43,10,14,10,236
240,44,9,14,13,236
240,45,10,12,4,236
240,46,10,13,10,236
240,47,9,13,12,236
240,48,10,14,4,236
240,49,9,15,9,236
240,50,10,15,11,236
--- 240 mm Summary | Avg: L=9 FL=13 FR=9 R=235 ---

========================================
>>> Place micromouse at 250 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 250 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
250,1,9,17,16,203
250,2,10,13,12,204
250,3,9,14,25,203
250,4,9,15,6,203
250,5,10,14,13,203
250,6,9,14,10,202
250,7,9,13,9,203
250,8,9,13,9,204
250,9,9,13,7,204
250,10,9,13,9,204
250,11,9,13,7,204
250,12,9,14,9,204
250,13,9,13,8,204
250,14,9,13,9,204
250,15,10,13,9,204
250,16,10,13,9,205
250,17,10,13,9,204
250,18,10,14,9,204
250,19,10,14,13,203
250,20,10,14,5,203
250,21,9,13,11,204
250,22,10,15,6,204
250,23,9,15,9,204
250,24,9,15,9,203
250,25,9,14,8,204
250,26,9,14,13,203
250,27,10,13,7,204
250,28,10,14,9,204
250,29,10,13,10,204
250,30,9,13,6,203
250,31,9,14,10,204
250,32,9,15,8,203
250,33,9,15,8,204
250,34,9,13,11,204
250,35,9,13,7,204
250,36,9,13,9,204
250,37,10,14,13,203
250,38,9,14,7,203
250,39,9,15,9,204
250,40,9,14,13,204
250,41,10,12,7,204
250,42,9,13,9,204
250,43,10,14,13,204
250,44,10,14,8,204
250,45,9,15,9,203
250,46,9,13,10,204
250,47,10,13,8,204
250,48,9,13,7,204
250,49,10,13,10,202
250,50,9,15,11,203
--- 250 mm Summary | Avg: L=9 FL=13 FR=9 R=203 ---

*** IR SENSOR CALIBRATION COMPLETE (10-250mm) ***
========================================
state:PreCalib

FATAL: read zero bytes from port
term_exitfunc: reset failed for dev UNKNOWN: Input/output error
