Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 10 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
70,4,2763,2417,948,540
70,5,2763,2417,941,466
70,6,2768,2422,941,247
70,7,2764,2418,938,226
70,8,2763,2416,937,226
70,9,2765,2419,938,227
70,10,2759,2413,935,226
70,11,2763,2416,937,226
70,12,2804,2462,958,232
70,13,2780,2436,946,229
70,14,2778,2434,944,229
70,15,2783,2439,947,230
70,16,2780,2435,945,229
70,17,2763,2417,937,227
70,18,2781,2436,946,229
70,19,2766,2421,939,228
70,20,2799,2457,955,232
70,21,2779,2438,947,229
70,22,2779,2435,945,229
70,23,2781,2436,946,229
70,24,2785,2440,948,230
70,25,2784,2439,947,229
70,26,2780,2434,945,229
70,27,2786,2441,948,230
70,28,2779,2437,947,229
70,29,2807,2464,958,233
70,30,2794,2453,954,231
70,31,2783,2439,947,229
70,32,2764,2418,937,226
70,33,2770,2424,940,227
70,34,2769,2423,940,227
70,35,2767,2421,939,227
70,36,2772,2426,941,228
70,37,2768,2421,939,227
70,38,2764,2418,937,226
70,39,2767,2421,939,227
70,40,2767,2421,939,227
70,41,2765,2418,937,226
70,42,3111,2983,1328,353
70,43,3108,2978,1318,349
70,44,3110,2981,1325,352
70,45,3112,2983,1330,354
70,46,3112,2984,1332,355
70,47,3111,2983,1329,353
70,48,3111,2982,1327,352
70,49,3109,2980,1323,351
70,50,3108,2978,1318,349
--- 70 mm Summary | Avg: L=2834 FL=2528 FR=1013 R=282 ---

========================================
>>> Place micromouse at 80 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 80 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
80,1,2939,2285,791,678
80,2,2938,2284,788,661
80,3,2938,2284,784,602
80,4,2940,2286,781,380
80,5,2947,2294,782,344
80,6,2947,2295,779,343
80,7,2943,2289,775,341
80,8,2942,2288,774,341
80,9,2942,2288,774,341
80,10,2942,2288,774,341
80,11,2942,2288,774,341
80,12,2943,2289,774,341
80,13,2942,2288,774,341
80,14,2942,2288,774,341
80,15,2943,2290,774,341
80,16,2941,2288,773,341
80,17,2943,2289,774,341
80,18,2943,2290,774,341
80,19,2943,2289,774,341
80,20,2944,2291,775,342
80,21,2943,2290,774,341
80,22,2942,2288,774,341
80,23,2943,2290,774,341
80,24,2946,2294,776,342
80,25,2942,2289,774,341
80,26,2943,2290,774,341
80,27,2945,2291,775,341
80,28,2943,2290,774,341
80,29,2943,2290,774,341
80,30,2944,2291,774,341
80,31,2949,2298,777,343
80,32,2944,2290,774,341
80,33,2944,2291,775,341
80,34,2943,2290,774,341
80,35,2943,2290,774,341
80,36,2944,2291,775,341
80,37,2944,2291,774,341
80,38,2944,2291,775,341
80,39,2945,2293,776,342
80,40,2943,2290,774,341
80,41,2944,2291,775,341
80,42,2945,2292,775,342
80,43,2944,2291,774,341
80,44,2944,2291,775,341
80,45,2944,2292,775,341
80,46,2944,2291,775,341
80,47,2947,2295,777,343
80,48,2943,2291,774,341
80,49,2943,2291,774,341
80,50,2944,2291,775,341
--- 80 mm Summary | Avg: L=2943 FL=2290 FR=775 R=360 ---

========================================
>>> Place micromouse at 90 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 90 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
90,1,2243,1780,469,336
90,2,2247,1783,470,336
90,3,2248,1784,471,336
90,4,2249,1784,470,336
90,5,2248,1783,467,336
90,6,2248,1783,461,336
90,7,2249,1784,457,337
90,8,2248,1783,457,336
90,9,2248,1783,457,336
90,10,2249,1784,457,336
90,11,2248,1784,457,336
90,12,2248,1784,457,336
90,13,2249,1784,457,336
90,14,2248,1784,457,336
90,15,2248,1784,457,336
90,16,2249,1785,457,336
90,17,2249,1784,457,336
90,18,2248,1784,457,336
90,19,2250,1785,457,336
90,20,2249,1784,457,336
90,21,2249,1784,457,336
90,22,2249,1784,457,336
90,23,2241,1778,455,334
90,24,2242,1779,455,335
90,25,2243,1780,455,335
90,26,2242,1779,455,335
90,27,2242,1779,455,335
90,28,2243,1780,455,335
90,29,2240,1777,454,334
90,30,2245,1781,456,335
90,31,2244,1781,456,335
90,32,2243,1780,455,335
90,33,2243,1780,455,335
90,34,2244,1780,455,335
90,35,2243,1780,455,335
90,36,2245,1781,456,335
90,37,2244,1781,455,335
90,38,2244,1780,455,335
90,39,2244,1780,455,335
90,40,2244,1781,456,335
90,41,2243,1780,455,335
90,42,2244,1780,455,335
90,43,2245,1781,456,335
90,44,2245,1781,456,335
90,45,2245,1781,456,335
90,46,2244,1780,455,335
90,47,2245,1781,456,335
90,48,2247,1783,456,336
90,49,2245,1782,456,335
90,50,2244,1781,456,335
--- 90 mm Summary | Avg: L=2245 FL=1781 FR=457 R=335 ---

>>> Place micromouse at 100 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 100 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
100,1,1679,1462,177,336
100,2,1679,1463,176,336
100,3,1679,1462,172,336
100,4,1679,1462,165,336
100,5,1679,1462,149,336
100,6,1679,1462,149,336
100,7,1679,1462,141,336
100,8,1680,1463,141,336
100,9,1679,1462,140,336
100,10,1679,1462,140,336
100,11,1680,1463,140,336
100,12,1679,1462,140,336
100,13,1677,1461,140,335
100,14,1674,1458,139,334
100,15,1674,1457,139,334
100,16,1674,1458,139,334
100,17,1675,1458,139,334
100,18,1674,1458,139,334
100,19,1675,1458,139,335
100,20,1675,1459,140,335
100,21,1678,1461,140,336
100,22,1675,1459,140,334
100,23,1675,1459,139,335
100,24,1675,1458,139,334
100,25,1675,1459,140,335
100,26,1676,1459,139,335
100,27,1675,1459,139,335
100,28,1675,1459,139,335
100,29,1678,1461,140,335
100,30,1675,1459,139,335
100,31,1676,1459,140,335
100,32,1677,1460,140,335
100,33,1675,1459,139,334
100,34,1674,1457,139,334
100,35,1675,1458,139,334
100,36,1674,1458,139,334
100,37,1674,1457,139,334
100,38,1674,1458,139,335
100,39,1674,1458,139,334
100,40,1674,1458,139,334
100,41,1675,1458,139,334
100,42,1674,1458,139,334
100,43,1674,1458,139,334
100,44,1675,1458,140,334
100,45,1674,1458,139,334
100,46,1674,1458,139,334
100,47,1675,1458,139,334
100,48,1674,1458,139,334
100,49,1675,1458,139,334
100,50,1676,1459,140,335
--- 100 mm Summary | Avg: L=1675 FL=1459 FR=142 R=334 ---

>>> Place micromouse at 110 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 110 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
110,1,1266,1282,95,335
110,2,1265,1282,93,335
110,3,1267,1283,85,336
110,4,1267,1284,75,336
110,5,1266,1283,70,336
110,6,1267,1284,66,336
110,7,1266,1284,60,335
110,8,1267,1283,57,336
110,9,1267,1284,55,336
110,10,1268,1285,55,336
110,11,1267,1283,55,335
110,12,1267,1284,55,336
110,13,1267,1284,55,336
110,14,1267,1284,55,336
110,15,1267,1284,55,336
110,16,1267,1284,55,336
110,17,1267,1284,55,336
110,18,1269,1285,55,336
110,19,1267,1284,55,336
110,20,1267,1284,55,336
110,21,1268,1284,55,336
110,22,1267,1284,55,336
110,23,1266,1283,55,335
110,24,1267,1284,55,336
110,25,1267,1284,55,336
110,26,1267,1284,55,335
110,27,1267,1284,55,336
110,28,1267,1284,55,336
110,29,1267,1284,55,336
110,30,1268,1285,55,336
110,31,1269,1286,55,336
110,32,1267,1283,55,336
110,33,1268,1285,55,336
110,34,1267,1284,55,336
110,35,1270,1287,56,337
110,36,1267,1283,55,335
110,37,1266,1283,55,335
110,38,1266,1283,55,335
110,39,1266,1283,55,335
110,40,1266,1283,55,335
110,41,1266,1283,55,335
110,42,1266,1283,55,335
110,43,1266,1283,54,335
110,44,1266,1283,55,335
110,45,1267,1284,55,336
110,46,1266,1283,55,335
110,47,1266,1283,55,335
110,48,1266,1283,55,336
110,49,1266,1283,55,336
110,50,1267,1283,55,336

========================================
>>> Place micromouse at 120 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 120 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
120,1,994,1119,297,342
120,2,994,1119,299,342
120,3,992,1115,306,342
120,4,992,1115,302,341
120,5,990,1113,272,339
120,6,990,1112,196,337
120,7,990,1112,108,337
120,8,991,1113,90,337
120,9,990,1112,89,336
120,10,991,1113,86,337
120,11,991,1114,86,337
120,12,991,1113,80,337
120,13,991,1113,79,337
120,14,992,1114,81,337
120,15,991,1113,89,337
120,16,991,1114,95,337
120,17,993,1115,98,338
120,18,990,1112,97,336
120,19,990,1113,96,336
120,20,991,1113,97,337
120,21,990,1113,97,337
120,22,990,1113,96,336
120,23,990,1113,96,336
120,24,990,1113,96,336
120,25,990,1113,96,336
120,26,991,1113,96,336
120,27,990,1113,96,336
120,28,990,1113,96,336
120,29,991,1113,96,337
120,30,990,1113,96,337
120,31,990,1113,95,337
120,32,991,1113,95,337
120,33,990,1113,96,337
120,34,990,1113,96,336
120,35,991,1113,95,337
120,36,990,1113,95,336
120,37,993,1116,95,338
120,38,992,1115,95,337
120,39,992,1114,94,337
120,40,992,1114,94,337
120,41,992,1114,94,337
120,42,992,1114,94,337
120,43,992,1114,94,337
120,44,993,1116,94,338
120,45,993,1115,94,338
120,46,992,1114,94,337
120,47,992,1115,94,338
120,48,992,1115,94,337
120,49,992,1114,94,337
120,50,992,1115,94,338
--- 120 mm Summary | Avg: L=991 FL=1113 FR=115 R=337 ---

========================================
>>> Place micromouse at 130 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 130 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
130,1,805,975,128,338
130,2,807,977,95,338
130,3,807,976,75,338
130,4,808,977,64,338
130,5,808,977,61,338
130,6,807,976,62,338
130,7,808,977,50,338
130,8,808,977,38,338
130,9,808,977,33,338
130,10,808,977,32,338
130,11,809,978,32,339
130,12,807,976,30,337
130,13,807,976,29,338
130,14,807,976,29,337
130,15,806,976,28,337
130,16,807,976,29,337
130,17,806,976,28,337
130,18,806,976,28,337
130,19,807,976,28,337
130,20,807,976,28,337
130,21,807,976,28,337
130,22,807,976,28,337
130,23,807,976,28,337
130,24,807,976,29,337
130,25,807,976,29,337
130,26,806,975,29,337
130,27,807,976,29,337
130,28,807,977,29,338
130,29,808,977,29,338
130,30,808,977,29,338
130,31,808,978,29,338
130,32,807,976,28,337
130,33,808,977,28,338
130,34,808,977,28,338
130,35,808,977,28,338
130,36,808,977,28,338
130,37,809,979,28,338
130,38,807,976,28,337
130,39,807,976,28,337
130,40,807,977,28,337
130,41,807,976,28,337
130,42,807,976,28,337
130,43,807,976,28,337
130,44,807,976,27,337
130,45,807,976,28,337
130,46,807,976,28,337
130,47,807,976,27,337
130,48,807,976,27,337
130,49,807,976,27,337
130,50,807,976,27,337
--- 130 mm Summary | Avg: L=807 FL=976 FR=35 R=337 ---

>>> Place micromouse at 140 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 140 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
140,1,674,861,71,339
140,2,674,861,66,339
140,3,674,861,62,339
140,4,675,861,53,339
140,5,675,862,42,339
140,6,675,862,32,339
140,7,675,862,32,339
140,8,674,861,23,339
140,9,674,861,19,339
140,10,674,861,19,339
140,11,674,861,18,339
140,12,674,860,18,339
140,13,674,860,18,338
140,14,674,861,18,339
140,15,674,861,17,338
140,16,674,860,17,338
140,17,674,861,17,339
140,18,674,861,17,338
140,19,674,861,17,338
140,20,674,861,17,339
140,21,674,861,17,338
140,22,674,860,17,338
140,23,674,861,17,338
140,24,674,860,17,338
140,25,676,863,18,340
140,26,675,862,18,339
140,27,675,862,17,339
140,28,674,861,17,338
140,29,675,862,18,339
140,30,675,862,18,339
140,31,675,862,17,339
140,32,676,863,18,340
140,33,675,862,17,339
140,34,675,862,18,339
140,35,676,862,18,339
140,36,675,862,17,339
140,37,675,862,17,339
140,38,676,863,18,340
140,39,675,862,18,339
140,40,675,862,18,339
140,41,675,862,17,339
140,42,676,862,18,339
