Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 10 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
140,30,826,593,5,0
140,31,823,595,6,0
140,32,826,591,9,0
140,33,823,593,11,0
140,34,826,595,7,0
140,35,823,591,5,0
140,36,825,594,2,0
140,37,826,593,4,0
140,38,823,594,6,0
140,39,827,595,7,0
140,40,823,591,8,0
140,41,826,594,10,0
140,42,824,593,10,0
140,43,823,594,8,0
140,44,826,595,6,0
140,45,823,593,4,0
140,46,826,594,2,0
140,47,819,591,3,0
140,48,826,594,4,0
140,49,823,593,6,0
140,50,823,594,6,0
--- 140 mm Summary | Avg: L=824 FL=593 FR=5 R=0 ---

========================================
>>> Place micromouse at 150 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 150 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
150,1,736,525,2,0
150,2,737,525,8,0
150,3,734,525,5,0
150,4,737,524,6,0
150,5,733,525,11,0
150,6,735,526,5,0
150,7,736,526,4,0
150,8,734,526,7,0
150,9,737,525,10,0
150,10,734,524,5,0
150,11,736,527,3,0
150,12,733,525,7,0
150,13,733,526,9,0
150,14,736,525,9,0
150,15,734,527,4,0
150,16,736,525,2,0
150,17,734,525,6,0
150,18,736,526,7,0
150,19,733,526,10,0
150,20,733,527,10,0
150,21,736,525,6,0
150,22,733,526,2,0
150,23,737,527,3,0
150,24,734,524,6,0
150,25,736,526,7,0
150,26,736,526,7,0
150,27,734,527,10,0
150,28,737,527,10,0
150,29,734,522,8,0
150,30,736,526,6,0
150,31,733,524,5,0
150,32,736,527,3,0
150,33,736,526,3,0
150,34,733,527,4,0
150,35,736,527,6,0
150,36,734,524,6,0
150,37,736,528,7,0
150,38,734,525,7,0
150,39,733,527,7,0
150,40,736,524,7,0
150,41,734,527,7,0
150,42,737,526,8,0
150,43,734,525,9,0
150,44,736,526,9,0
150,45,733,525,9,0
150,46,734,526,10,0
150,47,736,526,10,0
150,48,734,525,10,0
150,49,737,526,10,0
150,50,734,525,10,0
--- 150 mm Summary | Avg: L=734 FL=525 FR=6 R=0 ---

>>> Place micromouse at 160 mm <<<
Press button to start 5s sampling (Long press to exit)
========================================
--- Sampling 160 mm (5s @ 100ms) ---
Dist_mm,Sample,L,FL,FR,R
160,1,654,466,7,0
160,2,653,465,6,0
160,3,653,466,9,0
160,4,655,465,2,0
160,5,652,464,6,0
160,6,655,463,7,0
160,7,652,464,3,0
160,8,655,465,7,0
160,9,653,466,10,0
160,10,653,464,5,0
160,11,655,463,6,0
160,12,653,464,7,0
160,13,656,466,10,0
160,14,653,464,6,0
160,15,655,464,3,0
160,16,655,464,6,0
160,17,653,465,9,0
160,18,655,463,9,0
160,19,653,464,6,0
160,20,655,465,3,0
160,21,653,463,5,0
160,22,655,465,6,0
160,23,655,465,7,0
160,24,653,465,10,0
160,25,655,466,6,0
160,26,653,463,5,0
160,27,655,465,2,0
160,28,653,465,3,0
160,29,653,464,6,0
160,30,655,464,6,0
160,31,653,465,6,0
