Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0;0.0000;0.0018;0.0075;-0.0000;1;1;-0.0012;0.0097;-0.0002;-0.0006;-0.0001;0.0000;0.0000
1;0.0000;0.0037;0.0075;-0.0000;3;3;-0.0012;0.0200;0.0002;-0.0006;-0.0001;0.0000;0.0000
2;0.0000;0.0055;-0.0025;-0.0000;5;5;-0.0012;0.0298;0.0005;-0.0001;-0.0001;0.0000;0.0000
3;0.0000;0.0073;-0.0025;-0.0000;7;7;-0.0012;0.0397;0.0009;-0.0001;-0.0001;0.0000;0.0000
4;0.0000;0.0092;-0.0025;-0.0000;11;11;-0.0012;0.0500;0.0016;-0.0001;-0.0001;0.0000;0.0000
5;0.0000;0.0110;-0.0025;-0.0000;13;13;-0.0012;0.0599;0.0024;-0.0001;-0.0001;0.0000;0.0000
6;0.0000;0.0128;-0.0025;-0.0000;15;15;-0.0012;0.0698;0.0031;-0.0001;-0.0001;0.0000;0.0000
7;0.0000;0.0147;-0.0025;-0.0000;17;17;-0.0012;0.0797;0.0042;-0.0001;-0.0001;0.0000;0.0000
8;0.0000;0.0165;0.0050;-0.0000;19;19;-0.0012;0.0899;0.0053;-0.0004;-0.0001;0.0000;0.0000
9;0.0000;0.0183;0.0050;-0.0000;21;21;-0.0012;0.0998;0.0064;-0.0004;-0.0001;0.0000;0.0000
10;0.0000;0.0220;0.0050;-0.0000;24;24;-0.0012;0.1097;0.0079;-0.0004;-0.0001;0.0000;0.0000
11;0.0000;0.0238;-0.0025;-0.0000;26;26;-0.0012;0.1199;0.0093;-0.0001;-0.0001;0.0000;0.0000
12;0.0000;0.0256;-0.0025;-0.0000;28;28;-0.0012;0.1298;0.0108;-0.0001;-0.0001;0.0000;0.0000
13;0.0000;0.0275;-0.0025;-0.0000;30;30;-0.0012;0.1397;0.0123;-0.0001;-0.0001;0.0000;0.0000
14;0.0000;0.0293;-0.0000;-0.0000;34;34;-0.0012;0.1500;0.0141;-0.0001;-0.0001;0.0000;0.0000
15;0.0000;0.0311;-0.0000;-0.0000;36;36;-0.0012;0.1599;0.0163;-0.0001;-0.0001;0.0000;0.0000
16;0.0000;0.0330;-0.0000;-0.0000;38;38;-0.0012;0.1697;0.0181;-0.0001;-0.0001;0.0000;0.0000
17;0.0000;0.0348;-0.0025;-0.0000;40;40;-0.0012;0.1796;0.0203;-0.0001;-0.0001;0.0000;0.0000
18;0.0000;0.0366;-0.0025;-0.0000;44;44;-0.0012;0.1899;0.0225;-0.0001;-0.0001;0.0000;0.0000
19;0.0000;0.0385;-0.0025;-0.0000;48;48;-0.0012;0.1998;0.0251;-0.0001;-0.0001;0.0000;0.0000
20;0.0000;0.0403;0.0100;-0.0000;50;50;-0.0012;0.2097;0.0277;-0.0006;-0.0001;0.0000;0.0000
21;0.0000;0.0440;0.0075;-0.0000;52;52;-0.0012;0.2199;0.0302;-0.0006;-0.0001;0.0000;0.0000
22;0.0000;0.0458;0.0125;-0.0000;56;56;-0.0012;0.2298;0.0328;-0.0009;-0.0001;0.0000;0.0000
23;0.0037;0.0476;0.0425;-0.0000;54;54;0.0745;0.2203;0.0357;-0.0021;-0.0001;0.0000;0.0000
24;0.0110;0.0495;0.0325;-0.0000;50;50;-0.0818;0.1932;0.0379;-0.0016;-0.0001;0.0000;0.0000
25;0.0165;0.0513;0.1125;-0.0000;46;44;0.0696;0.1697;0.0401;-0.0055;-0.0001;0.0000;0.0000
26;0.0238;0.0531;-0.0450;-0.0000;40;40;-0.0769;0.1496;0.0416;0.0018;-0.0001;0.0000;0.0000
27;0.0293;0.0549;-0.1925;-0.0000;36;40;0.0110;0.1324;0.0434;0.0092;-0.0001;0.0000;0.0000
28;0.0330;0.0568;-0.2075;-0.0000;32;36;0.0916;0.1181;0.0449;0.0099;-0.0001;0.0000;0.0000
29;0.0385;0.0586;-0.1025;-0.0000;32;34;-0.0720;0.1068;0.0460;0.0048;0.0001;0.0000;0.0000
30;0.0421;0.0604;-0.0350;-0.0000;30;32;0.0012;0.0969;0.0471;0.0013;0.0001;0.0000;0.0000
31;0.0458;0.0623;-0.0000;-0.0000;30;30;-0.0012;0.0884;0.0482;-0.0001;0.0001;0.0000;0.0000
32;0.0495;0.0659;-0.0550;-0.0000;28;30;0.0818;0.0826;0.0493;0.0023;0.0001;0.0000;0.0000
33;0.0513;0.0678;-0.0500;-0.0000;28;28;-0.0769;0.0782;0.0504;0.0021;0.0001;0.0000;0.0000
34;0.0531;0.0696;-0.0475;-0.0000;26;28;0.0012;0.0753;0.0511;0.0021;0.0001;0.0000;0.0000
35;0.0568;0.0714;-0.0775;-0.0000;26;28;0.0037;0.0734;0.0518;0.0035;0.0001;0.0000;0.0000
36;0.0586;0.0733;-0.0250;-0.0000;28;28;0.0012;0.0731;0.0529;0.0011;0.0001;0.0000;0.0000
37;0.0604;0.0751;0.1200;-0.0000;30;26;-0.0085;0.0738;0.0537;-0.0060;0.0001;0.0000;0.0000
38;0.0623;0.0769;0.1450;-0.0000;30;28;0.0672;0.0753;0.0548;-0.0072;0.0001;0.0000;0.0000
39;0.0641;0.0788;0.1500;-0.0000;30;28;-0.0110;0.0775;0.0555;-0.0074;-0.0001;0.0000;0.0000
40;0.0641;0.0806;0.1250;-0.0000;32;28;-0.0891;0.0808;0.0566;-0.0062;-0.0001;0.0000;0.0000
41;0.0659;0.0824;0.1325;-0.0000;32;30;0.0672;0.0844;0.0577;-0.0065;-0.0001;0.0000;0.0000
42;0.0678;0.0842;0.0450;-0.0000;34;32;-0.0818;0.0888;0.0588;-0.0023;-0.0001;0.0000;0.0000
43;0.0678;0.0879;-0.0275;-0.0000;34;34;0.0012;0.0939;0.0599;0.0011;-0.0001;0.0000;0.0000
44;0.0696;0.0897;-0.0550;-0.0000;34;36;0.0037;0.0994;0.0610;0.0026;-0.0001;0.0000;0.0000
45;0.0696;0.0916;-0.0300;-0.0000;36;38;0.0794;0.1049;0.0621;0.0013;-0.0001;0.0000;0.0000
46;0.0714;0.0934;-0.0125;-0.0000;38;38;-0.0794;0.1115;0.0635;0.0004;-0.0001;0.0000;0.0000
47;0.0714;0.0952;-0.0100;-0.0000;40;40;0.0769;0.1181;0.0650;0.0004;-0.0001;0.0000;0.0000
48;0.0714;0.0971;-0.0325;-0.0000;44;44;-0.0769;0.1254;0.0665;0.0013;-0.0001;0.0000;0.0000
49;0.0733;0.0989;-0.0500;-0.0000;44;46;0.0794;0.1328;0.0679;0.0021;-0.0001;0.0000;0.0000
50;0.0733;0.1007;-0.0125;-0.0000;48;48;-0.0012;0.1401;0.0698;0.0004;-0.0001;0.0000;0.0000
51;0.0733;0.1026;0.0625;-0.0000;50;48;0.0720;0.1481;0.0716;-0.0033;-0.0001;0.0000;0.0000
52;0.0733;0.1044;0.1600;-0.0000;54;50;-0.0134;0.1562;0.0734;-0.0079;-0.0001;0.0000;0.0000
53;0.0751;0.1062;0.0100;-0.0000;54;54;0.0769;0.1643;0.0753;-0.0006;-0.0001;0.0000;0.0000
54;0.0751;0.1099;-0.0625;-0.0000;56;56;0.0037;0.1727;0.0775;0.0028;-0.0001;0.0000;0.0000
55;0.0751;0.1117;-0.0875;-0.0000;58;60;0.0037;0.1815;0.0797;0.0040;-0.0001;0.0000;0.0000
56;0.0751;0.1136;-0.0350;-0.0000;60;62;0.0012;0.1899;0.0819;0.0013;-0.0001;0.0000;0.0000
57;0.0751;0.1154;-0.0100;-0.0000;64;64;-0.0012;0.1994;0.0844;0.0004;-0.0001;0.0000;0.0000
58;0.0788;0.1172;-0.0550;-0.0000;62;62;-0.0769;0.1888;0.0866;0.0023;-0.0001;0.0000;0.0000
59;0.0824;0.1190;-0.0300;-0.0000;60;62;0.0794;0.1796;0.0888;0.0013;-0.0001;0.0000;0.0000
60;0.0897;0.1209;-0.0625;-0.0000;56;56;0.0037;0.1533;0.0906;0.0028;-0.0001;0.0000;0.0000
61;0.0897;0.1227;-0.1250;-0.0000;58;62;0.0085;0.1697;0.0925;0.0057;-0.0001;0.0000;0.0000
62;0.0916;0.1245;-0.1350;-0.0000;58;62;-0.0696;0.1661;0.0947;0.0062;0.0001;0.0000;0.0000
63;0.0989;0.1264;-0.1925;-0.0000;54;58;0.0110;0.1441;0.0965;0.0092;0.0001;0.0000;0.0000
64;0.1044;0.1282;-0.1475;-0.0000;50;54;0.0085;0.1254;0.0980;0.0070;0.0001;0.0000;0.0000
65;0.1099;0.1319;-0.1175;-0.0000;48;50;0.0061;0.1097;0.0991;0.0055;0.0004;0.0000;0.0000
66;0.1136;0.1337;-0.1350;-0.0000;46;48;0.0085;0.0976;0.1005;0.0062;0.0004;0.0000;0.0000
67;0.1099;0.1355;-0.1525;-0.0000;52;54;0.0085;0.1251;0.1020;0.0072;0.0004;0.0000;0.0000
68;0.1099;0.1374;-0.1025;-0.0000;54;56;-0.0720;0.1320;0.1035;0.0048;0.0004;0.0000;0.0000
69;0.1117;0.1392;-0.0850;-0.0000;56;58;-0.0745;0.1390;0.1053;0.0040;0.0004;0.0000;0.0000
70;0.1117;0.1410;-0.0850;-0.0000;58;60;-0.0745;0.1463;0.1068;0.0040;0.0004;0.0000;0.0000
71;0.1117;0.1429;-0.2800;-0.0000;58;64;0.0965;0.1547;0.1086;0.0133;0.0006;0.0000;0.0000
72;0.1172;0.1447;-0.2825;-0.0000;56;62;0.0183;0.1430;0.1104;0.0133;0.0006;0.0000;0.0000
73;0.1209;0.1465;-0.2975;-0.0000;54;60;0.0183;0.1328;0.1119;0.0140;0.0009;0.0000;0.0000
74;0.1245;0.1484;-0.2225;-0.0000;54;58;-0.0647;0.1251;0.1137;0.0104;0.0009;0.0000;0.0000
75;0.1227;0.1502;-0.1800;-0.0000;58;62;0.0110;0.1390;0.1152;0.0084;0.0011;0.0000;0.0000
76;0.1264;0.1538;-0.2450;-0.0000;56;62;0.0159;0.1328;0.1166;0.0116;0.0011;0.0000;0.0000
77;0.1300;0.1557;-0.2800;-0.0000;54;62;0.0183;0.1284;0.1185;0.0133;0.0013;0.0000;0.0000
78;0.1355;0.1575;-0.3750;-0.0000;50;58;0.1038;0.1057;0.1196;0.0177;0.0013;0.0000;0.0000
79;0.1374;0.1593;-0.3975;-0.0000;50;58;0.0256;0.1057;0.1210;0.0189;0.0016;0.0000;0.0000
80;0.1429;0.1612;-0.3200;-0.0000;48;56;0.0989;0.0892;0.1221;0.0153;0.0016;0.0000;0.0000
81;0.1447;0.1630;-0.1875;-0.0000;50;54;0.0110;0.0917;0.1232;0.0089;0.0018;0.0000;0.0000
82;0.1502;0.1648;0.0575;-0.0000;50;48;-0.0842;0.0764;0.1240;-0.0031;0.0018;0.0000;0.0000
83;0.1502;0.1667;0.1850;-0.0000;52;50;-0.0134;0.0837;0.1251;-0.0092;0.0016;0.0000;0.0000
