Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFFPWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF;RawAngVel
general_params = {
fan_speed = 0.000000,
angular_kp = 0.042000,
angular_ki = 0.000210,
angular_kd = 0.050000,
angular_acc_feed_forward_k = 0.000400,
angular_vel_feed_forward_k = 0.004000,
linear_vel_acc_feed_forward_k = 0.031250,
linear_vel_brake_feed_forward_k = 0.018000,
linear_vel_feed_forward_k = 0.105000,
linear_jerk_ff_k = 0.000000,
linear_jerk_ff_ms = 0.000000,
angular_jerk_ff_k = 0.000000,
angular_jerk_ff_ms = 0.000000,
wall_kp = 0.000000,
wall_ki = 0.000000,
wall_kd = 0.000000,
linear_vel_kp = 2.500000,
linear_vel_ki = 0.010000,
linear_vel_kd = 25.000000,
diagonal_walls_kp = 0.000000,
diagonal_walls_ki = 0.000000,
diagonal_walls_kd = 0.000000,
start_wall_break_mm_left = 5.500000,
start_wall_break_mm_right = 7.200000,
enable_wall_break_correction = 1.000000,
};
t;Vel;TgtVel;AngVel;TgtAngVel;PWM_L;PWM_R;ImuDiff;VelP;VelI;AngP;AngI;RotFF;LinFF;RawAngVel
92.5;0.1722;0.1662;-0.0090;0.0000;46;46;-0.0794;-0.0144;0.0032;-0.0000;-0.0010;0.0000;0.2047;-0.0550
93.0;0.1731;0.1671;0.0180;0.0000;46;46;-0.0012;-0.0158;0.0032;-0.0010;-0.0010;0.0000;0.2047;0.1255
93.5;0.1749;0.1685;0.0235;0.0000;46;46;0.0769;-0.0173;0.0032;-0.0020;-0.0010;0.0000;0.2047;0.0450
94.0;0.1763;0.1694;0.0370;0.0000;46;44;-0.0037;-0.0188;0.0032;-0.0020;-0.0010;0.0000;0.2047;0.0915
94.5;0.1772;0.1703;0.0405;0.0000;46;46;-0.0037;-0.0188;0.0032;-0.0020;-0.0010;0.0000;0.2047;0.0545
95.0;0.1781;0.1712;0.0620;0.0000;46;46;-0.0037;-0.0173;0.0018;-0.0029;-0.0010;0.0000;0.2047;0.1475
95.5;0.1786;0.1722;0.0670;0.0000;46;46;-0.0037;-0.0173;0.0018;-0.0029;-0.0010;0.0000;0.2047;0.0865
96.0;0.1809;0.1731;0.0675;0.0000;46;46;-0.0037;-0.0188;0.0018;-0.0029;-0.0010;0.0000;0.2047;0.0695
96.5;0.1822;0.1745;0.0730;0.0000;46;44;-0.0037;-0.0202;0.0018;-0.0039;-0.0010;0.0000;0.2047;0.0965
97.0;0.1832;0.1754;0.0710;0.0000;46;44;-0.0037;-0.0202;0.0018;-0.0039;-0.0010;0.0000;0.2047;0.0620
97.5;0.1841;0.1763;0.0730;0.0000;46;46;-0.0037;-0.0202;0.0018;-0.0039;-0.0010;0.0000;0.2047;0.0815
98.0;0.1854;0.1772;0.0565;0.0000;46;46;0.0745;-0.0202;0.0018;-0.0029;-0.0010;0.0000;0.2047;-0.0090
98.5;0.1864;0.1781;0.0590;0.0000;46;46;-0.0037;-0.0202;0.0018;-0.0029;-0.0010;0.0000;0.2047;0.0695
99.0;0.1868;0.1795;0.0570;0.0000;46;46;-0.0037;-0.0202;0.0018;-0.0029;-0.0010;0.0000;0.2047;0.0475
99.5;0.1882;0.1804;0.0640;0.0000;48;46;-0.0818;-0.0202;0.0018;-0.0029;-0.0010;0.0000;0.2047;0.0915
100.0;0.1896;0.1813;0.0660;0.0000;46;46;0.0745;-0.0217;0.0018;-0.0029;-0.0010;0.0000;0.2047;0.0745
100.5;0.1905;0.1822;0.0705;0.0000;46;46;-0.0037;-0.0217;0.0018;-0.0039;-0.0010;0.0000;0.2047;0.0890
101.0;0.1914;0.1832;0.0750;0.0000;48;46;-0.0037;-0.0202;0.0018;-0.0039;-0.0010;0.0000;0.2047;0.0940
101.5;0.1918;0.1841;0.0730;0.0000;48;46;-0.0037;-0.0188;0.0018;-0.0039;-0.0010;0.0000;0.2047;0.0645
102.0;0.1932;0.1854;0.0750;0.0000;48;46;-0.0037;-0.0202;0.0018;-0.0039;-0.0010;0.0000;0.2047;0.0840
102.5;0.1946;0.1864;0.0700;0.0000;48;46;-0.0037;-0.0217;0.0018;-0.0039;-0.0010;0.0000;0.2047;0.0500
103.0;0.1951;0.1873;0.0705;0.0000;48;46;-0.0037;-0.0202;0.0018;-0.0039;-0.0010;0.0000;0.2047;0.0720
103.5;0.1964;0.1882;0.0545;0.0000;48;46;-0.0818;-0.0202;0.0018;-0.0029;-0.0010;0.0000;0.2047;-0.0090
104.0;0.1978;0.1891;0.0395;0.0000;46;46;0.0745;-0.0217;0.0018;-0.0020;-0.0010;0.0000;0.2047;-0.0210
104.5;0.1987;0.1905;0.0295;0.0000;46;46;-0.0012;-0.0217;0.0003;-0.0020;-0.0010;0.0000;0.2047;-0.0110
105.0;0.1996;0.1914;0.0215;0.0000;48;46;-0.0794;-0.0217;0.0003;-0.0010;-0.0010;0.0000;0.2126;-0.0090
105.5;0.2010;0.1923;0.0235;0.0000;46;46;0.0769;-0.0231;0.0003;-0.0020;-0.0010;0.0000;0.2126;0.0305
106.0;0.2019;0.1932;0.0265;0.0000;46;46;-0.0012;-0.0231;0.0003;-0.0020;-0.0010;0.0000;0.2126;0.0375
106.5;0.2024;0.1941;0.0260;0.0000;48;46;-0.0012;-0.0217;0.0003;-0.0020;-0.0010;0.0000;0.2126;0.0255
107.0;0.2028;0.1951;0.0305;0.0000;48;48;-0.0012;-0.0202;0.0003;-0.0020;-0.0010;0.0000;0.2126;0.0475
107.5;0.2042;0.1964;0.0345;0.0000;48;48;-0.0012;-0.0202;0.0003;-0.0020;-0.0010;0.0000;0.2126;0.0500
108.0;0.2051;0.1973;0.0375;0.0000;48;48;-0.0037;-0.0202;0.0003;-0.0020;-0.0010;0.0000;0.2126;0.0500
108.5;0.2056;0.1983;0.0555;0.0000;48;48;-0.0037;-0.0188;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.1280
109.0;0.2065;0.1992;0.0590;0.0000;48;48;0.0745;-0.0188;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0720
109.5;0.2070;0.2001;0.0640;0.0000;50;48;-0.0037;-0.0173;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0840
110.0;0.2074;0.2015;0.0520;0.0000;50;50;0.0745;-0.0173;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0060
110.5;0.2079;0.2024;0.0495;0.0000;50;50;-0.0037;-0.0158;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0375
111.0;0.2083;0.2033;0.0540;0.0000;50;50;-0.0037;-0.0129;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0720
111.5;0.2092;0.2042;0.0520;0.0000;50;50;-0.0037;-0.0144;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0450
112.0;0.2102;0.2051;0.0610;0.0000;50;50;-0.0037;-0.0129;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0965
112.5;0.2106;0.2060;0.0660;0.0000;52;50;-0.0037;-0.0114;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0865
113.0;0.2120;0.2074;0.0770;0.0000;52;50;-0.0037;-0.0129;0.0003;-0.0039;-0.0010;0.0000;0.2126;0.1205
113.5;0.2125;0.2083;0.0770;0.0000;52;50;-0.0037;-0.0114;0.0003;-0.0039;-0.0010;0.0000;0.2126;0.0765
114.0;0.2138;0.2092;0.0800;0.0000;52;50;-0.0818;-0.0114;0.0003;-0.0039;-0.0010;0.0000;0.2126;0.0915
114.5;0.2147;0.2102;0.0715;0.0000;52;50;0.0745;-0.0114;0.0003;-0.0039;-0.0010;0.0000;0.2126;0.0375
115.0;0.2161;0.2111;0.0655;0.0000;52;50;-0.0818;-0.0129;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0425
115.5;0.2175;0.2125;0.0625;0.0000;50;50;0.0745;-0.0129;0.0003;-0.0029;-0.0010;0.0000;0.2126;0.0500
116.0;0.2189;0.2134;0.0535;0.0000;50;48;-0.0818;-0.0144;-0.0012;-0.0029;-0.0010;0.0000;0.2126;0.0180
116.5;0.2202;0.2143;0.0490;0.0000;50;48;0.0745;-0.0158;-0.0012;-0.0029;-0.0010;0.0000;0.2126;0.0305
117.0;0.2207;0.2152;0.0435;0.0000;50;50;-0.0818;-0.0144;-0.0012;-0.0020;-0.0010;0.0000;0.2126;0.0230
117.5;0.2216;0.2161;0.0425;0.0000;50;50;0.0745;-0.0144;-0.0012;-0.0020;-0.0010;0.0000;0.2126;0.0375
118.0;0.2216;0.2175;0.0435;0.0000;50;50;-0.0037;-0.0114;-0.0012;-0.0020;-0.0010;0.0000;0.2126;0.0475
118.5;0.2216;0.2184;0.0395;0.0000;52;52;-0.0037;-0.0085;-0.0012;-0.0020;-0.0010;0.0000;0.2126;0.0230
119.0;0.2225;0.2193;0.0440;0.0000;52;52;-0.0037;-0.0100;-0.0012;-0.0020;-0.0010;0.0000;0.2126;0.0620
119.5;0.2230;0.2202;0.0455;0.0000;52;52;-0.0037;-0.0085;-0.0012;-0.0020;-0.0010;0.0000;0.2126;0.0525
120.0;0.2244;0.2212;0.0555;0.0000;52;52;-0.0037;-0.0085;-0.0012;-0.0029;-0.0010;0.0000;0.2126;0.0965
120.5;0.2257;0.2221;0.0665;0.0000;52;50;-0.0818;-0.0100;-0.0012;-0.0029;-0.0010;0.0000;0.2126;0.1085
121.0;0.2276;0.2234;0.0760;0.0000;52;50;-0.0037;-0.0114;-0.0012;-0.0039;-0.0010;0.0000;0.2126;0.1160
121.5;0.2289;0.2244;0.0840;0.0000;52;50;-0.0037;-0.0114;-0.0012;-0.0039;-0.0010;0.0000;0.2126;0.1160
122.0;0.2303;0.2253;0.0930;0.0000;52;48;-0.0037;-0.0144;-0.0012;-0.0049;-0.0010;0.0000;0.2126;0.1280
122.5;0.2312;0.2262;0.0975;0.0000;52;48;-0.0037;-0.0129;-0.0012;-0.0049;-0.0020;0.0000;0.2126;0.1160
123.0;0.2321;0.2271;0.0825;0.0000;52;50;0.0745;-0.0129;-0.0012;-0.0039;-0.0020;0.0000;0.2126;0.0230
123.5;0.2331;0.2285;0.0660;0.0000;52;50;-0.0818;-0.0129;-0.0012;-0.0029;-0.0020;0.0000;0.2126;-0.0015
124.0;0.2340;0.2294;0.0440;0.0000;52;50;0.0745;-0.0129;-0.0012;-0.0020;-0.0020;0.0000;0.2126;-0.0430
124.5;0.2349;0.2303;0.0220;0.0000;52;50;-0.0794;-0.0129;-0.0012;-0.0010;-0.0020;0.0000;0.2126;-0.0650
125.0;0.2367;0.2312;-0.0025;0.0000;50;50;-0.0012;-0.0144;-0.0012;-0.0000;-0.0020;0.0000;0.2126;-0.1015
125.5;0.2381;0.2321;0.0025;0.0000;50;50;0.0769;-0.0144;-0.0012;-0.0010;-0.0020;0.0000;0.2126;0.0230
126.0;0.2390;0.2331;0.0165;0.0000;50;50;-0.0794;-0.0158;-0.0012;-0.0010;-0.0020;0.0000;0.2126;0.0720
126.5;0.2395;0.2344;0.0240;0.0000;52;50;-0.0794;-0.0144;-0.0012;-0.0020;-0.0020;0.0000;0.2126;0.0545
127.0;0.2399;0.2353;0.0345;0.0000;52;52;0.0769;-0.0129;-0.0012;-0.0020;-0.0020;0.0000;0.2126;0.0765
127.5;0.2399;0.2363;0.0310;0.0000;52;52;-0.0012;-0.0100;-0.0012;-0.0020;-0.0020;0.0000;0.2126;0.0155
128.0;0.2408;0.2372;0.0230;0.0000;52;52;-0.0012;-0.0100;-0.0012;-0.0010;-0.0020;0.0000;0.2126;-0.0090
128.5;0.2408;0.2381;0.0140;0.0000;54;54;-0.0012;-0.0070;-0.0012;-0.0010;-0.0020;0.0000;0.2126;-0.0210
129.0;0.2404;0.2395;0.0090;0.0000;54;54;-0.0012;-0.0041;-0.0012;-0.0010;-0.0020;0.0000;0.2126;-0.0110
129.5;0.2413;0.2404;0.0000;0.0000;56;56;-0.0012;-0.0026;-0.0012;-0.0010;-0.0020;0.0000;0.2126;-0.0355
130.0;0.2418;0.2413;-0.0050;0.0000;56;56;-0.0794;-0.0026;-0.0012;-0.0000;-0.0020;0.0000;0.2126;-0.0260
130.5;0.2431;0.2422;-0.0020;0.0000;56;54;-0.0012;-0.0026;-0.0012;-0.0000;-0.0020;0.0000;0.2126;0.0110
131.0;0.2445;0.2431;0.0070;0.0000;54;54;0.0769;-0.0041;-0.0012;-0.0010;-0.0020;0.0000;0.2126;0.0425
131.5;0.2454;0.2440;0.0155;0.0000;54;54;-0.0794;-0.0041;-0.0012;-0.0010;-0.0020;0.0000;0.2126;0.0500
132.0;0.2468;0.2454;0.0075;0.0000;54;54;-0.0012;-0.0056;-0.0012;-0.0010;-0.0020;0.0000;0.2126;-0.0235
132.5;0.2477;0.2463;0.0145;0.0000;54;54;-0.0012;-0.0041;-0.0012;-0.0010;-0.0020;0.0000;0.2126;0.0425
133.0;0.2486;0.2473;-0.0090;0.0000;54;54;-0.0012;-0.0041;-0.0012;-0.0000;-0.0020;0.0000;0.2126;-0.1040
133.5;0.2495;0.2482;-0.0210;0.0000;54;54;-0.0794;-0.0041;-0.0012;-0.0000;-0.0020;0.0000;0.2126;-0.0700
134.0;0.2514;0.2491;-0.0430;0.0000;54;54;0.0012;-0.0056;-0.0012;0.0010;-0.0020;0.0000;0.2126;-0.1310
134.5;0.2523;0.2505;-0.0495;0.0000;54;54;0.0794;-0.0056;-0.0012;0.0020;-0.0020;0.0000;0.2126;-0.0750
135.0;0.2532;0.2514;-0.0510;0.0000;54;54;-0.0769;-0.0056;-0.0012;0.0020;-0.0020;0.0000;0.2126;-0.0575
135.5;0.2550;0.2523;-0.0600;0.0000;52;54;0.0012;-0.0070;-0.0012;0.0020;-0.0020;0.0000;0.2126;-0.0945
136.0;0.2569;0.2532;-0.0525;0.0000;52;52;0.0012;-0.0085;-0.0012;0.0020;-0.0020;0.0000;0.2126;-0.0235
136.5;0.2573;0.2541;-0.0665;0.0000;52;52;0.0794;-0.0085;-0.0012;0.0020;-0.0020;0.0000;0.2126;-0.1235
137.0;0.2578;0.2555;-0.0635;0.0000;54;54;-0.0769;-0.0070;-0.0012;0.0020;-0.0020;0.0000;0.2126;-0.0505
137.5;0.2587;0.2564;-0.0690;0.0000;54;54;0.0012;-0.0070;-0.0026;0.0020;-0.0010;0.0000;0.2126;-0.0920
138.0;0.2596;0.2573;-0.0615;0.0000;54;54;0.0794;-0.0070;-0.0026;0.0020;-0.0010;0.0000;0.2126;-0.0310
138.5;0.2605;0.2582;-0.0670;0.0000;54;54;-0.0769;-0.0056;-0.0026;0.0020;-0.0010;0.0000;0.2126;-0.0895
139.0;0.2610;0.2592;-0.0710;0.0000;54;54;0.0794;-0.0041;-0.0026;0.0029;-0.0010;0.0000;0.2126;-0.0870
139.5;0.2619;0.2601;-0.0725;0.0000;54;54;0.0012;-0.0056;-0.0026;0.0029;-0.0010;0.0000;0.2126;-0.0770
140.0;0.2628;0.2614;-0.0570;0.0000;54;54;-0.0769;-0.0041;-0.0026;0.0020;-0.0010;0.0000;0.2126;0.0035
140.5;0.2633;0.2624;-0.0265;0.0000;56;56;0.0769;-0.0041;-0.0026;0.0010;-0.0010;0.0000;0.2126;0.0965
141.0;0.2637;0.2633;-0.0190;0.0000;56;56;0.0769;-0.0012;-0.0026;-0.0000;-0.0010;0.0000;0.2126;0.0110
141.5;0.2642;0.2642;-0.0065;0.0000;56;56;-0.1575;0.0003;-0.0026;-0.0000;-0.0010;0.0000;0.2126;0.0425
142.0;0.2642;0.2651;-0.0105;0.0000;58;58;0.0769;0.0018;-0.0026;-0.0000;-0.0010;0.0000;0.2126;-0.0260
142.5;0.2651;0.2665;-0.0160;0.0000;58;58;-0.0012;0.0018;-0.0026;-0.0000;-0.0010;0.0000;0.2205;-0.0380
143.0;0.2665;0.2674;-0.0365;0.0000;56;58;0.0012;0.0018;-0.0026;0.0010;-0.0010;0.0000;0.2205;-0.1185
143.5;0.2679;0.2683;-0.0355;0.0000;56;56;0.0012;0.0003;-0.0026;0.0010;-0.0010;0.0000;0.2205;-0.0310
144.0;0.2697;0.2692;-0.0460;0.0000;56;56;0.0012;-0.0026;-0.0026;0.0010;-0.0010;0.0000;0.2205;-0.0895
144.5;0.2715;0.2701;-0.0540;0.0000;54;56;0.0012;-0.0041;-0.0026;0.0020;-0.0010;0.0000;0.2205;-0.0845
145.0;0.2729;0.2711;-0.0265;0.0000;54;54;-0.0012;-0.0056;-0.0026;0.0010;-0.0010;0.0000;0.2205;0.0840
145.5;0.2738;0.2724;-0.0250;0.0000;54;54;-0.0794;-0.0041;-0.0026;0.0010;-0.0010;0.0000;0.2205;-0.0185
146.0;0.2747;0.2734;-0.0190;0.0000;56;54;-0.0012;-0.0041;-0.0026;-0.0000;-0.0010;0.0000;0.2205;0.0035
146.5;0.2761;0.2743;-0.0465;0.0000;54;54;0.0012;-0.0056;-0.0026;0.0010;-0.0010;0.0000;0.2205;-0.1555
147.0;0.2779;0.2752;-0.0520;0.0000;54;54;0.0012;-0.0070;-0.0026;0.0020;-0.0010;0.0000;0.2205;-0.0750
147.5;0.2798;0.2761;-0.0850;0.0000;52;54;0.0012;-0.0085;-0.0026;0.0029;-0.0010;0.0000;0.2205;-0.2165
148.0;0.2816;0.2775;-0.1000;0.0000;52;54;0.0012;-0.0114;-0.0026;0.0039;-0.0010;0.0000;0.2205;-0.1605
148.5;0.2830;0.2784;-0.1090;0.0000;52;52;0.0037;-0.0129;-0.0026;0.0039;-0.0010;0.0000;0.2205;-0.1455
149.0;0.2848;0.2793;-0.0915;0.0000;52;52;0.0012;-0.0144;-0.0026;0.0029;-0.0010;0.0000;0.2205;-0.0210
149.5;0.2862;0.2802;-0.0830;0.0000;52;52;-0.0769;-0.0144;-0.0026;0.0029;-0.0010;0.0000;0.2205;-0.0480
150.0;0.2871;0.2811;-0.0810;0.0000;52;52;0.0012;-0.0158;-0.0026;0.0029;-0.0010;0.0000;0.2205;-0.0750
150.5;0.2885;0.2821;-0.0645;0.0000;52;52;0.0012;-0.0158;-0.0026;0.0020;-0.0010;0.0000;0.2205;0.0010
151.0;0.2898;0.2834;-0.0620;0.0000;52;52;0.0012;-0.0173;-0.0026;0.0020;-0.0010;0.0000;0.2205;-0.0505
151.5;0.2917;0.2843;-0.0575;0.0000;52;52;0.0012;-0.0188;-0.0026;0.0020;-0.0010;0.0000;0.2205;-0.0405
152.0;0.2930;0.2853;-0.0585;0.0000;52;52;0.0012;-0.0202;-0.0026;0.0020;-0.0010;0.0000;0.2205;-0.0625
152.5;0.2944;0.2862;-0.0435;0.0000;50;50;0.0012;-0.0217;-0.0026;0.0010;-0.0010;0.0000;0.2205;0.0180
153.0;0.2953;0.2871;-0.0370;0.0000;52;50;-0.0794;-0.0202;-0.0026;0.0010;-0.0010;0.0000;0.2205;-0.0110
153.5;0.2953;0.2885;-0.0260;0.0000;52;52;-0.0794;-0.0188;-0.0026;0.0010;-0.0010;0.0000;0.2205;0.0180
154.0;0.2962;0.2894;-0.0085;0.0000;54;52;-0.0012;-0.0173;-0.0026;-0.0000;-0.0010;0.0000;0.2205;0.0620
154.5;0.2972;0.2903;0.0050;0.0000;54;52;-0.0012;-0.0173;-0.0026;-0.0010;-0.0010;0.0000;0.2205;0.0570
155.0;0.2981;0.2912;0.0085;0.0000;54;52;-0.0012;-0.0173;-0.0026;-0.0010;-0.0010;0.0000;0.2205;0.0230
155.5;0.2990;0.2921;0.0120;0.0000;54;52;-0.0012;-0.0173;-0.0026;-0.0010;-0.0010;0.0000;0.2205;0.0255
156.0;0.3004;0.2935;0.0250;0.0000;54;52;-0.0012;-0.0188;-0.0026;-0.0020;-0.0010;0.0000;0.2205;0.0765
156.5;0.3013;0.2944;0.0160;0.0000;54;52;-0.0012;-0.0188;-0.0026;-0.0010;-0.0010;0.0000;0.2205;-0.0185
157.0;0.3027;0.2953;0.0275;0.0000;54;52;-0.0794;-0.0188;-0.0041;-0.0020;-0.0010;0.0000;0.2205;0.0720
157.5;0.3027;0.2962;0.0335;0.0000;54;54;-0.0012;-0.0173;-0.0041;-0.0020;-0.0010;0.0000;0.2205;0.0595
158.0;0.3031;0.2972;0.0330;0.0000;56;54;-0.0012;-0.0144;-0.0041;-0.0020;-0.0010;0.0000;0.2205;0.0305
158.5;0.3036;0.2981;0.0350;0.0000;56;54;-0.0037;-0.0144;-0.0041;-0.0020;-0.0010;0.0000;0.2205;0.0425
159.0;0.3049;0.2995;0.0500;0.0000;56;54;-0.0818;-0.0144;-0.0041;-0.0029;-0.0010;0.0000;0.2205;0.1110
159.5;0.3054;0.3004;0.0595;0.0000;56;54;0.0745;-0.0144;-0.0041;-0.0029;-0.0010;0.0000;0.2205;0.0965
160.0;0.3063;0.3013;0.0690;0.0000;56;54;-0.0818;-0.0129;-0.0041;-0.0029;-0.0010;0.0000;0.2205;0.1085
160.5;0.3072;0.3022;0.0770;0.0000;56;54;-0.0037;-0.0129;-0.0041;-0.0039;-0.0010;0.0000;0.2205;0.1085
161.0;0.3082;0.3031;0.0815;0.0000;56;54;-0.0037;-0.0129;-0.0041;-0.0039;-0.0010;0.0000;0.2205;0.0985
161.5;0.3091;0.3045;0.0975;0.0000;56;54;-0.0037;-0.0129;-0.0041;-0.0049;-0.0010;0.0000;0.2205;0.1620
162.0;0.3100;0.3054;0.0910;0.0000;56;54;-0.0037;-0.0129;-0.0041;-0.0039;-0.0010;0.0000;0.2205;0.0645
162.5;0.3114;0.3063;0.0975;0.0000;56;54;-0.0037;-0.0129;-0.0041;-0.0049;-0.0010;0.0000;0.2205;0.1230
163.0;0.3123;0.3072;0.0925;0.0000;56;54;-0.0037;-0.0129;-0.0041;-0.0039;-0.0010;0.0000;0.2205;0.0720
163.5;0.3132;0.3082;0.0960;0.0000;56;54;-0.0037;-0.0129;-0.0041;-0.0049;-0.0010;0.0000;0.2205;0.1110
164.0;0.3141;0.3091;0.0960;0.0000;56;54;-0.0037;-0.0129;-0.0041;-0.0049;-0.0010;0.0000;0.2205;0.0965
164.5;0.3150;0.3104;0.1130;0.0000;58;54;-0.0061;-0.0129;-0.0041;-0.0049;-0.0010;0.0000;0.2205;0.1820
165.0;0.3164;0.3114;0.1260;0.0000;56;54;0.0720;-0.0144;-0.0041;-0.0059;-0.0010;0.0000;0.2205;0.1770
165.5;0.3187;0.3123;0.1170;0.0000;56;52;-0.0842;-0.0173;-0.0041;-0.0059;-0.0010;0.0000;0.2205;0.0815
166.0;0.3196;0.3132;0.1215;0.0000;56;54;-0.0061;-0.0173;-0.0041;-0.0059;-0.0010;0.0000;0.2205;0.1405
166.5;0.3205;0.3141;0.1115;0.0000;56;54;-0.0061;-0.0158;-0.0041;-0.0049;-0.0020;0.0000;0.2205;0.0695
167.0;0.3214;0.3155;0.1160;0.0000;56;54;-0.0061;-0.0158;-0.0041;-0.0049;-0.0020;0.0000;0.2205;0.1355
167.5;0.3219;0.3164;0.1255;0.0000;56;54;-0.0061;-0.0158;-0.0041;-0.0059;-0.0020;0.0000;0.2205;0.1620
168.0;0.3228;0.3173;0.1380;0.0000;56;54;-0.0061;-0.0144;-0.0041;-0.0059;-0.0020;0.0000;0.2205;0.1890
168.5;0.3237;0.3182;0.1380;0.0000;58;54;-0.0061;-0.0144;-0.0041;-0.0059;-0.0020;0.0000;0.2205;0.1380
169.0;0.3242;0.3191;0.1430;0.0000;58;54;-0.0061;-0.0129;-0.0041;-0.0068;-0.0020;0.0000;0.2205;0.1620
169.5;0.3255;0.3201;0.1470;0.0000;58;54;-0.0842;-0.0144;-0.0041;-0.0068;-0.0020;0.0000;0.2205;0.1645
170.0;0.3265;0.3214;0.1400;0.0000;58;54;-0.0061;-0.0144;-0.0041;-0.0068;-0.0020;0.0000;0.2205;0.1110
170.5;0.3274;0.3223;0.1190;0.0000;58;54;-0.0061;-0.0144;-0.0056;-0.0059;-0.0020;0.0000;0.2205;0.0350
171.0;0.3283;0.3233;0.0865;0.0000;58;56;-0.0037;-0.0129;-0.0056;-0.0039;-0.0020;0.0000;0.2205;-0.0430
171.5;0.3292;0.3242;0.0780;0.0000;58;56;-0.0037;-0.0129;-0.0056;-0.0039;-0.0020;0.0000;0.2205;0.0425
172.0;0.3301;0.3251;0.0615;0.0000;56;56;0.0745;-0.0129;-0.0056;-0.0029;-0.0020;0.0000;0.2205;-0.0040
172.5;0.3315;0.3265;0.0545;0.0000;56;56;-0.0037;-0.0129;-0.0056;-0.0029;-0.0020;0.0000;0.2205;0.0280
173.0;0.3324;0.3274;0.0430;0.0000;56;56;-0.0037;-0.0129;-0.0056;-0.0020;-0.0020;0.0000;0.2205;-0.0040
173.5;0.3329;0.3283;0.0490;0.0000;58;56;-0.0037;-0.0129;-0.0056;-0.0029;-0.0020;0.0000;0.2205;0.0720
174.0;0.3333;0.3292;0.0535;0.0000;58;56;-0.0037;-0.0114;-0.0056;-0.0029;-0.0020;0.0000;0.2205;0.0720
174.5;0.3338;0.3301;0.0550;0.0000;58;58;-0.0037;-0.0100;-0.0056;-0.0029;-0.0020;0.0000;0.2205;0.0620
175.0;0.3342;0.3310;0.0585;0.0000;60;58;-0.0037;-0.0085;-0.0056;-0.0029;-0.0020;0.0000;0.2205;0.0720
175.5;0.3361;0.3324;0.0630;0.0000;58;58;-0.0037;-0.0100;-0.0056;-0.0029;-0.0020;0.0000;0.2205;0.0815
176.0;0.3375;0.3333;0.0715;0.0000;58;56;-0.0037;-0.0114;-0.0056;-0.0039;-0.0020;0.0000;0.2205;0.1060
176.5;0.3384;0.3342;0.0665;0.0000;58;56;-0.0037;-0.0114;-0.0056;-0.0029;-0.0020;0.0000;0.2205;0.0450
177.0;0.3393;0.3352;0.0615;0.0000;58;56;-0.0037;-0.0100;-0.0056;-0.0029;-0.0020;0.0000;0.2205;0.0425
177.5;0.3402;0.3361;0.0290;0.0000;58;56;-0.0794;-0.0114;-0.0056;-0.0020;-0.0020;0.0000;0.2205;-0.1015
178.0;0.3411;0.3375;0.0095;0.0000;58;56;-0.0012;-0.0114;-0.0056;-0.0010;-0.0020;0.0000;0.2205;-0.0675
178.5;0.3420;0.3384;-0.0035;0.0000;58;58;-0.0012;-0.0100;-0.0056;-0.0000;-0.0020;0.0000;0.2205;-0.0550
179.0;0.3425;0.3393;-0.0270;0.0000;58;58;-0.0012;-0.0085;-0.0056;0.0010;-0.0020;0.0000;0.2205;-0.1210
179.5;0.3425;0.3402;-0.0460;0.0000;60;60;0.0012;-0.0070;-0.0056;0.0010;-0.0020;0.0000;0.2205;-0.1210
180.0;0.3429;0.3411;-0.0645;0.0000;60;60;-0.0769;-0.0041;-0.0056;0.0020;-0.0020;0.0000;0.2283;-0.1405
180.5;0.3429;0.3425;-0.0805;0.0000;60;62;0.0012;-0.0026;-0.0056;0.0029;-0.0020;0.0000;0.2283;-0.1430
181.0;0.3434;0.3434;-0.0915;0.0000;60;62;0.0012;-0.0012;-0.0056;0.0029;-0.0020;0.0000;0.2283;-0.1360
181.5;0.3434;0.3443;-0.0975;0.0000;62;62;0.0012;0.0018;-0.0056;0.0039;-0.0020;0.0000;0.2283;-0.1210
182.0;0.3434;0.3452;-0.0945;0.0000;62;64;0.0012;0.0032;-0.0056;0.0039;-0.0020;0.0000;0.2283;-0.0820
182.5;0.3434;0.3462;-0.0815;0.0000;64;64;0.0012;0.0062;-0.0056;0.0029;-0.0020;0.0000;0.2283;-0.0310
183.0;0.3443;0.3471;-0.0725;0.0000;64;64;-0.0769;0.0062;-0.0056;0.0029;-0.0020;0.0000;0.2283;-0.0355
183.5;0.3448;0.3484;-0.0655;0.0000;64;64;0.0012;0.0076;-0.0056;0.0020;-0.0020;0.0000;0.2283;-0.0380
