Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0.0;0.0000;0.0009;-0.0030;0.0000;7;7;-0.0012;0.0003;-0.0012;-0.0000;-0.0000;0.0000;0.0315
0.5;0.0000;0.0018;-0.0020;0.0000;7;7;-0.0012;0.0018;-0.0012;-0.0000;-0.0000;0.0000;0.0315
1.0;0.0000;0.0027;-0.0015;0.0000;7;7;-0.0012;0.0032;-0.0012;-0.0000;-0.0000;0.0000;0.0315
1.5;0.0000;0.0037;0.0020;0.0000;7;7;-0.0012;0.0032;-0.0012;-0.0010;-0.0000;0.0000;0.0315
2.0;0.0000;0.0046;0.0030;0.0000;9;7;-0.0012;0.0047;-0.0012;-0.0010;-0.0000;0.0000;0.0315
2.5;0.0000;0.0060;0.0035;0.0000;9;9;-0.0012;0.0062;-0.0012;-0.0010;-0.0010;0.0000;0.0315
3.0;0.0000;0.0069;0.0070;0.0000;9;9;-0.0012;0.0076;0.0003;-0.0010;-0.0010;0.0000;0.0315
3.5;0.0000;0.0078;0.0080;0.0000;9;9;-0.0012;0.0076;0.0003;-0.0010;-0.0010;0.0000;0.0315
4.0;0.0000;0.0087;0.0080;0.0000;9;9;-0.0012;0.0091;0.0003;-0.0010;-0.0010;0.0000;0.0315
4.5;0.0000;0.0096;-0.0020;0.0000;9;9;-0.0012;0.0105;0.0003;-0.0000;-0.0010;0.0000;0.0315
5.0;0.0000;0.0110;0.0050;0.0000;9;9;-0.0012;0.0120;0.0003;-0.0010;-0.0010;0.0000;0.0315
5.5;0.0000;0.0119;0.0075;0.0000;11;9;-0.0012;0.0120;0.0003;-0.0010;-0.0010;0.0000;0.0315
6.0;0.0000;0.0128;-0.0110;0.0000;11;11;-0.0012;0.0135;0.0003;-0.0000;-0.0010;0.0000;0.0315
6.5;0.0000;0.0137;0.0165;0.0000;11;11;-0.0012;0.0149;0.0003;-0.0010;-0.0010;0.0000;0.0315
7.0;0.0000;0.0147;0.0245;0.0000;11;11;-0.0012;0.0164;0.0003;-0.0020;-0.0010;0.0000;0.0315
7.5;0.0000;0.0156;-0.0040;0.0000;11;11;-0.0012;0.0164;0.0003;-0.0000;-0.0010;0.0000;0.0315
8.0;0.0000;0.0169;0.0065;0.0000;11;11;-0.0012;0.0179;0.0018;-0.0010;-0.0010;0.0000;0.0315
8.5;0.0000;0.0179;0.0095;0.0000;11;11;-0.0012;0.0193;0.0018;-0.0010;-0.0010;0.0000;0.0315
9.0;0.0000;0.0188;0.0000;0.0000;13;13;-0.0012;0.0208;0.0018;-0.0010;-0.0010;0.0000;0.0394
9.5;0.0000;0.0197;0.0025;0.0000;13;13;-0.0012;0.0208;0.0018;-0.0010;-0.0010;0.0000;0.0394
10.0;0.0000;0.0206;0.0030;0.0000;13;13;-0.0012;0.0223;0.0018;-0.0010;-0.0010;0.0000;0.0394
10.5;0.0000;0.0220;-0.0070;0.0000;13;13;-0.0012;0.0237;0.0018;-0.0000;-0.0010;0.0000;0.0394
11.0;0.0000;0.0229;0.0090;0.0000;13;13;-0.0012;0.0252;0.0032;-0.0010;-0.0010;0.0000;0.0394
11.5;0.0000;0.0238;-0.0020;0.0000;13;13;-0.0012;0.0252;0.0032;-0.0000;-0.0010;0.0000;0.0394
12.0;0.0000;0.0247;-0.0050;0.0000;15;15;-0.0012;0.0267;0.0032;-0.0000;-0.0010;0.0000;0.0394
12.5;0.0000;0.0256;0.0095;0.0000;15;15;-0.0012;0.0281;0.0032;-0.0010;-0.0010;0.0000;0.0394
13.0;0.0000;0.0266;0.0105;0.0000;15;15;-0.0012;0.0296;0.0032;-0.0010;-0.0010;0.0000;0.0394
13.5;0.0000;0.0279;-0.0030;0.0000;15;15;-0.0012;0.0296;0.0047;-0.0000;-0.0010;0.0000;0.0394
14.0;0.0000;0.0288;0.0050;0.0000;15;15;-0.0012;0.0311;0.0047;-0.0010;-0.0010;0.0000;0.0394
14.5;0.0000;0.0298;0.0125;0.0000;17;15;-0.0012;0.0325;0.0047;-0.0010;-0.0010;0.0000;0.0394
15.0;0.0000;0.0307;0.0115;0.0000;17;17;-0.0012;0.0340;0.0047;-0.0010;-0.0010;0.0000;0.0394
15.5;0.0000;0.0316;0.0110;0.0000;17;17;-0.0012;0.0340;0.0062;-0.0010;-0.0010;0.0000;0.0394
16.0;0.0000;0.0330;-0.0080;0.0000;17;17;-0.0012;0.0355;0.0062;-0.0000;-0.0010;0.0000;0.0394
16.5;0.0000;0.0339;0.0155;0.0000;17;17;-0.0012;0.0369;0.0062;-0.0010;-0.0010;0.0000;0.0394
17.0;0.0000;0.0348;0.0035;0.0000;17;17;-0.0012;0.0384;0.0062;-0.0010;-0.0010;0.0000;0.0394
17.5;0.0000;0.0357;0.0225;0.0000;19;17;-0.0012;0.0384;0.0076;-0.0020;-0.0010;0.0000;0.0394
18.0;0.0000;0.0366;0.0090;0.0000;19;19;-0.0012;0.0398;0.0076;-0.0010;-0.0010;0.0000;0.0394
18.5;0.0000;0.0375;0.0085;0.0000;19;19;-0.0012;0.0413;0.0076;-0.0010;-0.0010;0.0000;0.0394
19.0;0.0000;0.0389;-0.0105;0.0000;19;19;-0.0012;0.0428;0.0091;-0.0000;-0.0010;0.0000;0.0394
19.5;0.0000;0.0398;0.0025;0.0000;19;19;-0.0012;0.0428;0.0091;-0.0010;-0.0010;0.0000;0.0394
20.0;0.0000;0.0408;-0.0155;0.0000;19;19;-0.0012;0.0442;0.0091;-0.0000;-0.0010;0.0000;0.0394
20.5;0.0000;0.0417;-0.0160;0.0000;21;21;-0.0012;0.0457;0.0105;-0.0000;-0.0010;0.0000;0.0394
21.0;0.0000;0.0426;-0.0025;0.0000;21;21;-0.0012;0.0472;0.0105;-0.0000;-0.0010;0.0000;0.0394
21.5;0.0000;0.0440;-0.0070;0.0000;21;21;-0.0012;0.0472;0.0105;-0.0000;-0.0010;0.0000;0.0394
22.0;0.0000;0.0449;0.0090;0.0000;21;21;-0.0012;0.0486;0.0120;-0.0010;-0.0010;0.0000;0.0394
22.5;0.0000;0.0458;0.0000;0.0000;21;21;-0.0012;0.0501;0.0120;-0.0010;-0.0010;0.0000;0.0394
23.0;0.0000;0.0467;0.0025;0.0000;22;22;-0.0012;0.0516;0.0135;-0.0010;-0.0010;0.0000;0.0394
23.5;0.0000;0.0476;-0.0125;0.0000;22;22;-0.0012;0.0516;0.0135;-0.0000;-0.0010;0.0000;0.0394
24.0;0.0000;0.0490;-0.0115;0.0000;22;22;-0.0012;0.0530;0.0135;-0.0000;-0.0010;0.0000;0.0394
24.5;0.0000;0.0499;0.0040;0.0000;22;22;-0.0012;0.0545;0.0149;-0.0010;-0.0010;0.0000;0.0394
25.0;0.0000;0.0508;0.0070;0.0000;22;22;-0.0012;0.0560;0.0149;-0.0010;-0.0010;0.0000;0.0394
25.5;0.0000;0.0517;-0.0040;0.0000;24;24;-0.0012;0.0560;0.0164;-0.0000;-0.0010;0.0000;0.0394
26.0;0.0000;0.0527;0.0010;0.0000;24;24;-0.0012;0.0574;0.0164;-0.0010;-0.0010;0.0000;0.0394
26.5;0.0000;0.0536;0.0030;0.0000;24;24;-0.0012;0.0589;0.0164;-0.0010;-0.0010;0.0000;0.0394
27.0;0.0000;0.0549;-0.0105;0.0000;24;24;-0.0012;0.0604;0.0179;-0.0000;-0.0010;0.0000;0.0394
27.5;0.0000;0.0559;-0.0145;0.0000;24;24;-0.0012;0.0604;0.0179;-0.0000;-0.0010;0.0000;0.0394
28.0;0.0000;0.0568;-0.0090;0.0000;26;26;-0.0012;0.0618;0.0193;-0.0000;-0.0010;0.0000;0.0394
28.5;0.0000;0.0577;-0.0090;0.0000;26;26;-0.0012;0.0633;0.0193;-0.0000;-0.0010;0.0000;0.0394
29.0;0.0000;0.0586;-0.0055;0.0000;26;26;-0.0012;0.0648;0.0208;-0.0000;-0.0010;0.0000;0.0394
29.5;0.0000;0.0600;0.0060;0.0000;26;26;-0.0012;0.0648;0.0208;-0.0010;-0.0010;0.0000;0.0394
30.0;0.0000;0.0609;0.0095;0.0000;26;26;-0.0012;0.0662;0.0223;-0.0010;-0.0010;0.0000;0.0394
30.5;0.0000;0.0618;-0.0085;0.0000;28;28;-0.0012;0.0677;0.0223;-0.0000;-0.0010;0.0000;0.0394
31.0;0.0000;0.0627;0.0120;0.0000;28;28;-0.0012;0.0691;0.0237;-0.0010;-0.0010;0.0000;0.0472
31.5;0.0000;0.0636;0.0095;0.0000;28;28;-0.0012;0.0691;0.0237;-0.0010;-0.0010;0.0000;0.0472
32.0;0.0000;0.0646;-0.0135;0.0000;28;28;-0.0012;0.0706;0.0252;-0.0000;-0.0010;0.0000;0.0472
32.5;0.0000;0.0659;0.0105;0.0000;30;28;-0.0012;0.0721;0.0252;-0.0010;-0.0010;0.0000;0.0472
33.0;0.0000;0.0668;-0.0015;0.0000;30;30;-0.0012;0.0735;0.0267;-0.0000;-0.0010;0.0000;0.0472
33.5;0.0000;0.0678;0.0175;0.0000;30;30;-0.0012;0.0735;0.0281;-0.0010;-0.0010;0.0000;0.0472
34.0;0.0000;0.0687;-0.0010;0.0000;30;30;-0.0012;0.0750;0.0281;-0.0000;-0.0010;0.0000;0.0472
34.5;0.0000;0.0696;0.0020;0.0000;30;30;-0.0012;0.0765;0.0296;-0.0010;-0.0010;0.0000;0.0472
35.0;0.0000;0.0710;-0.0295;0.0000;30;32;-0.0012;0.0779;0.0296;0.0010;-0.0010;0.0000;0.0472
35.5;0.0000;0.0719;-0.0235;0.0000;32;32;-0.0012;0.0779;0.0311;0.0010;-0.0010;0.0000;0.0472
36.0;0.0000;0.0728;-0.0150;0.0000;32;32;-0.0012;0.0794;0.0311;-0.0000;-0.0010;0.0000;0.0472
36.5;0.0000;0.0737;-0.0175;0.0000;32;32;-0.0012;0.0809;0.0325;-0.0000;-0.0010;0.0000;0.0472
37.0;0.0000;0.0746;-0.0215;0.0000;32;34;-0.0012;0.0823;0.0340;0.0010;-0.0010;0.0000;0.0472
37.5;0.0000;0.0755;-0.0230;0.0000;34;34;-0.0012;0.0823;0.0340;0.0010;-0.0010;0.0000;0.0472
38.0;0.0000;0.0769;-0.0145;0.0000;34;34;-0.0012;0.0838;0.0355;-0.0000;-0.0010;0.0000;0.0472
38.5;0.0000;0.0778;-0.0450;0.0000;34;34;0.0012;0.0853;0.0369;0.0020;-0.0000;0.0000;0.0472
39.0;0.0000;0.0788;-0.0485;0.0000;34;36;0.0012;0.0867;0.0369;0.0020;-0.0000;0.0000;0.0472
39.5;0.0000;0.0797;-0.0500;0.0000;34;36;0.0012;0.0867;0.0384;0.0020;-0.0000;0.0000;0.0472
40.0;0.0000;0.0806;-0.0230;0.0000;36;36;-0.0012;0.0882;0.0398;0.0010;-0.0000;0.0000;0.0472
40.5;0.0000;0.0820;-0.0080;0.0000;36;36;-0.0012;0.0897;0.0398;-0.0000;-0.0000;0.0000;0.0472
41.0;0.0000;0.0829;0.0000;0.0000;36;36;-0.0012;0.0911;0.0413;-0.0010;-0.0000;0.0000;0.0472
41.5;0.0000;0.0838;0.0350;0.0000;38;38;-0.0037;0.0911;0.0428;-0.0020;-0.0000;0.0000;0.0472
42.0;0.0000;0.0847;0.0830;0.0000;38;38;-0.0037;0.0926;0.0428;-0.0049;-0.0000;0.0000;0.0472
42.5;0.0000;0.0856;0.0955;0.0000;40;38;-0.0037;0.0941;0.0442;-0.0049;-0.0010;0.0000;0.0472
43.0;0.0000;0.0870;0.1200;0.0000;40;38;-0.0061;0.0955;0.0457;-0.0059;-0.0010;0.0000;0.0472
43.5;0.0000;0.0879;0.1665;0.0000;42;38;-0.0061;0.0955;0.0457;-0.0088;-0.0010;0.0000;0.0472
44.0;0.0000;0.0888;0.1635;0.0000;42;38;-0.0061;0.0970;0.0472;-0.0088;-0.0010;0.0000;0.0472
44.5;0.0000;0.0897;0.1540;0.0000;42;38;-0.0061;0.0984;0.0486;-0.0078;-0.0010;0.0000;0.0472
45.0;0.0000;0.0907;0.1375;0.0000;44;40;-0.0061;0.0999;0.0501;-0.0068;-0.0010;0.0000;0.0472
45.5;0.0037;0.0916;0.1515;0.0000;44;38;-0.0842;0.0955;0.0501;-0.0078;-0.0010;0.0000;0.0472
46.0;0.0037;0.0929;0.0700;0.0000;44;40;-0.0037;0.0970;0.0516;-0.0039;-0.0010;0.0000;0.0472
46.5;0.0032;0.0939;0.0165;0.0000;44;42;-0.0012;0.0984;0.0530;-0.0010;-0.0010;0.0000;0.0472
47.0;0.0032;0.0948;-0.0630;0.0000;44;44;0.0012;0.0999;0.0545;0.0029;-0.0010;0.0000;0.0472
47.5;0.0032;0.0957;-0.0540;0.0000;44;44;0.0012;0.1014;0.0545;0.0020;-0.0010;0.0000;0.0472
48.0;0.0110;0.0966;-0.0600;0.0000;42;44;0.0012;0.0941;0.0560;0.0020;-0.0010;0.0000;0.0472
48.5;0.0105;0.0980;-0.0480;0.0000;44;44;0.0012;0.0955;0.0574;0.0020;-0.0010;0.0000;0.0472
49.0;0.0096;0.0989;-0.0085;0.0000;44;44;-0.0012;0.0970;0.0574;-0.0000;-0.0010;0.0000;0.0472
49.5;0.0092;0.0998;0.0150;0.0000;46;44;-0.0012;0.0984;0.0589;-0.0010;-0.0010;0.0000;0.0472
50.0;0.0087;0.1007;0.0020;0.0000;46;46;-0.0012;0.0999;0.0604;-0.0010;-0.0010;0.0000;0.0472
50.5;0.0082;0.1016;0.0010;0.0000;46;46;-0.0012;0.1014;0.0618;-0.0010;-0.0010;0.0000;0.0472
51.0;0.0160;0.1026;0.0265;0.0000;46;44;-0.0012;0.0955;0.0618;-0.0020;-0.0010;0.0000;0.0472
51.5;0.0151;0.1039;-0.0220;0.0000;46;46;-0.0012;0.0970;0.0633;0.0010;-0.0010;0.0000;0.0472
52.0;0.0142;0.1049;-0.0180;0.0000;46;46;-0.0012;0.0984;0.0648;-0.0000;-0.0010;0.0000;0.0472
52.5;0.0174;0.1058;-0.0270;0.0000;46;46;0.0769;0.0970;0.0662;0.0010;-0.0010;0.0000;0.0472
53.0;0.0206;0.1067;0.0115;0.0000;46;46;-0.0794;0.0941;0.0662;-0.0010;-0.0010;0.0000;0.0551
53.5;0.0197;0.1076;-0.0335;0.0000;46;48;-0.0012;0.0970;0.0677;0.0010;-0.0010;0.0000;0.0551
54.0;0.0224;0.1090;-0.0160;0.0000;46;48;0.0769;0.0941;0.0691;-0.0000;-0.0010;0.0000;0.0551
54.5;0.0252;0.1099;-0.0110;0.0000;48;48;-0.0794;0.0926;0.0691;-0.0000;-0.0010;0.0000;0.0551
55.0;0.0279;0.1108;-0.0025;0.0000;46;48;0.0769;0.0897;0.0706;-0.0000;-0.0010;0.0000;0.0551
55.5;0.0307;0.1117;0.0120;0.0000;48;46;-0.0794;0.0882;0.0721;-0.0010;-0.0010;0.0000;0.0551
56.0;0.0288;0.1126;0.0060;0.0000;48;48;-0.0012;0.0911;0.0721;-0.0010;-0.0010;0.0000;0.0551
56.5;0.0357;0.1136;0.0060;0.0000;48;48;-0.0012;0.0853;0.0735;-0.0010;-0.0010;0.0000;0.0551
57.0;0.0339;0.1149;-0.0095;0.0000;48;48;-0.0012;0.0882;0.0750;-0.0000;-0.0010;0.0000;0.0551
57.5;0.0362;0.1158;0.0045;0.0000;48;48;0.0769;0.0867;0.0750;-0.0010;-0.0010;0.0000;0.0551
58.0;0.0380;0.1168;-0.0185;0.0000;48;48;-0.0794;0.0853;0.0765;-0.0000;-0.0010;0.0000;0.0551
58.5;0.0403;0.1177;-0.0785;0.0000;48;50;0.0794;0.0853;0.0779;0.0029;-0.0010;0.0000;0.0551
59.0;0.0421;0.1186;-0.0675;0.0000;48;48;-0.0769;0.0838;0.0779;0.0029;-0.0010;0.0000;0.0551
59.5;0.0398;0.1200;-0.0845;0.0000;48;50;0.0012;0.0867;0.0794;0.0039;-0.0010;0.0000;0.0551
60.0;0.0380;0.1209;-0.0930;0.0000;48;50;0.0012;0.0897;0.0809;0.0039;-0.0010;0.0000;0.0551
60.5;0.0398;0.1218;-0.0905;0.0000;48;52;0.0794;0.0897;0.0809;0.0039;-0.0010;0.0000;0.0551
61.0;0.0421;0.1227;-0.0760;0.0000;50;50;-0.0769;0.0882;0.0823;0.0029;-0.0010;0.0000;0.0551
61.5;0.0476;0.1236;-0.0565;0.0000;50;50;0.0012;0.0823;0.0838;0.0020;-0.0010;0.0000;0.0551
62.0;0.0495;0.1250;-0.0335;0.0000;50;50;0.0794;0.0823;0.0838;0.0010;-0.0010;0.0000;0.0551
62.5;0.0508;0.1259;-0.0350;0.0000;50;50;-0.0794;0.0823;0.0853;0.0010;-0.0010;0.0000;0.0551
63.0;0.0559;0.1268;-0.0030;0.0000;50;50;-0.0012;0.0765;0.0853;-0.0000;-0.0010;0.0000;0.0551
63.5;0.0572;0.1277;-0.0175;0.0000;50;50;-0.0794;0.0765;0.0867;-0.0000;-0.0010;0.0000;0.0551
64.0;0.0582;0.1287;-0.0045;0.0000;50;50;0.0769;0.0765;0.0882;-0.0000;-0.0010;0.0000;0.0551
64.5;0.0632;0.1296;-0.0400;0.0000;50;50;0.0012;0.0721;0.0882;0.0010;-0.0010;0.0000;0.0551
65.0;0.0678;0.1310;-0.0080;0.0000;50;50;-0.0012;0.0677;0.0897;-0.0000;-0.0010;0.0000;0.0551
65.5;0.0687;0.1319;-0.0240;0.0000;50;50;-0.0794;0.0691;0.0897;0.0010;-0.0010;0.0000;0.0551
66.0;0.0728;0.1328;-0.0340;0.0000;50;50;-0.0012;0.0648;0.0911;0.0010;-0.0000;0.0000;0.0551
66.5;0.0774;0.1337;-0.0490;0.0000;48;50;0.0012;0.0618;0.0911;0.0020;-0.0000;0.0000;0.0551
67.0;0.0774;0.1346;-0.0600;0.0000;48;50;0.0794;0.0618;0.0926;0.0020;-0.0000;0.0000;0.0551
67.5;0.0774;0.1360;-0.0670;0.0000;50;50;-0.0769;0.0633;0.0926;0.0029;-0.0000;0.0000;0.0551
68.0;0.0815;0.1369;-0.0500;0.0000;48;50;0.0012;0.0604;0.0941;0.0020;-0.0000;0.0000;0.0551
68.5;0.0852;0.1378;-0.0675;0.0000;48;50;0.0012;0.0574;0.0941;0.0029;-0.0000;0.0000;0.0551
69.0;0.0847;0.1387;-0.0265;0.0000;48;50;0.0769;0.0589;0.0941;0.0010;-0.0000;0.0000;0.0551
69.5;0.0842;0.1397;-0.0345;0.0000;50;50;-0.0794;0.0604;0.0955;0.0010;-0.0000;0.0000;0.0551
70.0;0.0879;0.1406;-0.0645;0.0000;50;50;0.0012;0.0574;0.0955;0.0029;-0.0000;0.0000;0.0551
70.5;0.0916;0.1419;-0.0700;0.0000;48;50;0.0012;0.0545;0.0970;0.0029;-0.0000;0.0000;0.0551
71.0;0.0948;0.1429;-0.0735;0.0000;48;50;0.0012;0.0516;0.0970;0.0029;-0.0000;0.0000;0.0551
71.5;0.0980;0.1438;-0.0605;0.0000;48;50;0.0012;0.0501;0.0970;0.0020;-0.0000;0.0000;0.0551
72.0;0.1012;0.1447;-0.0860;0.0000;48;50;0.0012;0.0472;0.0984;0.0039;-0.0000;0.0000;0.0551
72.5;0.1035;0.1456;-0.0180;0.0000;48;48;-0.0012;0.0457;0.0984;-0.0000;-0.0000;0.0000;0.0551
73.0;0.1067;0.1470;0.0055;0.0000;48;48;-0.0012;0.0442;0.0984;-0.0010;-0.0000;0.0000;0.0551
73.5;0.1090;0.1479;0.0040;0.0000;48;48;-0.0012;0.0413;0.0999;-0.0010;-0.0000;0.0000;0.0551
74.0;0.1076;0.1488;0.0120;0.0000;50;48;-0.0794;0.0442;0.0999;-0.0010;-0.0000;0.0000;0.0551
74.5;0.1099;0.1497;0.0195;0.0000;50;48;-0.0012;0.0428;0.0999;-0.0010;-0.0000;0.0000;0.0630
75.0;0.1122;0.1506;-0.0210;0.0000;48;48;-0.0012;0.0413;0.1014;0.0010;-0.0000;0.0000;0.0630
75.5;0.1145;0.1516;-0.0605;0.0000;48;50;0.0012;0.0398;0.1014;0.0020;-0.0000;0.0000;0.0630
76.0;0.1126;0.1529;-0.0480;0.0000;50;50;-0.0769;0.0428;0.1014;0.0020;-0.0000;0.0000;0.0630
76.5;0.1149;0.1538;-0.1230;0.0000;48;50;0.0037;0.0413;0.1028;0.0059;-0.0000;0.0000;0.0630
77.0;0.1168;0.1548;-0.1715;0.0000;48;50;0.0037;0.0413;0.1028;0.0078;-0.0000;0.0000;0.0630
77.5;0.1149;0.1557;-0.2165;0.0000;48;52;0.0842;0.0442;0.1028;0.0098;-0.0000;0.0000;0.0630
78.0;0.1172;0.1566;-0.2780;0.0000;46;52;0.0085;0.0428;0.1043;0.0127;-0.0000;0.0000;0.0630
78.5;0.1154;0.1580;-0.2965;0.0000;48;54;-0.0696;0.0457;0.1043;0.0137;-0.0000;0.0000;0.0630
79.0;0.1172;0.1589;-0.2920;0.0000;48;54;0.0085;0.0442;0.1043;0.0137;-0.0000;0.0000;0.0630
79.5;0.1190;0.1598;-0.1880;0.0000;48;52;0.0061;0.0442;0.1058;0.0088;-0.0000;0.0000;0.0630
80.0;0.1213;0.1607;-0.1480;0.0000;50;52;0.0037;0.0428;0.1058;0.0068;-0.0000;0.0000;0.0630
