Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0.0;0.0000;0.0009;-0.0030;0.0000;-1;-1;-0.0012;0.0003;-0.0012;-0.0000;-0.0000;0.0000;-0.0000
0.5;0.0000;0.0018;-0.0035;0.0000;-1;-1;-0.0012;0.0018;-0.0012;-0.0000;-0.0000;0.0000;-0.0000
1.0;0.0000;0.0027;0.0015;0.0000;-1;-1;-0.0012;0.0032;-0.0012;-0.0010;-0.0000;0.0000;-0.0000
1.5;0.0000;0.0037;-0.0075;0.0000;1;1;-0.0012;0.0047;-0.0012;-0.0000;-0.0000;0.0000;-0.0000
2.0;0.0000;0.0046;-0.0100;0.0000;1;1;-0.0012;0.0062;-0.0012;-0.0000;-0.0000;0.0000;-0.0000
2.5;0.0000;0.0060;-0.0125;0.0000;1;1;-0.0012;0.0076;-0.0012;-0.0000;-0.0000;0.0000;-0.0000
3.0;0.0000;0.0069;-0.0030;0.0000;1;1;-0.0012;0.0091;-0.0012;-0.0000;-0.0000;0.0000;-0.0000
3.5;0.0000;0.0078;0.0050;0.0000;1;1;-0.0012;0.0091;0.0003;-0.0010;-0.0000;0.0000;-0.0000
4.0;0.0000;0.0087;0.0075;0.0000;1;1;-0.0012;0.0105;0.0003;-0.0010;-0.0000;0.0000;-0.0000
4.5;0.0000;0.0096;0.0095;0.0000;3;3;-0.0012;0.0120;0.0003;-0.0010;-0.0000;0.0000;-0.0000
5.0;0.0000;0.0110;0.0000;0.0000;3;3;-0.0012;0.0135;0.0003;-0.0010;-0.0000;0.0000;-0.0000
5.5;0.0000;0.0119;-0.0025;0.0000;3;3;-0.0012;0.0149;0.0003;-0.0000;-0.0000;0.0000;-0.0000
6.0;0.0000;0.0128;-0.0070;0.0000;3;3;-0.0012;0.0164;0.0003;-0.0000;-0.0000;0.0000;-0.0000
6.5;0.0000;0.0137;-0.0050;0.0000;3;3;-0.0012;0.0179;0.0003;-0.0000;-0.0000;0.0000;-0.0000
7.0;0.0000;0.0147;-0.0040;0.0000;3;3;-0.0012;0.0193;0.0003;-0.0000;-0.0000;0.0000;-0.0000
7.5;0.0000;0.0156;-0.0005;0.0000;5;5;-0.0012;0.0193;0.0003;-0.0000;-0.0000;0.0000;-0.0000
8.0;0.0000;0.0169;0.0110;0.0000;5;5;-0.0012;0.0208;0.0003;-0.0010;-0.0000;0.0000;-0.0000
8.5;0.0000;0.0179;0.0140;0.0000;5;5;-0.0012;0.0223;0.0003;-0.0010;-0.0000;0.0000;-0.0000
9.0;0.0000;0.0188;-0.0035;0.0000;5;5;-0.0012;0.0237;0.0018;-0.0000;-0.0000;0.0000;-0.0000
9.5;0.0000;0.0197;-0.0090;0.0000;5;5;-0.0012;0.0252;0.0018;-0.0000;-0.0000;0.0000;-0.0000
10.0;0.0000;0.0206;-0.0105;0.0000;5;5;-0.0012;0.0267;0.0018;-0.0000;-0.0000;0.0000;-0.0000
10.5;0.0000;0.0220;0.0080;0.0000;7;7;-0.0012;0.0281;0.0018;-0.0010;-0.0000;0.0000;-0.0000
11.0;0.0000;0.0229;-0.0005;0.0000;7;7;-0.0012;0.0296;0.0018;-0.0000;-0.0000;0.0000;-0.0000
11.5;0.0000;0.0238;-0.0030;0.0000;7;7;-0.0012;0.0311;0.0018;-0.0000;-0.0000;0.0000;-0.0000
12.0;0.0000;0.0247;0.0000;0.0000;7;7;-0.0012;0.0311;0.0032;-0.0010;-0.0000;0.0000;-0.0000
12.5;0.0000;0.0256;0.0025;0.0000;7;7;-0.0012;0.0325;0.0032;-0.0010;-0.0000;0.0000;-0.0000
13.0;0.0000;0.0266;-0.0070;0.0000;7;9;-0.0012;0.0340;0.0032;-0.0000;-0.0000;0.0000;-0.0000
13.5;0.0000;0.0279;0.0140;0.0000;9;9;-0.0012;0.0355;0.0032;-0.0010;-0.0000;0.0000;-0.0000
14.0;0.0000;0.0288;0.0305;0.0000;9;9;-0.0012;0.0369;0.0032;-0.0020;-0.0010;0.0000;-0.0000
14.5;0.0000;0.0298;0.0200;0.0000;9;9;-0.0012;0.0384;0.0032;-0.0010;-0.0010;0.0000;-0.0000
15.0;0.0000;0.0307;0.0015;0.0000;9;9;-0.0012;0.0398;0.0047;-0.0010;-0.0010;0.0000;-0.0000
15.5;0.0000;0.0316;0.0030;0.0000;9;9;-0.0012;0.0413;0.0047;-0.0010;-0.0010;0.0000;-0.0000
16.0;0.0000;0.0330;0.0035;0.0000;11;11;-0.0012;0.0428;0.0047;-0.0010;-0.0010;0.0000;-0.0000
16.5;0.0000;0.0339;0.0135;0.0000;11;11;-0.0012;0.0428;0.0047;-0.0010;-0.0010;0.0000;-0.0000
17.0;0.0000;0.0348;0.0015;0.0000;11;11;-0.0012;0.0442;0.0062;-0.0010;-0.0010;0.0000;-0.0000
17.5;0.0000;0.0357;-0.0005;0.0000;11;11;-0.0012;0.0457;0.0062;-0.0000;-0.0010;0.0000;-0.0000
18.0;0.0000;0.0366;-0.0250;0.0000;11;11;-0.0012;0.0472;0.0062;0.0010;-0.0010;0.0000;-0.0000
18.5;0.0000;0.0375;-0.0190;0.0000;11;13;-0.0012;0.0486;0.0062;-0.0000;-0.0010;0.0000;-0.0000
19.0;0.0000;0.0389;-0.0035;0.0000;13;13;-0.0012;0.0501;0.0076;-0.0000;-0.0010;0.0000;-0.0000
19.5;0.0000;0.0398;-0.0035;0.0000;13;13;-0.0012;0.0516;0.0076;-0.0000;-0.0010;0.0000;-0.0000
20.0;0.0000;0.0408;0.0015;0.0000;13;13;-0.0012;0.0530;0.0076;-0.0010;-0.0010;0.0000;-0.0000
20.5;0.0000;0.0417;0.0060;0.0000;13;13;-0.0012;0.0545;0.0076;-0.0010;-0.0010;0.0000;-0.0000
21.0;0.0000;0.0426;-0.0045;0.0000;13;13;-0.0012;0.0545;0.0091;-0.0000;-0.0010;0.0000;-0.0000
21.5;0.0000;0.0440;-0.0230;0.0000;15;15;-0.0012;0.0560;0.0091;0.0010;-0.0000;0.0000;-0.0000
22.0;0.0000;0.0449;-0.0045;0.0000;15;15;-0.0012;0.0574;0.0091;-0.0000;-0.0000;0.0000;-0.0000
22.5;0.0000;0.0458;-0.0025;0.0000;15;15;-0.0012;0.0589;0.0105;-0.0000;-0.0000;0.0000;-0.0000
23.0;0.0000;0.0467;-0.0035;0.0000;15;15;-0.0012;0.0604;0.0105;-0.0000;-0.0000;0.0000;-0.0000
23.5;0.0000;0.0476;0.0150;0.0000;17;15;-0.0012;0.0618;0.0105;-0.0010;-0.0000;0.0000;-0.0000
24.0;0.0000;0.0490;0.0140;0.0000;17;17;-0.0012;0.0633;0.0120;-0.0010;-0.0010;0.0000;-0.0000
24.5;0.0000;0.0499;0.0170;0.0000;17;17;-0.0012;0.0648;0.0120;-0.0010;-0.0010;0.0000;-0.0000
25.0;0.0000;0.0508;-0.0115;0.0000;17;17;-0.0012;0.0662;0.0120;-0.0000;-0.0010;0.0000;-0.0000
25.5;0.0000;0.0517;-0.0045;0.0000;17;17;-0.0012;0.0662;0.0135;-0.0000;-0.0010;0.0000;-0.0000
26.0;0.0000;0.0527;-0.0145;0.0000;17;19;-0.0012;0.0677;0.0135;-0.0000;-0.0010;0.0000;0.0079
26.5;0.0000;0.0536;0.0065;0.0000;19;19;-0.0012;0.0691;0.0135;-0.0010;-0.0010;0.0000;0.0079
27.0;0.0000;0.0549;-0.0040;0.0000;19;19;-0.0012;0.0706;0.0149;-0.0000;-0.0010;0.0000;0.0079
27.5;0.0000;0.0559;0.0010;0.0000;19;19;-0.0012;0.0721;0.0149;-0.0010;-0.0010;0.0000;0.0079
28.0;0.0000;0.0568;0.0080;0.0000;19;19;-0.0012;0.0735;0.0164;-0.0010;-0.0010;0.0000;0.0079
28.5;0.0000;0.0577;0.0150;0.0000;21;19;-0.0012;0.0750;0.0164;-0.0010;-0.0010;0.0000;0.0079
