Time(ms);ActualLinearVel;TargetLinearVel;ActualAngularVel;TargetAngularVel;PWML;PWMR;ImuDiff;VelP;VelI;AngP;AngI;RotationFF;LinearFF
0.0;0.0000;0.0009;-0.0115;0.0000;17;19;-0.0012;0.0018;-0.0012;-0.0000;-0.0000;0.0000;0.0866
0.5;0.0000;0.0018;0.0095;0.0000;19;19;-0.0012;0.0032;-0.0012;-0.0010;-0.0000;0.0000;0.0866
1.0;0.0000;0.0027;0.0155;0.0000;19;19;-0.0012;0.0047;-0.0012;-0.0010;-0.0010;0.0000;0.0866
1.5;0.0000;0.0037;-0.0015;0.0000;19;19;-0.0012;0.0076;0.0003;-0.0000;-0.0010;0.0000;0.0866
2.0;0.0000;0.0046;0.0020;0.0000;19;19;-0.0012;0.0091;0.0003;-0.0010;-0.0010;0.0000;0.0866
2.5;0.0000;0.0060;0.0030;0.0000;21;21;-0.0012;0.0105;0.0003;-0.0010;-0.0010;0.0000;0.0866
3.0;0.0000;0.0069;-0.0020;0.0000;21;21;-0.0012;0.0135;0.0003;-0.0000;-0.0010;0.0000;0.0866
3.5;0.0000;0.0078;0.0070;0.0000;21;21;-0.0012;0.0149;0.0003;-0.0010;-0.0010;0.0000;0.0866
4.0;0.0000;0.0087;0.0095;0.0000;22;21;-0.0012;0.0179;0.0003;-0.0010;-0.0010;0.0000;0.0866
4.5;0.0000;0.0096;-0.0015;0.0000;22;22;-0.0012;0.0193;0.0003;-0.0000;-0.0010;0.0000;0.0866
5.0;0.0000;0.0110;0.0000;0.0000;22;22;-0.0012;0.0208;0.0018;-0.0010;-0.0010;0.0000;0.0866
5.5;0.0000;0.0119;0.0025;0.0000;22;22;-0.0012;0.0237;0.0018;-0.0010;-0.0010;0.0000;0.0866
6.0;0.0000;0.0128;0.0030;0.0000;24;22;-0.0012;0.0252;0.0018;-0.0010;-0.0010;0.0000;0.0866
6.5;0.0000;0.0137;-0.0070;0.0000;24;24;-0.0012;0.0267;0.0018;-0.0000;-0.0010;0.0000;0.0866
7.0;0.0000;0.0147;0.0175;0.0000;24;24;-0.0012;0.0296;0.0032;-0.0010;-0.0010;0.0000;0.0866
7.5;0.0000;0.0156;0.0245;0.0000;24;24;-0.0012;0.0311;0.0032;-0.0020;-0.0010;0.0000;0.0866
8.0;0.0000;0.0169;-0.0040;0.0000;26;26;-0.0012;0.0340;0.0032;-0.0000;-0.0010;0.0000;0.0866
8.5;0.0000;0.0179;0.0010;0.0000;26;26;-0.0012;0.0355;0.0047;-0.0010;-0.0010;0.0000;0.0866
9.0;0.0000;0.0188;0.0030;0.0000;26;26;-0.0012;0.0369;0.0047;-0.0010;-0.0010;0.0000;0.0866
9.5;0.0000;0.0197;-0.0070;0.0000;26;26;-0.0012;0.0398;0.0062;-0.0000;-0.0010;0.0000;0.0866
10.0;0.0000;0.0206;0.0090;0.0000;28;28;-0.0012;0.0413;0.0062;-0.0010;-0.0010;0.0000;0.0866
10.5;0.0000;0.0220;0.0135;0.0000;28;28;-0.0012;0.0428;0.0062;-0.0010;-0.0010;0.0000;0.0866
11.0;0.0000;0.0229;-0.0070;0.0000;28;28;-0.0012;0.0457;0.0076;-0.0000;-0.0010;0.0000;0.0866
11.5;0.0000;0.0238;0.0000;0.0000;30;30;-0.0012;0.0472;0.0076;-0.0010;-0.0010;0.0000;0.0866
12.0;0.0000;0.0247;0.0025;0.0000;30;30;-0.0012;0.0486;0.0091;-0.0010;-0.0010;0.0000;0.0866
12.5;0.0000;0.0256;0.0085;0.0000;30;30;-0.0012;0.0516;0.0091;-0.0010;-0.0010;0.0000;0.0866
13.0;0.0000;0.0266;-0.0225;0.0000;30;32;-0.0012;0.0530;0.0105;0.0010;-0.0010;0.0000;0.0866
13.5;0.0000;0.0279;-0.0080;0.0000;32;32;-0.0012;0.0560;0.0120;-0.0000;-0.0010;0.0000;0.0866
14.0;0.0000;0.0288;0.0190;0.0000;32;32;-0.0012;0.0574;0.0120;-0.0010;-0.0010;0.0000;0.0866
14.5;0.0000;0.0298;-0.0140;0.0000;32;34;-0.0012;0.0589;0.0135;-0.0000;-0.0010;0.0000;0.0945
15.0;0.0000;0.0307;0.0170;0.0000;34;34;-0.0012;0.0618;0.0135;-0.0010;-0.0010;0.0000;0.0945
15.5;0.0000;0.0316;-0.0010;0.0000;34;34;-0.0012;0.0633;0.0149;-0.0000;-0.0010;0.0000;0.0945
16.0;0.0000;0.0330;-0.0200;0.0000;34;36;-0.0012;0.0648;0.0164;-0.0000;-0.0010;0.0000;0.0945
16.5;0.0000;0.0339;0.0100;0.0000;36;36;-0.0012;0.0677;0.0164;-0.0010;-0.0010;0.0000;0.0945
17.0;0.0000;0.0348;-0.0030;0.0000;36;36;-0.0012;0.0691;0.0179;-0.0000;-0.0010;0.0000;0.0945
17.5;0.0000;0.0357;-0.0175;0.0000;36;38;-0.0012;0.0706;0.0193;-0.0000;-0.0010;0.0000;0.0945
18.0;0.0000;0.0366;-0.0115;0.0000;38;38;-0.0012;0.0735;0.0208;-0.0000;-0.0010;0.0000;0.0945
18.5;0.0000;0.0375;0.0040;0.0000;38;38;-0.0012;0.0750;0.0208;-0.0010;-0.0010;0.0000;0.0945
19.0;0.0000;0.0389;0.0480;0.0000;40;38;-0.0037;0.0779;0.0223;-0.0029;-0.0010;0.0000;0.0945
19.5;0.0000;0.0398;0.0735;0.0000;40;38;-0.0037;0.0794;0.0237;-0.0039;-0.0010;0.0000;0.0945
20.0;0.0000;0.0408;0.1305;0.0000;42;40;-0.0061;0.0809;0.0252;-0.0068;-0.0010;0.0000;0.0945
20.5;0.0000;0.0417;0.1255;0.0000;44;40;-0.0061;0.0838;0.0267;-0.0068;-0.0010;0.0000;0.0945
21.0;0.0000;0.0426;0.1375;0.0000;44;40;-0.0061;0.0853;0.0281;-0.0068;-0.0010;0.0000;0.0945
